StateCounty,Unknown,No,Yes
ARCarroll County,0.0000000000000000000,0.0000000000000000000,0.0987795548570700000
ARChicot County,0.0000000000000000000,0.0000000000000000000,0.0996080903771182000
ARClark County,0.0000000000000000000,0.0000000000000000000,0.0978463161147898000
ARClay County,0.0000000000000000000,0.0000000000000000000,0.0945484561420022000
ARCleburne County,0.0000000000000000000,0.0000000000000000000,0.0993171334028990000
ARCleveland County,0.0000000000000000000,0.0000000000000000000,0.1000422845237960000
ARColumbia County,0.0000000000000000000,0.0000000000000000000,0.0981692020477709000
ARConway County,0.0000000000000000000,0.0000000000000000000,0.0989745463856697000
ARCraighead County,0.0000000000000000000,0.0000000000000000000,0.0965737873333010000
ARCrawford County,0.0000000000000000000,0.0000000000000000000,0.0986558600052261000
ARCrittenden County,0.0000000000000000000,0.0000000000000000000,0.0936632761225626000
ARCross County,0.0000000000000000000,0.0000000000000000000,0.0928613854725167000
ARDallas County,0.0000000000000000000,0.0000000000000000000,0.0997300086094413000
ARDesha County,0.0000000000000000000,0.0000000000000000000,0.1001721129689850000
ARDrew County,0.0000000000000000000,0.0000000000000000000,0.1000597646013630000
ARFaulkner County,0.0000000000000000000,0.0000000000000000000,0.0987677128990696000
ARFranklin County,0.0000000000000000000,0.0000000000000000000,0.0983818544610660000
ARFulton County,0.0000000000000000000,0.0000000000000000000,0.0998977615394654000
ARGarland County,0.0000000000000000000,0.0000000000000000000,0.0962022022147593000
ARGrant County,0.0000000000000000000,0.0000000000000000000,0.0997087272969834000
ARGreene County,0.0000000000000000000,0.0000000000000000000,0.0998065688537222000
ARHempstead County,0.0000000000000000000,0.0000000000000000000,0.0981838520594236000
ARHot Spring County,0.0000000000000000000,0.0000000000000000000,0.0978158734947379000
ARHoward County,0.0000000000000000000,0.0000000000000000000,0.0982760992819285000
ARIndependence County,0.0000000000000000000,0.0000000000000000000,0.1004056844459870000
ARIzard County,0.0000000000000000000,0.0000000000000000000,0.0998993172037781000
ARJackson County,0.0000000000000000000,0.0000000000000000000,0.1002214194624660000
ARJefferson County,0.0000000000000000000,0.0000000000000000000,0.1006451988014080000
ARJohnson County,0.0000000000000000000,0.0000000000000000000,0.0986346809215619000
ARLafayette County,0.0000000000000000000,0.0000000000000000000,0.0985928765768758000
ARLawrence County,0.0000000000000000000,0.0000000000000000000,0.1004433377806190000
ARLee County,0.0000000000000000000,0.0000000000000000000,0.0953795040588401000
ARLincoln County,0.0000000000000000000,0.0000000000000000000,0.1004257091364200000
ARLittle River County,0.0000000000000000000,0.0000000000000000000,0.0986426631492701000
ARLogan County,0.0000000000000000000,0.0000000000000000000,0.0985908242971503000
