StateCounty,Unknown,No Signs of Fatigue / Good Maintenance,Few Signs of Fatigue / Average Maintenance,Obvious Signs of Fatigue / Poor Maintenance
CTNew Haven County,0.000000000000000000,0.000000000000000000,0.048509657497474400,0.094674476744327500
CTNew London County,0.000000000000000000,0.000000000000000000,0.049620344565438600,0.097529899219647600
CTTolland County,0.000000000000000000,0.000000000000000000,0.050108784567656400,0.098337369629983900
CTWindham County,0.000000000000000000,0.000000000000000000,0.050156503173736100,0.098415976324513400
DCDistrict Of Columbia,0.000000000000000000,0.000000000000000000,0.048239857006893100,0.093635706308150100
DEKent County,0.000000000000000000,0.000000000000000000,0.048737164291094500,0.096249001752880800
DENew Castle County,0.000000000000000000,0.000000000000000000,0.048287164532580600,0.094486332376241500
DESussex County,0.000000000000000000,0.000000000000000000,0.047963759067923800,0.094587100784725900
FLAlachua County,0.000000000000000000,0.000000000000000000,0.020918951456621500,0.095360959959868800
FLBaker County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.096327784204950800
FLBay County,0.000000000000000000,0.000000000000000000,0.026203071293064500,0.092931133724382800
FLBradford County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.095505829682037500
FLBrevard County,0.000000000000000000,0.000000000000000000,0.038680983258816000,0.091014762114605400
FLBroward County,0.000000000000000000,0.000000000000000000,0.045374435046434200,0.088627403177480100
FLCalhoun County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.097298141018324700
FLCharlotte County,0.000000000000000000,0.000000000000000000,0.030836829096619000,0.093925276817731000
FLCitrus County,0.000000000000000000,0.000000000000000000,0.003953269328656140,0.094892900921308400
FLClay County,0.000000000000000000,0.000000000000000000,0.032075824575378700,0.091846307732216500
FLCollier County,0.000000000000000000,0.000000000000000000,0.038636709976801900,0.092386501839141200
FLColumbia County,0.000000000000000000,0.000000000000000000,0.008184929470308240,0.096861273476081400
FLDesoto County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.094793906598577700
FLDixie County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.096247697333911500
FLDuval County,0.000000000000000000,0.000000000000000000,0.041225179093147900,0.089483605325247000
FLEscambia County,0.000000000000000000,0.000000000000000000,0.037842920187120200,0.088633882726899100
FLFlagler County,0.000000000000000000,0.000000000000000000,0.027588112855159200,0.091291481032678400
FLFranklin County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.094561132716113100
FLGadsden County,0.000000000000000000,0.000000000000000000,0.006037783295666840,0.095982772311556900
FLGilchrist County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.096311978685797800
FLGlades County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.092761221976705600
FLGulf County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.094724097466286000
FLHamilton County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.097325343557555600
FLHardee County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.096171413308154800
FLHendry County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.092800524831466900
FLHernando County,0.000000000000000000,0.000000000000000000,0.033609530388463800,0.094416410314999600
FLHighlands County,0.000000000000000000,0.000000000000000000,0.012149281527948000,0.095728337033659700
FLHillsborough County,0.000000000000000000,0.000000000000000000,0.040452033490255600,0.089530087807591100
FLHolmes County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.096814918785322700
FLIndian River County,0.000000000000000000,0.000000000000000000,0.031930744814892900,0.091943506314053700
FLJackson County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.097695030003409000
FLJefferson County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.096415086594657600
FLLafayette County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.097136058255147700
FLLake County,0.000000000000000000,0.000000000000000000,0.027286421557027400,0.093669594713494500
FLLee County,0.000000000000000000,0.000000000000000000,0.036717886930886600,0.092881666505904900
FLLeon County,0.000000000000000000,0.000000000000000000,0.033817150491166400,0.096093722244641000
FLLevy County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.095080751731725800
FLLiberty County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.097326133719172000
FLMadison County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.097475097551168200
FLManatee County,0.000000000000000000,0.000000000000000000,0.040107433303707000,0.092901444259177300
FLMarion County,0.000000000000000000,0.000000000000000000,0.026908675377650600,0.094688855874046200
FLMartin County,0.000000000000000000,0.000000000000000000,0.025738554229747200,0.089723860166226500
FLMiami-Dade County,0.000000000000000000,0.000000000000000000,0.043686421152424400,0.087372474033810200
FLMonroe County,0.000000000000000000,0.000000000000000000,0.026644439893305000,0.091645778625663000
FLNassau County,0.000000000000000000,0.000000000000000000,0.014756809740794600,0.095177316817085300
FLOkaloosa County,0.000000000000000000,0.000000000000000000,0.029954838564937500,0.094332033347337400
FLOkeechobee County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.094535325414390600
FLOrange County,0.000000000000000000,0.000000000000000000,0.041381623929424200,0.090084936820812100
FLOsceola County,0.000000000000000000,0.000000000000000000,0.032130891926698300,0.093496447579084900
FLPalm Beach County,0.000000000000000000,0.000000000000000000,0.041886845454189900,0.089748256204535500
FLPasco County,0.000000000000000000,0.000000000000000000,0.030776142644142200,0.091771503757582100
FLPinellas County,0.000000000000000000,0.000000000000000000,0.047301144884285700,0.092629120677687200
FLPolk County,0.000000000000000000,0.000000000000000000,0.033725723538155000,0.094738042514086000
FLPutnam County,0.000000000000000000,0.000000000000000000,0.010364726654224400,0.093705665877003900
FLSanta Rosa County,0.000000000000000000,0.000000000000000000,0.024670526487515300,0.090799903231147300
FLSarasota County,0.000000000000000000,0.000000000000000000,0.040231068367480200,0.093024518157819100
FLSeminole County,0.000000000000000000,0.000000000000000000,0.043492709690306800,0.092616409810725200
FLSt. Johns County,0.000000000000000000,0.000000000000000000,0.027944288952255600,0.090921384546180700
FLSt. Lucie County,0.000000000000000000,0.000000000000000000,0.033830840326897900,0.091508101992037600
FLSumter County,0.000000000000000000,0.000000000000000000,0.009132407861591970,0.093789600935190200
FLSuwannee County,0.000000000000000000,0.000000000000000000,0.006940339108043590,0.096426112129707000
FLTaylor County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.097443180565362800
FLUnion County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.096160042361517900
FLVolusia County,0.000000000000000000,0.000000000000000000,0.034260399479128400,0.091681258505373500
FLWakulla County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.095521703155237300
FLWalton County,0.000000000000000000,0.000000000000000000,0.004710882838585780,0.094820806098578700
FLWashington County,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.096476249622098600
GAAppling County,0.000000000000000000,0.000000000000000000,0.049804019296903400,0.099163335118026300
GAAtkinson County,0.000000000000000000,0.000000000000000000,0.049060467938525100,0.097511876476838600
GABacon County,0.000000000000000000,0.000000000000000000,0.049478983378474300,0.098516558688361600
GABaker County,0.000000000000000000,0.000000000000000000,0.049165408040376300,0.097803233590365600
GABaldwin County,0.000000000000000000,0.000000000000000000,0.049296979266273600,0.098034002539188800
GABanks County,0.000000000000000000,0.000000000000000000,0.049786972123621900,0.098815277797257300
GABarrow County,0.000000000000000000,0.000000000000000000,0.049900061847988800,0.098711389881223700
GABartow County,0.000000000000000000,0.000000000000000000,0.049679901446214400,0.098467443183004800
GABen Hill County,0.000000000000000000,0.000000000000000000,0.048966807748121300,0.097488525475393000
GABerrien County,0.000000000000000000,0.000000000000000000,0.049026799622291900,0.097329965078120500
GABibb County,0.000000000000000000,0.000000000000000000,0.048168975991372200,0.094931674491313800
GABleckley County,0.000000000000000000,0.000000000000000000,0.049565344588929000,0.098324848722962000
GABrantley County,0.000000000000000000,0.000000000000000000,0.049975693653077700,0.099341305017135700
GABrooks County,0.000000000000000000,0.000000000000000000,0.049107040736188900,0.097540546288304800
GABryan County,0.000000000000000000,0.000000000000000000,0.050246357487110600,0.099336292671728300
GABulloch County,0.000000000000000000,0.000000000000000000,0.050044784767723400,0.099690825810565800
GABurke County,0.000000000000000000,0.000000000000000000,0.050024086195086700,0.099787165424682900
GAButts County,0.000000000000000000,0.000000000000000000,0.048995269993250100,0.096942453013602300
GACalhoun County,0.000000000000000000,0.000000000000000000,0.049384293787412500,0.098365582228447300
GACamden County,0.000000000000000000,0.000000000000000000,0.049227348146667000,0.097829970183930200
GACandler County,0.000000000000000000,0.000000000000000000,0.050100241055506500,0.099630651669591100
GACarroll County,0.000000000000000000,0.000000000000000000,0.048334660610414200,0.095790876272950500
GACatoosa County,0.000000000000000000,0.000000000000000000,0.049902573402107900,0.099513985195135400
GACharlton County,0.000000000000000000,0.000000000000000000,0.049199223524032400,0.097655713453817200
GAChatham County,0.000000000000000000,0.000000000000000000,0.049070200551884600,0.097202051668664200
GAChattahoochee County,0.000000000000000000,0.000000000000000000,0.048848829083232300,0.097454095093206800
GAChattooga County,0.000000000000000000,0.000000000000000000,0.048824108060909500,0.097245622158451200
GACherokee County,0.000000000000000000,0.000000000000000000,0.049522249235200500,0.097583748470754200
GAClarke County,0.000000000000000000,0.000000000000000000,0.049772915596449700,0.099009723868999800
GAClay County,0.000000000000000000,0.000000000000000000,0.049520626753707200,0.098126940768164400
GAClayton County,0.000000000000000000,0.000000000000000000,0.048429887235938600,0.094638208552456400
GAClinch County,0.000000000000000000,0.000000000000000000,0.049155951735202700,0.097630138518259200
GACobb County,0.000000000000000000,0.000000000000000000,0.048648807895622600,0.095096147448772800
GACoffee County,0.000000000000000000,0.000000000000000000,0.049586530883928700,0.098671276641004100
GAColquitt County,0.000000000000000000,0.000000000000000000,0.049129420929869200,0.097707515261160200
GAColumbia County,0.000000000000000000,0.000000000000000000,0.049457230811074800,0.097990292245311100
GACook County,0.000000000000000000,0.000000000000000000,0.049385215606342100,0.098175800059131100
GACoweta County,0.000000000000000000,0.000000000000000000,0.048507085290680600,0.095482220371139000
GACrawford County,0.000000000000000000,0.000000000000000000,0.048843022178765900,0.096678344393837700
GACrisp County,0.000000000000000000,0.000000000000000000,0.049110951207501400,0.097480111870703800
GADade County,0.000000000000000000,0.000000000000000000,0.049960347278634700,0.099758224073579000
GADawson County,0.000000000000000000,0.000000000000000000,0.049972565557914600,0.098881506804311600
GADecatur County,0.000000000000000000,0.000000000000000000,0.049053263636903000,0.097265223485096100
GADekalb County,0.000000000000000000,0.000000000000000000,0.048771008550835000,0.095289785993333500
GADodge County,0.000000000000000000,0.000000000000000000,0.049502134445067700,0.098286182785353600
GADooly County,0.000000000000000000,0.000000000000000000,0.048938050729140100,0.097296370098807600
GADougherty County,0.000000000000000000,0.000000000000000000,0.048934957428638800,0.097107604584482800
GADouglas County,0.000000000000000000,0.000000000000000000,0.048656528227208700,0.095235803871606600
GAEarly County,0.000000000000000000,0.000000000000000000,0.049395485268855800,0.098270282012755700
GAEchols County,0.000000000000000000,0.000000000000000000,0.049189055687973300,0.097392551419672500
GAEffingham County,0.000000000000000000,0.000000000000000000,0.049952677812074000,0.098870327850418400
GAElbert County,0.000000000000000000,0.000000000000000000,0.049875737506408500,0.099181037847774900
GAEmanuel County,0.000000000000000000,0.000000000000000000,0.050025445829939600,0.099606287511688500
GAEvans County,0.000000000000000000,0.000000000000000000,0.050172456387658700,0.099791773821683100
GAFannin County,0.000000000000000000,0.000000000000000000,0.049916774941442400,0.099602656092992100
GAFayette County,0.000000000000000000,0.000000000000000000,0.048000537498510900,0.094302305749034600
