Zip,State,County,Wildfire,Flood,Tornado,Hail
75978,TX,NACOGDOCHES COUNTY,3.7,1,0.35 - 0.5,0.1 - 0.2
75979,TX,TYLER COUNTY,3.7,1,0.2 - 0.35,0.1 - 0.2
75980,TX,ANGELINA COUNTY,5.1,2,0.2 - 0.35,0.1 - 0.2
75990,TX,TYLER COUNTY,5,2,0.2 - 0.35,0.1 - 0.2
76001,TX,TARRANT COUNTY,1,2,0.5 - 0.75,0.4 - 0.6
76002,TX,TARRANT COUNTY,1,2,0.5 - 0.75,0.4 - 0.6
76003,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.4 - 0.6
76004,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.4 - 0.6
76005,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76006,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76007,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.4 - 0.6
76008,TX,PARKER COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76009,TX,JOHNSON COUNTY,1,1,0.5 - 0.75,0.4 - 0.6
76010,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.4 - 0.6
76011,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76012,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76013,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76014,TX,TARRANT COUNTY,1,3,0.35 - 0.5,0.4 - 0.6
76015,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.4 - 0.6
76016,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76017,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.4 - 0.6
76018,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.4 - 0.6
76019,TX,TARRANT COUNTY,1,4,0.35 - 0.5,0.4 - 0.6
76020,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76021,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76022,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76023,TX,WISE COUNTY,1,4,0.2 - 0.35,0.6 - 0.8
76028,TX,JOHNSON COUNTY,1,2,0.35 - 0.5,0.4 - 0.6
76031,TX,JOHNSON COUNTY,1,1,0.35 - 0.5,0.4 - 0.6
76033,TX,JOHNSON COUNTY,1,1,0.35 - 0.5,0.4 - 0.6
76034,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76035,TX,PARKER COUNTY,1,3,0.35 - 0.5,0.6 - 0.8
76036,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76039,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76040,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76041,TX,ELLIS COUNTY,1,4,0.35 - 0.5,0.4 - 0.6
76043,TX,SOMERVELL COUNTY,2.2,2,0.2 - 0.35,0.4 - 0.6
76044,TX,JOHNSON COUNTY,1,5,0.35 - 0.5,0.4 - 0.6
76048,TX,HOOD COUNTY,1,1,0.2 - 0.35,0.6 - 0.8
76049,TX,HOOD COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76050,TX,JOHNSON COUNTY,1,1,0.5 - 0.75,0.4 - 0.6
76051,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76052,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76053,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76054,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76055,TX,HILL COUNTY,1,1,0.5 - 0.75,0.4 - 0.6
76058,TX,JOHNSON COUNTY,1,2,0.35 - 0.5,0.4 - 0.6
76059,TX,JOHNSON COUNTY,1,1,0.35 - 0.5,0.4 - 0.6
76060,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.4 - 0.6
76061,TX,JOHNSON COUNTY,1,1,0.35 - 0.5,0.4 - 0.6
76063,TX,TARRANT COUNTY,1,4,0.5 - 0.75,0.4 - 0.6
76064,TX,ELLIS COUNTY,1,9,0.5 - 0.75,0.4 - 0.6
76065,TX,ELLIS COUNTY,1,1,0.5 - 0.75,0.4 - 0.6
76066,TX,PARKER COUNTY,1,1,0.2 - 0.35,0.6 - 0.8
76067,TX,PALO PINTO COUNTY,1,6,0.2 - 0.35,0.6 - 0.8
76068,TX,PALO PINTO COUNTY,1,3,0.2 - 0.35,0.6 - 0.8
76070,TX,SOMERVELL COUNTY,1,1,0.35 - 0.5,0.4 - 0.6
76071,TX,WISE COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76073,TX,WISE COUNTY,1,1,0.2 - 0.35,0.8 - 1.0
76077,TX,SOMERVELL COUNTY,1,1,0.35 - 0.5,0.4 - 0.6
76078,TX,WISE COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76082,TX,PARKER COUNTY,1,7,0.2 - 0.35,0.6 - 0.8
76084,TX,JOHNSON COUNTY,1,1,0.5 - 0.75,0.4 - 0.6
76085,TX,PARKER COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76086,TX,PARKER COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76087,TX,PARKER COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76088,TX,PARKER COUNTY,1,1,0.2 - 0.35,0.6 - 0.8
76092,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76093,TX,JOHNSON COUNTY,1,8,0.35 - 0.5,0.4 - 0.6
76094,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76095,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76096,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.4 - 0.6
76097,TX,JOHNSON COUNTY,1,5,0.35 - 0.5,0.4 - 0.6
76098,TX,PARKER COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76099,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76101,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76102,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76103,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76104,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76105,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76106,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76107,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76108,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76109,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76110,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76111,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76112,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76113,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76114,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76115,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76116,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76117,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76118,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76119,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76120,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76121,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76122,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76123,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76124,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76126,TX,TARRANT COUNTY,1,4,0.35 - 0.5,0.6 - 0.8
76127,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76129,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76130,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76131,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76132,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76133,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76134,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76135,TX,TARRANT COUNTY,1,4,0.35 - 0.5,0.6 - 0.8
76136,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76137,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76140,TX,TARRANT COUNTY,1,8,0.35 - 0.5,0.4 - 0.6
76147,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76148,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76150,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76155,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76161,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76162,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76163,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76164,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76166,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76177,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76178,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76179,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76180,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76181,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76182,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76185,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76190,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76191,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76192,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76193,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76195,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76196,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76197,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76198,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76199,TX,TARRANT COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76201,TX,DENTON COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76202,TX,DENTON COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76203,TX,DENTON COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76204,TX,DENTON COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76205,TX,DENTON COUNTY,1,3,0.35 - 0.5,0.6 - 0.8
76206,TX,DENTON COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76207,TX,DENTON COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76208,TX,DENTON COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76209,TX,DENTON COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76210,TX,DENTON COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76225,TX,WISE COUNTY,1,2,0.2 - 0.35,0.8 - 1.0
76226,TX,DENTON COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76227,TX,DENTON COUNTY,1,1,0.5 - 0.75,0.6 - 0.8
76228,TX,CLAY COUNTY,1,2,0.2 - 0.35,0.8 - 1.0
76230,TX,MONTAGUE COUNTY,1,1,0.2 - 0.35,0.8 - 1.0
76233,TX,GRAYSON COUNTY,1,9,0.5 - 0.75,0.6 - 0.8
76234,TX,WISE COUNTY,1,1,0.2 - 0.35,0.8 - 1.0
76238,TX,COOKE COUNTY,1,2,0.35 - 0.5,0.8 - 1.0
76239,TX,MONTAGUE COUNTY,1,1,0.2 - 0.35,0.8 - 1.0
76240,TX,COOKE COUNTY,1,1,0.5 - 0.75,0.8 - 1.0
76241,TX,COOKE COUNTY,1,2,0.5 - 0.75,0.8 - 1.0
76244,TX,TARRANT COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76245,TX,GRAYSON COUNTY,1.7,2,0.5 - 0.75,0.8 - 1.0
76246,TX,WISE COUNTY,1,2,0.2 - 0.35,0.8 - 1.0
76247,TX,DENTON COUNTY,1,4,0.35 - 0.5,0.6 - 0.8
76248,TX,TARRANT COUNTY,1,7,0.35 - 0.5,0.6 - 0.8
76249,TX,DENTON COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76250,TX,COOKE COUNTY,1,2,0.35 - 0.5,0.8 - 1.0
76251,TX,MONTAGUE COUNTY,1,2,0.2 - 0.35,0.8 - 1.0
76252,TX,COOKE COUNTY,1,1,0.35 - 0.5,0.8 - 1.0
76253,TX,COOKE COUNTY,1,1,0.35 - 0.5,0.8 - 1.0
76254,TX,CLAY COUNTY,1,1,0.2 - 0.35,0.8 - 1.0
76255,TX,MONTAGUE COUNTY,1,2,0.35 - 0.5,0.8 - 1.0
76258,TX,DENTON COUNTY,1,4,0.5 - 0.75,0.6 - 0.8
76259,TX,DENTON COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76261,TX,MONTAGUE COUNTY,1,1,0.35 - 0.5,0.8 - 1.0
76262,TX,DENTON COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76263,TX,COOKE COUNTY,1,9,0.35 - 0.5,0.8 - 1.0
76264,TX,GRAYSON COUNTY,1.7,1,0.5 - 0.75,0.8 - 1.0
76265,TX,MONTAGUE COUNTY,1,1,0.35 - 0.5,0.8 - 1.0
76266,TX,DENTON COUNTY,1,2,0.35 - 0.5,0.6 - 0.8
76267,TX,WISE COUNTY,1,2,0.35 - 0.5,0.8 - 1.0
76268,TX,GRAYSON COUNTY,1,2,0.5 - 0.75,0.6 - 0.8
76270,TX,MONTAGUE COUNTY,1,1,0.2 - 0.35,0.8 - 1.0
76271,TX,GRAYSON COUNTY,1,3,0.5 - 0.75,0.6 - 0.8
76272,TX,COOKE COUNTY,1,2,0.35 - 0.5,0.8 - 1.0
76273,TX,GRAYSON COUNTY,1,2,0.5 - 0.75,0.8 - 1.0
76299,TX,DENTON COUNTY,1,1,0.35 - 0.5,0.6 - 0.8
76301,TX,WICHITA COUNTY,1,1,0.35 - 0.5,>1.0
76302,TX,WICHITA COUNTY,1,4,0.35 - 0.5,>1.0
76303,TX,WICHITA COUNTY,1,2,0.35 - 0.5,>1.0
76304,TX,WICHITA COUNTY,1,2,0.35 - 0.5,>1.0
76305,TX,WICHITA COUNTY,1,2,0.35 - 0.5,>1.0
76306,TX,WICHITA COUNTY,1,1,0.35 - 0.5,>1.0
76307,TX,WICHITA COUNTY,1,2,0.35 - 0.5,>1.0
76308,TX,WICHITA COUNTY,1,7,0.35 - 0.5,>1.0
76309,TX,WICHITA COUNTY,1,1,0.35 - 0.5,>1.0
76310,TX,WICHITA COUNTY,1,1,0.35 - 0.5,>1.0
76311,TX,WICHITA COUNTY,1,2,0.35 - 0.5,>1.0
76350,TX,JACK COUNTY,1,2,0.2 - 0.35,0.8 - 1.0
76351,TX,ARCHER COUNTY,1,3,0.2 - 0.35,>1.0
76352,TX,CLAY COUNTY,1,2,0.2 - 0.35,>1.0
76354,TX,WICHITA COUNTY,1,2,0.35 - 0.5,>1.0
76357,TX,CLAY COUNTY,1,2,0.35 - 0.5,>1.0
76359,TX,THROCKMORTON COUNTY,1,1,0.1 - 0.2,0.8 - 1.0
76360,TX,WICHITA COUNTY,1,2,0.35 - 0.5,>1.0
76363,TX,KNOX COUNTY,1,2,0.2 - 0.35,>1.0
76364,TX,WILBARGER COUNTY,1,3,0.35 - 0.5,>1.0
76365,TX,CLAY COUNTY,1,2,0.35 - 0.5,>1.0
76366,TX,ARCHER COUNTY,1,1,0.2 - 0.35,>1.0
76367,TX,WICHITA COUNTY,1,2,0.35 - 0.5,>1.0
76369,TX,WICHITA COUNTY,1,2,0.35 - 0.5,>1.0
76370,TX,ARCHER COUNTY,1,1,0.2 - 0.35,>1.0
76371,TX,KNOX COUNTY,1,2,0.2 - 0.35,>1.0
76372,TX,YOUNG COUNTY,1,10,0.2 - 0.35,0.8 - 1.0
76373,TX,WILBARGER COUNTY,1,2,0.35 - 0.5,>1.0
76374,TX,YOUNG COUNTY,1,4,0.2 - 0.35,0.8 - 1.0
76377,TX,CLAY COUNTY,1,1,0.35 - 0.5,>1.0
76378,TX,BAYLOR COUNTY,1,2,0.2 - 0.35,>1.0
76379,TX,ARCHER COUNTY,1,2,0.2 - 0.35,>1.0
76380,TX,BAYLOR COUNTY,1,1,0.2 - 0.35,>1.0
76383,TX,KNOX COUNTY,1,2,0.2 - 0.35,>1.0
76384,TX,WILBARGER COUNTY,1,2,0.2 - 0.35,>1.0
76385,TX,WILBARGER COUNTY,1,2,0.2 - 0.35,>1.0
76388,TX,HASKELL COUNTY,1,2,0.2 - 0.35,>1.0
76389,TX,ARCHER COUNTY,1,2,0.2 - 0.35,>1.0
76401,TX,ERATH COUNTY,1,1,0.2 - 0.35,0.6 - 0.8
76402,TX,ERATH COUNTY,1,1,0.2 - 0.35,0.6 - 0.8
76424,TX,STEPHENS COUNTY,1,2,0.1 - 0.2,0.8 - 1.0
76426,TX,WISE COUNTY,1,4,0.2 - 0.35,0.8 - 1.0
76427,TX,JACK COUNTY,1,2,0.2 - 0.35,0.8 - 1.0
76429,TX,STEPHENS COUNTY,2.2,3,0.1 - 0.2,0.8 - 1.0
76430,TX,SHACKELFORD COUNTY,1,1,0.2 - 0.35,0.8 - 1.0
76431,TX,WISE COUNTY,1,8,0.2 - 0.35,0.8 - 1.0
76432,TX,BROWN COUNTY,1,1,0.1 - 0.2,0.4 - 0.6
76433,TX,ERATH COUNTY,1,2,0.2 - 0.35,0.6 - 0.8
76435,TX,EASTLAND COUNTY,1,8,0.2 - 0.35,0.6 - 0.8
76436,TX,HAMILTON COUNTY,1,1,0.1 - 0.2,0.4 - 0.6
76437,TX,EASTLAND COUNTY,1,1,0.2 - 0.35,0.6 - 0.8
76438,TX,YOUNG COUNTY,1,2,0.2 - 0.35,0.8 - 1.0
76439,TX,PARKER COUNTY,1,5,0.2 - 0.35,0.6 - 0.8
76442,TX,COMANCHE COUNTY,1,1,0.1 - 0.2,0.4 - 0.6
76443,TX,CALLAHAN COUNTY,1,4,0.2 - 0.35,0.6 - 0.8
76444,TX,COMANCHE COUNTY,1,2,0.1 - 0.2,0.6 - 0.8
76445,TX,EASTLAND COUNTY,1,2,0.1 - 0.2,0.6 - 0.8
76446,TX,ERATH COUNTY,1,2,0.1 - 0.2,0.4 - 0.6
76447,TX,ERATH COUNTY,1,2,0.2 - 0.35,0.4 - 0.6
76448,TX,EASTLAND COUNTY,1,2,0.1 - 0.2,0.6 - 0.8
76449,TX,PALO PINTO COUNTY,2.7,1,0.1 - 0.2,0.8 - 1.0
76450,TX,YOUNG COUNTY,1,1,0.2 - 0.35,0.8 - 1.0
76452,TX,COMANCHE COUNTY,1,3,0.1 - 0.2,0.4 - 0.6
76453,TX,PALO PINTO COUNTY,1,2,0.1 - 0.2,0.6 - 0.8
76454,TX,EASTLAND COUNTY,1,1,0.1 - 0.2,0.6 - 0.8
76455,TX,COMANCHE COUNTY,1,1,0.1 - 0.2,0.4 - 0.6
76456,TX,COMANCHE COUNTY,1,1,0.1 - 0.2,0.4 - 0.6
76457,TX,HAMILTON COUNTY,1,4,0.2 - 0.35,0.4 - 0.6
76458,TX,JACK COUNTY,1,1,0.2 - 0.35,0.8 - 1.0
76459,TX,JACK COUNTY,1,2,0.2 - 0.35,0.8 - 1.0
76460,TX,YOUNG COUNTY,1,2,0.2 - 0.35,0.8 - 1.0
76461,TX,ERATH COUNTY,1,1,0.1 - 0.2,0.6 - 0.8
76462,TX,HOOD COUNTY,1,2,0.2 - 0.35,0.6 - 0.8
76463,TX,ERATH COUNTY,1,2,0.1 - 0.2,0.6 - 0.8
76464,TX,SHACKELFORD COUNTY,1,2,0.2 - 0.35,0.6 - 0.8
76465,TX,ERATH COUNTY,1,1,0.2 - 0.35,0.6 - 0.8
76466,TX,EASTLAND COUNTY,1,2,0.1 - 0.2,0.6 - 0.8
76467,TX,HOOD COUNTY,2,1,0.2 - 0.35,0.4 - 0.6
76468,TX,COMANCHE COUNTY,1,2,0.1 - 0.2,0.4 - 0.6
76469,TX,CALLAHAN COUNTY,1,2,0.2 - 0.35,0.6 - 0.8
76470,TX,EASTLAND COUNTY,1.2,2,0.1 - 0.2,0.6 - 0.8
76471,TX,EASTLAND COUNTY,1,2,0.2 - 0.35,0.6 - 0.8
76472,TX,PALO PINTO COUNTY,1,3,0.2 - 0.35,0.6 - 0.8
76474,TX,COMANCHE COUNTY,1,1,0.1 - 0.2,0.4 - 0.6
76475,TX,PALO PINTO COUNTY,2.5,9,0.1 - 0.2,0.6 - 0.8
76476,TX,HOOD COUNTY,1,1,0.2 - 0.35,0.6 - 0.8
76481,TX,YOUNG COUNTY,1,1,0.1 - 0.2,0.8 - 1.0
76483,TX,THROCKMORTON COUNTY,1,1,0.2 - 0.35,0.8 - 1.0
76484,TX,PALO PINTO COUNTY,2.8,2,0.1 - 0.2,0.6 - 0.8
76485,TX,PARKER COUNTY,1,2,0.2 - 0.35,0.6 - 0.8
76486,TX,JACK COUNTY,1,1,0.2 - 0.35,0.8 - 1.0
76487,TX,PARKER COUNTY,1,1,0.2 - 0.35,0.8 - 1.0
76490,TX,PARKER COUNTY,1,1,0.2 - 0.35,0.8 - 1.0
76491,TX,THROCKMORTON COUNTY,1,1,0.1 - 0.2,0.8 - 1.0
76501,TX,BELL COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
76502,TX,BELL COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
76503,TX,BELL COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
76504,TX,BELL COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
76505,TX,BELL COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
76508,TX,BELL COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
76511,TX,WILLIAMSON COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
76513,TX,BELL COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
76517,TX,MILAM COUNTY,1,1,0.35 - 0.5,0.1 - 0.2
76518,TX,MILAM COUNTY,1.5,1,0.35 - 0.5,0.1 - 0.2
76519,TX,MILAM COUNTY,1,8,0.2 - 0.35,0.1 - 0.2
76520,TX,MILAM COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
76522,TX,CORYELL COUNTY,1,2,0.1 - 0.2,0.2 - 0.4
76523,TX,MILAM COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
76524,TX,MCLENNAN COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
76525,TX,CORYELL COUNTY,1,6,0.1 - 0.2,0.2 - 0.4
76526,TX,CORYELL COUNTY,1.1,1,0.2 - 0.35,0.2 - 0.4
76527,TX,WILLIAMSON COUNTY,1,7,0.2 - 0.35,0.1 - 0.2
76528,TX,CORYELL COUNTY,1,1,0.1 - 0.2,0.2 - 0.4
76530,TX,WILLIAMSON COUNTY,1,9,0.35 - 0.5,0.1 - 0.2
76531,TX,HAMILTON COUNTY,1,1,0.1 - 0.2,0.4 - 0.6
76533,TX,BELL COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
76534,TX,BELL COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
76537,TX,WILLIAMSON COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
76538,TX,CORYELL COUNTY,2.6,2,0.1 - 0.2,0.2 - 0.4
76539,TX,LAMPASAS COUNTY,1,1,0.2 - 0.35,0.2 - 0.4
76540,TX,BELL COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
76541,TX,BELL COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
76542,TX,BELL COUNTY,1.1,1,0.2 - 0.35,0.1 - 0.2
76543,TX,BELL COUNTY,1.1,2,0.2 - 0.35,0.1 - 0.2
76544,TX,BELL COUNTY,1,5,0.2 - 0.35,0.2 - 0.4
76545,TX,CORYELL COUNTY,1,2,0.2 - 0.35,0.2 - 0.4
76546,TX,CORYELL COUNTY,1,2,0.2 - 0.35,0.2 - 0.4
76547,TX,BELL COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
76548,TX,BELL COUNTY,1,4,0.2 - 0.35,0.1 - 0.2
76549,TX,BELL COUNTY,1.1,2,0.2 - 0.35,0.1 - 0.2
76550,TX,LAMPASAS COUNTY,1,1,0.1 - 0.2,0.2 - 0.4
76552,TX,CORYELL COUNTY,2.9,3,0.2 - 0.35,0.2 - 0.4
76554,TX,BELL COUNTY,1,3,0.2 - 0.35,0.1 - 0.2
76555,TX,MILAM COUNTY,1.6,2,0.35 - 0.5,0.1 - 0.2
76556,TX,MILAM COUNTY,3.6,1,0.35 - 0.5,0.1 - 0.2
76557,TX,MCLENNAN COUNTY,1,1,0.2 - 0.35,0.2 - 0.4
76558,TX,CORYELL COUNTY,1,2,0.2 - 0.35,0.2 - 0.4
76559,TX,BELL COUNTY,1.2,3,0.2 - 0.35,0.1 - 0.2
76561,TX,CORYELL COUNTY,1,1,0.2 - 0.35,0.2 - 0.4
76564,TX,BELL COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
76565,TX,HAMILTON COUNTY,1,2,0.1 - 0.2,0.4 - 0.6
76566,TX,CORYELL COUNTY,3.9,2,0.1 - 0.2,0.2 - 0.4
76567,TX,MILAM COUNTY,1.7,2,0.35 - 0.5,0.1 - 0.2
76569,TX,BELL COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
76570,TX,FALLS COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
76571,TX,BELL COUNTY,1,10,0.2 - 0.35,0.1 - 0.2
76573,TX,WILLIAMSON COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
76574,TX,WILLIAMSON COUNTY,1,2,0.35 - 0.5,0.1 - 0.2
76576,TX,CORYELL COUNTY,1,1,0.1 - 0.2,0.2 - 0.4
76577,TX,MILAM COUNTY,1,10,0.35 - 0.5,0.1 - 0.2
76578,TX,WILLIAMSON COUNTY,1,1,0.35 - 0.5,0.1 - 0.2
76579,TX,BELL COUNTY,1,6,0.2 - 0.35,0.1 - 0.2
76596,TX,CORYELL COUNTY,1,1,0.1 - 0.2,0.2 - 0.4
76597,TX,CORYELL COUNTY,2.8,1,0.2 - 0.35,0.2 - 0.4
76598,TX,CORYELL COUNTY,1,2,0.1 - 0.2,0.2 - 0.4
76599,TX,CORYELL COUNTY,1,1,0.1 - 0.2,0.2 - 0.4
76621,TX,HILL COUNTY,1,1,0.35 - 0.5,0.2 - 0.4
76622,TX,HILL COUNTY,1,3,0.35 - 0.5,0.2 - 0.4
76623,TX,ELLIS COUNTY,1,2,0.35 - 0.5,0.2 - 0.4
76624,TX,MCLENNAN COUNTY,1,5,0.35 - 0.5,0.2 - 0.4
