Zip,State,County,Wildfire,Flood,Tornado,Hail
01354,MA,FRANKLIN COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01355,MA,FRANKLIN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01360,MA,FRANKLIN COUNTY,1,10,0.1 - 0.2,0.1 - 0.2
01364,MA,FRANKLIN COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
01366,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01367,MA,FRANKLIN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01368,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01370,MA,FRANKLIN COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
01373,MA,FRANKLIN COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
01375,MA,FRANKLIN COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01376,MA,FRANKLIN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01378,MA,FRANKLIN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01379,MA,FRANKLIN COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01380,MA,FRANKLIN COUNTY,1,10,0.1 - 0.2,0.1 - 0.2
01420,MA,WORCESTER COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
01430,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01431,MA,MIDDLESEX COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
01432,MA,MIDDLESEX COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
01433,MA,WORCESTER COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
01434,MA,WORCESTER COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
01436,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01438,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01440,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01441,MA,WORCESTER COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
01450,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01451,MA,WORCESTER COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
01452,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01453,MA,WORCESTER COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
01460,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01462,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01463,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01464,MA,MIDDLESEX COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
01466,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01467,MA,WORCESTER COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
01468,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01469,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01470,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01471,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01472,MA,MIDDLESEX COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
01473,MA,WORCESTER COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
01474,MA,MIDDLESEX COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
01475,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01477,MA,WORCESTER COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
01501,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01503,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01504,MA,WORCESTER COUNTY,1,8,< 0.1,0.1 - 0.2
01505,MA,WORCESTER COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
01506,MA,WORCESTER COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
01507,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01508,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01509,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01510,MA,WORCESTER COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
01515,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01516,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01517,MA,WORCESTER COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
01518,MA,WORCESTER COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
01519,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01520,MA,WORCESTER COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
01521,MA,HAMPDEN COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01522,MA,WORCESTER COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
01523,MA,WORCESTER COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
01524,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01525,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01526,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01527,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01529,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01531,MA,WORCESTER COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
01532,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01534,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01535,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01536,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01537,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01538,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01539,MA,WORCESTER COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
01540,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01541,MA,WORCESTER COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
01542,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01543,MA,WORCESTER COUNTY,1,5,0.2 - 0.35,0.1 - 0.2
01545,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01546,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01550,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01560,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01561,MA,WORCESTER COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
01562,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01564,MA,WORCESTER COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
01566,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01568,MA,WORCESTER COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
01569,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01570,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01571,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01580,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01581,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01582,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01583,MA,WORCESTER COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
01585,MA,WORCESTER COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
01586,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01587,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01588,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01590,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01601,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01602,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01603,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01604,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01605,MA,WORCESTER COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
01606,MA,WORCESTER COUNTY,1,2,0.2 - 0.35,0.1 - 0.2
01607,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01608,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01609,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01610,MA,WORCESTER COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
01611,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01612,MA,WORCESTER COUNTY,1,1,0.2 - 0.35,0.1 - 0.2
01613,MA,WORCESTER COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
01614,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01615,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01653,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01654,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01655,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01701,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01702,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01703,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01704,MA,MIDDLESEX COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
01705,MA,MIDDLESEX COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
01718,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01719,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01720,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01721,MA,MIDDLESEX COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
01730,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01731,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01740,MA,WORCESTER COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
01741,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01742,MA,MIDDLESEX COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
01745,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01746,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01747,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01748,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01749,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01752,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01754,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01756,MA,WORCESTER COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01757,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01760,MA,MIDDLESEX COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
01770,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01772,MA,WORCESTER COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01773,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01775,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01776,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01778,MA,MIDDLESEX COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
01784,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01801,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01803,MA,MIDDLESEX COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
01805,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01806,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01807,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01808,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01810,MA,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01812,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01813,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01814,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01815,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01821,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01822,MA,MIDDLESEX COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
01824,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01826,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01827,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01830,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01831,MA,ESSEX COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
01832,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01833,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01834,MA,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01835,MA,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01840,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01841,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01842,MA,ESSEX COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
01843,MA,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01844,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01845,MA,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01850,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01851,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01852,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01853,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01854,MA,MIDDLESEX COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
01860,MA,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01862,MA,MIDDLESEX COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
01863,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01864,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01865,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01866,MA,MIDDLESEX COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
01867,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01876,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01879,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01880,MA,MIDDLESEX COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
01885,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01886,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01887,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01888,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01889,MA,MIDDLESEX COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
01890,MA,MIDDLESEX COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
01899,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01901,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01902,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01903,MA,ESSEX COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
01904,MA,ESSEX COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
01905,MA,ESSEX COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
01906,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01907,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01908,MA,ESSEX COUNTY,1,1,< 0.1,0.1 - 0.2
01910,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01913,MA,ESSEX COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
01915,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01921,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01922,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01923,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01929,MA,ESSEX COUNTY,1,2,< 0.1,< 0.1
01930,MA,ESSEX COUNTY,1,2,< 0.1,< 0.1
01931,MA,ESSEX COUNTY,1,2,< 0.1,< 0.1
01936,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01937,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01938,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01940,MA,ESSEX COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
01944,MA,ESSEX COUNTY,1,2,< 0.1,< 0.1
01945,MA,ESSEX COUNTY,1,2,0.1 - 0.2,< 0.1
01947,MA,ESSEX COUNTY,1,2,0.1 - 0.2,< 0.1
01949,MA,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01950,MA,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01951,MA,ESSEX COUNTY,1,5,< 0.1,0.1 - 0.2
01952,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01960,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01961,MA,ESSEX COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
01964,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01965,MA,ESSEX COUNTY,1,4,< 0.1,< 0.1
01966,MA,ESSEX COUNTY,1,2,< 0.1,< 0.1
01969,MA,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
01970,MA,ESSEX COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
01971,MA,ESSEX COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
01982,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01983,MA,ESSEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
01984,MA,ESSEX COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
01985,MA,ESSEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02018,MA,PLYMOUTH COUNTY,1,2,< 0.1,0.1 - 0.2
02019,MA,NORFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02020,MA,PLYMOUTH COUNTY,1,2,< 0.1,< 0.1
02021,MA,NORFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02025,MA,NORFOLK COUNTY,1,2,< 0.1,< 0.1
02026,MA,NORFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02027,MA,NORFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02030,MA,NORFOLK COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
02031,MA,BRISTOL COUNTY,1,2,< 0.1,0.1 - 0.2
02032,MA,NORFOLK COUNTY,1,2,< 0.1,0.1 - 0.2
02035,MA,NORFOLK COUNTY,1,1,< 0.1,0.1 - 0.2
02038,MA,NORFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02040,MA,PLYMOUTH COUNTY,1,2,< 0.1,< 0.1
02041,MA,PLYMOUTH COUNTY,1,1,< 0.1,< 0.1
02043,MA,PLYMOUTH COUNTY,1,1,< 0.1,0.1 - 0.2
02044,MA,PLYMOUTH COUNTY,1,6,< 0.1,0.1 - 0.2
02045,MA,PLYMOUTH COUNTY,1,2,< 0.1,0.1 - 0.2
02047,MA,PLYMOUTH COUNTY,1,2,< 0.1,< 0.1
02048,MA,BRISTOL COUNTY,1,2,< 0.1,0.1 - 0.2
02050,MA,PLYMOUTH COUNTY,1,2,< 0.1,< 0.1
02051,MA,PLYMOUTH COUNTY,1,2,< 0.1,< 0.1
02052,MA,NORFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02053,MA,NORFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02054,MA,NORFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02055,MA,PLYMOUTH COUNTY,1,1,< 0.1,< 0.1
02056,MA,NORFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02059,MA,PLYMOUTH COUNTY,1,1,< 0.1,< 0.1
02060,MA,PLYMOUTH COUNTY,1,2,< 0.1,< 0.1
02061,MA,PLYMOUTH COUNTY,1,1,< 0.1,0.1 - 0.2
02062,MA,NORFOLK COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
02065,MA,PLYMOUTH COUNTY,1,1,< 0.1,< 0.1
02066,MA,PLYMOUTH COUNTY,1,2,< 0.1,< 0.1
02067,MA,NORFOLK COUNTY,1,1,< 0.1,0.1 - 0.2
02070,MA,NORFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02071,MA,NORFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02072,MA,NORFOLK COUNTY,1,2,< 0.1,0.1 - 0.2
02081,MA,NORFOLK COUNTY,1,2,< 0.1,0.1 - 0.2
02090,MA,NORFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02093,MA,NORFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02101,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02102,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02103,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02104,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02105,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02106,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02107,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02108,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02109,MA,SUFFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02110,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02111,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02112,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02113,MA,SUFFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02114,MA,SUFFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02115,MA,SUFFOLK COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
02116,MA,SUFFOLK COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
02117,MA,SUFFOLK COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
02118,MA,SUFFOLK COUNTY,1,7,0.1 - 0.2,0.1 - 0.2
02119,MA,SUFFOLK COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
02120,MA,SUFFOLK COUNTY,1,3,0.1 - 0.2,0.1 - 0.2
02121,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02122,MA,SUFFOLK COUNTY,1,5,< 0.1,0.1 - 0.2
02123,MA,SUFFOLK COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
02124,MA,SUFFOLK COUNTY,1,1,< 0.1,0.1 - 0.2
02125,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02126,MA,SUFFOLK COUNTY,1,1,< 0.1,0.1 - 0.2
02127,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02128,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02129,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02130,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02131,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02132,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02133,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02134,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02135,MA,SUFFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02136,MA,SUFFOLK COUNTY,1,4,0.1 - 0.2,0.1 - 0.2
02137,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02138,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02139,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02140,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02141,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02142,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02143,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02144,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02145,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02146,MA,NORFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02147,MA,NORFOLK COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02148,MA,MIDDLESEX COUNTY,1,2,0.1 - 0.2,0.1 - 0.2
02149,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02150,MA,SUFFOLK COUNTY,1,6,0.1 - 0.2,0.1 - 0.2
02151,MA,SUFFOLK COUNTY,1,5,0.1 - 0.2,0.1 - 0.2
02152,MA,SUFFOLK COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02153,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02154,MA,MIDDLESEX COUNTY,1,8,0.1 - 0.2,0.1 - 0.2
02155,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
02156,MA,MIDDLESEX COUNTY,1,1,0.1 - 0.2,0.1 - 0.2
