Country,Statecode,County,StateCounty,HA Buildings,HA Contents,HA BI
US,FL,Flagler County,FLFlagler County,2.27117E-05,2.27117E-07,5.90504E-06
US,FL,Franklin County,FLFranklin County,2.2743E-05,2.2743E-07,5.91317E-06
US,FL,Gadsden County,FLGadsden County,2.5855E-05,2.5855E-07,6.7223E-06
US,FL,Gilchrist County,FLGilchrist County,2.45402E-05,2.45402E-07,6.38044E-06
US,FL,Glades County,FLGlades County,1.50044E-05,1.50044E-07,3.90114E-06
US,FL,Gulf County,FLGulf County,2.27045E-05,2.27045E-07,5.90318E-06
US,FL,Hamilton County,FLHamilton County,2.92252E-05,2.92252E-07,7.59855E-06
US,FL,Hardee County,FLHardee County,1.68346E-05,1.68346E-07,4.377E-06
US,FL,Hendry County,FLHendry County,1.43685E-05,1.43685E-07,3.7358E-06
US,FL,Hernando County,FLHernando County,1.95272E-05,1.95272E-07,5.07708E-06
US,FL,Highlands County,FLHighlands County,1.58631E-05,1.58631E-07,4.12442E-06
US,FL,Hillsborough County,FLHillsborough County,1.74509E-05,1.74509E-07,4.53723E-06
US,FL,Holmes County,FLHolmes County,2.47869E-05,2.47869E-07,6.44459E-06
US,FL,Indian River County,FLIndian River County,1.56638E-05,1.56638E-07,4.07259E-06
US,FL,Jackson County,FLJackson County,2.45097E-05,2.45097E-07,6.37252E-06
US,FL,Jefferson County,FLJefferson County,3.07521E-05,3.07521E-07,7.99555E-06
US,FL,Lafayette County,FLLafayette County,2.73037E-05,2.73037E-07,7.09896E-06
US,FL,Lake County,FLLake County,1.89394E-05,1.89394E-07,4.92423E-06
US,FL,Lee County,FLLee County,1.44018E-05,1.44018E-07,3.74446E-06
US,FL,Leon County,FLLeon County,2.81005E-05,2.81005E-07,7.30613E-06
US,FL,Levy County,FLLevy County,2.33173E-05,2.33173E-07,6.06251E-06
US,FL,Liberty County,FLLiberty County,2.32234E-05,2.32234E-07,6.0381E-06
US,FL,Madison County,FLMadison County,3.0483E-05,3.0483E-07,7.92557E-06
US,FL,Manatee County,FLManatee County,1.65976E-05,1.65976E-07,4.31537E-06
US,FL,Marion County,FLMarion County,2.1013E-05,2.1013E-07,5.46338E-06
US,FL,Martin County,FLMartin County,1.4616E-05,1.4616E-07,3.80016E-06
US,FL,Miami-Dade County,FLMiami-Dade County,1.39782E-05,1.39782E-07,3.63434E-06
US,FL,Monroe County,FLMonroe County,1.39576E-05,1.39576E-07,3.62896E-06
US,FL,Nassau County,FLNassau County,2.98375E-05,2.98375E-07,7.75776E-06
US,FL,Okaloosa County,FLOkaloosa County,2.53762E-05,2.53762E-07,6.59781E-06
US,FL,Okeechobee County,FLOkeechobee County,1.55548E-05,1.55548E-07,4.04425E-06
US,FL,Orange County,FLOrange County,1.83222E-05,1.83222E-07,4.76377E-06
US,FL,Osceola County,FLOsceola County,1.76325E-05,1.76325E-07,4.58444E-06
US,FL,Palm Beach County,FLPalm Beach County,1.43559E-05,1.43559E-07,3.73254E-06
US,FL,Pasco County,FLPasco County,1.8706E-05,1.8706E-07,4.86356E-06
US,FL,Pinellas County,FLPinellas County,1.73655E-05,1.73655E-07,4.51503E-06
US,FL,Polk County,FLPolk County,1.77172E-05,1.77172E-07,4.60646E-06
US,FL,Putnam County,FLPutnam County,2.33102E-05,2.33102E-07,6.06065E-06
US,FL,Santa Rosa County,FLSanta Rosa County,2.66666E-05,2.66666E-07,6.93332E-06
US,FL,Sarasota County,FLSarasota County,1.63422E-05,1.63422E-07,4.24896E-06
US,FL,Seminole County,FLSeminole County,1.80737E-05,1.80737E-07,4.69916E-06
US,FL,St. Johns County,FLSt. Johns County,2.47937E-05,2.47937E-07,6.44636E-06
US,FL,St. Lucie County,FLSt. Lucie County,1.48739E-05,1.48739E-07,3.86721E-06
US,FL,Sumter County,FLSumter County,1.93752E-05,1.93752E-07,5.03756E-06
US,FL,Suwannee County,FLSuwannee County,2.76739E-05,2.76739E-07,7.19521E-06
US,FL,Taylor County,FLTaylor County,2.92697E-05,2.92697E-07,7.61013E-06
US,FL,Union County,FLUnion County,2.59586E-05,2.59586E-07,6.74923E-06
US,FL,Volusia County,FLVolusia County,1.93969E-05,1.93969E-07,5.04318E-06
US,FL,Wakulla County,FLWakulla County,2.49042E-05,2.49042E-07,6.47509E-06
US,FL,Walton County,FLWalton County,2.40407E-05,2.40407E-07,6.25058E-06
US,FL,Washington County,FLWashington County,2.38037E-05,2.38037E-07,6.18896E-06
US,GA,Appling County,GAAppling County,3.38855E-05,3.38855E-07,8.81023E-06
US,GA,Atkinson County,GAAtkinson County,2.92509E-05,2.92509E-07,7.60523E-06
US,GA,Bacon County,GABacon County,3.28009E-05,3.28009E-07,8.52823E-06
US,GA,Baker County,GABaker County,2.62994E-05,2.62994E-07,6.83784E-06
US,GA,Baldwin County,GABaldwin County,4.54826E-05,4.54826E-07,1.18255E-05
US,GA,Banks County,GABanks County,5.03172E-05,5.03172E-07,1.30825E-05
US,GA,Barrow County,GABarrow County,7.79609E-05,7.79609E-07,2.02698E-05
US,GA,Bartow County,GABartow County,0.000102598,1.02598E-06,2.66756E-05
US,GA,Ben Hill County,GABen Hill County,3.131E-05,3.131E-07,8.14061E-06
US,GA,Berrien County,GABerrien County,2.91352E-05,2.91352E-07,7.57514E-06
US,GA,Bibb County,GABibb County,4.66719E-05,4.66719E-07,1.21347E-05
US,GA,Bleckley County,GABleckley County,4.02401E-05,4.02401E-07,1.04624E-05
US,GA,Brantley County,GABrantley County,3.25489E-05,3.25489E-07,8.4627E-06
US,GA,Brooks County,GABrooks County,2.67672E-05,2.67672E-07,6.95947E-06
US,GA,Bryan County,GABryan County,3.75382E-05,3.75382E-07,9.75993E-06
US,GA,Bulloch County,GABulloch County,3.79876E-05,3.79876E-07,9.87677E-06
US,GA,Burke County,GABurke County,4.06045E-05,4.06045E-07,1.05572E-05
US,GA,Butts County,GAButts County,8.88749E-05,8.88749E-07,2.31075E-05
US,GA,Calhoun County,GACalhoun County,2.73351E-05,2.73351E-07,7.10712E-06
US,GA,Camden County,GACamden County,3.16761E-05,3.16761E-07,8.23578E-06
US,GA,Candler County,GACandler County,3.72468E-05,3.72468E-07,9.68416E-06
US,GA,Carroll County,GACarroll County,0.000102848,1.02848E-06,2.67404E-05
US,GA,Catoosa County,GACatoosa County,3.36474E-05,3.36474E-07,8.74832E-06
US,GA,Charlton County,GACharlton County,3.01885E-05,3.01885E-07,7.849E-06
US,GA,Chatham County,GAChatham County,3.80065E-05,3.80065E-07,9.8817E-06
US,GA,Chattahoochee County,GAChattahoochee County,3.74454E-05,3.74454E-07,9.73581E-06
US,GA,Chattooga County,GAChattooga County,4.45036E-05,4.45036E-07,1.15709E-05
US,GA,Cherokee County,GACherokee County,0.000108585,1.08585E-06,2.82321E-05
US,GA,Clarke County,GAClarke County,5.35947E-05,5.35947E-07,1.39346E-05
US,GA,Clay County,GAClay County,2.83991E-05,2.83991E-07,7.38377E-06
US,GA,Clayton County,GAClayton County,0.00013094,1.3094E-06,3.40445E-05
US,GA,Clinch County,GAClinch County,2.79749E-05,2.79749E-07,7.27347E-06
US,GA,Cobb County,GACobb County,0.000128317,1.28317E-06,3.33625E-05
US,GA,Coffee County,GACoffee County,3.09904E-05,3.09904E-07,8.05751E-06
US,GA,Colquitt County,GAColquitt County,2.86892E-05,2.86892E-07,7.4592E-06
US,GA,Columbia County,GAColumbia County,4.25732E-05,4.25732E-07,1.1069E-05
US,GA,Cook County,GACook County,2.94334E-05,2.94334E-07,7.65269E-06
US,GA,Coweta County,GACoweta County,0.000127656,1.27656E-06,3.31906E-05
US,GA,Crawford County,GACrawford County,4.44179E-05,4.44179E-07,1.15487E-05
US,GA,Crisp County,GACrisp County,3.24994E-05,3.24994E-07,8.44983E-06
US,GA,Dade County,GADade County,3.43394E-05,3.43394E-07,8.92825E-06
US,GA,Dawson County,GADawson County,6.45801E-05,6.45801E-07,1.67908E-05
US,GA,Decatur County,GADecatur County,2.35843E-05,2.35843E-07,6.13191E-06
US,GA,Dekalb County,GADekalb County,0.000149963,1.49963E-06,3.89905E-05
US,GA,Dodge County,GADodge County,3.70287E-05,3.70287E-07,9.62746E-06
US,GA,Dooly County,GADooly County,3.44744E-05,3.44744E-07,8.96334E-06
US,GA,Dougherty County,GADougherty County,2.81038E-05,2.81038E-07,7.307E-06
US,GA,Douglas County,GADouglas County,0.000131125,1.31125E-06,3.40925E-05
US,GA,Early County,GAEarly County,2.54521E-05,2.54521E-07,6.61753E-06
US,GA,Echols County,GAEchols County,2.67271E-05,2.67271E-07,6.94903E-06
US,GA,Effingham County,GAEffingham County,3.91098E-05,3.91098E-07,1.01685E-05
US,GA,Elbert County,GAElbert County,4.27406E-05,4.27406E-07,1.11126E-05
US,GA,Emanuel County,GAEmanuel County,3.83532E-05,3.83532E-07,9.97182E-06
US,GA,Evans County,GAEvans County,3.68249E-05,3.68249E-07,9.57447E-06
US,GA,Fannin County,GAFannin County,4.15311E-05,4.15311E-07,1.07981E-05
US,GA,Fayette County,GAFayette County,9.74503E-05,9.74503E-07,2.53371E-05
US,GA,Floyd County,GAFloyd County,7.173E-05,7.173E-07,1.86498E-05
US,GA,Forsyth County,GAForsyth County,0.000109845,1.09845E-06,2.85597E-05
US,GA,Franklin County,GAFranklin County,4.46505E-05,4.46505E-07,1.16091E-05
US,GA,Fulton County,GAFulton County,0.000139059,1.39059E-06,3.61552E-05
US,GA,Gilmer County,GAGilmer County,5.92138E-05,5.92138E-07,1.53956E-05
US,GA,Glascock County,GAGlascock County,4.06358E-05,4.06358E-07,1.05653E-05
US,GA,Glynn County,GAGlynn County,3.36987E-05,3.36987E-07,8.76167E-06
US,GA,Gordon County,GAGordon County,6.38701E-05,6.38701E-07,1.66062E-05
US,GA,Grady County,GAGrady County,2.44931E-05,2.44931E-07,6.36821E-06
US,GA,Greene County,GAGreene County,4.70696E-05,4.70696E-07,1.22381E-05
US,GA,Gwinnett County,GAGwinnett County,0.00010944,1.0944E-06,2.84543E-05
US,GA,Habersham County,GAHabersham County,4.4942E-05,4.4942E-07,1.16849E-05
US,GA,Hall County,GAHall County,7.55573E-05,7.55573E-07,1.96449E-05
US,GA,Hancock County,GAHancock County,4.22779E-05,4.22779E-07,1.09923E-05
US,GA,Haralson County,GAHaralson County,9.6988E-05,9.6988E-07,2.52169E-05
US,GA,Harris County,GAHarris County,5.03795E-05,5.03795E-07,1.30987E-05
US,GA,Hart County,GAHart County,4.2882E-05,4.2882E-07,1.11493E-05
US,GA,Heard County,GAHeard County,9.34256E-05,9.34256E-07,2.42906E-05
US,GA,Henry County,GAHenry County,9.80824E-05,9.80824E-07,2.55014E-05
US,GA,Houston County,GAHouston County,4.07266E-05,4.07266E-07,1.05889E-05
US,GA,Irwin County,GAIrwin County,3.06982E-05,3.06982E-07,7.98154E-06
US,GA,Jackson County,GAJackson County,6.09345E-05,6.09345E-07,1.5843E-05
US,GA,Jasper County,GAJasper County,7.1411E-05,7.1411E-07,1.85669E-05
US,GA,Jeff Davis County,GAJeff Davis County,3.34481E-05,3.34481E-07,8.6965E-06
US,GA,Jefferson County,GAJefferson County,4.077E-05,4.077E-07,1.06002E-05
US,GA,Jenkins County,GAJenkins County,3.94363E-05,3.94363E-07,1.02534E-05
US,GA,Johnson County,GAJohnson County,4.04488E-05,4.04488E-07,1.05167E-05
US,GA,Jones County,GAJones County,4.86628E-05,4.86628E-07,1.26523E-05
US,GA,Lamar County,GALamar County,6.28796E-05,6.28796E-07,1.63487E-05
US,GA,Lanier County,GALanier County,2.80216E-05,2.80216E-07,7.28561E-06
US,GA,Laurens County,GALaurens County,3.96272E-05,3.96272E-07,1.03031E-05
US,GA,Lee County,GALee County,2.98733E-05,2.98733E-07,7.76706E-06
US,GA,Liberty County,GALiberty County,3.68064E-05,3.68064E-07,9.56966E-06
US,GA,Lincoln County,GALincoln County,4.2972E-05,4.2972E-07,1.11727E-05
US,GA,Long County,GALong County,3.59162E-05,3.59162E-07,9.33821E-06
US,GA,Lowndes County,GALowndes County,2.69991E-05,2.69991E-07,7.01976E-06
US,GA,Lumpkin County,GALumpkin County,5.57133E-05,5.57133E-07,1.44855E-05
US,GA,Macon County,GAMacon County,3.70575E-05,3.70575E-07,9.63496E-06
US,GA,Madison County,GAMadison County,4.52529E-05,4.52529E-07,1.17658E-05
US,GA,Marion County,GAMarion County,3.62021E-05,3.62021E-07,9.41254E-06
US,GA,Mcduffie County,GAMcduffie County,4.18705E-05,4.18705E-07,1.08863E-05
US,GA,Mcintosh County,GAMcintosh County,3.523E-05,3.523E-07,9.15981E-06
US,GA,Meriwether County,GAMeriwether County,7.33591E-05,7.33591E-07,1.90734E-05
US,GA,Miller County,GAMiller County,2.45822E-05,2.45822E-07,6.39138E-06
US,GA,Mitchell County,GAMitchell County,2.67567E-05,2.67567E-07,6.95673E-06
US,GA,Monroe County,GAMonroe County,5.70003E-05,5.70003E-07,1.48201E-05
US,GA,Montgomery County,GAMontgomery County,3.51922E-05,3.51922E-07,9.14998E-06
US,GA,Morgan County,GAMorgan County,6.22912E-05,6.22912E-07,1.61957E-05
US,GA,Murray County,GAMurray County,4.9031E-05,4.9031E-07,1.27481E-05
US,GA,Muscogee County,GAMuscogee County,4.16902E-05,4.16902E-07,1.08395E-05
US,GA,Newton County,GANewton County,9.4449E-05,9.4449E-07,2.45567E-05
US,GA,Oconee County,GAOconee County,6.06767E-05,6.06767E-07,1.57759E-05
US,GA,Oglethorpe County,GAOglethorpe County,4.64448E-05,4.64448E-07,1.20757E-05
US,GA,Paulding County,GAPaulding County,0.000119353,1.19353E-06,3.10318E-05
US,GA,Peach County,GAPeach County,3.98812E-05,3.98812E-07,1.03691E-05
US,GA,Pickens County,GAPickens County,7.05038E-05,7.05038E-07,1.8331E-05
US,GA,Pierce County,GAPierce County,3.29152E-05,3.29152E-07,8.55794E-06
US,GA,Pike County,GAPike County,6.56115E-05,6.56115E-07,1.7059E-05
US,GA,Polk County,GAPolk County,8.56161E-05,8.56161E-07,2.22602E-05
US,GA,Pulaski County,GAPulaski County,3.7658E-05,3.7658E-07,9.79109E-06
US,GA,Putnam County,GAPutnam County,5.54334E-05,5.54334E-07,1.44127E-05
US,GA,Quitman County,GAQuitman County,3.04192E-05,3.04192E-07,7.909E-06
US,GA,Rabun County,GARabun County,4.13102E-05,4.13102E-07,1.07407E-05
US,GA,Randolph County,GARandolph County,2.86831E-05,2.86831E-07,7.4576E-06
US,GA,Richmond County,GARichmond County,4.11431E-05,4.11431E-07,1.06972E-05
US,GA,Rockdale County,GARockdale County,0.000107188,1.07188E-06,2.7869E-05
US,GA,Schley County,GASchley County,3.45209E-05,3.45209E-07,8.97543E-06
US,GA,Screven County,GAScreven County,3.98442E-05,3.98442E-07,1.03595E-05
US,GA,Seminole County,GASeminole County,2.30458E-05,2.30458E-07,5.99191E-06
US,GA,Spalding County,GASpalding County,8.28344E-05,8.28344E-07,2.15369E-05
US,GA,Stephens County,GAStephens County,4.45121E-05,4.45121E-07,1.15731E-05
US,GA,Stewart County,GAStewart County,3.28787E-05,3.28787E-07,8.54845E-06
US,GA,Sumter County,GASumter County,3.21102E-05,3.21102E-07,8.34866E-06
US,GA,Talbot County,GATalbot County,4.57405E-05,4.57405E-07,1.18925E-05
US,GA,Taliaferro County,GATaliaferro County,4.28461E-05,4.28461E-07,1.114E-05
US,GA,Tattnall County,GATattnall County,3.6197E-05,3.6197E-07,9.41123E-06
US,GA,Taylor County,GATaylor County,3.90447E-05,3.90447E-07,1.01516E-05
US,GA,Telfair County,GATelfair County,3.35883E-05,3.35883E-07,8.73295E-06
US,GA,Terrell County,GATerrell County,2.86637E-05,2.86637E-07,7.45255E-06
US,GA,Thomas County,GAThomas County,2.58155E-05,2.58155E-07,6.71204E-06
US,GA,Tift County,GATift County,3.12444E-05,3.12444E-07,8.12354E-06
US,GA,Toombs County,GAToombs County,3.57837E-05,3.57837E-07,9.30375E-06
US,GA,Towns County,GATowns County,4.0416E-05,4.0416E-07,1.05082E-05
US,GA,Treutlen County,GATreutlen County,3.79681E-05,3.79681E-07,9.87171E-06
US,GA,Troup County,GATroup County,6.90414E-05,6.90414E-07,1.79508E-05
US,GA,Turner County,GATurner County,3.1319E-05,3.1319E-07,8.14295E-06
US,GA,Twiggs County,GATwiggs County,4.30252E-05,4.30252E-07,1.11865E-05
US,GA,Union County,GAUnion County,4.07997E-05,4.07997E-07,1.06079E-05
US,GA,Upson County,GAUpson County,5.68419E-05,5.68419E-07,1.47789E-05
US,GA,Walker County,GAWalker County,3.95369E-05,3.95369E-07,1.02796E-05
US,GA,Walton County,GAWalton County,8.2255E-05,8.2255E-07,2.13863E-05
US,GA,Ware County,GAWare County,3.03601E-05,3.03601E-07,7.89362E-06
US,GA,Warren County,GAWarren County,4.10544E-05,4.10544E-07,1.06741E-05
US,GA,Washington County,GAWashington County,4.2612E-05,4.2612E-07,1.10791E-05
US,GA,Wayne County,GAWayne County,3.45624E-05,3.45624E-07,8.98621E-06
US,GA,Webster County,GAWebster County,3.16855E-05,3.16855E-07,8.23824E-06
US,GA,Wheeler County,GAWheeler County,3.45649E-05,3.45649E-07,8.98687E-06
US,GA,White County,GAWhite County,4.85718E-05,4.85718E-07,1.26287E-05
US,GA,Whitfield County,GAWhitfield County,3.89152E-05,3.89152E-07,1.0118E-05
US,GA,Wilcox County,GAWilcox County,3.45737E-05,3.45737E-07,8.98916E-06
US,GA,Wilkes County,GAWilkes County,4.2096E-05,4.2096E-07,1.0945E-05
US,GA,Wilkinson County,GAWilkinson County,4.2828E-05,4.2828E-07,1.11353E-05
US,GA,Worth County,GAWorth County,3.02786E-05,3.02786E-07,7.87244E-06
US,HI,Hawaii County,HIHawaii County,0,0,0
US,HI,Honolulu County,HIHonolulu County,0,0,0
US,HI,Kalawao County,HIKalawao County,0,0,0
US,HI,Kauai County,HIKauai County,0,0,0
US,HI,Maui County,HIMaui County,0,0,0
US,IA,Adair County,IAAdair County,0.000359009,3.59009E-06,9.33422E-05
US,IA,Adams County,IAAdams County,0.000266681,2.66681E-06,6.93372E-05
US,IA,Allamakee County,IAAllamakee County,0.000762631,7.62631E-06,0.000198284
US,IA,Appanoose County,IAAppanoose County,0.00016122,1.6122E-06,4.19173E-05
US,IA,Audubon County,IAAudubon County,0.000409864,4.09864E-06,0.000106565
US,IA,Benton County,IABenton County,0.000541198,5.41198E-06,0.000140711
US,IA,Black Hawk County,IABlack Hawk County,0.000612632,6.12632E-06,0.000159284
US,IA,Boone County,IABoone County,0.000761737,7.61737E-06,0.000198052
US,IA,Bremer County,IABremer County,0.000475879,4.75879E-06,0.000123728
US,IA,Buchanan County,IABuchanan County,0.000942442,9.42442E-06,0.000245035
US,IA,Buena Vista County,IABuena Vista County,0.000843615,8.43615E-06,0.00021934
US,IA,Butler County,IAButler County,0.000536334,5.36334E-06,0.000139447
US,IA,Calhoun County,IACalhoun County,0.000750184,7.50184E-06,0.000195048
US,IA,Carroll County,IACarroll County,0.000503381,5.03381E-06,0.000130879
US,IA,Cass County,IACass County,0.000442374,4.42374E-06,0.000115017
US,IA,Cedar County,IACedar County,0.000656091,6.56091E-06,0.000170584
US,IA,Cerro Gordo County,IACerro Gordo County,0.00035168,3.5168E-06,9.14369E-05
US,IA,Cherokee County,IACherokee County,0.00089414,8.9414E-06,0.000232477
US,IA,Chickasaw County,IAChickasaw County,0.000590072,5.90072E-06,0.000153419
US,IA,Clarke County,IAClarke County,0.000239942,2.39942E-06,6.23848E-05
US,IA,Clay County,IAClay County,0.000916442,9.16442E-06,0.000238275
US,IA,Clayton County,IAClayton County,0.00088424,8.8424E-06,0.000229902
US,IA,Clinton County,IAClinton County,0.000391555,3.91555E-06,0.000101804
US,IA,Crawford County,IACrawford County,0.000611749,6.11749E-06,0.000159055
US,IA,Dallas County,IADallas County,0.000583695,5.83695E-06,0.000151761
US,IA,Davis County,IADavis County,0.000167544,1.67544E-06,4.35614E-05
US,IA,Decatur County,IADecatur County,0.000182989,1.82989E-06,4.7577E-05
US,IA,Delaware County,IADelaware County,0.000912236,9.12236E-06,0.000237181
US,IA,Des Moines County,IADes Moines County,0.00025694,2.5694E-06,6.68044E-05
US,IA,Dickinson County,IADickinson County,0.000759361,7.59361E-06,0.000197434
US,IA,Dubuque County,IADubuque County,0.000633433,6.33433E-06,0.000164693
US,IA,Emmet County,IAEmmet County,0.000505078,5.05078E-06,0.00013132
US,IA,Fayette County,IAFayette County,0.000882638,8.82638E-06,0.000229486
US,IA,Floyd County,IAFloyd County,0.00044479,4.4479E-06,0.000115646
US,IA,Franklin County,IAFranklin County,0.000405537,4.05537E-06,0.00010544
US,IA,Fremont County,IAFremont County,0.000384591,3.84591E-06,9.99937E-05
US,IA,Greene County,IAGreene County,0.000696318,6.96318E-06,0.000181043
US,IA,Grundy County,IAGrundy County,0.000585598,5.85598E-06,0.000152256
US,IA,Guthrie County,IAGuthrie County,0.000455673,4.55673E-06,0.000118475
US,IA,Hamilton County,IAHamilton County,0.0006653,6.653E-06,0.000172978
US,IA,Hancock County,IAHancock County,0.000588827,5.88827E-06,0.000153095
US,IA,Hardin County,IAHardin County,0.000709931,7.09931E-06,0.000184582
US,IA,Harrison County,IAHarrison County,0.000546002,5.46002E-06,0.000141961
US,IA,Henry County,IAHenry County,0.000364609,3.64609E-06,9.47982E-05
US,IA,Howard County,IAHoward County,0.00042727,4.2727E-06,0.00011109
US,IA,Humboldt County,IAHumboldt County,0.000783615,7.83615E-06,0.00020374
US,IA,Ida County,IAIda County,0.000752798,7.52798E-06,0.000195727
US,IA,Iowa County,IAIowa County,0.000841829,8.41829E-06,0.000218876
US,IA,Jackson County,IAJackson County,0.000395074,3.95074E-06,0.000102719
US,IA,Jasper County,IAJasper County,0.000729865,7.29865E-06,0.000189765
US,IA,Jefferson County,IAJefferson County,0.000373036,3.73036E-06,9.69893E-05
US,IA,Johnson County,IAJohnson County,0.000803143,8.03143E-06,0.000208817
US,IA,Jones County,IAJones County,0.00074108,7.4108E-06,0.000192681
US,IA,Keokuk County,IAKeokuk County,0.000497525,4.97525E-06,0.000129356
US,IA,Kossuth County,IAKossuth County,0.000618075,6.18075E-06,0.000160699
US,IA,Lee County,IALee County,0.000208285,2.08285E-06,5.41542E-05
US,IA,Linn County,IALinn County,0.000964123,9.64123E-06,0.000250672
US,IA,Louisa County,IALouisa County,0.000551031,5.51031E-06,0.000143268
US,IA,Lucas County,IALucas County,0.000199382,1.99382E-06,5.18393E-05
US,IA,Lyon County,IALyon County,0.000656826,6.56826E-06,0.000170775
US,IA,Madison County,IAMadison County,0.000488024,4.88024E-06,0.000126886
US,IA,Mahaska County,IAMahaska County,0.0003852,3.852E-06,0.000100152
US,IA,Marion County,IAMarion County,0.000323614,3.23614E-06,8.41397E-05
US,IA,Marshall County,IAMarshall County,0.00083069,8.3069E-06,0.000215979
US,IA,Mills County,IAMills County,0.000444858,4.44858E-06,0.000115663
US,IA,Mitchell County,IAMitchell County,0.000354849,3.54849E-06,9.22607E-05
US,IA,Monona County,IAMonona County,0.000685763,6.85763E-06,0.000178298
US,IA,Monroe County,IAMonroe County,0.000206907,2.06907E-06,5.37957E-05
US,IA,Montgomery County,IAMontgomery County,0.000377936,3.77936E-06,9.82634E-05
US,IA,Muscatine County,IAMuscatine County,0.000578924,5.78924E-06,0.00015052
