Industry,Occupancy,Key,LiveIndicator,Buildings,MB,Contents,BI,BaseTIV,BaseConstruction,BaseSprinkler,BasePCCode,ATC Occupancy Group,ATC Code,Wildfire Load,Waiting Period Base (Days) - NACP,Waiting Period Base (Days) - OM,EB Code,Bpro risk class,OccupancyDescription
Heavy Industry,Clay Refractory Manufacturing,Heavy IndustryClay Refractory Manufacturing,Live,0.000561565,0.000701956,0.000561565,0.000701956,50000000,3,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,C,Medium,Placeholder - Description to follow
Heavy Industry,Concrete Products,Heavy IndustryConcrete Products,Live,0.000350978,0.001052934,0.000350978,0.000438723,50000000,3,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Unknown,Placeholder - Description to follow
Heavy Industry,Copper Smelting and Refining,Heavy IndustryCopper Smelting and Refining,Live,0.001001185,0.002002371,0.001001185,0.001251482,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,C,Medium,Placeholder - Description to follow
Heavy Industry,"Electroplating, Plating, Polishing, Anodizing and Coloring","Heavy IndustryElectroplating, Plating, Polishing, Anodizing and Coloring",Live,0.000500593,0.001001185,0.000500593,0.000625741,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,C,Medium-High,Placeholder - Description to follow
Heavy Industry,Engineered Wood Manufacturing,Heavy IndustryEngineered Wood Manufacturing,Old,0.00116805,0.00116805,0.00116805,0.001460063,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Explosives Manufacturing,Heavy IndustryExplosives Manufacturing,Live,0.000834321,0.000834321,0.000834321,0.001042902,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,C,Surch Fire,Placeholder - Description to follow
Heavy Industry,Fertilizer (Mixing Only) Manufacturing,Heavy IndustryFertilizer (Mixing Only) Manufacturing,Live,0.002807824,0.002807824,0.002807824,0.00350978,60000000,3,Yes,0,Chemicals Processing,15,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Fertilizer Manufacturing,Heavy IndustryFertilizer Manufacturing,Live,0.00350978,0.00350978,0.00350978,0.004387225,60000000,3,Yes,0,Chemicals Processing,15,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Flat Glass Manufacturing,Heavy IndustryFlat Glass Manufacturing,Live,0.000701956,0.001403912,0.000701956,0.000877445,60000000,3,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Unknown,Placeholder - Description to follow
Heavy Industry,Foam (Urethane Polystrene) Manufacturing,Heavy IndustryFoam (Urethane Polystrene) Manufacturing,Live,0.002807824,0.002807824,0.002807824,0.00350978,60000000,3,Yes,0,Chemicals Processing,15,0.25,3,30,C,Surch Fire,Placeholder - Description to follow
Heavy Industry,Folding Paperboard Box Manufacturing,Heavy IndustryFolding Paperboard Box Manufacturing,Live,0.001228423,0.001228423,0.001228423,0.001535528,20000000,3,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,C,Medium-High,Placeholder - Description to follow
Heavy Industry,Glass Product Manufacturing - Reformed Glass,Heavy IndustryGlass Product Manufacturing - Reformed Glass,Live,0.000701956,0.001403912,0.000701956,0.000877445,30000000,3,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Unknown,Placeholder - Description to follow
Heavy Industry,Inorganic Chemical Manufacturing,Heavy IndustryInorganic Chemical Manufacturing,Live,0.002135862,0.002135862,0.002135862,0.002669828,60000000,4,Yes,0,Chemicals Processing,15,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Iron and Steel Mills (Blast Furnaces),Heavy IndustryIron and Steel Mills (Blast Furnaces),Live,0.000955724,0.002867173,0.000955724,0.001194656,100000000,6,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Medium,Placeholder - Description to follow
Heavy Industry,Iron and Steel Mills (Mini Mills/Electric Arc Furnaces),Heavy IndustryIron and Steel Mills (Mini Mills/Electric Arc Furnaces),Live,0.000500593,0.001001185,0.000500593,0.000625741,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Medium,Placeholder - Description to follow
Heavy Industry,Iron Foundries,Heavy IndustryIron Foundries,Live,0.000500593,0.001001185,0.000500593,0.000625741,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Medium,Placeholder - Description to follow
Heavy Industry,Logging,Heavy IndustryLogging,Live,0.000701956,0.000701956,0.000701956,0.000877445,15000000,3,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Unknown,Placeholder - Description to follow
Heavy Industry,Metal Heat Treating,Heavy IndustryMetal Heat Treating,Live,0.000533966,0.001001185,0.000533966,0.000667457,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Medium,Placeholder - Description to follow
Heavy Industry,Metal Smelting (Not Aluminium or Copper),Heavy IndustryMetal Smelting (Not Aluminium or Copper),Live,0.001001185,0.002002371,0.001001185,0.001251482,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Medium,Placeholder - Description to follow
Heavy Industry,Metal Stamping,Heavy IndustryMetal Stamping,Live,0.000266982,0.000400474,0.000266982,0.000333729,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Medium-High,Placeholder - Description to follow
Heavy Industry,Miscellaneous Waste Management,Heavy IndustryMiscellaneous Waste Management,Live,0.002524834,0.002524834,0.002524834,0.003156043,100000000,6,Partial,0,Sanitary Sewer,32,1,3,30,C,Low,Placeholder - Description to follow
Heavy Industry,Non Metal Mineral Production,Heavy IndustryNon Metal Mineral Production,Live,0.000333729,0.001001185,0.000333729,0.000417161,260000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,C,Medium,Placeholder - Description to follow
Heavy Industry,Organic Chemical Manufacturing,Heavy IndustryOrganic Chemical Manufacturing,Live,0.001859535,0.001859535,0.001859535,0.002324419,60000000,4,Yes,0,Chemicals Processing,15,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Osb Mdf Reconstituted Wood Manufacturing,Heavy IndustryOsb Mdf Reconstituted Wood Manufacturing,Live,0.001334914,0.001334914,0.001334914,0.001668643,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,C,Surch Fire,Placeholder - Description to follow
Heavy Industry,Paint and Coating Manufacturing,Heavy IndustryPaint and Coating Manufacturing,Old,0.001052934,0.001052934,0.001052934,0.001316168,60000000,3,Yes,0,Chemicals Processing,15,0.25,3,30,D,Unknown,Placeholder - Description to follow
Heavy Industry,Paint and Coating Manufacturing Oil-Based,Heavy IndustryPaint and Coating Manufacturing Oil-Based,Live,0.001052934,0.001052934,0.001052934,0.001316168,60000000,3,Yes,0,Chemicals Processing,15,0.25,3,30,D,Unknown,Placeholder - Description to follow
Heavy Industry,Paint and Coating Manufacturing Water-Based,Heavy IndustryPaint and Coating Manufacturing Water-Based,Live,0.000526467,0.000526467,0.000526467,0.000658083,60000000,3,Yes,0,Chemicals Processing,15,0.25,3,30,D,Unknown,Placeholder - Description to follow
Heavy Industry,Paper Mill,Heavy IndustryPaper Mill,Old,0.003337285,0.003337285,0.003337285,0.004171606,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,1,3,30,D,Medium-High,Placeholder - Description to follow
Heavy Industry,Paper Mill - With Black L Recovery Boiler,Heavy IndustryPaper Mill - With Black L Recovery Boiler,Live,0.003337285,0.003337285,0.003337285,0.004171606,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,1,3,30,D,Medium-High,Placeholder - Description to follow
Heavy Industry,Paper Mill - Without Black L Recovery Boiler,Heavy IndustryPaper Mill - Without Black L Recovery Boiler,Live,0.002105868,0.002105868,0.002105868,0.002632335,100000000,3,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Medium-High,Placeholder - Description to follow
Heavy Industry,Paperboard Cardboard Mill,Heavy IndustryPaperboard Cardboard Mill,Live,0.001428032,0.001428032,0.001428032,0.00178504,20000000,3,No,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Medium-High,Placeholder - Description to follow
Heavy Industry,Pesticide and Other Agricultural Chemical Manufacturing,Heavy IndustryPesticide and Other Agricultural Chemical Manufacturing,Live,0.002669828,0.002669828,0.002669828,0.003337285,60000000,4,Yes,0,Chemicals Processing,15,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Plastic Extruded Products Manufacturing,Heavy IndustryPlastic Extruded Products Manufacturing,Old,0.000701956,0.000701956,0.000701956,0.000877445,60000000,3,Yes,0,Chemicals Processing,15,0.25,3,30,D,Medium-High,Placeholder - Description to follow
Heavy Industry,Plastics Bottle Manufacturing,Heavy IndustryPlastics Bottle Manufacturing,Old,0.000701956,0.000701956,0.000701956,0.000877445,60000000,3,Yes,0,Chemicals Processing,15,0.25,3,30,D,Medium-High,Placeholder - Description to follow
Heavy Industry,Plastics Material and Resin Manufacturing,Heavy IndustryPlastics Material and Resin Manufacturing,Live,0.001228423,0.001228423,0.001228423,0.001535528,60000000,3,Yes,0,Chemicals Processing,15,0.25,3,30,D,Medium-High,Placeholder - Description to follow
Heavy Industry,Plastics Product Manufacturing,Heavy IndustryPlastics Product Manufacturing,Live,0.000701956,0.000701956,0.000701956,0.000877445,60000000,3,Yes,0,Chemicals Processing,15,0.25,3,30,D,Medium-High,Placeholder - Description to follow
Heavy Industry,Pulp and Paper,Heavy IndustryPulp and Paper,Old,0.003337285,0.003337285,0.003337285,0.004171606,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Medium-High,Placeholder - Description to follow
Heavy Industry,Railroad Rolling Stock Manufacturing,Heavy IndustryRailroad Rolling Stock Manufacturing,Live,0.00025486,0.000382289,0.00025486,0.000318575,500000000,5,Yes,0,Light Fabrication and Assembly,13,0,3,2,A,Medium,Placeholder - Description to follow
Heavy Industry,Recycling - All Other,Heavy IndustryRecycling - All Other,Live,0.002388356,0.002388356,0.002388356,0.002985445,25000000,6,Partial,0,Heavy Fabrication and Assembly,12,1,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Recycling - Metal,Heavy IndustryRecycling - Metal,Live,0.002729551,0.002729551,0.002729551,0.003411937,25000000,6,Partial,0,Heavy Fabrication and Assembly,12,1,3,30,D,Medium-High,Placeholder - Description to follow
Heavy Industry,Recycling - Paper or Plastic,Heavy IndustryRecycling - Paper or Plastic,Live,0.002388356,0.002388356,0.002388356,0.002985445,25000000,6,Partial,0,Heavy Fabrication and Assembly,12,1,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Rubber Product Manufacturing,Heavy IndustryRubber Product Manufacturing,Old,0.001501778,0.001501778,0.001501778,0.001877223,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Rubber Product Manufacturing - Natural,Heavy IndustryRubber Product Manufacturing - Natural,Live,0.001334914,0.001334914,0.001334914,0.001668643,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Rubber Product Manufacturing For Mechanical Use,Heavy IndustryRubber Product Manufacturing For Mechanical Use,Old,0.001501778,0.001501778,0.001501778,0.001877223,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Sawmill,Heavy IndustrySawmill,Live,0.0023361,0.0023361,0.0023361,0.002920124,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,1,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Semiconductor and Wafer Manufacturing,Heavy IndustrySemiconductor and Wafer Manufacturing,Live,0.00019605,0.000588151,0.00019605,0.000245063,500000000,6,Yes,0,Heavy Fabrication and Assembly,12,0,3,2,A,Medium-High,Placeholder - Description to follow
Heavy Industry,Sheet Metal Work Manufacturing,Heavy IndustrySheet Metal Work Manufacturing,Live,0.000266982,0.000400474,0.000266982,0.000333729,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Medium-High,Placeholder - Description to follow
Heavy Industry,Soap and Other Detergent Manufacturing,Heavy IndustrySoap and Other Detergent Manufacturing,Live,0.001263521,0.001263521,0.001263521,0.001579401,60000000,3,Yes,0,Chemicals Processing,15,0.25,3,30,D,Medium-High,Placeholder - Description to follow
Heavy Industry,Steel Foundries,Heavy IndustrySteel Foundries,Live,0.000667457,0.001334914,0.000667457,0.000834321,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Medium,Placeholder - Description to follow
Heavy Industry,Steel Foundries (Except Investment),Heavy IndustrySteel Foundries (Except Investment),Old,0.000667457,0.000667457,0.000667457,0.000834321,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Medium,Placeholder - Description to follow
Heavy Industry,Steel Wire Drawing,Heavy IndustrySteel Wire Drawing,Live,0.000500593,0.001001185,0.000500593,0.000625741,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Medium,Placeholder - Description to follow
Heavy Industry,Synthetic Rubber Manufacturing,Heavy IndustrySynthetic Rubber Manufacturing,Live,0.001501778,0.001501778,0.001501778,0.001877223,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Tire Manufacturing (Except Retreading),Heavy IndustryTire Manufacturing (Except Retreading),Live,0.001668643,0.001668643,0.001668643,0.002085804,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Veneer and Plywood (Hardwood) Manufacturing,Heavy IndustryVeneer and Plywood (Hardwood) Manufacturing,Live,0.001001185,0.001001185,0.001001185,0.001251482,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Veneer and Plywood (Softwood) Manufacturing,Heavy IndustryVeneer and Plywood (Softwood) Manufacturing,Live,0.00116805,0.00116805,0.00116805,0.001460063,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,0.25,3,30,D,Surch Fire,Placeholder - Description to follow
Heavy Industry,Wood Products Manufacturing,Heavy IndustryWood Products Manufacturing,Live,0.00116805,0.00116805,0.00116805,0.001460063,100000000,4,Yes,0,Heavy Fabrication and Assembly,12,1,3,30,D,Surch Fire,Placeholder - Description to follow
Hotels/Casino/Entertainment,Amusement and Theme Parks,Hotels/Casino/EntertainmentAmusement and Theme Parks,Live,0.000674183,0.000674183,0.000674183,0.000842728,50000000,2,Yes,0,Entertainment and Recreation,10,0,3,2,D,Surch Fire,Placeholder - Description to follow
Hotels/Casino/Entertainment,Bowling Centers,Hotels/Casino/EntertainmentBowling Centers,Live,0.001498734,0.001498734,0.001498734,0.001873417,15000000,2,No,0,Entertainment and Recreation,10,0,3,2,C,Surch Fire,Placeholder - Description to follow
Hotels/Casino/Entertainment,Casino,Hotels/Casino/EntertainmentCasino,Live,0.000275143,0.000275143,0.000275143,0.000343929,250000000,6,Yes,0,Casinos,48,0,3,2,A,Surch Fire,Placeholder - Description to follow
Hotels/Casino/Entertainment,Casino Hotel,Hotels/Casino/EntertainmentCasino Hotel,Old,0.000275143,0.000275143,0.000275143,0.000343929,250000000,6,Yes,0,Casinos,48,0,3,2,A,Surch Fire,Placeholder - Description to follow
Hotels/Casino/Entertainment,Conference Hotel,Hotels/Casino/EntertainmentConference Hotel,Old,0.000275143,0.000275143,0.000275143,0.000343929,100000000,6,Yes,0,Temporary Lodging,3,0,3,2,A,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Fitness and Recreational Sports Centers,Hotels/Casino/EntertainmentFitness and Recreational Sports Centers,Live,0.000331862,0.000331862,0.000331862,0.000414828,10000000,4,Yes,0,Entertainment and Recreation,10,0,3,2,A,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Full-Service Hotel,Hotels/Casino/EntertainmentFull-Service Hotel,Live,0.000275143,0.000275143,0.000275143,0.000343929,100000000,6,Yes,0,Temporary Lodging,3,0,3,2,A,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Golf Courses and Country Clubs,Hotels/Casino/EntertainmentGolf Courses and Country Clubs,Live,0.000624472,0.000624472,0.000624472,0.00078059,15000000,2,Yes,0,Entertainment and Recreation,10,0,3,2,A,Surch Fire,Placeholder - Description to follow
Hotels/Casino/Entertainment,Health Spas,Hotels/Casino/EntertainmentHealth Spas,Live,0.000876614,0.000876614,0.000876614,0.001095767,5000000,2,No,0,Entertainment and Recreation,10,0,3,2,A,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Health Spas and Gyms,Hotels/Casino/EntertainmentHealth Spas and Gyms,Old,0.000331862,0.000331862,0.000331862,0.000414828,10000000,4,Yes,0,Entertainment and Recreation,10,0,3,2,A,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Hotel - No Casino,Hotels/Casino/EntertainmentHotel - No Casino,Old,0.000275143,0.000275143,0.000275143,0.000343929,100000000,6,Yes,0,Temporary Lodging,3,0,3,2,A,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Inns/Bed and Breakfasts,Hotels/Casino/EntertainmentInns/Bed and Breakfasts,Live,0.001955292,0.001955292,0.001955292,0.002444115,5000000,1,No,0,Temporary Lodging,3,-0.25,3,2,A,Medium-High,Placeholder - Description to follow
Hotels/Casino/Entertainment,Large Stadium & Arenas,Hotels/Casino/EntertainmentLarge Stadium & Arenas,Live,0.000275143,0.000275143,0.000275143,0.000343929,100000000,6,Yes,0,Entertainment and Recreation,10,-0.25,3,2,A,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Limited-Service Hotel,Hotels/Casino/EntertainmentLimited-Service Hotel,Live,0.000674183,0.000674183,0.000674183,0.000842728,25000000,2,Yes,0,Temporary Lodging,3,0,3,2,A,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Lodges and Clubs,Hotels/Casino/EntertainmentLodges and Clubs,Live,0.001498734,0.001498734,0.001498734,0.001873417,5000000,1,No,0,Entertainment and Recreation,10,0,3,2,A,Surch Fire,Placeholder - Description to follow
Hotels/Casino/Entertainment,Motels,Hotels/Casino/EntertainmentMotels,Live,0.001685457,0.001685457,0.001685457,0.002106821,10000000,2,Yes,0,Temporary Lodging,3,0,3,2,A,Medium-High,Placeholder - Description to follow
Hotels/Casino/Entertainment,Museums,Hotels/Casino/EntertainmentMuseums,Live,0.000331862,0.000331862,0.000331862,0.000414828,25000000,4,Yes,0,Entertainment and Recreation,10,0,3,2,C,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Non-Motor Racetracks W/O Garages,Hotels/Casino/EntertainmentNon-Motor Racetracks W/O Garages,Live,0.001296505,0.001296505,0.001296505,0.001620631,10000000,2,No,0,Entertainment and Recreation,10,0,3,2,C,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Performing Arts Centres,Hotels/Casino/EntertainmentPerforming Arts Centres,Live,0.000276551,0.000276551,0.000276551,0.00034569,50000000,4,Yes,0,Entertainment and Recreation,10,0,3,2,C,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Racetracks,Hotels/Casino/EntertainmentRacetracks,Old,0.001296505,0.001296505,0.001296505,0.001620631,10000000,2,No,0,Entertainment and Recreation,10,0,3,2,C,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Racetracks Motor W Garages,Hotels/Casino/EntertainmentRacetracks Motor W Garages,Live,0.000510557,0.000510557,0.000510557,0.000638196,50000000,4,No,0,Entertainment and Recreation,10,0,3,2,C,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Recording Studio,Hotels/Casino/EntertainmentRecording Studio,Live,0.000759732,0.000759732,0.000759732,0.000949665,5000000,2,Yes,0,Entertainment and Recreation,10,0,3,2,A,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Resort Hotel,Hotels/Casino/EntertainmentResort Hotel,Live,0.000275143,0.000275143,0.000275143,0.000343929,150000000,6,Yes,0,Temporary Lodging,3,0,3,2,A,Medium,Placeholder - Description to follow
Hotels/Casino/Entertainment,Rv Parks,Hotels/Casino/EntertainmentRv Parks,Old,0.002266505,0.002266505,0.002266505,0.00283313,5000000,1,Yes,0,Entertainment and Recreation,10,0,3,2,A,Surch Fire,Placeholder - Description to follow
Hotels/Casino/Entertainment,Temporary Camps and Campgrounds,Hotels/Casino/EntertainmentTemporary Camps and Campgrounds,Live,0.002266505,0.002266505,0.002266505,0.00283313,5000000,1,Yes,0,Entertainment and Recreation,10,0,3,2,A,Surch Fire,Placeholder - Description to follow
Hotels/Casino/Entertainment,Vacant,Hotels/Casino/EntertainmentVacant,Old,0.001466469,0.001466469,0.001466469,0.001833086,5000000,1,No,0,General Commercial,37,0,3,2,A,Surch Fire,Placeholder - Description to follow
Hotels/Casino/Entertainment,Zoos and Botanical Gardens,Hotels/Casino/EntertainmentZoos and Botanical Gardens,Live,0.000674183,0.000674183,0.000674183,0.000842728,25000000,2,Yes,0,Entertainment and Recreation,10,0,3,2,D,Medium,Placeholder - Description to follow
Light Industry,Aircraft Engine and Engine Parts Manufacturing,Light IndustryAircraft Engine and Engine Parts Manufacturing,Live,0.000785192,0.000785192,0.000785192,0.00098149,100000000,4,Yes,0,Light Fabrication and Assembly,13,0,3,2,D,Medium,Placeholder - Description to follow
Light Industry,Aircraft Manufacturing,Light IndustryAircraft Manufacturing,Live,0.000392596,0.000392596,0.000392596,0.000490745,100000000,4,Yes,0,Light Fabrication and Assembly,13,0,3,2,D,Medium,Placeholder - Description to follow
Light Industry,Boat Building,Light IndustryBoat Building,Live,0.00098149,0.00098149,0.00098149,0.001226863,100000000,4,Yes,0,Light Fabrication and Assembly,13,0.25,3,2,C,Surch Fire,Placeholder - Description to follow
Light Industry,Canvas and Related Product Mills,Light IndustryCanvas and Related Product Mills,Live,0.00098149,0.00098149,0.00098149,0.001226863,20000000,4,No,0,Light Fabrication and Assembly,13,0.25,3,2,D,Surch Fire,Placeholder - Description to follow
Light Industry,Carpet Manufacturer,Light IndustryCarpet Manufacturer,Live,0.001374087,0.001374087,0.001374087,0.001717608,20000000,4,No,0,Light Fabrication and Assembly,13,0.25,3,2,D,Medium-High,Placeholder - Description to follow
Light Industry,Clothing Accessories Manufacturing,Light IndustryClothing Accessories Manufacturing,Old,0.000736118,0.000736118,0.000736118,0.000920147,20000000,4,No,0,Light Fabrication and Assembly,13,0,3,2,C,Medium-High,Placeholder - Description to follow
Light Industry,Clothing Manufacturing,Light IndustryClothing Manufacturing,Live,0.000736118,0.000736118,0.000736118,0.000920147,20000000,4,No,0,Light Fabrication and Assembly,13,0,3,2,C,Medium-High,Placeholder - Description to follow
Light Industry,Communications Equipment Manufacturing,Light IndustryCommunications Equipment Manufacturing,Live,0.000392596,0.000392596,0.000392596,0.000490745,40000000,4,Yes,0,Light Fabrication and Assembly,13,0,3,2,A,Medium-High,Placeholder - Description to follow
Light Industry,Construction Contractors,Light IndustryConstruction Contractors,Live,0.000589989,0.000589989,0.000589989,0.000737486,25000000,2,No,4,Construction,18,-0.25,3,30,D,Unknown,Placeholder - Description to follow
Light Industry,Electrical Equipment and Component Manufacturing,Light IndustryElectrical Equipment and Component Manufacturing,Live,0.000392596,0.000392596,0.000392596,0.000490745,280000000,4,No,0,Light Fabrication and Assembly,13,0,3,2,C,Medium-High,Placeholder - Description to follow
Light Industry,General Purpose Machinery Manufacturing,Light IndustryGeneral Purpose Machinery Manufacturing,Old,0.000392596,0.000392596,0.000392596,0.000490745,100000000,4,Yes,0,Light Fabrication and Assembly,13,0,3,2,D,Medium-High,Placeholder - Description to follow
Light Industry,"Highway, Street, and Bridge Construction","Light IndustryHighway, Street, and Bridge Construction",Live,0.000473458,0.000473458,0.000473458,0.000591823,60000000,3,No,0,Highway,26,-0.25,3,30,B,Unknown,Placeholder - Description to follow
Light Industry,Industrial Machinery Product Manufacturing,Light IndustryIndustrial Machinery Product Manufacturing,Old,0.000392596,0.000392596,0.000392596,0.000490745,100000000,4,Yes,0,Light Fabrication and Assembly,13,0,3,2,D,Medium-High,Placeholder - Description to follow
Light Industry,Leather Goods,Light IndustryLeather Goods,Live,0.000588894,0.000588894,0.000588894,0.000736118,20000000,4,No,0,Light Fabrication and Assembly,13,0,3,2,B,Surch Fire,Placeholder - Description to follow
Light Industry,Machinery Manufacturing,Light IndustryMachinery Manufacturing,Live,0.000392596,0.000392596,0.000392596,0.000490745,100000000,4,Yes,0,Light Fabrication and Assembly,13,0,3,2,D,Medium-High,Placeholder - Description to follow
Light Industry,Manufacturing Miscellaneous,Light IndustryManufacturing Miscellaneous,Old,0.000392596,0.000392596,0.000392596,0.000490745,100000000,4,Yes,0,Light Fabrication and Assembly,13,0,3,2,D,Medium,Placeholder - Description to follow
Light Industry,Metal Product Manufacturing,Light IndustryMetal Product Manufacturing,Live,0.000392596,0.000392596,0.000392596,0.000490745,100000000,4,Yes,0,Light Fabrication and Assembly,13,0,3,2,D,Medium-High,Placeholder - Description to follow
Light Industry,Mobile Home/Chalet Manufacturing,Light IndustryMobile Home/Chalet Manufacturing,Live,0.00098149,0.00098149,0.00098149,0.001226863,100000000,4,Yes,0,Light Fabrication and Assembly,13,0,3,2,C,Surch Fire,Placeholder - Description to follow
Light Industry,Motor Vehicle Parts Manufacturing,Light IndustryMotor Vehicle Parts Manufacturing,Old,0.000392596,0.000392596,0.000392596,0.000490745,100000000,4,Yes,0,Light Fabrication and Assembly,13,0,3,2,A,Medium-High,Placeholder - Description to follow
Light Industry,Other Metalworking Machinery Manufacturing,Light IndustryOther Metalworking Machinery Manufacturing,Old,0.000392596,0.000392596,0.000392596,0.000490745,100000000,4,Yes,0,Light Fabrication and Assembly,13,0,3,2,C,Medium-High,Placeholder - Description to follow
Light Industry,Parking Garages,Light IndustryParking Garages,Live,0.000314013,0.000314013,0.000314013,0.000392517,14000000,6,No,0,Parking,11,-0.25,3,30,A,Medium,Placeholder - Description to follow
Light Industry,Perfumes or Cosmetics,Light IndustryPerfumes or Cosmetics,Live,0.00065,0.00065,0.00065,0.00813,60000000,3,Yes,0,Chemicals Processing,15,0.25,3,30,D,Medium-High,Placeholder - Description to follow
Light Industry,Pharmaceutical Preparation Manufacturing,Light IndustryPharmaceutical Preparation Manufacturing,Live,0.000392596,0.000392596,0.000392596,0.000490745,60000000,4,Yes,0,Chemicals Processing,15,0.25,3,2,D,Medium-High,Placeholder - Description to follow
Light Industry,Printing (Commercial),Light IndustryPrinting (Commercial),Live,0.00098149,0.00098149,0.00098149,0.001226863,20000000,4,No,0,Light Fabrication and Assembly,13,0,3,2,D,Medium,Placeholder - Description to follow
Light Industry,Publishers,Light IndustryPublishers,Old,0.00098149,0.00098149,0.00098149,0.001226863,20000000,4,No,0,Light Fabrication and Assembly,13,0,3,2,D,Medium-High,Placeholder - Description to follow
Light Industry,Railroad Rolling Stock Manufacturing,Light IndustryRailroad Rolling Stock Manufacturing,Old,0.000392596,0.000392596,0.000392596,0.000490745,500000000,5,Yes,0,Light Fabrication and Assembly,13,0,3,2,A,Medium,Placeholder - Description to follow
Light Industry,Semiconductor and Wafer Manufacturing,Light IndustrySemiconductor and Wafer Manufacturing,Old,0.000196298,0.000196298,0.000196298,0.000245373,500000000,6,Yes,0,Light Fabrication and Assembly,13,0,3,2,A,Medium-High,Placeholder - Description to follow
Light Industry,Ship Building and Repairing,Light IndustryShip Building and Repairing,Live,0.000736118,0.000736118,0.000736118,0.000920147,100000000,4,Yes,0,Light Fabrication and Assembly,13,0.25,3,2,C,Surch Fire,Placeholder - Description to follow
