Location and Nationality,Sex,Age Attained,q(Natural only),q(Non-natural only),"Pure risk rate",Code
Slovakia,F,27,0.106622694,0.089369501,0.195992194,SlovakiaF27
Slovakia,F,28,0.114964688,0.08999122,0.204955908,SlovakiaF28
Slovakia,F,29,0.123779403,0.090550174,0.214329577,SlovakiaF29
Slovakia,F,30,0.133089553,0.091042399,0.224131952,SlovakiaF30
Slovakia,F,31,0.142918798,0.09146384,0.234382638,SlovakiaF31
Slovakia,F,32,0.153291781,0.09181036,0.245102141,SlovakiaF32
Slovakia,F,33,0.166758499,0.093493014,0.260251513,SlovakiaF33
Slovakia,F,34,0.181217544,0.095119701,0.276337245,SlovakiaF34
Slovakia,F,35,0.196734772,0.096682438,0.29341721,SlovakiaF35
Slovakia,F,36,0.213380061,0.098172799,0.31155286,SlovakiaF36
Slovakia,F,37,0.231227533,0.099581914,0.330809446,SlovakiaF37
Slovakia,F,38,0.256586769,0.103411728,0.359998497,SlovakiaF38
Slovakia,F,39,0.284497936,0.107265115,0.391763052,SlovakiaF39
Slovakia,F,40,0.315203088,0.111127271,0.426330359,SlovakiaF40
Slovakia,F,41,0.348966166,0.114981556,0.463947721,SlovakiaF41
Slovakia,F,42,0.386074896,0.118809364,0.50488426,SlovakiaF42
Slovakia,F,43,0.432151618,0.124114696,0.556266314,SlovakiaF43
Slovakia,F,44,0.483415722,0.129461795,0.612877517,SlovakiaF44
Slovakia,F,45,0.540426242,0.134823799,0.675250041,SlovakiaF45
Slovakia,F,46,0.603800274,0.14016994,0.743970214,SlovakiaF46
Slovakia,F,47,0.67421881,0.145465228,0.819684037,SlovakiaF47
Slovakia,F,48,0.754174359,0.151018807,0.905193166,SlovakiaF48
Slovakia,F,49,0.843160649,0.156461925,0.999622574,SlovakiaF49
Slovakia,F,50,0.942158981,0.161743842,1.103902823,SlovakiaF50
Slovakia,F,51,1.052253699,0.166807849,1.219061548,SlovakiaF51
Slovakia,F,52,1.174642654,0.171590933,1.346233587,SlovakiaF52
Slovakia,F,53,1.315921004,0.176731556,1.49265256,SlovakiaF53
Slovakia,F,54,1.473516065,0.181480279,1.654996344,SlovakiaF54
Slovakia,F,55,1.649249385,0.185747566,1.834996952,SlovakiaF55
Slovakia,F,56,1.845139587,0.189435188,2.034574775,SlovakiaF56
Slovakia,F,57,2.063423011,0.192436058,2.255859069,SlovakiaF57
Slovakia,F,58,2.303095621,0.194340488,2.497436109,SlovakiaF58
Slovakia,F,59,2.5695692,0.195314123,2.764883323,SlovakiaF59
Slovakia,F,60,2.865742377,0.195228738,3.060971115,SlovakiaF60
Slovakia,F,61,3.194817289,0.193949277,3.388766566,SlovakiaF61
Slovakia,F,62,3.560330285,0.191334926,3.75166521,SlovakiaF62
Slovakia,F,63,3.905072076,0.209861618,4.114933694,SlovakiaF63
Slovakia,F,64,4.283194732,0.230182225,4.513376956,SlovakiaF64
Slovakia,F,65,4.697930474,0.252470447,4.950400921,SlovakiaF65
Slovakia,F,66,5.152824497,0.276916807,5.429741304,SlovakiaF66
Slovakia,F,67,5.651765271,0.303730273,5.955495544,SlovakiaF67
Slovakia,F,68,6.252124456,0.335994043,6.5881185,SlovakiaF68
Slovakia,F,69,6.91625684,0.371685036,7.287941876,SlovakiaF69
Slovakia,F,70,7.650936736,0.411167306,8.062104042,SlovakiaF70
Slovakia,F,71,8.463658058,0.454843584,8.918501641,SlovakiaF71
Slovakia,F,72,9.362710762,0.503159377,9.865870139,SlovakiaF72
Slovakia,F,73,10.37092877,0.557341799,10.92827057,SlovakiaF73
Slovakia,F,74,11.48771613,0.617358823,12.10507496,SlovakiaF74
Slovakia,F,75,12.72476409,0.683838745,13.40860284,SlovakiaF75
Slovenia,F,17,0.029659313,0.053267847,0.08292716,SloveniaF17
Slovenia,F,18,0.031889375,0.052540165,0.084429539,SloveniaF18
Slovenia,F,19,0.034163513,0.051795623,0.085959137,SloveniaF19
Slovenia,F,20,0.036482106,0.05103434,0.087516446,SloveniaF20
Slovenia,F,21,0.038845518,0.050256451,0.089101968,SloveniaF21
Slovenia,F,22,0.041254106,0.049462109,0.090716216,SloveniaF22
Slovenia,F,23,0.044291748,0.04930102,0.093592767,SloveniaF23
Slovenia,F,24,0.047450232,0.049110301,0.096560533,SloveniaF24
Slovenia,F,25,0.050733207,0.048889197,0.099622404,SloveniaF25
Slovenia,F,26,0.054144401,0.048636964,0.102781365,SloveniaF26
Slovenia,F,27,0.05768762,0.048352875,0.106040495,SloveniaF27
Slovenia,F,28,0.062381749,0.048830731,0.111212479,SloveniaF28
Slovenia,F,29,0.067359922,0.049276798,0.116636721,SloveniaF29
Slovenia,F,30,0.072636895,0.049688627,0.122325522,SloveniaF30
Slovenia,F,31,0.078228098,0.050063689,0.128291787,SloveniaF31
Slovenia,F,32,0.084149666,0.050399383,0.134549049,SloveniaF32
Slovenia,F,33,0.091938297,0.05154513,0.143483426,SloveniaF33
Slovenia,F,34,0.10034221,0.052668858,0.153011068,SloveniaF34
Slovenia,F,35,0.109405586,0.053765781,0.163171367,SloveniaF35
Slovenia,F,36,0.119175547,0.054830788,0.174006335,SloveniaF36
Slovenia,F,37,0.12970234,0.055858431,0.185560771,SloveniaF37
Slovenia,F,38,0.145711117,0.058725703,0.20443682,SloveniaF38
Slovenia,F,39,0.163563995,0.061669027,0.225233022,SloveniaF39
Slovenia,F,40,0.183463306,0.064681399,0.248144705,SloveniaF40
Slovenia,F,41,0.205632728,0.067754336,0.273387064,SloveniaF41
Slovenia,F,42,0.230319463,0.070877722,0.301197185,SloveniaF42
Slovenia,F,43,0.261031452,0.074968687,0.33600014,SloveniaF43
Slovenia,F,44,0.295648097,0.079176435,0.374824532,SloveniaF44
Slovenia,F,45,0.334648102,0.083486931,0.418135033,SloveniaF45
Slovenia,F,46,0.378567095,0.087882913,0.466450008,SloveniaF46
Slovenia,F,47,0.42800421,0.092343508,0.520347718,SloveniaF47
Slovenia,F,48,0.48394313,0.096906655,0.580849784,SloveniaF48
Slovenia,F,49,0.546900455,0.101486114,0.648386569,SloveniaF49
Slovenia,F,50,0.617728355,0.106047662,0.723776017,SloveniaF50
Slovenia,F,51,0.697379528,0.110551646,0.807931174,SloveniaF51
Slovenia,F,52,0.786918743,0.11495251,0.901871253,SloveniaF52
Slovenia,F,53,0.889871122,0.119511967,1.009383089,SloveniaF53
Slovenia,F,54,1.005831752,0.123879632,1.129711384,SloveniaF54
Slovenia,F,55,1.136396715,0.127987269,1.264383983,SloveniaF55
Slovenia,F,56,1.283352725,0.131758143,1.415110868,SloveniaF56
Slovenia,F,57,1.448699306,0.135106559,1.583805865,SloveniaF57
Slovenia,F,58,1.625416053,0.137156333,1.762572385,SloveniaF58
Slovenia,F,59,1.822953057,0.13856349,1.961516548,SloveniaF59
Slovenia,F,60,2.043689461,0.139226372,2.182915833,SloveniaF60
Slovenia,F,61,2.290268384,0.139036401,2.429304785,SloveniaF61
Slovenia,F,62,2.565625318,0.137878705,2.703504024,SloveniaF62
Slovenia,F,63,2.828075711,0.151982994,2.980058705,SloveniaF63
Slovenia,F,64,3.117373442,0.16753008,3.284903522,SloveniaF64
Slovenia,F,65,3.436264856,0.184667553,3.620932409,SloveniaF65
Slovenia,F,66,3.787777236,0.203558102,3.991335338,SloveniaF66
Slovenia,F,67,4.175247541,0.224381059,4.3996286,SloveniaF67
Slovenia,F,68,4.640033857,0.249359038,4.889392894,SloveniaF68
Slovenia,F,69,5.156559935,0.277117552,5.433677487,SloveniaF69
Slovenia,F,70,5.730585419,0.307966129,6.038551548,SloveniaF70
Slovenia,F,71,6.368511113,0.342248753,6.710759866,SloveniaF71
Slovenia,F,72,7.077450352,0.380347701,7.457798052,SloveniaF72
Slovenia,F,73,7.898318687,0.424461805,8.322780492,SloveniaF73
Slovenia,F,74,8.814394306,0.473692423,9.288086729,SloveniaF74
Slovenia,F,75,9.836719695,0.528632987,10.36535268,SloveniaF75
Spain,F,17,0.032429508,0.05824309,0.090672598,SpainF17
Spain,F,18,0.033840625,0.055754997,0.089595621,SpainF18
Spain,F,19,0.035185846,0.053345591,0.088531437,SpainF19
Spain,F,20,0.036466868,0.051013024,0.087479892,SpainF20
Spain,F,21,0.037685353,0.048755485,0.086440837,SpainF21
Spain,F,22,0.038842927,0.046571197,0.085414124,SpainF22
Spain,F,23,0.041437072,0.046123488,0.087560559,SpainF23
Spain,F,24,0.044108882,0.045652052,0.089760934,SpainF24
Spain,F,25,0.046859915,0.045156688,0.092016603,SpainF25
Spain,F,26,0.04969174,0.044637217,0.094328957,SpainF26
Spain,F,27,0.052605935,0.044093485,0.09669942,SpainF27
Spain,F,28,0.05668646,0.044372614,0.101059073,SpainF28
Spain,F,29,0.060994831,0.044620449,0.10561528,SpainF29
Spain,F,30,0.065541804,0.044835097,0.110376901,SpainF30
Spain,F,31,0.070338574,0.045014625,0.115353198,SpainF31
Spain,F,32,0.075396789,0.045157061,0.12055385,SpainF32
Spain,F,33,0.082132572,0.046047558,0.12818013,SpainF33
Spain,F,34,0.089376048,0.046912803,0.136288851,SpainF34
Spain,F,35,0.097161788,0.047748745,0.144910533,SpainF35
Spain,F,36,0.105526533,0.048551093,0.154077626,SpainF36
Spain,F,37,0.114509322,0.04931531,0.163824632,SpainF37
Spain,F,38,0.128261644,0.051693072,0.179954716,SpainF38
Spain,F,39,0.143549906,0.054123054,0.19767296,SpainF39
Spain,F,40,0.160537132,0.0565986,0.217135732,SpainF40
Spain,F,41,0.17940296,0.059111838,0.238514798,SpainF41
Spain,F,42,0.200345269,0.061653566,0.261998835,SpainF42
Spain,F,43,0.225554975,0.064779781,0.290334757,SpainF43
Spain,F,44,0.253773213,0.067962075,0.321735289,SpainF44
Spain,F,45,0.285344941,0.071186937,0.356531878,SpainF45
Spain,F,46,0.320653359,0.074438459,0.395091818,SpainF46
Spain,F,47,0.360124022,0.077698103,0.437822125,SpainF47
Spain,F,48,0.40490718,0.081080189,0.485987369,SpainF48
Spain,F,49,0.455015858,0.08443546,0.539451318,SpainF49
Spain,F,50,0.511061169,0.08773572,0.598796889,SpainF50
Spain,F,51,0.573722181,0.090948944,0.664671125,SpainF51
Spain,F,52,0.643753251,0.094039,0.737792251,SpainF52
Spain,F,53,0.725282312,0.097407269,0.822689582,SpainF53
Spain,F,54,0.81676241,0.100593589,0.917356,SpainF54
Spain,F,55,0.919370993,0.103544634,1.022915628,SpainF55
Spain,F,56,1.034420914,0.106201028,1.140621942,SpainF56
Spain,F,57,1.163375557,0.108497097,1.271872654,SpainF57
Spain,F,58,1.303201473,0.109967128,1.413168601,SpainF58
Spain,F,59,1.459243736,0.11091778,1.570161515,SpainF59
Spain,F,60,1.633324936,0.111270283,1.744595219,SpainF60
Spain,F,61,1.827466396,0.110940863,1.938407259,SpainF61
Spain,F,62,2.043909157,0.109841272,2.153750429,SpainF62
Spain,F,63,2.235514647,0.1201383,2.355652947,SpainF63
Spain,F,64,2.445082121,0.13140062,2.57648274,SpainF64
Spain,F,65,2.674295418,0.143718721,2.818014139,SpainF65
Spain,F,66,2.924996229,0.157191578,3.082187807,SpainF66
Spain,F,67,3.199198893,0.171927443,3.371126336,SpainF67
Spain,F,68,3.542606433,0.190382432,3.732988865,SpainF68
Spain,F,69,3.922875932,0.210818412,4.133694344,SpainF69
Spain,F,70,4.343964217,0.233448024,4.577412242,SpainF70
Spain,F,71,4.810252847,0.258506739,5.068759585,SpainF71
Spain,F,72,5.326593703,0.286255299,5.612849003,SpainF72
Spain,F,73,5.918091037,0.318042827,6.236133864,SpainF73
Spain,F,74,6.575271828,0.353360235,6.928632063,SpainF74
Spain,F,75,7.305429968,0.392599503,7.698029471,SpainF75
Sweden,F,17,0.030042623,0.053956267,0.08399889,SwedenF17
Sweden,F,18,0.032092585,0.05287497,0.084967555,SwedenF18
Sweden,F,19,0.034158845,0.051788545,0.08594739,SwedenF19
Sweden,F,20,0.036241193,0.050697331,0.086938525,SwedenF20
Sweden,F,21,0.038339413,0.049601676,0.087941089,SwedenF21
Sweden,F,22,0.040453273,0.048501941,0.088955215,SwedenF22
Sweden,F,23,0.043357146,0.048260717,0.091617863,SwedenF23
Sweden,F,24,0.046368985,0.047991226,0.09436021,SwedenF24
Sweden,F,25,0.049491766,0.047692878,0.097184643,SwedenF25
Sweden,F,26,0.052728517,0.047365101,0.100093618,SwedenF26
Sweden,F,27,0.056082325,0.047007341,0.103089666,SwedenF27
Sweden,F,28,0.060582697,0.047422482,0.108005179,SwedenF28
Sweden,F,29,0.065349205,0.047805869,0.113155074,SwedenF29
Sweden,F,30,0.070395302,0.048155223,0.118550525,SwedenF30
Sweden,F,31,0.075735038,0.048468203,0.124203241,SwedenF31
Sweden,F,32,0.081383084,0.048742406,0.13012549,SwedenF32
Sweden,F,33,0.088840538,0.049808374,0.138648912,SwedenF33
Sweden,F,34,0.096879384,0.050851247,0.147730631,SwedenF34
Sweden,F,35,0.105540752,0.051866465,0.157407218,SwedenF35
Sweden,F,36,0.114868467,0.052849169,0.167717635,SwedenF36
Sweden,F,37,0.12490921,0.053794191,0.178703401,SwedenF37
Sweden,F,38,0.140231085,0.056517095,0.196748181,SwedenF38
Sweden,F,39,0.157305635,0.059309418,0.216615053,SwedenF39
Sweden,F,40,0.176323721,0.062164283,0.238488005,SwedenF40
Sweden,F,41,0.19749619,0.065073412,0.262569603,SwedenF41
Sweden,F,42,0.221055887,0.06802698,0.289082868,SwedenF42
Sweden,F,43,0.250169392,0.071849085,0.322018477,SwedenF43
Sweden,F,44,0.282934762,0.075771723,0.358706485,SwedenF44
Sweden,F,45,0.319793385,0.079781024,0.399574409,SwedenF45
Sweden,F,46,0.361238359,0.083860113,0.445098472,SwedenF46
Sweden,F,47,0.407820382,0.087988771,0.495809154,SwedenF47
Sweden,F,48,0.460546276,0.092221578,0.552767854,SwedenF48
Sweden,F,49,0.519810792,0.096459194,0.616269986,SwedenF49
Sweden,F,50,0.586398166,0.100669095,0.687067262,SwedenF50
Sweden,F,51,0.661183979,0.10481377,0.765997749,SwedenF51
Sweden,F,52,0.74514549,0.108850304,0.853995794,SwedenF52
Sweden,F,53,0.841952699,0.1130764,0.9550291,SwedenF53
Sweden,F,54,0.950901022,0.117114287,1.068015308,SwedenF54
Sweden,F,55,1.073468573,0.120899954,1.194368527,SwedenF55
Sweden,F,56,1.211308583,0.124361577,1.335670161,SwedenF56
Sweden,F,57,1.36626959,0.127419115,1.493688705,SwedenF57
Sweden,F,58,1.532400646,0.129307479,1.661708125,SwedenF58
Sweden,F,59,1.718038528,0.130588889,1.848627418,SwedenF59
Sweden,F,60,1.925404361,0.131168198,2.056572558,SwedenF60
Sweden,F,61,2.156964788,0.130943877,2.287908665,SwedenF61
Sweden,F,62,2.415458287,0.129808612,2.545266899,SwedenF62
Sweden,F,63,2.658015268,0.142843813,2.800859081,SwedenF63
Sweden,F,64,2.924929484,0.157187991,3.082117476,SwedenF64
Sweden,F,65,3.218646857,0.172972592,3.391619449,SwedenF65
Sweden,F,66,3.541858923,0.19034226,3.732201183,SwedenF66
Sweden,F,67,3.897527497,0.209456167,4.106983664,SwedenF67
Sweden,F,68,4.328292671,0.232605823,4.560898494,SwedenF68
Sweden,F,69,4.806667165,0.258314042,5.064981206,SwedenF69
Sweden,F,70,5.337912889,0.286863601,5.62477649,SwedenF70
Sweden,F,71,5.927873313,0.318568534,6.246441847,SwedenF71
Sweden,F,72,6.583037742,0.353777582,6.936815324,SwedenF72
Sweden,F,73,7.341080624,0.394515397,7.735596021,SwedenF73
Sweden,F,74,8.186412844,0.43994421,8.626357054,SwedenF74
Sweden,F,75,9.129085851,0.490604192,9.619690043,SwedenF75
Bahamas,F,17,0.081188772,0.145814268,0.227003041,BahamasF17
Bahamas,F,18,0.08917795,0.14692744,0.23610539,BahamasF18
Bahamas,F,19,0.097600178,0.147972546,0.245572724,BahamasF19
Bahamas,F,20,0.106474248,0.148945432,0.255419679,BahamasF20
Bahamas,F,21,0.115819637,0.14984184,0.265661477,BahamasF21
Bahamas,F,22,0.125656531,0.150657417,0.276313949,BahamasF22
Bahamas,F,23,0.135042426,0.150315345,0.285357772,BahamasF23
Bahamas,F,24,0.14481558,0.149882021,0.294697601,BahamasF24
Bahamas,F,25,0.154988258,0.149354867,0.304343125,BahamasF25
Bahamas,F,26,0.165573017,0.148731333,0.31430435,BahamasF26
Bahamas,F,27,0.176582704,0.148008904,0.324591608,BahamasF27
Bahamas,F,28,0.190213641,0.148894048,0.339107689,BahamasF28
Bahamas,F,29,0.204599356,0.149673588,0.354272944,BahamasF29
Bahamas,F,30,0.219775121,0.150341284,0.370116405,BahamasF30
Bahamas,F,31,0.235777632,0.150890771,0.386668403,BahamasF31
Bahamas,F,32,0.252645053,0.15131557,0.403960624,BahamasF32
Bahamas,F,33,0.274178196,0.153717778,0.427895974,BahamasF33
Bahamas,F,34,0.297233793,0.156015742,0.453249534,BahamasF34
Bahamas,F,35,0.321908227,0.158197109,0.480105336,BahamasF35
Bahamas,F,36,0.348303463,0.160248926,0.50855239,BahamasF36
Bahamas,F,37,0.376527333,0.162157646,0.538684979,BahamasF37
Bahamas,F,38,0.413969334,0.166841355,0.580810689,BahamasF38
Bahamas,F,39,0.454768088,0.171462584,0.626230673,BahamasF39
Bahamas,F,40,0.499204249,0.175998295,0.675202545,BahamasF40
Bahamas,F,41,0.547580635,0.180423432,0.728004067,BahamasF41
Bahamas,F,42,0.600223883,0.184710839,0.784934721,BahamasF42
Bahamas,F,43,0.666361593,0.191380208,0.857741801,BahamasF43
Bahamas,F,44,0.739310189,0.197991956,0.937302145,BahamasF44
Bahamas,F,45,0.819736845,0.20450531,1.024242155,BahamasF45
Bahamas,F,46,0.908371372,0.210874964,1.119246336,BahamasF46
Bahamas,F,47,1.006011867,0.21705082,1.223062686,BahamasF47
Bahamas,F,48,1.117475804,0.223767702,1.341243506,BahamasF48
Bahamas,F,49,1.240625839,0.230217939,1.470843778,BahamasF49
Bahamas,F,50,1.376635015,0.236331914,1.612966929,BahamasF50
Bahamas,F,51,1.526789649,0.242033359,1.768823007,BahamasF51
Bahamas,F,52,1.692499852,0.247239131,1.939738983,BahamasF52
Bahamas,F,53,1.883889023,0.253011113,2.136900136,BahamasF53
Bahamas,F,54,2.095960027,0.258141339,2.354101366,BahamasF54
Bahamas,F,55,2.33086476,0.262514851,2.593379611,BahamasF55
Bahamas,F,56,2.59097126,0.266007586,2.856978846,BahamasF56
Bahamas,F,57,2.87888464,0.268486495,3.147371135,BahamasF57
Bahamas,F,58,3.201167652,0.270121865,3.471289517,BahamasF58
Bahamas,F,59,3.558092424,0.270452222,3.828544646,BahamasF59
Bahamas,F,60,3.953252095,0.269315352,4.222567446,BahamasF60
Bahamas,F,61,4.390599735,0.266542205,4.657141939,BahamasF61
Bahamas,F,62,4.874483068,0.261958521,5.136441589,BahamasF62
Bahamas,F,63,5.335591634,0.286738855,5.622330488,BahamasF63
Bahamas,F,64,5.840319411,0.313863319,6.154182731,BahamasF64
Bahamas,F,65,6.392792622,0.34355366,6.736346282,BahamasF65
Bahamas,F,66,6.99752781,0.376052601,7.373580411,BahamasF66
Bahamas,F,67,7.659468773,0.411625824,8.071094598,BahamasF67
Bahamas,F,68,8.43976099,0.453559337,8.893320327,BahamasF68
Bahamas,F,69,9.29954383,0.499764737,9.799308567,BahamasF69
Bahamas,F,70,10.24691523,0.550677215,10.79759245,BahamasF70
Bahamas,F,71,11.2907981,0.606776294,11.89757439,BahamasF71
Bahamas,F,72,12.44102432,0.668590348,13.10961467,BahamasF72
Bahamas,F,73,13.6902727,0.73572593,14.42599863,BahamasF73
Bahamas,F,74,15.06496264,0.809602839,15.87456548,BahamasF74
Bahamas,F,75,16.57769018,0.890897997,17.46858817,BahamasF75
Barbados,F,17,0.073946828,0.132807804,0.206754633,BarbadosF17
Barbados,F,18,0.079558188,0.131078152,0.210636341,BarbadosF18
Barbados,F,19,0.085286803,0.129304123,0.214590926,BarbadosF19
Barbados,F,20,0.091133832,0.127485925,0.218619757,BarbadosF20
Barbados,F,21,0.097100413,0.125623814,0.222724227,BarbadosF21
Barbados,F,22,0.103187661,0.123718094,0.226905755,BarbadosF22
Barbados,F,23,0.110594013,0.123101885,0.233695898,BarbadosF23
Barbados,F,24,0.118275653,0.122413582,0.240689235,BarbadosF24
Barbados,F,25,0.126240163,0.121651685,0.247891847,BarbadosF25
Barbados,F,26,0.134495264,0.120814733,0.255309997,BarbadosF26
Barbados,F,27,0.143048818,0.119901317,0.262950135,BarbadosF27
Barbados,F,28,0.15389356,0.120463679,0.274357239,BarbadosF28
Barbados,F,29,0.165320125,0.120939072,0.286259197,BarbadosF29
Barbados,F,30,0.177354686,0.121322791,0.298677477,BarbadosF30
Barbados,F,31,0.19002442,0.121610057,0.311634477,BarbadosF31
Barbados,F,32,0.203357544,0.121796023,0.325153568,BarbadosF32
Barbados,F,33,0.220489504,0.123617257,0.344106761,BarbadosF33
Barbados,F,34,0.238813406,0.125351328,0.364164735,BarbadosF34
Barbados,F,35,0.258403334,0.126988554,0.385391888,BarbadosF35
Barbados,F,36,0.279337565,0.128518805,0.407856371,BarbadosF36
Barbados,F,37,0.301698794,0.129931513,0.431630308,BarbadosF37
Barbados,F,38,0.331615079,0.13365026,0.465265339,BarbadosF38
Barbados,F,39,0.364204338,0.13731706,0.501521399,BarbadosF39
Barbados,F,40,0.399689224,0.140913508,0.540602732,BarbadosF40
Barbados,F,41,0.4383099,0.1444196,0.5827295,BarbadosF41
Barbados,F,42,0.480325345,0.147813674,0.628139019,BarbadosF42
Barbados,F,43,0.532088482,0.152816738,0.68490522,BarbadosF43
Barbados,F,44,0.589050137,0.157751361,0.746801498,BarbadosF44
Barbados,F,45,0.651705962,0.162585506,0.814291468,BarbadosF45
Barbados,F,46,0.720596828,0.167283816,0.887880644,BarbadosF46
Barbados,F,47,0.796312769,0.171807456,0.968120224,BarbadosF47
Barbados,F,48,0.883768066,0.176969155,1.060737221,BarbadosF48
Barbados,F,49,0.980303602,0.18191099,1.162214592,BarbadosF49
Barbados,F,50,1.086821417,0.186578565,1.273399982,BarbadosF50
Barbados,F,51,1.204309697,0.190912429,1.395222126,BarbadosF51
Barbados,F,52,1.333850685,0.194847925,1.52869861,BarbadosF52
Barbados,F,53,1.485755501,0.199540763,1.685296264,BarbadosF53
Barbados,F,54,1.654201772,0.203733781,1.857935553,BarbadosF54
Barbados,F,55,1.840924664,0.207335094,2.048259758,BarbadosF55
Barbados,F,56,2.047835139,0.210245359,2.258080498,BarbadosF56
Barbados,F,57,2.27703713,0.212357838,2.489394967,BarbadosF57
Barbados,F,58,2.536312321,0.214019848,2.750332169,BarbadosF58
Barbados,F,59,2.823969481,0.214651204,3.038620685,BarbadosF59
Barbados,F,60,3.143009877,0.21411759,3.357127466,BarbadosF60
Barbados,F,61,3.496741638,0.21227834,3.709019978,BarbadosF61
Barbados,F,62,3.888810013,0.208987682,4.097797696,BarbadosF62
Barbados,F,63,4.244176123,0.228085334,4.472261457,BarbadosF63
Barbados,F,64,4.632016195,0.248928162,4.880944357,BarbadosF64
Barbados,F,65,5.055297756,0.271675643,5.3269734,BarbadosF65
Barbados,F,66,5.517259511,0.296501828,5.813761339,BarbadosF66
Barbados,F,67,6.02143612,0.323596672,6.345032792,BarbadosF67
Barbados,F,68,6.640840208,0.356883931,6.997724139,BarbadosF68
Barbados,F,69,7.32396023,0.393595334,7.717555564,BarbadosF69
Barbados,F,70,8.077350421,0.43408311,8.511433531,BarbadosF70
Barbados,F,71,8.908239228,0.478735722,9.38697495,BarbadosF71
Barbados,F,72,9.824598662,0.527981593,10.35258025,BarbadosF72
Barbados,F,73,10.82887778,0.581952336,11.41083012,BarbadosF73
Barbados,F,74,11.9358152,0.641440016,12.57725521,BarbadosF74
Barbados,F,75,13.15590473,0.707008579,13.86291331,BarbadosF75
Cyprus,F,17,0.025797552,0.04633216,0.072129713,CyprusF17
Cyprus,F,18,0.02758938,0.045455597,0.073044976,CyprusF18
Cyprus,F,19,0.0293993,0.044572554,0.073971854,CyprusF19
Cyprus,F,20,0.031227188,0.043683305,0.074910493,CyprusF20
Cyprus,F,21,0.033072911,0.042788131,0.075861043,CyprusF21
Cyprus,F,22,0.034936325,0.041887329,0.076823654,CyprusF22
Cyprus,F,23,0.037471593,0.041709525,0.079181119,CyprusF23
Cyprus,F,24,0.040103936,0.041506991,0.081610927,CyprusF24
Cyprus,F,25,0.042836136,0.041279162,0.084115297,CyprusF25
Cyprus,F,26,0.045671033,0.041025486,0.086696519,CyprusF26
Cyprus,F,27,0.048611521,0.040745429,0.08935695,CyprusF27
Cyprus,F,28,0.052562934,0.041144831,0.093707765,CyprusF28
Cyprus,F,29,0.056753036,0.041517386,0.098270422,CyprusF29
Cyprus,F,30,0.0611942,0.041861037,0.103055237,CyprusF30
Cyprus,F,31,0.065899364,0.042173661,0.108073025,CyprusF31
Cyprus,F,32,0.070882058,0.042453074,0.113335132,CyprusF32
Cyprus,F,33,0.077471452,0.043434305,0.120905757,CyprusF33
Cyprus,F,34,0.08458439,0.044397699,0.128982088,CyprusF34
Cyprus,F,35,0.092258709,0.045339199,0.137597908,CyprusF35
Cyprus,F,36,0.100534784,0.046254468,0.146789252,CyprusF36
Cyprus,F,37,0.109455685,0.047138879,0.156594564,CyprusF37
Cyprus,F,38,0.123243031,0.049670429,0.17291346,CyprusF38
Cyprus,F,39,0.138655329,0.052277637,0.190932966,CyprusF39
Cyprus,F,40,0.155875278,0.054955027,0.210830305,CyprusF40
Cyprus,F,41,0.175105356,0.057695812,0.232801168,CyprusF41
Cyprus,F,42,0.196569895,0.060491745,0.25706164,CyprusF42
Cyprus,F,43,0.223174536,0.064096115,0.287270651,CyprusF43
Cyprus,F,44,0.253216688,0.067813035,0.321029723,CyprusF44
Cyprus,F,45,0.28712502,0.071631026,0.358756046,CyprusF45
Cyprus,F,46,0.325380087,0.075535751,0.400915839,CyprusF46
Cyprus,F,47,0.368520444,0.079509663,0.448030107,CyprusF47
Cyprus,F,48,0.417358918,0.083573573,0.500932491,CyprusF48
Cyprus,F,49,0.472416958,0.087664512,0.560081469,CyprusF49
Cyprus,F,50,0.534461658,0.091752967,0.626214625,CyprusF50
Cyprus,F,51,0.604352102,0.095804533,0.700156635,CyprusF51
Cyprus,F,52,0.683050096,0.099779455,0.782829551,CyprusF52
Cyprus,F,53,0.77369927,0.10390979,0.87760906,CyprusF53
Cyprus,F,54,0.875977237,0.10788657,0.983863807,CyprusF54
Cyprus,F,55,0.991333665,0.111649468,1.102983133,CyprusF55
Cyprus,F,56,1.121394259,0.115130332,1.236524591,CyprusF56
Cyprus,F,57,1.267981594,0.118252718,1.386234312,CyprusF57
Cyprus,F,58,1.424157914,0.12017371,1.544331624,CyprusF58
Cyprus,F,59,1.598924636,0.121534988,1.720459624,CyprusF59
Cyprus,F,60,1.794429168,0.122245511,1.916674679,CyprusF60
Cyprus,F,61,2.013059902,0.122207775,2.135267677,CyprusF61
Cyprus,F,62,2.257472449,0.12131833,2.378790779,CyprusF62
Cyprus,F,63,2.488159022,0.133715606,2.621874628,CyprusF63
Cyprus,F,64,2.742418992,0.147379735,2.889798727,CyprusF64
Cyprus,F,65,3.022661277,0.162440174,3.185101451,CyprusF65
Cyprus,F,66,3.331540959,0.179039609,3.510580568,CyprusF66
Cyprus,F,67,3.671984434,0.197335307,3.869319741,CyprusF67
Cyprus,F,68,4.082534632,0.219398595,4.301933226,CyprusF68
Cyprus,F,69,4.538986839,0.243928692,4.782915531,CyprusF69
Cyprus,F,70,5.046473179,0.271201404,5.317674583,CyprusF70
Cyprus,F,71,5.61069958,0.30152337,5.912222951,CyprusF71
Cyprus,F,72,6.238009925,0.335235518,6.573245442,CyprusF72
Cyprus,F,73,6.968626148,0.374499403,7.343125551,CyprusF73
