Location and Nationality,Sex,Age Attained,q(Natural only),q(Non-natural only),"Pure risk rate",Code
Italy,F,27,0.057000776,0.047777173,0.104777948,ItalyF27
Italy,F,28,0.061510185,0.048148494,0.109658679,ItalyF28
Italy,F,29,0.066279985,0.048486776,0.114766762,ItalyF29
Italy,F,30,0.071322973,0.048789814,0.120112788,ItalyF30
Italy,F,31,0.076652493,0.049055348,0.12570784,ItalyF31
Italy,F,32,0.082282457,0.049281063,0.13156352,ItalyF32
Italy,F,33,0.089734065,0.050309329,0.140043394,ItalyF33
Italy,F,34,0.097757612,0.051312222,0.149069834,ItalyF34
Italy,F,35,0.106392853,0.052285218,0.15867807,ItalyF35
Italy,F,36,0.115682095,0.053223506,0.168905602,ItalyF36
Italy,F,37,0.125670354,0.05412199,0.179792344,ItalyF37
Italy,F,38,0.140887216,0.056781535,0.197668751,ItalyF38
Italy,F,39,0.157819436,0.059503138,0.217322574,ItalyF39
Italy,F,40,0.176650905,0.062279634,0.238930539,ItalyF40
Italy,F,41,0.197584449,0.065102493,0.262686942,ItalyF41
Italy,F,42,0.220843713,0.067961687,0.288805399,ItalyF42
Italy,F,43,0.249379121,0.071622117,0.321001238,ItalyF43
Italy,F,44,0.281420149,0.0753661,0.356786249,ItalyF44
Italy,F,45,0.317381287,0.079179262,0.396560549,ItalyF45
Italy,F,46,0.357724483,0.08304438,0.440768863,ItalyF46
Italy,F,47,0.402964413,0.086941078,0.489905491,ItalyF47
Italy,F,48,0.454201368,0.090951049,0.545152416,ItalyF48
Italy,F,49,0.511679302,0.094950267,0.606629569,ItalyF49
Italy,F,50,0.576132743,0.098906793,0.675039535,ItalyF50
Italy,F,51,0.648380091,0.102784042,0.751164133,ItalyF51
Italy,F,52,0.729332929,0.106540417,0.835873346,ItalyF52
Italy,F,53,0.822944181,0.110523508,0.933467689,ItalyF53
Italy,F,54,0.928145234,0.114311652,1.042456887,ItalyF54
Italy,F,55,1.046328126,0.117843247,1.164171373,ItalyF55
Italy,F,56,1.179047494,0.121049424,1.300096918,ItalyF56
Italy,F,57,1.328039054,0.123853712,1.451892767,ItalyF57
Italy,F,58,1.48852374,0.125605046,1.614128786,ItalyF58
Italy,F,59,1.667728431,0.126764796,1.794493227,ItalyF59
Italy,F,60,1.867769929,0.127241851,1.995011781,ItalyF60
Italy,F,61,2.090997328,0.126939159,2.217936487,ItalyF61
Italy,F,62,2.340016712,0.125754323,2.465771034,ItalyF62
Italy,F,63,2.569882225,0.138107475,2.7079897,ItalyF63
Italy,F,64,2.822327985,0.151674107,2.974002092,ItalyF64
Italy,F,65,3.099572105,0.166573422,3.266145526,ItalyF65
Italy,F,66,3.404050586,0.182936333,3.586986918,ItalyF66
Italy,F,67,3.738438726,0.200906612,3.939345338,ItalyF67
Italy,F,68,4.147487172,0.222889195,4.370376367,ItalyF68
Italy,F,69,4.601292439,0.247277044,4.848569483,ItalyF69
Italy,F,70,5.10475168,0.274333336,5.379085016,ItalyF70
Italy,F,71,5.66329788,0.304350044,5.967647925,ItalyF71
Italy,F,72,6.282958485,0.337651088,6.620609573,ItalyF72
Italy,F,73,6.997476534,0.376049845,7.373526379,ItalyF73
Italy,F,74,7.793251851,0.418815431,8.212067282,ItalyF74
Italy,F,75,8.679525272,0.466444456,9.145969728,ItalyF75
Jersey,F,17,0.036309323,0.0652112,0.101520523,JerseyF17
Jersey,F,18,0.038826885,0.063970238,0.102797123,JerseyF18
Jersey,F,19,0.041369337,0.06272044,0.104089776,JerseyF19
Jersey,F,20,0.043936495,0.061462189,0.105398684,JerseyF20
Jersey,F,21,0.046528164,0.060195887,0.106724051,JerseyF21
Jersey,F,22,0.049144133,0.058921952,0.108066085,JerseyF22
Jersey,F,23,0.052658269,0.058613771,0.11127204,JerseyF23
Jersey,F,24,0.056301682,0.058271423,0.114573105,JerseyF24
Jersey,F,25,0.060077883,0.057894219,0.117972102,JerseyF25
Jersey,F,26,0.063990444,0.057481492,0.121471936,JerseyF26
Jersey,F,27,0.068043001,0.057032596,0.125075597,JerseyF27
Jersey,F,28,0.073439449,0.057486397,0.130925846,JerseyF28
Jersey,F,29,0.079148824,0.057900908,0.137049732,JerseyF29
Jersey,F,30,0.085186581,0.058273475,0.143460056,JerseyF30
Jersey,F,31,0.091568841,0.058601373,0.150170214,JerseyF31
Jersey,F,32,0.098312416,0.058881815,0.15719423,JerseyF32
Jersey,F,33,0.107182008,0.060091504,0.167273512,JerseyF33
Jersey,F,34,0.116728946,0.06127013,0.177999076,JerseyF34
Jersey,F,35,0.127000042,0.062412321,0.189412363,JerseyF35
Jersey,F,36,0.138045098,0.063512371,0.201557469,JerseyF36
Jersey,F,37,0.149917079,0.064564239,0.214481318,JerseyF37
Jersey,F,38,0.167681945,0.067580569,0.235262514,JerseyF38
Jersey,F,39,0.187400888,0.070656322,0.25805721,JerseyF39
Jersey,F,40,0.209277946,0.073782548,0.283060494,JerseyF40
Jersey,F,41,0.233537593,0.076948766,0.310486359,JerseyF41
Jersey,F,42,0.260426707,0.080142821,0.340569528,JerseyF42
Jersey,F,43,0.293613415,0.084326284,0.377939699,JerseyF43
Jersey,F,44,0.330815857,0.088594584,0.419410441,JerseyF44
Jersey,F,45,0.372501283,0.092930421,0.465431704,JerseyF45
Jersey,F,46,0.419189548,0.097313261,0.516502809,JerseyF46
Jersey,F,47,0.471458858,0.10171901,0.573177868,JerseyF47
Jersey,F,48,0.530654422,0.106260305,0.636914727,JerseyF48
Jersey,F,49,0.59696304,0.110776026,0.707739067,JerseyF49
Jersey,F,50,0.671209965,0.115229044,0.786439009,JerseyF50
Jersey,F,51,0.75431328,0.119577033,0.873890313,JerseyF51
Jersey,F,52,0.847294035,0.123772088,0.971066123,JerseyF52
Jersey,F,53,0.954602618,0.128205573,1.08280819,JerseyF53
Jersey,F,54,1.075008992,0.132399596,1.207408588,JerseyF54
Jersey,F,55,1.210062974,0.136283969,1.346346944,JerseyF55
Jersey,F,56,1.361492609,0.13978054,1.50127315,JerseyF56
Jersey,F,57,1.531224082,0.142802869,1.674026951,JerseyF57
Jersey,F,58,1.714635507,0.144684875,1.859320382,JerseyF58
Jersey,F,59,1.919241047,0.145882384,2.065123431,JerseyF59
Jersey,F,60,2.147413669,0.146292585,2.293706254,JerseyF60
Jersey,F,61,2.401784044,0.145806234,2.547590279,JerseyF61
Jersey,F,62,2.685267649,0.144308377,2.829576027,JerseyF62
Jersey,F,63,2.95050301,0.158562332,3.109065342,JerseyF63
Jersey,F,64,3.2419368,0.174224212,3.416161011,JerseyF64
Jersey,F,65,3.562156751,0.191433081,3.753589832,JerseyF65
Jersey,F,66,3.914006195,0.210341745,4.12434794,JerseyF66
Jersey,F,67,4.300609312,0.231118098,4.531727409,JerseyF67
Jersey,F,68,4.769877123,0.256336916,5.026214039,JerseyF68
Jersey,F,69,5.290349837,0.284307525,5.574657362,JerseyF69
Jersey,F,70,5.867614757,0.315330192,6.182944949,JerseyF70
Jersey,F,71,6.507868855,0.349737947,6.857606801,JerseyF71
Jersey,F,72,7.217985295,0.387900158,7.605885453,JerseyF72
Jersey,F,73,8.032360531,0.431665318,8.46402585,JerseyF73
Jersey,F,74,8.938618336,0.480368319,9.418986656,JerseyF74
Jersey,F,75,9.947125437,0.534566277,10.48169171,JerseyF75
Liechtenstein,F,17,0.031794384,0.057102413,0.088896797,LiechtensteinF17
Liechtenstein,F,18,0.033415722,0.055054938,0.08847066,LiechtensteinF18
Liechtenstein,F,19,0.034993139,0.053053427,0.088046567,LiechtensteinF19
Liechtenstein,F,20,0.036527151,0.051097354,0.087624506,LiechtensteinF20
Liechtenstein,F,21,0.03801827,0.049186198,0.087204468,LiechtensteinF21
Liechtenstein,F,22,0.039467003,0.047319441,0.086786444,LiechtensteinF22
Liechtenstein,F,23,0.042151048,0.046918213,0.089069262,LiechtensteinF23
Liechtenstein,F,24,0.044920285,0.046491842,0.091412127,LiechtensteinF24
Liechtenstein,F,25,0.047776582,0.046040036,0.093816618,LiechtensteinF25
Liechtenstein,F,26,0.050721829,0.045562528,0.096284357,LiechtensteinF26
Liechtenstein,F,27,0.053757934,0.045059073,0.098817007,LiechtensteinF27
Liechtenstein,F,28,0.057957021,0.045367174,0.103324195,LiechtensteinF28
Liechtenstein,F,29,0.062393398,0.045643564,0.108036962,LiechtensteinF29
Liechtenstein,F,30,0.06707843,0.045886255,0.112964686,LiechtensteinF30
Liechtenstein,F,31,0.072023952,0.046093218,0.11811717,LiechtensteinF31
Liechtenstein,F,32,0.077242289,0.046262378,0.123504667,LiechtensteinF32
Liechtenstein,F,33,0.08417918,0.047194987,0.131374167,LiechtensteinF33
Liechtenstein,F,34,0.0916426,0.048102499,0.139745099,LiechtensteinF34
Liechtenstein,F,35,0.099668687,0.048980724,0.148649411,LiechtensteinF35
Liechtenstein,F,36,0.10829587,0.049825221,0.158121091,LiechtensteinF36
Liechtenstein,F,37,0.117565002,0.050631288,0.16819629,LiechtensteinF37
Liechtenstein,F,38,0.131752242,0.053099882,0.184852123,LiechtensteinF38
Liechtenstein,F,39,0.147532643,0.055624678,0.203157321,LiechtensteinF39
Liechtenstein,F,40,0.165076295,0.058198917,0.223275211,LiechtensteinF40
Liechtenstein,F,41,0.184570725,0.060814575,0.2453853,LiechtensteinF41
Liechtenstein,F,42,0.206222623,0.063462243,0.269684865,LiechtensteinF42
Liechtenstein,F,43,0.232500285,0.066774486,0.299274772,LiechtensteinF43
Liechtenstein,F,44,0.261957431,0.070153861,0.332111291,LiechtensteinF44
Liechtenstein,F,45,0.29496398,0.073586664,0.368550644,LiechtensteinF45
Liechtenstein,F,46,0.331931497,0.077056636,0.408988134,LiechtensteinF46
Liechtenstein,F,47,0.37331774,0.080544697,0.453862437,LiechtensteinF47
Liechtenstein,F,48,0.420231378,0.084148766,0.504380144,LiechtensteinF48
Liechtenstein,F,49,0.472787512,0.087733274,0.560520786,LiechtensteinF49
Liechtenstein,F,50,0.531641422,0.091268807,0.622910229,LiechtensteinF50
Liechtenstein,F,51,0.597522181,0.094721824,0.692244005,LiechtensteinF51
Liechtenstein,F,52,0.671240712,0.098054348,0.76929506,LiechtensteinF52
Liechtenstein,F,53,0.756819521,0.101642797,0.858462318,LiechtensteinF53
Liechtenstein,F,54,0.852918168,0.105046583,0.957964751,LiechtensteinF54
Liechtenstein,F,55,0.960790733,0.108209554,1.069000288,LiechtensteinF55
Liechtenstein,F,56,1.081836639,0.111069064,1.192905703,LiechtensteinF56
Liechtenstein,F,57,1.217617027,0.113555689,1.331172716,LiechtensteinF57
Liechtenstein,F,58,1.364381237,0.115129617,1.479510853,LiechtensteinF58
Liechtenstein,F,59,1.528218357,0.116160572,1.644378929,LiechtensteinF59
Liechtenstein,F,60,1.711053408,0.116565536,1.827618944,LiechtensteinF60
Liechtenstein,F,61,1.915022016,0.116256143,2.031278159,LiechtensteinF61
Liechtenstein,F,62,2.142492741,0.115139231,2.257631972,LiechtensteinF62
Liechtenstein,F,63,2.347463088,0.126154497,2.473617585,LiechtensteinF63
Liechtenstein,F,64,2.572042763,0.138223584,2.710266346,LiechtensteinF64
Liechtenstein,F,65,2.818107772,0.151447309,2.969555081,LiechtensteinF65
Liechtenstein,F,66,3.087713599,0.165936137,3.253649735,LiechtensteinF66
Liechtenstein,F,67,3.383112372,0.181811097,3.564923469,LiechtensteinF67
Liechtenstein,F,68,3.749426252,0.20149709,3.950923342,LiechtensteinF68
Liechtenstein,F,69,4.155403567,0.223314628,4.378718195,LiechtensteinF69
Liechtenstein,F,70,4.605338963,0.247494507,4.85283347,LiechtensteinF70
Liechtenstein,F,71,5.103992096,0.274292515,5.378284611,LiechtensteinF71
Liechtenstein,F,72,5.656637986,0.303992136,5.960630122,LiechtensteinF72
Liechtenstein,F,73,6.292063009,0.338140372,6.630203382,LiechtensteinF73
Liechtenstein,F,74,6.998866997,0.37612457,7.374991567,LiechtensteinF74
Liechtenstein,F,75,7.785068136,0.418375632,8.203443769,LiechtensteinF75
Luxembourg,F,17,0.024628136,0.0442319,0.068860037,LuxembourgF17
Luxembourg,F,18,0.026930538,0.044370105,0.071300644,LuxembourgF18
Luxembourg,F,19,0.029342028,0.044485725,0.073827753,LuxembourgF19
Luxembourg,F,20,0.031866626,0.044577806,0.076444431,LuxembourgF20
Luxembourg,F,21,0.034508468,0.044645385,0.079153852,LuxembourgF21
Luxembourg,F,22,0.037271813,0.04468749,0.081959303,LuxembourgF22
Luxembourg,F,23,0.040260352,0.044813684,0.085074036,LuxembourgF23
Luxembourg,F,24,0.043394481,0.044912658,0.088307139,LuxembourgF24
Luxembourg,F,25,0.046679897,0.044983213,0.091663111,LuxembourgF25
Luxembourg,F,26,0.050122479,0.045024142,0.095146621,LuxembourgF26
Luxembourg,F,27,0.05372829,0.045034226,0.098762516,LuxembourgF27
Luxembourg,F,28,0.058361801,0.045684025,0.104045826,LuxembourgF28
Luxembourg,F,29,0.063302878,0.046308889,0.109611768,LuxembourgF29
Luxembourg,F,30,0.068569328,0.046906132,0.115475459,LuxembourgF30
Luxembourg,F,31,0.074179881,0.047472949,0.12165283,LuxembourgF31
Luxembourg,F,32,0.080154239,0.04800642,0.128160659,LuxembourgF32
Luxembourg,F,33,0.087931971,0.049298986,0.137230957,LuxembourgF33
Luxembourg,F,34,0.096362991,0.050580196,0.146943187,LuxembourgF34
Luxembourg,F,35,0.105497546,0.051845232,0.157342778,LuxembourgF35
Luxembourg,F,36,0.115389494,0.053088885,0.168478379,LuxembourgF36
Luxembourg,F,37,0.126096542,0.054305535,0.180402078,LuxembourgF37
Luxembourg,F,38,0.142377804,0.057382284,0.199760088,LuxembourgF38
Luxembourg,F,39,0.16063181,0.060563496,0.221195306,LuxembourgF39
Luxembourg,F,40,0.181087009,0.063843617,0.244930626,LuxembourgF40
Luxembourg,F,41,0.203997363,0.067215497,0.27121286,LuxembourgF41
Luxembourg,F,42,0.229645106,0.070670197,0.300315304,LuxembourgF42
Luxembourg,F,43,0.262135433,0.075285752,0.337421185,LuxembourgF43
Luxembourg,F,44,0.29902969,0.080082047,0.379111736,LuxembourgF44
Luxembourg,F,45,0.340905432,0.08504799,0.425953422,LuxembourgF45
Luxembourg,F,46,0.38841389,0.090168809,0.478582699,LuxembourgF46
Luxembourg,F,47,0.442289128,0.095425532,0.53771466,LuxembourgF47
Luxembourg,F,48,0.503310378,0.100784828,0.604095206,LuxembourgF48
Luxembourg,F,49,0.572444222,0.106226168,0.67867039,LuxembourgF49
Luxembourg,F,50,0.650737392,0.111714443,0.762451834,LuxembourgF50
Luxembourg,F,51,0.739368177,0.11720787,0.856576047,LuxembourgF51
Luxembourg,F,52,0.83966255,0.122657286,0.962319836,LuxembourgF52
Luxembourg,F,53,0.954161337,0.128146307,1.082307644,LuxembourgF53
Luxembourg,F,54,1.0837768,0.133479452,1.217256252,LuxembourgF54
Luxembourg,F,55,1.230450892,0.138580169,1.369031061,LuxembourgF55
Luxembourg,F,56,1.396368877,0.143361187,1.539730064,LuxembourgF56
Luxembourg,F,57,1.583989078,0.147723764,1.731712841,LuxembourgF57
Luxembourg,F,58,1.781806824,0.150352945,1.932159768,LuxembourgF58
Luxembourg,F,59,2.00352009,0.152288473,2.155808562,LuxembourgF59
Luxembourg,F,60,2.251931959,0.153412895,2.405344854,LuxembourgF60
Luxembourg,F,61,2.53016521,0.15359993,2.68376514,LuxembourgF61
Luxembourg,F,62,2.841697711,0.152715051,2.994412761,LuxembourgF62
Luxembourg,F,63,3.151195086,0.169347681,3.320542767,LuxembourgF63
Luxembourg,F,64,3.4944007,0.187791818,3.682192518,LuxembourgF64
Luxembourg,F,65,3.874985813,0.208244759,4.083230572,LuxembourgF65
Luxembourg,F,66,4.297021533,0.230925288,4.52794682,LuxembourgF66
Luxembourg,F,67,4.765022362,0.256076017,5.021098379,LuxembourgF67
Luxembourg,F,68,5.311112825,0.285423345,5.59653617,LuxembourgF68
Luxembourg,F,69,5.919787421,0.318133992,6.237921413,LuxembourgF69
Luxembourg,F,70,6.59821854,0.354593409,6.95281195,LuxembourgF70
Luxembourg,F,71,7.354400557,0.395231221,7.749631777,LuxembourgF71
Luxembourg,F,72,8.197244031,0.440526286,8.637770318,LuxembourgF72
Luxembourg,F,73,9.177134979,0.49318639,9.670321368,LuxembourgF73
Luxembourg,F,74,10.27416118,0.552141433,10.82630261,LuxembourgF74
Luxembourg,F,75,11.50232488,0.618143908,12.12046879,LuxembourgF75
Netherlands,F,17,0.034535459,0.062025357,0.096560816,NetherlandsF17
Netherlands,F,18,0.037191164,0.061275265,0.098466429,NetherlandsF18
Netherlands,F,19,0.039906711,0.060502939,0.100409649,NetherlandsF19
Netherlands,F,20,0.042682803,0.059708415,0.102391219,NetherlandsF20
Netherlands,F,21,0.04552014,0.058891754,0.104411894,NetherlandsF21
Netherlands,F,22,0.04841941,0.058053037,0.106472447,NetherlandsF22
Netherlands,F,23,0.051978912,0.057857581,0.109836493,NetherlandsF23
Netherlands,F,24,0.055679428,0.057627399,0.113306827,NetherlandsF24
Netherlands,F,25,0.059525191,0.057361616,0.116886807,NetherlandsF25
Netherlands,F,26,0.063520526,0.057059373,0.120579899,NetherlandsF26
Netherlands,F,27,0.06766985,0.056719826,0.124389676,NetherlandsF27
Netherlands,F,28,0.073129988,0.057244159,0.130374147,NetherlandsF28
Netherlands,F,29,0.07891597,0.057730564,0.136646534,NetherlandsF29
Netherlands,F,30,0.085044446,0.058176244,0.14322069,NetherlandsF30
Netherlands,F,31,0.091532816,0.058578318,0.150111133,NetherlandsF31
Netherlands,F,32,0.098399255,0.058933825,0.157333081,NetherlandsF32
Netherlands,F,33,0.107401854,0.06021476,0.167616614,NetherlandsF33
Netherlands,F,34,0.117104854,0.061467441,0.178572295,NetherlandsF34
Netherlands,F,35,0.127557688,0.062686368,0.190244056,NetherlandsF35
Netherlands,F,36,0.138813021,0.06386568,0.202678701,NetherlandsF36
Netherlands,F,37,0.150926942,0.064999152,0.215926094,NetherlandsF37
Netherlands,F,38,0.169070671,0.068140265,0.237210936,NetherlandsF38
Netherlands,F,39,0.189243047,0.071350877,0.260593924,NetherlandsF39
Netherlands,F,40,0.211659647,0.074622236,0.286281883,NetherlandsF40
Netherlands,F,41,0.236558043,0.07794398,0.314502023,NetherlandsF41
Netherlands,F,42,0.264199963,0.08130399,0.345503954,NetherlandsF42
Netherlands,F,43,0.298580303,0.085752782,0.384333086,NetherlandsF43
Netherlands,F,44,0.337217112,0.090308881,0.427525993,NetherlandsF44
Netherlands,F,45,0.380617792,0.094955302,0.475573093,NetherlandsF45
Netherlands,F,46,0.429348336,0.099671585,0.529019922,NetherlandsF46
Netherlands,F,47,0.484039903,0.104433418,0.588473321,NetherlandsF47
Netherlands,F,48,0.545913541,0.109315851,0.655229391,NetherlandsF48
Netherlands,F,49,0.615367048,0.114191184,0.729558232,NetherlandsF49
Netherlands,F,50,0.693297928,0.119020964,0.812318893,NetherlandsF50
Netherlands,F,51,0.780706822,0.123761053,0.904467875,NetherlandsF51
Netherlands,F,52,0.878709018,0.128361166,1.007070183,NetherlandsF52
Netherlands,F,53,0.991391119,0.133146362,1.124537481,NetherlandsF53
Netherlands,F,54,1.118010723,0.137695749,1.255706472,NetherlandsF54
Netherlands,F,55,1.260240155,0.1419352,1.402175356,NetherlandsF55
Netherlands,F,56,1.419946881,0.145781873,1.565728753,NetherlandsF56
Netherlands,F,57,1.599215644,0.149143803,1.748359447,NetherlandsF57
Netherlands,F,58,1.791867413,0.15120188,1.943069293,NetherlandsF58
Netherlands,F,59,2.006916768,0.152546656,2.159463423,NetherlandsF59
Netherlands,F,60,2.246887514,0.153069242,2.399956756,NetherlandsF60
Netherlands,F,61,2.514579396,0.152653755,2.667233151,NetherlandsF61
Netherlands,F,62,2.813097318,0.151178043,2.964275362,NetherlandsF62
Netherlands,F,63,3.097586769,0.166466728,3.264053497,NetherlandsF63
Netherlands,F,64,3.41084673,0.183301563,3.594148293,NetherlandsF64
Netherlands,F,65,3.755786773,0.20183891,3.957625683,NetherlandsF65
Netherlands,F,66,4.135610715,0.222250945,4.35786166,NetherlandsF66
Netherlands,F,67,4.553846377,0.244727255,4.798573632,NetherlandsF67
Netherlands,F,68,5.055531371,0.271688198,5.32721957,NetherlandsF68
Netherlands,F,69,5.612485651,0.301619355,5.914105007,NetherlandsF69
Netherlands,F,70,6.230798084,0.334847948,6.565646032,NetherlandsF70
Netherlands,F,71,6.917228334,0.371737244,7.288965578,NetherlandsF71
Netherlands,F,72,7.679280755,0.412690536,8.091971291,NetherlandsF72
Netherlands,F,73,8.555255514,0.459766102,9.015021616,NetherlandsF73
Netherlands,F,74,9.531152622,0.512211574,10.0433642,NetherlandsF74
Netherlands,F,75,10.61837021,0.570639495,11.18900971,NetherlandsF75
Norway,F,17,0.029775866,0.053477173,0.083253039,NorwayF17
Norway,F,18,0.03205797,0.052817938,0.084875908,NorwayF18
Norway,F,19,0.03439056,0.052139852,0.086530412,NorwayF19
Norway,F,20,0.036774209,0.051442959,0.088217168,NorwayF20
Norway,F,21,0.039209479,0.050727325,0.089936804,NorwayF21
Norway,F,22,0.041696927,0.049993035,0.091689961,NorwayF22
Norway,F,23,0.044783195,0.049848049,0.094631244,NorwayF23
Norway,F,24,0.047993895,0.049672984,0.097666879,NorwayF24
Norway,F,25,0.051332849,0.049467043,0.100799893,NorwayF25
Norway,F,26,0.054803967,0.049229441,0.104033409,NorwayF26
Norway,F,27,0.058411245,0.048959407,0.107370652,NorwayF27
Norway,F,28,0.063176865,0.049453126,0.112629991,NorwayF28
Norway,F,29,0.068232108,0.049914841,0.118146949,NorwayF29
Norway,F,30,0.073592095,0.050342049,0.123934144,NorwayF30
Norway,F,31,0.079272645,0.050732168,0.130004813,NorwayF31
Norway,F,32,0.085290303,0.051082539,0.136372842,NorwayF32
Norway,F,33,0.093197869,0.052251308,0.145449177,NorwayF33
Norway,F,34,0.101731504,0.053398087,0.155129591,NorwayF34
Norway,F,35,0.110936272,0.054518015,0.165454287,NorwayF35
Norway,F,36,0.120860252,0.055605894,0.176466147,NorwayF36
Norway,F,37,0.131554716,0.056656187,0.188210904,NorwayF37
Norway,F,38,0.147796293,0.059566088,0.207362382,NorwayF38
Norway,F,39,0.165909331,0.062553296,0.228462626,NorwayF39
Norway,F,40,0.186099224,0.065610712,0.251709935,NorwayF40
Norway,F,41,0.208593046,0.068729737,0.277322784,NorwayF41
Norway,F,42,0.233641763,0.071900115,0.305541878,NorwayF42
Norway,F,43,0.264844372,0.076063764,0.340908136,NorwayF43
Norway,F,44,0.300020596,0.080347418,0.380368014,NorwayF44
Norway,F,45,0.339658448,0.084736896,0.424395345,NorwayF45
Norway,F,46,0.384304077,0.089214732,0.473518808,NorwayF46
Norway,F,47,0.4345685,0.093759778,0.528328278,NorwayF47
Norway,F,48,0.491439317,0.09840772,0.589847037,NorwayF48
Norway,F,49,0.555455437,0.103073628,0.658529064,NorwayF49
