Sex and Country,Age,SCA,Value
MSaint Vincent And The Grenadines,55,MSaint Vincent And The Grenadines55,1.033126598
MSamoa,55,MSamoa55,0.552659092
MSan Marino,55,MSan Marino55,1.282948327
MSao Tome and Principe,55,MSao Tome and Principe55,0.571203831
MSaudi Arabia,55,MSaudi Arabia55,0.339673485
MSenegal,55,MSenegal55,0.571203831
MSerbia,55,MSerbia55,1.104165813
MSeychelles,55,MSeychelles55,0.499031831
MSierra Leone,55,MSierra Leone55,0.571203831
MSingapore,55,MSingapore55,0.723736531
MSlovakia,55,MSlovakia55,1.385455911
MSlovenia,55,MSlovenia55,1.286047384
MSolomon Islands,55,MSolomon Islands55,0.552659092
MSomalia,55,MSomalia55,0.499031831
MSouth Africa,55,MSouth Africa55,0.411064353
MSouth Georgia and the South Sandwich Islands,55,MSouth Georgia and the South Sandwich Islands55,0.411064353
MSpain,55,MSpain55,1.403611151
MSri Lanka,55,MSri Lanka55,0.469381223
MSudan,55,MSudan55,0.571203831
MSuriname,55,MSuriname55,0.651764896
MSvalbard And Jan Mayen,55,MSvalbard And Jan Mayen55,1.138992265
MSwaziland,55,MSwaziland55,0.411064353
MSweden,55,MSweden55,1.041216175
MSwitzerland,55,MSwitzerland55,1.256019976
MSyrian Arab Republic,55,MSyrian Arab Republic55,0.551748021
"MTaiwan, Province Of China",55,"MTaiwan, Province Of China55",0.782474634
MTajikistan,55,MTajikistan55,0.469381223
"MTanzania, United Republic of",55,"MTanzania, United Republic of55",0.499031831
MThailand,55,MThailand55,0.616434235
MTimor-Leste,55,MTimor-Leste55,0.723736531
MTogo,55,MTogo55,0.571203831
MTokelau,55,MTokelau55,0.552659092
MTonga,55,MTonga55,0.552659092
MTrinidad and Tobago,55,MTrinidad and Tobago55,1.033126598
MTunisia,55,MTunisia55,0.489887547
MTurkey,55,MTurkey55,1.121452702
MTurkmenistan,55,MTurkmenistan55,0.469381223
MTurks and Caicos Islands,55,MTurks and Caicos Islands55,1.033126598
MTuvalu,55,MTuvalu55,0.552659092
MUganda,55,MUganda55,0.499031831
MUkraine,55,MUkraine55,1.183983971
MUnited Arab Emirates,55,MUnited Arab Emirates55,0.339673485
MUnited Kingdom,55,MUnited Kingdom55,1
MUnited States,55,MUnited States55,1.455283081
MUnited States Minor Outlying Islands,55,MUnited States Minor Outlying Islands55,1.455283081
MUruguay,55,MUruguay55,1.2079025
MUzbekistan,55,MUzbekistan55,0.469381223
MVanuatu,55,MVanuatu55,0.552659092
MVenezuela,55,MVenezuela55,0.651764896
Mvietnam,55,Mvietnam55,0.723736531
"MVirgin Islands, British",55,"MVirgin Islands, British55",1.033126598
"MVirgin Islands, U.S.",55,"MVirgin Islands, U.S.55",1.033126598
MWallis and Futuna,55,MWallis and Futuna55,0.552659092
MWestern Sahara,55,MWestern Sahara55,0.571203831
MYemen,55,MYemen55,0.339673485
MZambia,55,MZambia55,0.499031831
MZimbabwe,55,MZimbabwe55,0.608464584
MÅland Islands,55,MÅland Islands55,1.041216175
FAfghanistan,55,FAfghanistan55,0.518901679
FAlbania,55,FAlbania55,0.930752964
FAlgeria,55,FAlgeria55,0.407553335
FAmerican Samoa,55,FAmerican Samoa55,0.652137491
FAndorra,55,FAndorra55,0.983141955
FAngola,55,FAngola55,0.582072124
FAnguilla,55,FAnguilla55,0.675126736
FAntarctica,55,FAntarctica55,0.565739723
FAntigua and Barbuda,55,FAntigua and Barbuda55,0.675126736
FArgentina,55,FArgentina55,0.858339053
FArmenia,55,FArmenia55,0.602068487
FAruba,55,FAruba55,0.675126736
FAustralia,55,FAustralia55,1.016887115
FAustria,55,FAustria55,0.9158605
FAzerbaijan,55,FAzerbaijan55,0.602068487
FBahamas,55,FBahamas55,0.675126736
FBahrain,55,FBahrain55,0.663467992
FBangladesh,55,FBangladesh55,0.505713314
FBarbados,55,FBarbados55,0.675126736
FBelarus,55,FBelarus55,0.808068769
FBelgium,55,FBelgium55,1.174771563
FBelize,55,FBelize55,0.595145501
FBenin,55,FBenin55,0.582072124
FBermuda,55,FBermuda55,1.097325334
FBhutan,55,FBhutan55,0.505713314
FBolivia,55,FBolivia55,0.683544517
FBosnia and Herzegovina,55,FBosnia and Herzegovina55,0.930752964
FBotswana,55,FBotswana55,0.382712958
FBouvet Island,55,FBouvet Island55,0.858339053
FBrazil,55,FBrazil55,0.973746672
FBritish Indian Ocean Territory,55,FBritish Indian Ocean Territory55,0.750200408
FBrunei Darussalam,55,FBrunei Darussalam55,0.758233432
FBulgaria,55,FBulgaria55,0.836999774
FBurkina Faso,55,FBurkina Faso55,0.582072124
FBurundi,55,FBurundi55,0.750200408
FCambodia,55,FCambodia55,0.758233432
FCameroon,55,FCameroon55,0.582072124
FCanada,55,FCanada55,1.072294127
FCape Verde,55,FCape Verde55,0.582072124
FCayman Islands,55,FCayman Islands55,0.675126736
FCentral African Republic,55,FCentral African Republic55,0.582072124
FChad,55,FChad55,0.582072124
FChile,55,FChile55,0.565739723
FChina,55,FChina55,0.625573768
FChristmas Island,55,FChristmas Island55,0.758233432
FCocos (Keeling) Islands,55,FCocos (Keeling) Islands55,0.758233432
FColombia,55,FColombia55,0.696870344
FComoros,55,FComoros55,0.750200408
FCongo,55,FCongo55,0.582072124
"FCongo, The Democratic Republic Of The",55,"FCongo, The Democratic Republic Of The55",0.582072124
FCook Islands,55,FCook Islands55,0.652137491
FCosta Rica,55,FCosta Rica55,0.595145501
FCroatia,55,FCroatia55,0.87072685
FCuba,55,FCuba55,0.580504131
FCyprus,55,FCyprus55,0.839327155
FCzech Republic,55,FCzech Republic55,1.018020866
FCôte D'Ivoire,55,FCôte D'Ivoire55,0.582072124
FDenmark,55,FDenmark55,1.17349452
FDjibouti,55,FDjibouti55,0.750200408
FDominica,55,FDominica55,0.675126736
FDominican Republic,55,FDominican Republic55,0.675126736
FEcuador,55,FEcuador55,0.683544517
FEgypt,55,FEgypt55,0.582072124
FEl Salvador,55,FEl Salvador55,0.595145501
FEquatorial Guinea,55,FEquatorial Guinea55,0.582072124
FEritrea,55,FEritrea55,0.750200408
FEstonia,55,FEstonia55,0.818347562
FEthiopia,55,FEthiopia55,0.750200408
FFalkland Islands (Malvinas),55,FFalkland Islands (Malvinas)55,0.858339053
FFaroe Islands,55,FFaroe Islands55,1
FFiji,55,FFiji55,0.652137491
FFinland,55,FFinland55,0.940128853
FFrance,55,FFrance55,1.016130117
FFrench Guiana,55,FFrench Guiana55,0.696870344
FFrench Polynesia,55,FFrench Polynesia55,0.652137491
FFrench Southern Territories,55,FFrench Southern Territories55,0.382712958
FGabon,55,FGabon55,0.582072124
FGambia,55,FGambia55,0.582072124
FGeorgia,55,FGeorgia55,0.602068487
FGermany,55,FGermany55,0.983141955
FGhana,55,FGhana55,0.582072124
FGibraltar,55,FGibraltar55,0.78650632
FGreece,55,FGreece55,0.602068487
FGreenland,55,FGreenland55,1.072294127
FGrenada,55,FGrenada55,0.675126736
FGuadeloupe,55,FGuadeloupe55,0.675126736
FGuam,55,FGuam55,0.652137491
FGuatemala,55,FGuatemala55,0.595145501
FGuernsey,55,FGuernsey55,1
FGuinea,55,FGuinea55,0.582072124
FGuinea-Bissau,55,FGuinea-Bissau55,0.582072124
FGuyana,55,FGuyana55,0.696870344
FHaiti,55,FHaiti55,0.675126736
FHeard and McDonald Islands,55,FHeard and McDonald Islands55,0.382712958
FHoly See (Vatican City State),55,FHoly See (Vatican City State)55,1.011371976
FHonduras,55,FHonduras55,0.595145501
FHong Kong,55,FHong Kong55,0.625573768
FHungary,55,FHungary55,1.018020866
FIceland,55,FIceland55,1.144658492
FIndia,55,FIndia55,0.505713314
FIndonesia,55,FIndonesia55,0.758233432
FIran (Islamic Republic Of),55,FIran (Islamic Republic Of)55,0.518901679
FIraq,55,FIraq55,0.518901679
FIreland,55,FIreland55,1.017396387
FIsle of Man,55,FIsle of Man55,1
FIsrael,55,FIsrael55,1.058765685
FItaly,55,FItaly55,1.011371976
FJamaica,55,FJamaica55,0.589030532
FJapan,55,FJapan55,0.681415313
FJersey,55,FJersey55,1
FJordan,55,FJordan55,0.361963148
FKazakhstan,55,FKazakhstan55,0.505713314
FKenya,55,FKenya55,0.750200408
FKiribati,55,FKiribati55,0.652137491
"FKorea, Democratic People's Republic Of",55,"FKorea, Democratic People's Republic Of55",0.765618938
"FKorea, Republic of",55,"FKorea, Republic of55",0.765618938
FKuwait,55,FKuwait55,0.568120336
FKyrgyzstan,55,FKyrgyzstan55,0.505713314
FLao People's Democratic Republic,55,FLao People's Democratic Republic55,0.758233432
FLatvia,55,FLatvia55,0.835905141
FLebanon,55,FLebanon55,0.518901679
FLesotho,55,FLesotho55,0.382712958
FLiberia,55,FLiberia55,0.582072124
FLibyan Arab Jamahiriya,55,FLibyan Arab Jamahiriya55,0.334278521
FLiechtenstein,55,FLiechtenstein55,0.983141955
FLithuania,55,FLithuania55,0.890688554
FLuxembourg,55,FLuxembourg55,0.983141955
FMacao,55,FMacao55,0.625573768
"FMacedonia, the Former Yugoslav Republic Of",55,"FMacedonia, the Former Yugoslav Republic Of55",0.930752964
FMadagascar,55,FMadagascar55,0.750200408
FMalawi,55,FMalawi55,0.542615812
FMalaysia,55,FMalaysia55,0.652137491
FMaldives,55,FMaldives55,0.505713314
FMali,55,FMali55,0.582072124
FMalta,55,FMalta55,0.857480112
FMarshall Islands,55,FMarshall Islands55,0.652137491
FMartinique,55,FMartinique55,0.675126736
FMauritania,55,FMauritania55,0.582072124
FMauritius,55,FMauritius55,0.750200408
FMayotte,55,FMayotte55,0.750200408
FMexico,55,FMexico55,0.595145501
"FMicronesia, Federated States Of",55,"FMicronesia, Federated States Of55",0.652137491
FMoldova,55,FMoldova55,1.018020866
FMonaco,55,FMonaco55,0.983141955
FMongolia,55,FMongolia55,0.625573768
FMontenegro,55,FMontenegro55,0.930752964
FMontserrat,55,FMontserrat55,0.675126736
FMorocco,55,FMorocco55,0.582072124
FMozambique,55,FMozambique55,0.750200408
FMyanmar,55,FMyanmar55,0.758233432
FNamibia,55,FNamibia55,0.382712958
FNauru,55,FNauru55,0.652137491
FNepal,55,FNepal55,0.505713314
FNetherlands,55,FNetherlands55,1.097442035
FNetherlands Antilles,55,FNetherlands Antilles55,0.675126736
FNew Caledonia,55,FNew Caledonia55,0.652137491
FNew Zealand,55,FNew Zealand55,1.068705457
FNicaragua,55,FNicaragua55,0.595145501
FNiger,55,FNiger55,0.582072124
FNigeria,55,FNigeria55,0.582072124
FNiue,55,FNiue55,0.652137491
FNorfolk Island,55,FNorfolk Island55,1.016887115
FNorthern Mariana Islands,55,FNorthern Mariana Islands55,0.652137491
FNorway,55,FNorway55,1.10337234
FOman,55,FOman55,0.361963148
FPakistan,55,FPakistan55,0.505713314
FPalau,55,FPalau55,0.758233432
"FPalestinian Territory, Occupied",55,"FPalestinian Territory, Occupied55",0.518901679
FPanama,55,FPanama55,0.595145501
FPapua New Guinea,55,FPapua New Guinea55,0.652137491
FParaguay,55,FParaguay55,0.831762993
FPeru,55,FPeru55,0.683544517
FPhilippines,55,FPhilippines55,0.855487262
FPitcairn,55,FPitcairn55,0.652137491
FPoland,55,FPoland55,0.870114478
FPortugal,55,FPortugal55,0.817989226
FPuerto Rico,55,FPuerto Rico55,0.675126736
FQatar,55,FQatar55,0.531394913
FRomania,55,FRomania55,1.018020866
FRussian Federation,55,FRussian Federation55,0.859375694
FRwanda,55,FRwanda55,0.750200408
FRéunion,55,FRéunion55,0.750200408
FSaint Barthélemy,55,FSaint Barthélemy55,0.675126736
FSaint Helena,55,FSaint Helena55,0.582072124
FSaint Kitts And Nevis,55,FSaint Kitts And Nevis55,0.675126736
FSaint Lucia,55,FSaint Lucia55,0.675126736
FSaint Martin,55,FSaint Martin55,0.675126736
FSaint Pierre And Miquelon,55,FSaint Pierre And Miquelon55,1.072294127
FSaint Vincent And The Grenadines,55,FSaint Vincent And The Grenadines55,0.675126736
FSamoa,55,FSamoa55,0.652137491
FSan Marino,55,FSan Marino55,1.011371976
FSao Tome and Principe,55,FSao Tome and Principe55,0.582072124
FSaudi Arabia,55,FSaudi Arabia55,0.361963148
FSenegal,55,FSenegal55,0.582072124
FSerbia,55,FSerbia55,0.930752964
FSeychelles,55,FSeychelles55,0.750200408
FSierra Leone,55,FSierra Leone55,0.582072124
FSingapore,55,FSingapore55,0.758233432
FSlovakia,55,FSlovakia55,0.910150903
FSlovenia,55,FSlovenia55,0.955783042
FSolomon Islands,55,FSolomon Islands55,0.652137491
FSomalia,55,FSomalia55,0.750200408
FSouth Africa,55,FSouth Africa55,0.382712958
FSouth Georgia and the South Sandwich Islands,55,FSouth Georgia and the South Sandwich Islands55,0.382712958
FSpain,55,FSpain55,0.78650632
FSri Lanka,55,FSri Lanka55,0.505713314
FSudan,55,FSudan55,0.582072124
FSuriname,55,FSuriname55,0.696870344
FSvalbard And Jan Mayen,55,FSvalbard And Jan Mayen55,1.10337234
FSwaziland,55,FSwaziland55,0.382712958
FSweden,55,FSweden55,1.003076557
FSwitzerland,55,FSwitzerland55,0.955445209
FSyrian Arab Republic,55,FSyrian Arab Republic55,0.518901679
"FTaiwan, Province Of China",55,"FTaiwan, Province Of China55",0.625573768
FTajikistan,55,FTajikistan55,0.505713314
"FTanzania, United Republic of",55,"FTanzania, United Republic of55",0.750200408
FThailand,55,FThailand55,0.585821404
FTimor-Leste,55,FTimor-Leste55,0.758233432
FTogo,55,FTogo55,0.582072124
FTokelau,55,FTokelau55,0.652137491
FTonga,55,FTonga55,0.652137491
FTrinidad and Tobago,55,FTrinidad and Tobago55,0.675126736
FTunisia,55,FTunisia55,0.347742274
FTurkey,55,FTurkey55,0.602068487
FTurkmenistan,55,FTurkmenistan55,0.505713314
FTurks and Caicos Islands,55,FTurks and Caicos Islands55,0.675126736
FTuvalu,55,FTuvalu55,0.652137491
FUganda,55,FUganda55,0.750200408
FUkraine,55,FUkraine55,0.782356567
FUnited Arab Emirates,55,FUnited Arab Emirates55,0.361963148
FUnited Kingdom,55,FUnited Kingdom55,1
FUnited States,55,FUnited States55,1.097325334
FUnited States Minor Outlying Islands,55,FUnited States Minor Outlying Islands55,1.097325334
FUruguay,55,FUruguay55,0.831762993
FUzbekistan,55,FUzbekistan55,0.505713314
FVanuatu,55,FVanuatu55,0.652137491
FVenezuela,55,FVenezuela55,0.696870344
Fvietnam,55,Fvietnam55,0.758233432
"FVirgin Islands, British",55,"FVirgin Islands, British55",0.675126736
"FVirgin Islands, U.S.",55,"FVirgin Islands, U.S.55",0.675126736
FWallis and Futuna,55,FWallis and Futuna55,0.652137491
FWestern Sahara,55,FWestern Sahara55,0.582072124
FYemen,55,FYemen55,0.361963148
FZambia,55,FZambia55,0.750200408
FZimbabwe,55,FZimbabwe55,1.279770646
FÅland Islands,55,FÅland Islands55,1.003076557
MAfghanistan,60,MAfghanistan60,0.637661384
MAlbania,60,MAlbania60,0.896239243
MAlgeria,60,MAlgeria60,0.363949949
MAmerican Samoa,60,MAmerican Samoa60,0.452286871
MAndorra,60,MAndorra60,1.283205275
MAngola,60,MAngola60,0.43824164
MAnguilla,60,MAnguilla60,0.964573083
MAntarctica,60,MAntarctica60,0.667897695
MAntigua and Barbuda,60,MAntigua and Barbuda60,0.964573083
MArgentina,60,MArgentina60,0.848466794
MArmenia,60,MArmenia60,1.004121055
MAruba,60,MAruba60,0.964573083
MAustralia,60,MAustralia60,1.293758602
MAustria,60,MAustria60,1.234652808
MAzerbaijan,60,MAzerbaijan60,1.004121055
MBahamas,60,MBahamas60,0.964573083
MBahrain,60,MBahrain60,0.449345097
MBangladesh,60,MBangladesh60,0.380073404
MBarbados,60,MBarbados60,0.964573083
MBelarus,60,MBelarus60,1.106386796
MBelgium,60,MBelgium60,1.462417945
MBelize,60,MBelize60,0.592703952
MBenin,60,MBenin60,0.43824164
MBermuda,60,MBermuda60,1.36713515
MBhutan,60,MBhutan60,0.380073404
MBolivia,60,MBolivia60,0.534067294
MBosnia and Herzegovina,60,MBosnia and Herzegovina60,0.896239243
MBotswana,60,MBotswana60,0.256438679
MBouvet Island,60,MBouvet Island60,0.848466794
MBrazil,60,MBrazil60,1.038173081
MBritish Indian Ocean Territory,60,MBritish Indian Ocean Territory60,0.509693987
MBrunei Darussalam,60,MBrunei Darussalam60,0.721634508
MBulgaria,60,MBulgaria60,0.927171068
MBurkina Faso,60,MBurkina Faso60,0.43824164
MBurundi,60,MBurundi60,0.509693987
MCambodia,60,MCambodia60,0.721634508
MCameroon,60,MCameroon60,0.43824164
MCanada,60,MCanada60,1.232680116
MCape Verde,60,MCape Verde60,0.43824164
MCayman Islands,60,MCayman Islands60,0.964573083
MCentral African Republic,60,MCentral African Republic60,0.43824164
MChad,60,MChad60,0.43824164
MChile,60,MChile60,0.667897695
MChina,60,MChina60,0.671576826
MChristmas Island,60,MChristmas Island60,0.721634508
MCocos (Keeling) Islands,60,MCocos (Keeling) Islands60,0.721634508
MColombia,60,MColombia60,0.620114508
MComoros,60,MComoros60,0.509693987
MCongo,60,MCongo60,0.43824164
"MCongo, The Democratic Republic Of The",60,"MCongo, The Democratic Republic Of The60",0.43824164
MCook Islands,60,MCook Islands60,0.452286871
MCosta Rica,60,MCosta Rica60,0.592703952
MCroatia,60,MCroatia60,1.136663479
MCuba,60,MCuba60,0.63832925
MCyprus,60,MCyprus60,0.734635291
MCzech Republic,60,MCzech Republic60,1.308839986
MCôte D'Ivoire,60,MCôte D'Ivoire60,0.43824164
MDenmark,60,MDenmark60,1.11716919
MDjibouti,60,MDjibouti60,0.509693987
MDominica,60,MDominica60,0.964573083
MDominican Republic,60,MDominican Republic60,0.964573083
MEcuador,60,MEcuador60,0.534067294
MEgypt,60,MEgypt60,0.43824164
MEl Salvador,60,MEl Salvador60,0.592703952
MEquatorial Guinea,60,MEquatorial Guinea60,0.43824164
MEritrea,60,MEritrea60,0.509693987
MEstonia,60,MEstonia60,1.207807199
MEthiopia,60,MEthiopia60,0.509693987
MFalkland Islands (Malvinas),60,MFalkland Islands (Malvinas)60,0.848466794
MFaroe Islands,60,MFaroe Islands60,1
MFiji,60,MFiji60,0.452286871
MFinland,60,MFinland60,1.082826898
MFrance,60,MFrance60,1.559366552
MFrench Guiana,60,MFrench Guiana60,0.620114508
MFrench Polynesia,60,MFrench Polynesia60,0.452286871
MFrench Southern Territories,60,MFrench Southern Territories60,0.256438679
MGabon,60,MGabon60,0.43824164
MGambia,60,MGambia60,0.43824164
MGeorgia,60,MGeorgia60,1.004121055
MGermany,60,MGermany60,1.283205275
MGhana,60,MGhana60,0.43824164
MGibraltar,60,MGibraltar60,1.230656852
MGreece,60,MGreece60,1.004121055
MGreenland,60,MGreenland60,1.232680116
MGrenada,60,MGrenada60,0.964573083
MGuadeloupe,60,MGuadeloupe60,0.964573083
MGuam,60,MGuam60,0.452286871
MGuatemala,60,MGuatemala60,0.592703952
MGuernsey,60,MGuernsey60,1
MGuinea,60,MGuinea60,0.43824164
MGuinea-Bissau,60,MGuinea-Bissau60,0.43824164
MGuyana,60,MGuyana60,0.620114508
MHaiti,60,MHaiti60,0.964573083
MHeard and McDonald Islands,60,MHeard and McDonald Islands60,0.256438679
MHoly See (Vatican City State),60,MHoly See (Vatican City State)60,1.261590223
MHonduras,60,MHonduras60,0.592703952
MHong Kong,60,MHong Kong60,0.671576826
MHungary,60,MHungary60,1.308839986
MIceland,60,MIceland60,1.111128527
MIndia,60,MIndia60,0.380073404
MIndonesia,60,MIndonesia60,0.721634508
MIran (Islamic Republic Of),60,MIran (Islamic Republic Of)60,0.637661384
MIraq,60,MIraq60,0.637661384
MIreland,60,MIreland60,1.166600596
MIsle of Man,60,MIsle of Man60,1
MIsrael,60,MIsrael60,1.03148479
MItaly,60,MItaly60,1.261590223
MJamaica,60,MJamaica60,0.643101849
MJapan,60,MJapan60,0.93494991
MJersey,60,MJersey60,1
MJordan,60,MJordan60,0.336554615
MKazakhstan,60,MKazakhstan60,0.380073404
MKenya,60,MKenya60,0.509693987
MKiribati,60,MKiribati60,0.452286871
"MKorea, Democratic People's Republic Of",60,"MKorea, Democratic People's Republic Of60",1.09045957
"MKorea, Republic of",60,"MKorea, Republic of60",1.09045957
MKuwait,60,MKuwait60,0.285517203
MKyrgyzstan,60,MKyrgyzstan60,0.380073404
MLao People's Democratic Republic,60,MLao People's Democratic Republic60,0.721634508
MLatvia,60,MLatvia60,1.194585641
MLebanon,60,MLebanon60,0.637661384
MLesotho,60,MLesotho60,0.256438679
MLiberia,60,MLiberia60,0.43824164
MLibyan Arab Jamahiriya,60,MLibyan Arab Jamahiriya60,0.449162057
MLiechtenstein,60,MLiechtenstein60,1.283205275
MLithuania,60,MLithuania60,1.408942247
MLuxembourg,60,MLuxembourg60,1.283205275
MMacao,60,MMacao60,0.671576826
"MMacedonia, the Former Yugoslav Republic Of",60,"MMacedonia, the Former Yugoslav Republic Of60",0.896239243
MMadagascar,60,MMadagascar60,0.509693987
MMalawi,60,MMalawi60,0.43567367
MMalaysia,60,MMalaysia60,0.452286871
MMaldives,60,MMaldives60,0.380073404
MMali,60,MMali60,0.43824164
MMalta,60,MMalta60,0.792186183
MMarshall Islands,60,MMarshall Islands60,0.452286871
MMartinique,60,MMartinique60,0.964573083
MMauritania,60,MMauritania60,0.43824164
MMauritius,60,MMauritius60,0.509693987
MMayotte,60,MMayotte60,0.509693987
MMexico,60,MMexico60,0.592703952
"MMicronesia, Federated States Of",60,"MMicronesia, Federated States Of60",0.452286871
MMoldova,60,MMoldova60,1.308839986
MMonaco,60,MMonaco60,1.283205275
MMongolia,60,MMongolia60,0.671576826
MMontenegro,60,MMontenegro60,0.896239243
MMontserrat,60,MMontserrat60,0.964573083
MMorocco,60,MMorocco60,0.43824164
MMozambique,60,MMozambique60,0.509693987
MMyanmar,60,MMyanmar60,0.721634508
MNamibia,60,MNamibia60,0.256438679
MNauru,60,MNauru60,0.452286871
MNepal,60,MNepal60,0.380073404
MNetherlands,60,MNetherlands60,1.101329585
MNetherlands Antilles,60,MNetherlands Antilles60,0.964573083
MNew Caledonia,60,MNew Caledonia60,0.452286871
MNew Zealand,60,MNew Zealand60,1.226880365
MNicaragua,60,MNicaragua60,0.592703952
MNiger,60,MNiger60,0.43824164
MNigeria,60,MNigeria60,0.43824164
MNiue,60,MNiue60,0.452286871
MNorfolk Island,60,MNorfolk Island60,1.293758602
MNorthern Mariana Islands,60,MNorthern Mariana Islands60,0.452286871
MNorway,60,MNorway60,1.200771434
MOman,60,MOman60,0.336554615
MPakistan,60,MPakistan60,0.380073404
MPalau,60,MPalau60,0.721634508
"MPalestinian Territory, Occupied",60,"MPalestinian Territory, Occupied60",0.637661384
MPanama,60,MPanama60,0.592703952
MPapua New Guinea,60,MPapua New Guinea60,0.452286871
MParaguay,60,MParaguay60,1.096351701
MPeru,60,MPeru60,0.534067294
MPhilippines,60,MPhilippines60,0.675836484
MPitcairn,60,MPitcairn60,0.452286871
MPoland,60,MPoland60,1.008205066
MPortugal,60,MPortugal60,1.316762477
MPuerto Rico,60,MPuerto Rico60,0.964573083
MQatar,60,MQatar60,0.604775422
MRomania,60,MRomania60,1.308839986
MRussian Federation,60,MRussian Federation60,0.920769527
MRwanda,60,MRwanda60,0.509693987
MRéunion,60,MRéunion60,0.509693987
MSaint Barthélemy,60,MSaint Barthélemy60,0.964573083
MSaint Helena,60,MSaint Helena60,0.43824164
MSaint Kitts And Nevis,60,MSaint Kitts And Nevis60,0.964573083
MSaint Lucia,60,MSaint Lucia60,0.964573083
MSaint Martin,60,MSaint Martin60,0.964573083
MSaint Pierre And Miquelon,60,MSaint Pierre And Miquelon60,1.232680116
MSaint Vincent And The Grenadines,60,MSaint Vincent And The Grenadines60,0.964573083
MSamoa,60,MSamoa60,0.452286871
MSan Marino,60,MSan Marino60,1.261590223
MSao Tome and Principe,60,MSao Tome and Principe60,0.43824164
MSaudi Arabia,60,MSaudi Arabia60,0.336554615
MSenegal,60,MSenegal60,0.43824164
MSerbia,60,MSerbia60,0.896239243
MSeychelles,60,MSeychelles60,0.509693987
MSierra Leone,60,MSierra Leone60,0.43824164
MSingapore,60,MSingapore60,0.721634508
MSlovakia,60,MSlovakia60,1.22813779
MSlovenia,60,MSlovenia60,1.170315297
MSolomon Islands,60,MSolomon Islands60,0.452286871
MSomalia,60,MSomalia60,0.509693987
MSouth Africa,60,MSouth Africa60,0.256438679
MSouth Georgia and the South Sandwich Islands,60,MSouth Georgia and the South Sandwich Islands60,0.256438679
MSpain,60,MSpain60,1.230656852
MSri Lanka,60,MSri Lanka60,0.380073404
MSudan,60,MSudan60,0.43824164
MSuriname,60,MSuriname60,0.620114508
MSvalbard And Jan Mayen,60,MSvalbard And Jan Mayen60,1.200771434
MSwaziland,60,MSwaziland60,0.256438679
MSweden,60,MSweden60,1.106714607
MSwitzerland,60,MSwitzerland60,1.252578575
MSyrian Arab Republic,60,MSyrian Arab Republic60,0.637661384
"MTaiwan, Province Of China",60,"MTaiwan, Province Of China60",0.671576826
MTajikistan,60,MTajikistan60,0.380073404
"MTanzania, United Republic of",60,"MTanzania, United Republic of60",0.509693987
MThailand,60,MThailand60,0.501899195
MTimor-Leste,60,MTimor-Leste60,0.721634508
MTogo,60,MTogo60,0.43824164
MTokelau,60,MTokelau60,0.452286871
MTonga,60,MTonga60,0.452286871
MTrinidad and Tobago,60,MTrinidad and Tobago60,0.964573083
MTunisia,60,MTunisia60,0.448830591
MTurkey,60,MTurkey60,1.004121055
MTurkmenistan,60,MTurkmenistan60,0.380073404
MTurks and Caicos Islands,60,MTurks and Caicos Islands60,0.964573083
MTuvalu,60,MTuvalu60,0.452286871
MUganda,60,MUganda60,0.509693987
MUkraine,60,MUkraine60,0.904526211
MUnited Arab Emirates,60,MUnited Arab Emirates60,0.336554615
MUnited Kingdom,60,MUnited Kingdom60,1
MUnited States,60,MUnited States60,1.36713515
MUnited States Minor Outlying Islands,60,MUnited States Minor Outlying Islands60,1.36713515
MUruguay,60,MUruguay60,1.096351701
MUzbekistan,60,MUzbekistan60,0.380073404
MVanuatu,60,MVanuatu60,0.452286871
MVenezuela,60,MVenezuela60,0.620114508
Mvietnam,60,Mvietnam60,0.721634508
"MVirgin Islands, British",60,"MVirgin Islands, British60",0.964573083
"MVirgin Islands, U.S.",60,"MVirgin Islands, U.S.60",0.964573083
MWallis and Futuna,60,MWallis and Futuna60,0.452286871
MWestern Sahara,60,MWestern Sahara60,0.43824164
MYemen,60,MYemen60,0.336554615
MZambia,60,MZambia60,0.509693987
MZimbabwe,60,MZimbabwe60,0.478770019
MÅland Islands,60,MÅland Islands60,1.106714607
FAfghanistan,60,FAfghanistan60,0.522755568
FAlbania,60,FAlbania60,0.761294967
FAlgeria,60,FAlgeria60,0.309491996
FAmerican Samoa,60,FAmerican Samoa60,0.562297458
FAndorra,60,FAndorra60,0.98684489
FAngola,60,FAngola60,0.452033613
FAnguilla,60,FAnguilla60,0.612727448
FAntarctica,60,FAntarctica60,0.651420861
FAntigua and Barbuda,60,FAntigua and Barbuda60,0.612727448
FArgentina,60,FArgentina60,0.790511974
FArmenia,60,FArmenia60,0.545785847
FAruba,60,FAruba60,0.612727448
FAustralia,60,FAustralia60,1.012094062
FAustria,60,FAustria60,0.879967246
FAzerbaijan,60,FAzerbaijan60,0.545785847
FBahamas,60,FBahamas60,0.612727448
FBahrain,60,FBahrain60,0.526128517
FBangladesh,60,FBangladesh60,0.4429291
FBarbados,60,FBarbados60,0.612727448
FBelarus,60,FBelarus60,0.710663651
FBelgium,60,FBelgium60,1.1324778
FBelize,60,FBelize60,0.541890567
FBenin,60,FBenin60,0.452033613
FBermuda,60,FBermuda60,1.107027013
FBhutan,60,FBhutan60,0.4429291
FBolivia,60,FBolivia60,0.610771712
