Sex and Country,Age,SCA,Value
FBosnia and Herzegovina,60,FBosnia and Herzegovina60,0.761294967
FBotswana,60,FBotswana60,0.278859375
FBouvet Island,60,FBouvet Island60,0.790511974
FBrazil,60,FBrazil60,0.81916947
FBritish Indian Ocean Territory,60,FBritish Indian Ocean Territory60,0.872237638
FBrunei Darussalam,60,FBrunei Darussalam60,0.653944525
FBulgaria,60,FBulgaria60,0.722242056
FBurkina Faso,60,FBurkina Faso60,0.452033613
FBurundi,60,FBurundi60,0.872237638
FCambodia,60,FCambodia60,0.653944525
FCameroon,60,FCameroon60,0.452033613
FCanada,60,FCanada60,1.063436451
FCape Verde,60,FCape Verde60,0.452033613
FCayman Islands,60,FCayman Islands60,0.612727448
FCentral African Republic,60,FCentral African Republic60,0.452033613
FChad,60,FChad60,0.452033613
FChile,60,FChile60,0.651420861
FChina,60,FChina60,0.567986236
FChristmas Island,60,FChristmas Island60,0.653944525
FCocos (Keeling) Islands,60,FCocos (Keeling) Islands60,0.653944525
FColombia,60,FColombia60,0.682166024
FComoros,60,FComoros60,0.872237638
FCongo,60,FCongo60,0.452033613
"FCongo, The Democratic Republic Of The",60,"FCongo, The Democratic Republic Of The60",0.452033613
FCook Islands,60,FCook Islands60,0.562297458
FCosta Rica,60,FCosta Rica60,0.541890567
FCroatia,60,FCroatia60,0.838159218
FCuba,60,FCuba60,0.534714272
FCyprus,60,FCyprus60,0.770830438
FCzech Republic,60,FCzech Republic60,1.022669687
FCôte D'Ivoire,60,FCôte D'Ivoire60,0.452033613
FDenmark,60,FDenmark60,1.182015211
FDjibouti,60,FDjibouti60,0.872237638
FDominica,60,FDominica60,0.612727448
FDominican Republic,60,FDominican Republic60,0.612727448
FEcuador,60,FEcuador60,0.610771712
FEgypt,60,FEgypt60,0.452033613
FEl Salvador,60,FEl Salvador60,0.541890567
FEquatorial Guinea,60,FEquatorial Guinea60,0.452033613
FEritrea,60,FEritrea60,0.872237638
FEstonia,60,FEstonia60,0.751766939
FEthiopia,60,FEthiopia60,0.872237638
FFalkland Islands (Malvinas),60,FFalkland Islands (Malvinas)60,0.790511974
FFaroe Islands,60,FFaroe Islands60,1
FFiji,60,FFiji60,0.562297458
FFinland,60,FFinland60,0.913708163
FFrance,60,FFrance60,0.973354714
FFrench Guiana,60,FFrench Guiana60,0.682166024
FFrench Polynesia,60,FFrench Polynesia60,0.562297458
FFrench Southern Territories,60,FFrench Southern Territories60,0.278859375
FGabon,60,FGabon60,0.452033613
FGambia,60,FGambia60,0.452033613
FGeorgia,60,FGeorgia60,0.545785847
FGermany,60,FGermany60,0.98684489
FGhana,60,FGhana60,0.452033613
FGibraltar,60,FGibraltar60,0.698949466
FGreece,60,FGreece60,0.545785847
FGreenland,60,FGreenland60,1.063436451
FGrenada,60,FGrenada60,0.612727448
FGuadeloupe,60,FGuadeloupe60,0.612727448
FGuam,60,FGuam60,0.562297458
FGuatemala,60,FGuatemala60,0.541890567
FGuernsey,60,FGuernsey60,1
FGuinea,60,FGuinea60,0.452033613
FGuinea-Bissau,60,FGuinea-Bissau60,0.452033613
FGuyana,60,FGuyana60,0.682166024
FHaiti,60,FHaiti60,0.612727448
FHeard and McDonald Islands,60,FHeard and McDonald Islands60,0.278859375
FHoly See (Vatican City State),60,FHoly See (Vatican City State)60,0.948249567
FHonduras,60,FHonduras60,0.541890567
FHong Kong,60,FHong Kong60,0.567986236
FHungary,60,FHungary60,1.022669687
FIceland,60,FIceland60,1.117287756
FIndia,60,FIndia60,0.4429291
FIndonesia,60,FIndonesia60,0.653944525
FIran (Islamic Republic Of),60,FIran (Islamic Republic Of)60,0.522755568
FIraq,60,FIraq60,0.522755568
FIreland,60,FIreland60,1.02680385
FIsle of Man,60,FIsle of Man60,1
FIsrael,60,FIsrael60,1.005458197
FItaly,60,FItaly60,0.948249567
FJamaica,60,FJamaica60,0.570585357
FJapan,60,FJapan60,0.593480995
FJersey,60,FJersey60,1
FJordan,60,FJordan60,0.37670195
FKazakhstan,60,FKazakhstan60,0.4429291
FKenya,60,FKenya60,0.872237638
FKiribati,60,FKiribati60,0.562297458
"FKorea, Democratic People's Republic Of",60,"FKorea, Democratic People's Republic Of60",0.663000763
"FKorea, Republic of",60,"FKorea, Republic of60",0.663000763
FKuwait,60,FKuwait60,0.532424665
FKyrgyzstan,60,FKyrgyzstan60,0.4429291
FLao People's Democratic Republic,60,FLao People's Democratic Republic60,0.653944525
FLatvia,60,FLatvia60,0.779146756
FLebanon,60,FLebanon60,0.522755568
FLesotho,60,FLesotho60,0.278859375
FLiberia,60,FLiberia60,0.452033613
FLibyan Arab Jamahiriya,60,FLibyan Arab Jamahiriya60,0.421902076
FLiechtenstein,60,FLiechtenstein60,0.98684489
FLithuania,60,FLithuania60,0.775272541
FLuxembourg,60,FLuxembourg60,0.98684489
FMacao,60,FMacao60,0.567986236
"FMacedonia, the Former Yugoslav Republic Of",60,"FMacedonia, the Former Yugoslav Republic Of60",0.761294967
FMadagascar,60,FMadagascar60,0.872237638
FMalawi,60,FMalawi60,0.77900892
FMalaysia,60,FMalaysia60,0.562297458
FMaldives,60,FMaldives60,0.4429291
FMali,60,FMali60,0.452033613
FMalta,60,FMalta60,0.87718362
FMarshall Islands,60,FMarshall Islands60,0.562297458
FMartinique,60,FMartinique60,0.612727448
FMauritania,60,FMauritania60,0.452033613
FMauritius,60,FMauritius60,0.872237638
FMayotte,60,FMayotte60,0.872237638
FMexico,60,FMexico60,0.541890567
"FMicronesia, Federated States Of",60,"FMicronesia, Federated States Of60",0.562297458
FMoldova,60,FMoldova60,1.022669687
FMonaco,60,FMonaco60,0.98684489
FMongolia,60,FMongolia60,0.567986236
FMontenegro,60,FMontenegro60,0.761294967
FMontserrat,60,FMontserrat60,0.612727448
FMorocco,60,FMorocco60,0.452033613
FMozambique,60,FMozambique60,0.872237638
FMyanmar,60,FMyanmar60,0.653944525
FNamibia,60,FNamibia60,0.278859375
FNauru,60,FNauru60,0.562297458
FNepal,60,FNepal60,0.4429291
FNetherlands,60,FNetherlands60,1.031945287
FNetherlands Antilles,60,FNetherlands Antilles60,0.612727448
FNew Caledonia,60,FNew Caledonia60,0.562297458
FNew Zealand,60,FNew Zealand60,1.085291365
FNicaragua,60,FNicaragua60,0.541890567
FNiger,60,FNiger60,0.452033613
FNigeria,60,FNigeria60,0.452033613
FNiue,60,FNiue60,0.562297458
FNorfolk Island,60,FNorfolk Island60,1.012094062
FNorthern Mariana Islands,60,FNorthern Mariana Islands60,0.562297458
FNorway,60,FNorway60,1.115901063
FOman,60,FOman60,0.37670195
FPakistan,60,FPakistan60,0.4429291
FPalau,60,FPalau60,0.653944525
"FPalestinian Territory, Occupied",60,"FPalestinian Territory, Occupied60",0.522755568
FPanama,60,FPanama60,0.541890567
FPapua New Guinea,60,FPapua New Guinea60,0.562297458
FParaguay,60,FParaguay60,0.818887562
FPeru,60,FPeru60,0.610771712
FPhilippines,60,FPhilippines60,0.740232096
FPitcairn,60,FPitcairn60,0.562297458
FPoland,60,FPoland60,0.786133273
FPortugal,60,FPortugal60,0.738475799
FPuerto Rico,60,FPuerto Rico60,0.612727448
FQatar,60,FQatar60,0.628095483
FRomania,60,FRomania60,1.022669687
FRussian Federation,60,FRussian Federation60,0.719832435
FRwanda,60,FRwanda60,0.872237638
FRéunion,60,FRéunion60,0.872237638
FSaint Barthélemy,60,FSaint Barthélemy60,0.612727448
FSaint Helena,60,FSaint Helena60,0.452033613
FSaint Kitts And Nevis,60,FSaint Kitts And Nevis60,0.612727448
FSaint Lucia,60,FSaint Lucia60,0.612727448
FSaint Martin,60,FSaint Martin60,0.612727448
FSaint Pierre And Miquelon,60,FSaint Pierre And Miquelon60,1.063436451
FSaint Vincent And The Grenadines,60,FSaint Vincent And The Grenadines60,0.612727448
FSamoa,60,FSamoa60,0.562297458
FSan Marino,60,FSan Marino60,0.948249567
FSao Tome and Principe,60,FSao Tome and Principe60,0.452033613
FSaudi Arabia,60,FSaudi Arabia60,0.37670195
FSenegal,60,FSenegal60,0.452033613
FSerbia,60,FSerbia60,0.761294967
FSeychelles,60,FSeychelles60,0.872237638
FSierra Leone,60,FSierra Leone60,0.452033613
FSingapore,60,FSingapore60,0.653944525
FSlovakia,60,FSlovakia60,0.879552506
FSlovenia,60,FSlovenia60,0.898448395
FSolomon Islands,60,FSolomon Islands60,0.562297458
FSomalia,60,FSomalia60,0.872237638
FSouth Africa,60,FSouth Africa60,0.278859375
FSouth Georgia and the South Sandwich Islands,60,FSouth Georgia and the South Sandwich Islands60,0.278859375
FSpain,60,FSpain60,0.698949466
FSri Lanka,60,FSri Lanka60,0.4429291
FSudan,60,FSudan60,0.452033613
FSuriname,60,FSuriname60,0.682166024
FSvalbard And Jan Mayen,60,FSvalbard And Jan Mayen60,1.115901063
FSwaziland,60,FSwaziland60,0.278859375
FSweden,60,FSweden60,1.029496378
FSwitzerland,60,FSwitzerland60,0.959758828
FSyrian Arab Republic,60,FSyrian Arab Republic60,0.522755568
"FTaiwan, Province Of China",60,"FTaiwan, Province Of China60",0.567986236
FTajikistan,60,FTajikistan60,0.4429291
"FTanzania, United Republic of",60,"FTanzania, United Republic of60",0.872237638
FThailand,60,FThailand60,0.459299414
FTimor-Leste,60,FTimor-Leste60,0.653944525
FTogo,60,FTogo60,0.452033613
FTokelau,60,FTokelau60,0.562297458
FTonga,60,FTonga60,0.562297458
FTrinidad and Tobago,60,FTrinidad and Tobago60,0.612727448
FTunisia,60,FTunisia60,0.319731648
FTurkey,60,FTurkey60,0.545785847
FTurkmenistan,60,FTurkmenistan60,0.4429291
FTurks and Caicos Islands,60,FTurks and Caicos Islands60,0.612727448
FTuvalu,60,FTuvalu60,0.562297458
FUganda,60,FUganda60,0.872237638
FUkraine,60,FUkraine60,0.622390712
FUnited Arab Emirates,60,FUnited Arab Emirates60,0.37670195
FUnited Kingdom,60,FUnited Kingdom60,1
FUnited States,60,FUnited States60,1.107027013
FUnited States Minor Outlying Islands,60,FUnited States Minor Outlying Islands60,1.107027013
FUruguay,60,FUruguay60,0.818887562
FUzbekistan,60,FUzbekistan60,0.4429291
FVanuatu,60,FVanuatu60,0.562297458
FVenezuela,60,FVenezuela60,0.682166024
Fvietnam,60,Fvietnam60,0.653944525
"FVirgin Islands, British",60,"FVirgin Islands, British60",0.612727448
"FVirgin Islands, U.S.",60,"FVirgin Islands, U.S.60",0.612727448
FWallis and Futuna,60,FWallis and Futuna60,0.562297458
FWestern Sahara,60,FWestern Sahara60,0.452033613
FYemen,60,FYemen60,0.37670195
FZambia,60,FZambia60,0.872237638
FZimbabwe,60,FZimbabwe60,0.992117237
FÅland Islands,60,FÅland Islands60,1.029496378
MAfghanistan,65,MAfghanistan65,0.637661384
MAlbania,65,MAlbania65,0.896239243
MAlgeria,65,MAlgeria65,0.363949949
MAmerican Samoa,65,MAmerican Samoa65,0.452286871
MAndorra,65,MAndorra65,1.283205275
MAngola,65,MAngola65,0.43824164
MAnguilla,65,MAnguilla65,0.964573083
MAntarctica,65,MAntarctica65,0.667897695
MAntigua and Barbuda,65,MAntigua and Barbuda65,0.964573083
MArgentina,65,MArgentina65,0.848466794
MArmenia,65,MArmenia65,1.004121055
MAruba,65,MAruba65,0.964573083
MAustralia,65,MAustralia65,1.293758602
MAustria,65,MAustria65,1.234652808
MAzerbaijan,65,MAzerbaijan65,1.004121055
MBahamas,65,MBahamas65,0.964573083
MBahrain,65,MBahrain65,0.449345097
MBangladesh,65,MBangladesh65,0.380073404
MBarbados,65,MBarbados65,0.964573083
MBelarus,65,MBelarus65,1.106386796
MBelgium,65,MBelgium65,1.462417945
MBelize,65,MBelize65,0.592703952
MBenin,65,MBenin65,0.43824164
MBermuda,65,MBermuda65,1.36713515
MBhutan,65,MBhutan65,0.380073404
MBolivia,65,MBolivia65,0.534067294
MBosnia and Herzegovina,65,MBosnia and Herzegovina65,0.896239243
MBotswana,65,MBotswana65,0.256438679
MBouvet Island,65,MBouvet Island65,0.848466794
MBrazil,65,MBrazil65,1.038173081
MBritish Indian Ocean Territory,65,MBritish Indian Ocean Territory65,0.509693987
MBrunei Darussalam,65,MBrunei Darussalam65,0.721634508
MBulgaria,65,MBulgaria65,0.927171068
MBurkina Faso,65,MBurkina Faso65,0.43824164
MBurundi,65,MBurundi65,0.509693987
MCambodia,65,MCambodia65,0.721634508
MCameroon,65,MCameroon65,0.43824164
MCanada,65,MCanada65,1.232680116
MCape Verde,65,MCape Verde65,0.43824164
MCayman Islands,65,MCayman Islands65,0.964573083
MCentral African Republic,65,MCentral African Republic65,0.43824164
MChad,65,MChad65,0.43824164
MChile,65,MChile65,0.667897695
MChina,65,MChina65,0.671576826
MChristmas Island,65,MChristmas Island65,0.721634508
MCocos (Keeling) Islands,65,MCocos (Keeling) Islands65,0.721634508
MColombia,65,MColombia65,0.620114508
MComoros,65,MComoros65,0.509693987
MCongo,65,MCongo65,0.43824164
"MCongo, The Democratic Republic Of The",65,"MCongo, The Democratic Republic Of The65",0.43824164
MCook Islands,65,MCook Islands65,0.452286871
MCosta Rica,65,MCosta Rica65,0.592703952
MCroatia,65,MCroatia65,1.136663479
MCuba,65,MCuba65,0.63832925
MCyprus,65,MCyprus65,0.734635291
MCzech Republic,65,MCzech Republic65,1.308839986
MCôte D'Ivoire,65,MCôte D'Ivoire65,0.43824164
MDenmark,65,MDenmark65,1.11716919
MDjibouti,65,MDjibouti65,0.509693987
MDominica,65,MDominica65,0.964573083
MDominican Republic,65,MDominican Republic65,0.964573083
MEcuador,65,MEcuador65,0.534067294
MEgypt,65,MEgypt65,0.43824164
MEl Salvador,65,MEl Salvador65,0.592703952
MEquatorial Guinea,65,MEquatorial Guinea65,0.43824164
MEritrea,65,MEritrea65,0.509693987
MEstonia,65,MEstonia65,1.207807199
MEthiopia,65,MEthiopia65,0.509693987
MFalkland Islands (Malvinas),65,MFalkland Islands (Malvinas)65,0.848466794
MFaroe Islands,65,MFaroe Islands65,1
MFiji,65,MFiji65,0.452286871
MFinland,65,MFinland65,1.082826898
MFrance,65,MFrance65,1.559366552
MFrench Guiana,65,MFrench Guiana65,0.620114508
MFrench Polynesia,65,MFrench Polynesia65,0.452286871
MFrench Southern Territories,65,MFrench Southern Territories65,0.256438679
MGabon,65,MGabon65,0.43824164
MGambia,65,MGambia65,0.43824164
MGeorgia,65,MGeorgia65,1.004121055
MGermany,65,MGermany65,1.283205275
MGhana,65,MGhana65,0.43824164
MGibraltar,65,MGibraltar65,1.230656852
MGreece,65,MGreece65,1.004121055
MGreenland,65,MGreenland65,1.232680116
MGrenada,65,MGrenada65,0.964573083
MGuadeloupe,65,MGuadeloupe65,0.964573083
MGuam,65,MGuam65,0.452286871
MGuatemala,65,MGuatemala65,0.592703952
MGuernsey,65,MGuernsey65,1
MGuinea,65,MGuinea65,0.43824164
MGuinea-Bissau,65,MGuinea-Bissau65,0.43824164
MGuyana,65,MGuyana65,0.620114508
MHaiti,65,MHaiti65,0.964573083
MHeard and McDonald Islands,65,MHeard and McDonald Islands65,0.256438679
MHoly See (Vatican City State),65,MHoly See (Vatican City State)65,1.261590223
MHonduras,65,MHonduras65,0.592703952
MHong Kong,65,MHong Kong65,0.671576826
MHungary,65,MHungary65,1.308839986
MIceland,65,MIceland65,1.111128527
MIndia,65,MIndia65,0.380073404
MIndonesia,65,MIndonesia65,0.721634508
MIran (Islamic Republic Of),65,MIran (Islamic Republic Of)65,0.637661384
MIraq,65,MIraq65,0.637661384
MIreland,65,MIreland65,1.166600596
MIsle of Man,65,MIsle of Man65,1
MIsrael,65,MIsrael65,1.03148479
MItaly,65,MItaly65,1.261590223
MJamaica,65,MJamaica65,0.643101849
MJapan,65,MJapan65,0.93494991
MJersey,65,MJersey65,1
MJordan,65,MJordan65,0.336554615
MKazakhstan,65,MKazakhstan65,0.380073404
MKenya,65,MKenya65,0.509693987
MKiribati,65,MKiribati65,0.452286871
"MKorea, Democratic People's Republic Of",65,"MKorea, Democratic People's Republic Of65",1.09045957
"MKorea, Republic of",65,"MKorea, Republic of65",1.09045957
MKuwait,65,MKuwait65,0.285517203
MKyrgyzstan,65,MKyrgyzstan65,0.380073404
MLao People's Democratic Republic,65,MLao People's Democratic Republic65,0.721634508
MLatvia,65,MLatvia65,1.194585641
MLebanon,65,MLebanon65,0.637661384
MLesotho,65,MLesotho65,0.256438679
MLiberia,65,MLiberia65,0.43824164
MLibyan Arab Jamahiriya,65,MLibyan Arab Jamahiriya65,0.449162057
MLiechtenstein,65,MLiechtenstein65,1.283205275
MLithuania,65,MLithuania65,1.408942247
MLuxembourg,65,MLuxembourg65,1.283205275
MMacao,65,MMacao65,0.671576826
"MMacedonia, the Former Yugoslav Republic Of",65,"MMacedonia, the Former Yugoslav Republic Of65",0.896239243
MMadagascar,65,MMadagascar65,0.509693987
MMalawi,65,MMalawi65,0.43567367
MMalaysia,65,MMalaysia65,0.452286871
MMaldives,65,MMaldives65,0.380073404
MMali,65,MMali65,0.43824164
MMalta,65,MMalta65,0.792186183
MMarshall Islands,65,MMarshall Islands65,0.452286871
MMartinique,65,MMartinique65,0.964573083
MMauritania,65,MMauritania65,0.43824164
MMauritius,65,MMauritius65,0.509693987
MMayotte,65,MMayotte65,0.509693987
MMexico,65,MMexico65,0.592703952
"MMicronesia, Federated States Of",65,"MMicronesia, Federated States Of65",0.452286871
MMoldova,65,MMoldova65,1.308839986
MMonaco,65,MMonaco65,1.283205275
MMongolia,65,MMongolia65,0.671576826
MMontenegro,65,MMontenegro65,0.896239243
MMontserrat,65,MMontserrat65,0.964573083
MMorocco,65,MMorocco65,0.43824164
MMozambique,65,MMozambique65,0.509693987
MMyanmar,65,MMyanmar65,0.721634508
MNamibia,65,MNamibia65,0.256438679
MNauru,65,MNauru65,0.452286871
MNepal,65,MNepal65,0.380073404
MNetherlands,65,MNetherlands65,1.101329585
MNetherlands Antilles,65,MNetherlands Antilles65,0.964573083
MNew Caledonia,65,MNew Caledonia65,0.452286871
MNew Zealand,65,MNew Zealand65,1.226880365
MNicaragua,65,MNicaragua65,0.592703952
MNiger,65,MNiger65,0.43824164
MNigeria,65,MNigeria65,0.43824164
MNiue,65,MNiue65,0.452286871
MNorfolk Island,65,MNorfolk Island65,1.293758602
MNorthern Mariana Islands,65,MNorthern Mariana Islands65,0.452286871
MNorway,65,MNorway65,1.200771434
MOman,65,MOman65,0.336554615
MPakistan,65,MPakistan65,0.380073404
MPalau,65,MPalau65,0.721634508
"MPalestinian Territory, Occupied",65,"MPalestinian Territory, Occupied65",0.637661384
MPanama,65,MPanama65,0.592703952
MPapua New Guinea,65,MPapua New Guinea65,0.452286871
MParaguay,65,MParaguay65,1.096351701
MPeru,65,MPeru65,0.534067294
MPhilippines,65,MPhilippines65,0.675836484
MPitcairn,65,MPitcairn65,0.452286871
MPoland,65,MPoland65,1.008205066
MPortugal,65,MPortugal65,1.316762477
MPuerto Rico,65,MPuerto Rico65,0.964573083
MQatar,65,MQatar65,0.604775422
MRomania,65,MRomania65,1.308839986
MRussian Federation,65,MRussian Federation65,0.920769527
MRwanda,65,MRwanda65,0.509693987
MRéunion,65,MRéunion65,0.509693987
MSaint Barthélemy,65,MSaint Barthélemy65,0.964573083
MSaint Helena,65,MSaint Helena65,0.43824164
MSaint Kitts And Nevis,65,MSaint Kitts And Nevis65,0.964573083
MSaint Lucia,65,MSaint Lucia65,0.964573083
MSaint Martin,65,MSaint Martin65,0.964573083
MSaint Pierre And Miquelon,65,MSaint Pierre And Miquelon65,1.232680116
MSaint Vincent And The Grenadines,65,MSaint Vincent And The Grenadines65,0.964573083
MSamoa,65,MSamoa65,0.452286871
MSan Marino,65,MSan Marino65,1.261590223
MSao Tome and Principe,65,MSao Tome and Principe65,0.43824164
MSaudi Arabia,65,MSaudi Arabia65,0.336554615
MSenegal,65,MSenegal65,0.43824164
MSerbia,65,MSerbia65,0.896239243
MSeychelles,65,MSeychelles65,0.509693987
MSierra Leone,65,MSierra Leone65,0.43824164
MSingapore,65,MSingapore65,0.721634508
MSlovakia,65,MSlovakia65,1.22813779
MSlovenia,65,MSlovenia65,1.170315297
MSolomon Islands,65,MSolomon Islands65,0.452286871
MSomalia,65,MSomalia65,0.509693987
MSouth Africa,65,MSouth Africa65,0.256438679
MSouth Georgia and the South Sandwich Islands,65,MSouth Georgia and the South Sandwich Islands65,0.256438679
MSpain,65,MSpain65,1.230656852
MSri Lanka,65,MSri Lanka65,0.380073404
MSudan,65,MSudan65,0.43824164
MSuriname,65,MSuriname65,0.620114508
MSvalbard And Jan Mayen,65,MSvalbard And Jan Mayen65,1.200771434
MSwaziland,65,MSwaziland65,0.256438679
MSweden,65,MSweden65,1.106714607
MSwitzerland,65,MSwitzerland65,1.252578575
MSyrian Arab Republic,65,MSyrian Arab Republic65,0.637661384
"MTaiwan, Province Of China",65,"MTaiwan, Province Of China65",0.671576826
MTajikistan,65,MTajikistan65,0.380073404
"MTanzania, United Republic of",65,"MTanzania, United Republic of65",0.509693987
MThailand,65,MThailand65,0.501899195
MTimor-Leste,65,MTimor-Leste65,0.721634508
MTogo,65,MTogo65,0.43824164
MTokelau,65,MTokelau65,0.452286871
MTonga,65,MTonga65,0.452286871
MTrinidad and Tobago,65,MTrinidad and Tobago65,0.964573083
MTunisia,65,MTunisia65,0.448830591
MTurkey,65,MTurkey65,1.004121055
MTurkmenistan,65,MTurkmenistan65,0.380073404
MTurks and Caicos Islands,65,MTurks and Caicos Islands65,0.964573083
MTuvalu,65,MTuvalu65,0.452286871
MUganda,65,MUganda65,0.509693987
MUkraine,65,MUkraine65,0.904526211
MUnited Arab Emirates,65,MUnited Arab Emirates65,0.336554615
MUnited Kingdom,65,MUnited Kingdom65,1
MUnited States,65,MUnited States65,1.36713515
MUnited States Minor Outlying Islands,65,MUnited States Minor Outlying Islands65,1.36713515
MUruguay,65,MUruguay65,1.096351701
MUzbekistan,65,MUzbekistan65,0.380073404
MVanuatu,65,MVanuatu65,0.452286871
MVenezuela,65,MVenezuela65,0.620114508
Mvietnam,65,Mvietnam65,0.721634508
"MVirgin Islands, British",65,"MVirgin Islands, British65",0.964573083
"MVirgin Islands, U.S.",65,"MVirgin Islands, U.S.65",0.964573083
MWallis and Futuna,65,MWallis and Futuna65,0.452286871
MWestern Sahara,65,MWestern Sahara65,0.43824164
MYemen,65,MYemen65,0.336554615
MZambia,65,MZambia65,0.509693987
MZimbabwe,65,MZimbabwe65,0.478770019
MÅland Islands,65,MÅland Islands65,1.106714607
FAfghanistan,65,FAfghanistan65,0.522755568
FAlbania,65,FAlbania65,0.761294967
FAlgeria,65,FAlgeria65,0.309491996
FAmerican Samoa,65,FAmerican Samoa65,0.562297458
FAndorra,65,FAndorra65,0.98684489
FAngola,65,FAngola65,0.452033613
FAnguilla,65,FAnguilla65,0.612727448
FAntarctica,65,FAntarctica65,0.651420861
