Age [x],PTD Acc Only Own Occ M 1,PTD Acc Only Own Occ F 1,PTD Acc Only Own Occ M 2,PTD Acc Only Own Occ F 2,PTD Acc Only Own Occ M 3,PTD Acc Only Own Occ F 3,PTD Acc Only Own Occ M 4,PTD Acc Only Own Occ F 4,PTD Sick Only Own Occ M 1,PTD Sick Only Own Occ F 1,PTD Sick Only Own Occ M 2,PTD Sick Only Own Occ F 2,PTD Sick Only Own Occ M 3,PTD Sick Only Own Occ F 3,PTD Sick Only Own Occ M 4,PTD Sick Only Own Occ F 4,PTD Acc Sick Own Occ M 1,PTD Acc Sick Own Occ F 1,PTD Acc Sick Own Occ M 2,PTD Acc Sick Own Occ F 2,PTD Acc Sick Own Occ M 3,PTD Acc Sick Own Occ F 3,PTD Acc Sick Own Occ M 4,PTD Acc Sick Own Occ F 4,PTD Acc Only Any Occ M 1,PTD Acc Only Any Occ F 1,PTD Acc Only Any Occ M 2,PTD Acc Only Any Occ F 2,PTD Acc Only Any Occ M 3,PTD Acc Only Any Occ F 3,PTD Acc Only Any Occ M 4,PTD Acc Only Any Occ F 4,PTD Sick Only Any Occ M 1,PTD Sick Only Any Occ F 1,PTD Sick Only Any Occ M 2,PTD Sick Only Any Occ F 2,PTD Sick Only Any Occ M 3,PTD Sick Only Any Occ F 3,PTD Sick Only Any Occ M 4,PTD Sick Only Any Occ F 4,PTD Acc Sick Any Occ M 1,PTD Acc Sick Any Occ F 1,PTD Acc Sick Any Occ M 2,PTD Acc Sick Any Occ F 2,PTD Acc Sick Any Occ M 3,PTD Acc Sick Any Occ F 3,PTD Acc Sick Any Occ M 4,PTD Acc Sick Any Occ F 4,PPD Acc Only Full Contl Scale M 1,PPD Acc Only Full Contl Scale F 1,PPD Acc Only Full Contl Scale M 2,PPD Acc Only Full Contl Scale F 2,PPD Acc Only Full Contl Scale M 3,PPD Acc Only Full Contl Scale F 3,PPD Acc Only Full Contl Scale M 4,PPD Acc Only Full Contl Scale F 4,PPD Sick Only Full Contl Scale M 1,PPD Sick Only Full Contl Scale F 1,PPD Sick Only Full Contl Scale M 2,PPD Sick Only Full Contl Scale F 2,PPD Sick Only Full Contl Scale M 3,PPD Sick Only Full Contl Scale F 3,PPD Sick Only Full Contl Scale M 4,PPD Sick Only Full Contl Scale F 4,PPD Acc Sick Full Contl Scale M 1,PPD Acc Sick Full Contl Scale F 1,PPD Acc Sick Full Contl Scale M 2,PPD Acc Sick Full Contl Scale F 2,PPD Acc Sick Full Contl Scale M 3,PPD Acc Sick Full Contl Scale F 3,PPD Acc Sick Full Contl Scale M 4,PPD Acc Sick Full Contl Scale F 4,PPD Acc Only Ltd Scale M 1,PPD Acc Only Ltd Scale F 1,PPD Acc Only Ltd Scale M 2,PPD Acc Only Ltd Scale F 2,PPD Acc Only Ltd Scale M 3,PPD Acc Only Ltd Scale F 3,PPD Acc Only Ltd Scale M 4,PPD Acc Only Ltd Scale F 4,PPD Sick Only Ltd Scale M 1,PPD Sick Only Ltd Scale F 1,PPD Sick Only Ltd Scale M 2,PPD Sick Only Ltd Scale F 2,PPD Sick Only Ltd Scale M 3,PPD Sick Only Ltd Scale F 3,PPD Sick Only Ltd Scale M 4,PPD Sick Only Ltd Scale F 4,PPD Acc Sick Ltd Scale M 1,PPD Acc Sick Ltd Scale F 1,PPD Acc Sick Ltd Scale M 2,PPD Acc Sick Ltd Scale F 2,PPD Acc Sick Ltd Scale M 3,PPD Acc Sick Ltd Scale F 3,PPD Acc Sick Ltd Scale M 4,PPD Acc Sick Ltd Scale F 4,TTD Acc Only M 1,TTD Acc Only F 1,TTD Acc Only M 2,TTD Acc Only F 2,TTD Acc Only M 3,TTD Acc Only F 3,TTD Acc Only M 4,TTD Acc Only F 4,TTD Sick Only M 1,TTD Sick Only F 1,TTD Sick Only M 2,TTD Sick Only F 2,TTD Sick Only M 3,TTD Sick Only F 3,TTD Sick Only M 4,TTD Sick Only F 4,TTD Acc Sick M 1,TTD Acc Sick F 1,TTD Acc Sick M 2,TTD Acc Sick F 2,TTD Acc Sick M 3,TTD Acc Sick F 3,TTD Acc Sick M 4,TTD Acc Sick F 4
46,0.161,0.12075,0.1771,0.132825,0.1932,0.1449,0.2254,0.16905,0.299,0.22425,0.3289,0.246675,0.3588,0.2691,0.4186,0.31395,0.46,0.345,0.506,0.3795,0.552,0.414,0.644,0.483,0.1295,0.097125,0.14245,0.1068375,0.1554,0.11655,0.1813,0.135975,0.2405,0.180375,0.26455,0.1984125,0.2886,0.21645,0.3367,0.252525,0.37,0.2775,0.407,0.30525,0.444,0.333,0.518,0.3885,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.269869426291356,0.182601867246053,0.296856368920492,0.200862053970659,0.323843311549627,0.219122240695264,0.377817196807898,0.255642614144475,0.207000834791813,0.140063064845547,0.227700918270994,0.154069371330102,0.248401001750175,0.168075677814657,0.289801168708538,0.196088290783766,0.476870261083169,0.322664932091601,0.524557287191486,0.354931425300761,0.572244313299802,0.387197918509921,0.667618365516436,0.451730904928241
47,0.161,0.12075,0.1771,0.132825,0.1932,0.1449,0.2254,0.16905,0.299,0.22425,0.3289,0.246675,0.3588,0.2691,0.4186,0.31395,0.46,0.345,0.506,0.3795,0.552,0.414,0.644,0.483,0.1295,0.097125,0.14245,0.1068375,0.1554,0.11655,0.1813,0.135975,0.2405,0.180375,0.26455,0.1984125,0.2886,0.21645,0.3367,0.252525,0.37,0.2775,0.407,0.30525,0.444,0.333,0.518,0.3885,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.269869426291356,0.182601867246053,0.296856368920492,0.200862053970659,0.323843311549627,0.219122240695264,0.377817196807898,0.255642614144475,0.207000834791813,0.140063064845547,0.227700918270994,0.154069371330102,0.248401001750175,0.168075677814657,0.289801168708538,0.196088290783766,0.476870261083169,0.322664932091601,0.524557287191486,0.354931425300761,0.572244313299802,0.387197918509921,0.667618365516436,0.451730904928241
48,0.161,0.12075,0.1771,0.132825,0.1932,0.1449,0.2254,0.16905,0.299,0.22425,0.3289,0.246675,0.3588,0.2691,0.4186,0.31395,0.46,0.345,0.506,0.3795,0.552,0.414,0.644,0.483,0.1295,0.097125,0.14245,0.1068375,0.1554,0.11655,0.1813,0.135975,0.2405,0.180375,0.26455,0.1984125,0.2886,0.21645,0.3367,0.252525,0.37,0.2775,0.407,0.30525,0.444,0.333,0.518,0.3885,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.269869426291356,0.182601867246053,0.296856368920492,0.200862053970659,0.323843311549627,0.219122240695264,0.377817196807898,0.255642614144475,0.207000834791813,0.140063064845547,0.227700918270994,0.154069371330102,0.248401001750175,0.168075677814657,0.289801168708538,0.196088290783766,0.476870261083169,0.322664932091601,0.524557287191486,0.354931425300761,0.572244313299802,0.387197918509921,0.667618365516436,0.451730904928241
49,0.161,0.12075,0.1771,0.132825,0.1932,0.1449,0.2254,0.16905,0.299,0.22425,0.3289,0.246675,0.3588,0.2691,0.4186,0.31395,0.46,0.345,0.506,0.3795,0.552,0.414,0.644,0.483,0.1295,0.097125,0.14245,0.1068375,0.1554,0.11655,0.1813,0.135975,0.2405,0.180375,0.26455,0.1984125,0.2886,0.21645,0.3367,0.252525,0.37,0.2775,0.407,0.30525,0.444,0.333,0.518,0.3885,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.269869426291356,0.182601867246053,0.296856368920492,0.200862053970659,0.323843311549627,0.219122240695264,0.377817196807898,0.255642614144475,0.207000834791813,0.140063064845547,0.227700918270994,0.154069371330102,0.248401001750175,0.168075677814657,0.289801168708538,0.196088290783766,0.476870261083169,0.322664932091601,0.524557287191486,0.354931425300761,0.572244313299802,0.387197918509921,0.667618365516436,0.451730904928241
50,0.249,0.18675,0.2739,0.205425,0.2988,0.2241,0.3486,0.26145,0.581,0.43575,0.6391,0.479325,0.6972,0.5229,0.8134,0.61005,0.83,0.6225,0.913,0.68475,0.996,0.747,1.162,0.8715,0.198,0.1485,0.2178,0.16335,0.2376,0.1782,0.2772,0.2079,0.462,0.3465,0.5082,0.38115,0.5544,0.4158,0.6468,0.4851,0.66,0.495,0.726,0.5445,0.792,0.594,0.924,0.693,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.328323243044767,0.221024833796703,0.361155567349244,0.243127317176374,0.39398789165372,0.265229800556044,0.459652540262674,0.309434767315385,0.314555220490753,0.211756300541215,0.346010742539828,0.232931930595336,0.377466264588903,0.254107560649458,0.440377308687054,0.2964588207577,0.64287846353552,0.432781134337918,0.707166309889072,0.47605924777171,0.771454156242624,0.519337361205501,0.900029848949728,0.605893588073085
51,0.249,0.18675,0.2739,0.205425,0.2988,0.2241,0.3486,0.26145,0.581,0.43575,0.6391,0.479325,0.6972,0.5229,0.8134,0.61005,0.83,0.6225,0.913,0.68475,0.996,0.747,1.162,0.8715,0.198,0.1485,0.2178,0.16335,0.2376,0.1782,0.2772,0.2079,0.462,0.3465,0.5082,0.38115,0.5544,0.4158,0.6468,0.4851,0.66,0.495,0.726,0.5445,0.792,0.594,0.924,0.693,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.328323243044767,0.221024833796703,0.361155567349244,0.243127317176374,0.39398789165372,0.265229800556044,0.459652540262674,0.309434767315385,0.314555220490753,0.211756300541215,0.346010742539828,0.232931930595336,0.377466264588903,0.254107560649458,0.440377308687054,0.2964588207577,0.64287846353552,0.432781134337918,0.707166309889072,0.47605924777171,0.771454156242624,0.519337361205501,0.900029848949728,0.605893588073085
52,0.249,0.18675,0.2739,0.205425,0.2988,0.2241,0.3486,0.26145,0.581,0.43575,0.6391,0.479325,0.6972,0.5229,0.8134,0.61005,0.83,0.6225,0.913,0.68475,0.996,0.747,1.162,0.8715,0.198,0.1485,0.2178,0.16335,0.2376,0.1782,0.2772,0.2079,0.462,0.3465,0.5082,0.38115,0.5544,0.4158,0.6468,0.4851,0.66,0.495,0.726,0.5445,0.792,0.594,0.924,0.693,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.328323243044767,0.221024833796703,0.361155567349244,0.243127317176374,0.39398789165372,0.265229800556044,0.459652540262674,0.309434767315385,0.314555220490753,0.211756300541215,0.346010742539828,0.232931930595336,0.377466264588903,0.254107560649458,0.440377308687054,0.2964588207577,0.64287846353552,0.432781134337918,0.707166309889072,0.47605924777171,0.771454156242624,0.519337361205501,0.900029848949728,0.605893588073085
53,0.249,0.18675,0.2739,0.205425,0.2988,0.2241,0.3486,0.26145,0.581,0.43575,0.6391,0.479325,0.6972,0.5229,0.8134,0.61005,0.83,0.6225,0.913,0.68475,0.996,0.747,1.162,0.8715,0.198,0.1485,0.2178,0.16335,0.2376,0.1782,0.2772,0.2079,0.462,0.3465,0.5082,0.38115,0.5544,0.4158,0.6468,0.4851,0.66,0.495,0.726,0.5445,0.792,0.594,0.924,0.693,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.328323243044767,0.221024833796703,0.361155567349244,0.243127317176374,0.39398789165372,0.265229800556044,0.459652540262674,0.309434767315385,0.314555220490753,0.211756300541215,0.346010742539828,0.232931930595336,0.377466264588903,0.254107560649458,0.440377308687054,0.2964588207577,0.64287846353552,0.432781134337918,0.707166309889072,0.47605924777171,0.771454156242624,0.519337361205501,0.900029848949728,0.605893588073085
54,0.249,0.18675,0.2739,0.205425,0.2988,0.2241,0.3486,0.26145,0.581,0.43575,0.6391,0.479325,0.6972,0.5229,0.8134,0.61005,0.83,0.6225,0.913,0.68475,0.996,0.747,1.162,0.8715,0.198,0.1485,0.2178,0.16335,0.2376,0.1782,0.2772,0.2079,0.462,0.3465,0.5082,0.38115,0.5544,0.4158,0.6468,0.4851,0.66,0.495,0.726,0.5445,0.792,0.594,0.924,0.693,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.328323243044767,0.221024833796703,0.361155567349244,0.243127317176374,0.39398789165372,0.265229800556044,0.459652540262674,0.309434767315385,0.314555220490753,0.211756300541215,0.346010742539828,0.232931930595336,0.377466264588903,0.254107560649458,0.440377308687054,0.2964588207577,0.64287846353552,0.432781134337918,0.707166309889072,0.47605924777171,0.771454156242624,0.519337361205501,0.900029848949728,0.605893588073085
55,0.2875,0.215625,0.31625,0.2371875,0.345,0.25875,0.4025,0.301875,0.8625,0.646875,0.94875,0.7115625,1.035,0.77625,1.2075,0.905625,1.15,0.8625,1.265,0.94875,1.38,1.035,1.61,1.2075,0.23,0.1725,0.253,0.18975,0.276,0.207,0.322,0.2415,0.69,0.5175,0.759,0.56925,0.828,0.621,0.966,0.7245,0.92,0.69,1.012,0.759,1.104,0.828,1.288,0.966,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.330395530250756,0.22301698291926,0.363435083275831,0.245318681211186,0.396474636300907,0.267620379503112,0.462553742351058,0.312223776086964,0.395975194491587,0.267283256281821,0.435572713940745,0.294011581910003,0.475170233389904,0.320739907538185,0.554365272288221,0.374196558794549,0.726370724742342,0.490300239201081,0.799007797216576,0.539330263121189,0.87164486969081,0.588360287041297,1.01691901463928,0.686420334881514
56,0.3225,0.241875,0.35475,0.2660625,0.387,0.29025,0.4515,0.338625,0.9675,0.725625,1.06425,0.7981875,1.161,0.87075,1.3545,1.015875,1.29,0.9675,1.419,1.06425,1.548,1.161,1.806,1.3545,0.2575,0.193125,0.28325,0.2124375,0.309,0.23175,0.3605,0.270375,0.7725,0.579375,0.84975,0.6373125,0.927,0.69525,1.0815,0.811125,1.03,0.7725,1.133,0.84975,1.236,0.927,1.442,1.0815,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.355046346042839,0.239449861284705,0.390550980647122,0.263394847413175,0.426055615251406,0.287339833541646,0.497064884459974,0.335229805798587,0.419468954640646,0.282897667083227,0.461415850104711,0.311187433791549,0.503362745568776,0.339477200499872,0.587256536496905,0.396056733916517,0.774515300683485,0.522347528367932,0.851966830751834,0.574582281204725,0.929418360820182,0.626817034041518,1.08432142095688,0.731286539715104
57,0.3575,0.268125,0.39325,0.2949375,0.429,0.32175,0.5005,0.375375,1.0725,0.804375,1.17975,0.8848125,1.287,0.96525,1.5015,1.126125,1.43,1.0725,1.573,1.17975,1.716,1.287,2.002,1.5015,0.285,0.21375,0.3135,0.235125,0.342,0.2565,0.399,0.29925,0.855,0.64125,0.9405,0.705375,1.026,0.7695,1.197,0.89775,1.14,0.855,1.254,0.9405,1.368,1.026,1.596,1.197,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.377612514535146,0.254492350268005,0.41537376598866,0.279941585294805,0.453135017442175,0.305390820321606,0.528657520349204,0.356289290375207,0.438128353220787,0.295277063228345,0.481941188542866,0.32480476955118,0.525754023864945,0.354332475874014,0.613379694509102,0.413387888519683,0.815740867755933,0.54976941349635,0.897314954531526,0.604746354845985,0.978889041307119,0.65972329619562,1.14203721485831,0.76967717889489
58,0.3975,0.298125,0.43725,0.3279375,0.477,0.35775,0.5565,0.417375,1.1925,0.894375,1.31175,0.9838125,1.431,1.07325,1.6695,1.252125,1.59,1.1925,1.749,1.31175,1.908,1.431,2.226,1.6695,0.3175,0.238125,0.34925,0.2619375,0.381,0.28575,0.4445,0.333375,0.9525,0.714375,1.04775,0.7858125,1.143,0.85725,1.3335,1.000125,1.27,0.9525,1.397,1.04775,1.524,1.143,1.778,1.3335,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.403342424510295,0.272065880683831,0.443676666961325,0.299272468752214,0.484010909412354,0.326479056820597,0.564679394314413,0.380892232957364,0.457859021757902,0.308838868449905,0.503644923933692,0.339722755294896,0.549430826109482,0.370606642139887,0.641002630461063,0.432374415829868,0.861201446268197,0.580904749133737,0.947321590895017,0.63899522404711,1.03344173552184,0.697085698960484,1.20568202477548,0.813266648787231
59,0.4425,0.331875,0.48675,0.3650625,0.531,0.39825,0.6195,0.464625,1.3275,0.995625,1.46025,1.0951875,1.593,1.19475,1.8585,1.393875,1.77,1.3275,1.947,1.46025,2.124,1.593,2.478,1.8585,0.355,0.26625,0.3905,0.292875,0.426,0.3195,0.497,0.37275,1.065,0.79875,1.1715,0.878625,1.278,0.9585,1.491,1.11825,1.42,1.065,1.562,1.1715,1.704,1.278,1.988,1.491,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.431881280257298,0.29188586525864,0.475069408283027,0.321074451784504,0.518257536308757,0.350263038310367,0.604633792360217,0.408640211362095,0.47838698411656,0.323316626977082,0.526225682528216,0.35564828967479,0.574064380939872,0.387979952372498,0.669741777763184,0.452643277767915,0.910268264373858,0.615202492235722,1.00129509081124,0.676722741459294,1.09232191724863,0.738242990682866,1.2743755701234,0.86128348913001
60,0.49,0.3675,0.539,0.40425,0.588,0.441,0.686,0.5145,1.47,1.1025,1.617,1.21275,1.764,1.323,2.058,1.5435,1.96,1.47,2.156,1.617,2.352,1.764,2.744,2.058,0.3925,0.294375,0.43175,0.3238125,0.471,0.35325,0.5495,0.412125,1.1775,0.883125,1.29525,0.9714375,1.413,1.05975,1.6485,1.236375,1.57,1.1775,1.727,1.29525,1.884,1.413,2.198,1.6485,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.460398823247811,0.310945378711372,0.506438705572592,0.342039916582509,0.552478587897373,0.373134454453646,0.644558352546935,0.435323530195921,0.49608513928834,0.335047297516806,0.545693653217174,0.368552027268487,0.595302167146008,0.402056757020168,0.694519195003676,0.469066216523529,0.956483962536151,0.645992676228178,1.05213235878977,0.710591943850996,1.14778075504338,0.775191211473814,1.33907754755061,0.90438974671945
61,0.5425,0.406875,0.59675,0.4475625,0.651,0.48825,0.7595,0.569625,1.6275,1.220625,1.79025,1.3426875,1.953,1.46475,2.2785,1.708875,2.17,1.6275,2.387,1.79025,2.604,1.953,3.038,2.2785,0.435,0.32625,0.4785,0.358875,0.522,0.3915,0.609,0.45675,1.305,0.97875,1.4355,1.076625,1.566,1.1745,1.827,1.37025,1.74,1.305,1.914,1.4355,2.088,1.566,2.436,1.827,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.49094399799324,0.331726560856031,0.540038397792564,0.364899216941634,0.589132797591888,0.398071873027237,0.687321597190536,0.464417185198444,0.513417853852301,0.346911948484302,0.564759639237531,0.381603143332733,0.616101424622761,0.416294338181163,0.718784995393221,0.485676727878023,1.00436185184554,0.678638509340334,1.10479803703009,0.746502360274367,1.20523422221465,0.8143662112084,1.40610659258376,0.950093913076467
62,0.6025,0.451875,0.66275,0.4970625,0.723,0.54225,0.8435,0.632625,1.8075,1.355625,1.98825,1.4911875,2.169,1.62675,2.5305,1.897875,2.41,1.8075,2.651,1.98825,2.892,2.169,3.374,2.5305,0.4825,0.361875,0.53075,0.3980625,0.579,0.43425,0.6755,0.506625,1.4475,1.085625,1.59225,1.1941875,1.737,1.30275,2.0265,1.519875,1.93,1.4475,2.123,1.59225,2.316,1.737,2.702,2.0265,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.525110769803803,0.354613185832236,0.577621846784183,0.39007450441546,0.630132923764563,0.425535822998683,0.735155077725324,0.49645846016513,0.531884494384404,0.359187557929717,0.585072943822844,0.395106313722688,0.638261393261284,0.43102506951566,0.744638292138165,0.502862581101603,1.05699526418821,0.713800743761953,1.16269479060703,0.785180818138148,1.26839431702585,0.856560892514343,1.47979336986349,0.999321041266733
63,0.665,0.49875,0.7315,0.548625,0.798,0.5985,0.931,0.69825,1.995,1.49625,2.1945,1.645875,2.394,1.7955,2.793,2.09475,2.66,1.995,2.926,2.1945,3.192,2.394,3.724,2.793,0.5325,0.399375,0.58575,0.4393125,0.639,0.47925,0.7455,0.559125,1.5975,1.198125,1.75725,1.3179375,1.917,1.43775,2.2365,1.677375,2.13,1.5975,2.343,1.75725,2.556,1.917,2.982,2.2365,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.557734881281398,0.376628300940493,0.613508369409537,0.414291131034542,0.669281857537677,0.451953961128591,0.780828833793957,0.52727962131669,0.548141931209763,0.370150354862984,0.602956124330739,0.407165390349282,0.657770317451715,0.44418042583558,0.767398703693668,0.518210496808177,1.10587681249116,0.746778655803476,1.21646449374028,0.821456521383824,1.32705217498939,0.896134386964172,1.54822753748762,1.04549011812487
64,0.74,0.555,0.814,0.6105,0.888,0.666,1.036,0.777,2.22,1.665,2.442,1.8315,2.664,1.998,3.108,2.331,2.96,2.22,3.256,2.442,3.552,2.664,4.144,3.108,0.5925,0.444375,0.65175,0.4888125,0.711,0.53325,0.8295,0.622125,1.7775,1.333125,1.95525,1.4664375,2.133,1.59975,2.4885,1.866375,2.37,1.7775,2.607,1.95525,2.844,2.133,3.318,2.4885,0.12,0.09,0.132,0.099,0.144,0.108,0.168,0.126,0.1,0.13,0.11,0.143,0.12,0.156,0.14,0.182,0.22,0.22,0.242,0.242,0.264,0.264,0.308,0.308,0.09,0.09,0.099,0.099,0.108,0.108,0.126,0.126,0.08,0.08,0.088,0.088,0.096,0.096,0.112,0.112,0.17,0.17,0.187,0.187,0.204,0.204,0.238,0.238,0.596891643999758,0.403053099136661,0.656580808399734,0.443358409050327,0.716269972799709,0.483663718963993,0.835648301599661,0.564274338791325,0.570133354123713,0.384984473498234,0.627146689536085,0.423482920848057,0.684160024948456,0.46198136819788,0.798186695773199,0.538978262897527,1.16702499812347,0.788037572634895,1.28372749793582,0.866841329898384,1.40042999774817,0.945645087161874,1.63383499737286,1.10325260168885
