Index,OccupancyGroup,BUILDING,CONTENTS
WAIKATOMERCANTILE - MEDIUM,0.0,0.00000,0.00000
WAIKATOMOTELS AND HOTELS,0.0,0.00000,0.00000
WAIKATOOFFICES,0.0,0.00000,0.00000
WAIKATORES APTS AND CONDOS,0.0,0.00000,0.00000
WAIKATOSERVICE - HIGH,0.0,0.00000,0.00000
WAIKATOSERVICE - LOW,0.0,0.00000,0.00000
GISBORNE DISTRICTBUILDINGS,0.0,0.00000,0.00000
GISBORNE DISTRICTCONTRACTORS,0.0,0.00000,0.00000
GISBORNE DISTRICTINDUST-PROC - HIGH,0.0,0.00000,0.00000
GISBORNE DISTRICTINDUST-PROC - LOW,0.0,0.00000,0.00000
GISBORNE DISTRICTINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
GISBORNE DISTRICTINSTITUTIONAL - LOW,0.0,0.00000,0.00000
GISBORNE DISTRICTMERCANTILE - HIGH,0.0,0.00000,0.00000
GISBORNE DISTRICTMERCANTILE - LOW,0.0,0.00000,0.00000
GISBORNE DISTRICTMERCANTILE - MEDIUM,0.0,0.00000,0.00000
GISBORNE DISTRICTMOTELS AND HOTELS,0.0,0.00000,0.00000
GISBORNE DISTRICTOFFICES,0.0,0.00000,0.00000
GISBORNE DISTRICTRES APTS AND CONDOS,0.0,0.00000,0.00000
GISBORNE DISTRICTSERVICE - HIGH,0.0,0.00000,0.00000
BAY OF PLENTYSERVICE - LOW,0.0,0.00000,0.00000
BAY OF PLENTYBUILDINGS,0.0,0.00000,0.00000
BAY OF PLENTYCONTRACTORS,0.0,0.00000,0.00000
BAY OF PLENTYINDUST-PROC - HIGH,0.0,0.00000,0.00000
BAY OF PLENTYINDUST-PROC - LOW,0.0,0.00000,0.00000
BAY OF PLENTYINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
BAY OF PLENTYINSTITUTIONAL - LOW,0.0,0.00000,0.00000
BAY OF PLENTYMERCANTILE - HIGH,0.0,0.00000,0.00000
BAY OF PLENTYMERCANTILE - LOW,0.0,0.00000,0.00000
BAY OF PLENTYMERCANTILE - MEDIUM,0.0,0.00000,0.00000
BAY OF PLENTYMOTELS AND HOTELS,0.0,0.00000,0.00000
BAY OF PLENTYOFFICES,0.0,0.00000,0.00000
BAY OF PLENTYRES APTS AND CONDOS,0.0,0.00000,0.00000
MANAWATU-WANGANUISERVICE - HIGH,0.0,0.00000,0.00000
MANAWATU-WANGANUISERVICE - LOW,0.0,0.00000,0.00000
MANAWATU-WANGANUIBUILDINGS,0.0,0.00000,0.00000
MANAWATU-WANGANUICONTRACTORS,0.0,0.00000,0.00000
MANAWATU-WANGANUIINDUST-PROC - HIGH,0.0,0.00000,0.00000
MANAWATU-WANGANUIINDUST-PROC - LOW,0.0,0.00000,0.00000
MANAWATU-WANGANUIINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
MANAWATU-WANGANUIINSTITUTIONAL - LOW,0.0,0.00000,0.00000
MANAWATU-WANGANUIMERCANTILE - HIGH,0.0,0.00000,0.00000
MANAWATU-WANGANUIMERCANTILE - LOW,0.0,0.00000,0.00000
MANAWATU-WANGANUIMERCANTILE - MEDIUM,0.0,0.00000,0.00000
MANAWATU-WANGANUIMOTELS AND HOTELS,0.0,0.00000,0.00000
MANAWATU-WANGANUIOFFICES,0.0,0.00000,0.00000
MARLBOROUGHRES APTS AND CONDOS,0.0,0.00000,0.00000
MARLBOROUGHSERVICE - HIGH,0.0,0.00000,0.00000
MARLBOROUGHSERVICE - LOW,0.0,0.00000,0.00000
MARLBOROUGHBUILDINGS,0.0,0.00000,0.00000
MARLBOROUGHCONTRACTORS,0.0,0.00000,0.00000
MARLBOROUGHINDUST-PROC - HIGH,0.0,0.00000,0.00000
MARLBOROUGHINDUST-PROC - LOW,0.0,0.00000,0.00000
MARLBOROUGHINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
MARLBOROUGHINSTITUTIONAL - LOW,0.0,0.00000,0.00000
MARLBOROUGHMERCANTILE - HIGH,0.0,0.00000,0.00000
MARLBOROUGHMERCANTILE - LOW,0.0,0.00000,0.00000
MARLBOROUGHMERCANTILE - MEDIUM,0.0,0.00000,0.00000
MARLBOROUGHMOTELS AND HOTELS,0.0,0.00000,0.00000
SOUTHLANDOFFICES,0.0,0.00000,0.00000
SOUTHLANDRES APTS AND CONDOS,0.0,0.00000,0.00000
SOUTHLANDSERVICE - HIGH,0.0,0.00000,0.00000
SOUTHLANDSERVICE - LOW,0.0,0.00000,0.00000
SOUTHLANDBUILDINGS,0.0,0.00000,0.00000
SOUTHLANDCONTRACTORS,0.0,0.00000,0.00000
SOUTHLANDINDUST-PROC - HIGH,0.0,0.00000,0.00000
SOUTHLANDINDUST-PROC - LOW,0.0,0.00000,0.00000
SOUTHLANDINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
SOUTHLANDINSTITUTIONAL - LOW,0.0,0.00000,0.00000
SOUTHLANDMERCANTILE - HIGH,0.0,0.00000,0.00000
SOUTHLANDMERCANTILE - LOW,0.0,0.00000,0.00000
SOUTHLANDMERCANTILE - MEDIUM,0.0,0.00000,0.00000
WEST COASTMOTELS AND HOTELS,0.0,0.00000,0.00000
WEST COASTOFFICES,0.0,0.00000,0.00000
WEST COASTRES APTS AND CONDOS,0.0,0.00000,0.00000
WEST COASTSERVICE - HIGH,0.0,0.00000,0.00000
WEST COASTSERVICE - LOW,0.0,0.00000,0.00000
WEST COASTBUILDINGS,0.0,0.00000,0.00000
WEST COASTCONTRACTORS,0.0,0.00000,0.00000
WEST COASTINDUST-PROC - HIGH,0.0,0.00000,0.00000
WEST COASTINDUST-PROC - LOW,0.0,0.00000,0.00000
WEST COASTINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
WEST COASTINSTITUTIONAL - LOW,0.0,0.00000,0.00000
WEST COASTMERCANTILE - HIGH,0.0,0.00000,0.00000
WEST COASTMERCANTILE - LOW,0.0,0.00000,0.00000
TASMAN DISTRICTMERCANTILE - MEDIUM,0.0,0.00000,0.00000
TASMAN DISTRICTMOTELS AND HOTELS,0.0,0.00000,0.00000
TASMAN DISTRICTOFFICES,0.0,0.00000,0.00000
TASMAN DISTRICTRES APTS AND CONDOS,0.0,0.00000,0.00000
TASMAN DISTRICTSERVICE - HIGH,0.0,0.00000,0.00000
TASMAN DISTRICTSERVICE - LOW,0.0,0.00000,0.00000
TASMAN DISTRICTBUILDINGS,0.0,0.00000,0.00000
TASMAN DISTRICTCONTRACTORS,0.0,0.00000,0.00000
TASMAN DISTRICTINDUST-PROC - HIGH,0.0,0.00000,0.00000
TASMAN DISTRICTINDUST-PROC - LOW,0.0,0.00000,0.00000
TASMAN DISTRICTINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
TASMAN DISTRICTINSTITUTIONAL - LOW,0.0,0.00000,0.00000
TASMAN DISTRICTMERCANTILE - HIGH,0.0,0.00000,0.00000
WELLINGTON REGIONMERCANTILE - LOW,0.0,0.00000,0.00000
WELLINGTON REGIONMERCANTILE - MEDIUM,0.0,0.00000,0.00000
WELLINGTON REGIONMOTELS AND HOTELS,0.0,0.00000,0.00000
WELLINGTON REGIONOFFICES,0.0,0.00000,0.00000
WELLINGTON REGIONRES APTS AND CONDOS,0.0,0.00000,0.00000
WELLINGTON REGIONSERVICE - HIGH,0.0,0.00000,0.00000
WELLINGTON REGIONSERVICE - LOW,0.0,0.00000,0.00000
WELLINGTON REGIONBUILDINGS,0.0,0.00000,0.00000
WELLINGTON REGIONCONTRACTORS,0.0,0.00000,0.00000
WELLINGTON REGIONINDUST-PROC - HIGH,0.0,0.00000,0.00000
WELLINGTON REGIONINDUST-PROC - LOW,0.0,0.00000,0.00000
WELLINGTON REGIONINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
WELLINGTON REGIONINSTITUTIONAL - LOW,0.0,0.00000,0.00000
AUCKLAND REGIONMERCANTILE - HIGH,0.0,0.00000,0.00000
AUCKLAND REGIONMERCANTILE - LOW,0.0,0.00000,0.00000
AUCKLAND REGIONMERCANTILE - MEDIUM,0.0,0.00000,0.00000
AUCKLAND REGIONMOTELS AND HOTELS,0.0,0.00000,0.00000
AUCKLAND REGIONOFFICES,0.0,0.00000,0.00000
AUCKLAND REGIONRES APTS AND CONDOS,0.0,0.00000,0.00000
AUCKLAND REGIONSERVICE - HIGH,0.0,0.00000,0.00000
AUCKLAND REGIONSERVICE - LOW,0.0,0.00000,0.00000
AUCKLAND REGIONBUILDINGS,0.0,0.00000,0.00000
AUCKLAND REGIONCONTRACTORS,0.0,0.00000,0.00000
AUCKLAND REGIONINDUST-PROC - HIGH,0.0,0.00000,0.00000
AUCKLAND REGIONINDUST-PROC - LOW,0.0,0.00000,0.00000
AUCKLAND REGIONINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
BRITTANYINSTITUTIONAL - LOW,0.0,0.00000,0.00000
BRITTANYMERCANTILE - HIGH,0.0,0.00000,0.00000
BRITTANYMERCANTILE - LOW,0.0,0.00000,0.00000
BRITTANYMERCANTILE - MEDIUM,0.0,0.00000,0.00000
BRITTANYMOTELS AND HOTELS,0.0,0.00000,0.00000
BRITTANYOFFICES,0.0,0.00000,0.00000
BRITTANYRES APTS AND CONDOS,0.0,0.00000,0.00000
BRITTANYSERVICE - HIGH,0.0,0.00000,0.00000
BRITTANYSERVICE - LOW,0.0,0.00000,0.00000
BRITTANYBUILDINGS,0.0,0.00000,0.00000
BRITTANYCONTRACTORS,0.0,0.00000,0.00000
BRITTANYINDUST-PROC - HIGH,0.0,0.00000,0.00000
BRITTANYINDUST-PROC - LOW,0.0,0.00000,0.00000
BOURGOGNE-FRANCHE-COMTÉINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
BOURGOGNE-FRANCHE-COMTÉINSTITUTIONAL - LOW,0.0,0.00000,0.00000
BOURGOGNE-FRANCHE-COMTÉMERCANTILE - HIGH,0.0,0.00000,0.00000
BOURGOGNE-FRANCHE-COMTÉMERCANTILE - LOW,0.0,0.00000,0.00000
BOURGOGNE-FRANCHE-COMTÉMERCANTILE - MEDIUM,0.0,0.00000,0.00000
BOURGOGNE-FRANCHE-COMTÉMOTELS AND HOTELS,0.0,0.00000,0.00000
BOURGOGNE-FRANCHE-COMTÉOFFICES,0.0,0.00000,0.00000
BOURGOGNE-FRANCHE-COMTÉRES APTS AND CONDOS,0.0,0.00000,0.00000
BOURGOGNE-FRANCHE-COMTÉSERVICE - HIGH,0.0,0.00000,0.00000
BOURGOGNE-FRANCHE-COMTÉSERVICE - LOW,0.0,0.00000,0.00000
BOURGOGNE-FRANCHE-COMTÉBUILDINGS,0.0,0.00000,0.00000
BOURGOGNE-FRANCHE-COMTÉCONTRACTORS,0.0,0.00000,0.00000
BOURGOGNE-FRANCHE-COMTÉINDUST-PROC - HIGH,0.0,0.00000,0.00000
CORSICAINDUST-PROC - LOW,0.0,0.00000,0.00000
CORSICAINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
CORSICAINSTITUTIONAL - LOW,0.0,0.00000,0.00000
CORSICAMERCANTILE - HIGH,0.0,0.00000,0.00000
CORSICAMERCANTILE - LOW,0.0,0.00000,0.00000
CORSICAMERCANTILE - MEDIUM,0.0,0.00000,0.00000
CORSICAMOTELS AND HOTELS,0.0,0.00000,0.00000
CORSICAOFFICES,0.0,0.00000,0.00000
CORSICARES APTS AND CONDOS,0.0,0.00000,0.00000
CORSICASERVICE - HIGH,0.0,0.00000,0.00000
CORSICASERVICE - LOW,0.0,0.00000,0.00000
CORSICABUILDINGS,0.0,0.00000,0.00000
CORSICACONTRACTORS,0.0,0.00000,0.00000
CENTRE-VAL DE LOIREINDUST-PROC - HIGH,0.0,0.00000,0.00000
CENTRE-VAL DE LOIREINDUST-PROC - LOW,0.0,0.00000,0.00000
CENTRE-VAL DE LOIREINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
CENTRE-VAL DE LOIREINSTITUTIONAL - LOW,0.0,0.00000,0.00000
CENTRE-VAL DE LOIREMERCANTILE - HIGH,0.0,0.00000,0.00000
CENTRE-VAL DE LOIREMERCANTILE - LOW,0.0,0.00000,0.00000
CENTRE-VAL DE LOIREMERCANTILE - MEDIUM,0.0,0.00000,0.00000
CENTRE-VAL DE LOIREMOTELS AND HOTELS,0.0,0.00000,0.00000
CENTRE-VAL DE LOIREOFFICES,0.0,0.00000,0.00000
CENTRE-VAL DE LOIRERES APTS AND CONDOS,0.0,0.00000,0.00000
CENTRE-VAL DE LOIRESERVICE - HIGH,0.0,0.00000,0.00000
CENTRE-VAL DE LOIRESERVICE - LOW,0.0,0.00000,0.00000
CENTRE-VAL DE LOIREBUILDINGS,0.0,0.00000,0.00000
GRAND ESTCONTRACTORS,0.0,0.00000,0.00000
GRAND ESTINDUST-PROC - HIGH,0.0,0.00000,0.00000
GRAND ESTINDUST-PROC - LOW,0.0,0.00000,0.00000
GRAND ESTINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
GRAND ESTINSTITUTIONAL - LOW,0.0,0.00000,0.00000
GRAND ESTMERCANTILE - HIGH,0.0,0.00000,0.00000
GRAND ESTMERCANTILE - LOW,0.0,0.00000,0.00000
GRAND ESTMERCANTILE - MEDIUM,0.0,0.00000,0.00000
GRAND ESTMOTELS AND HOTELS,0.0,0.00000,0.00000
GRAND ESTOFFICES,0.0,0.00000,0.00000
GRAND ESTRES APTS AND CONDOS,0.0,0.00000,0.00000
GRAND ESTSERVICE - HIGH,0.0,0.00000,0.00000
GRAND ESTSERVICE - LOW,0.0,0.00000,0.00000
HAUTS-DE-FRANCEBUILDINGS,0.0,0.00000,0.00000
HAUTS-DE-FRANCECONTRACTORS,0.0,0.00000,0.00000
HAUTS-DE-FRANCEINDUST-PROC - HIGH,0.0,0.00000,0.00000
HAUTS-DE-FRANCEINDUST-PROC - LOW,0.0,0.00000,0.00000
HAUTS-DE-FRANCEINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
HAUTS-DE-FRANCEINSTITUTIONAL - LOW,0.0,0.00000,0.00000
HAUTS-DE-FRANCEMERCANTILE - HIGH,0.0,0.00000,0.00000
HAUTS-DE-FRANCEMERCANTILE - LOW,0.0,0.00000,0.00000
HAUTS-DE-FRANCEMERCANTILE - MEDIUM,0.0,0.00000,0.00000
HAUTS-DE-FRANCEMOTELS AND HOTELS,0.0,0.00000,0.00000
HAUTS-DE-FRANCEOFFICES,0.0,0.00000,0.00000
HAUTS-DE-FRANCERES APTS AND CONDOS,0.0,0.00000,0.00000
HAUTS-DE-FRANCESERVICE - HIGH,0.0,0.00000,0.00000
ÎLE-DE-FRANCESERVICE - LOW,0.0,0.00000,0.00000
ÎLE-DE-FRANCEBUILDINGS,0.0,0.00000,0.00000
ÎLE-DE-FRANCECONTRACTORS,0.0,0.00000,0.00000
ÎLE-DE-FRANCEINDUST-PROC - HIGH,0.0,0.00000,0.00000
ÎLE-DE-FRANCEINDUST-PROC - LOW,0.0,0.00000,0.00000
ÎLE-DE-FRANCEINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
ÎLE-DE-FRANCEINSTITUTIONAL - LOW,0.0,0.00000,0.00000
ÎLE-DE-FRANCEMERCANTILE - HIGH,0.0,0.00000,0.00000
ÎLE-DE-FRANCEMERCANTILE - LOW,0.0,0.00000,0.00000
ÎLE-DE-FRANCEMERCANTILE - MEDIUM,0.0,0.00000,0.00000
ÎLE-DE-FRANCEMOTELS AND HOTELS,0.0,0.00000,0.00000
ÎLE-DE-FRANCEOFFICES,0.0,0.00000,0.00000
ÎLE-DE-FRANCERES APTS AND CONDOS,0.0,0.00000,0.00000
NOUVELLE-AQUITAINESERVICE - HIGH,0.0,0.00000,0.00000
NOUVELLE-AQUITAINESERVICE - LOW,0.0,0.00000,0.00000
NOUVELLE-AQUITAINEBUILDINGS,0.0,0.00000,0.00000
NOUVELLE-AQUITAINECONTRACTORS,0.0,0.00000,0.00000
NOUVELLE-AQUITAINEINDUST-PROC - HIGH,0.0,0.00000,0.00000
NOUVELLE-AQUITAINEINDUST-PROC - LOW,0.0,0.00000,0.00000
NOUVELLE-AQUITAINEINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
NOUVELLE-AQUITAINEINSTITUTIONAL - LOW,0.0,0.00000,0.00000
NOUVELLE-AQUITAINEMERCANTILE - HIGH,0.0,0.00000,0.00000
NOUVELLE-AQUITAINEMERCANTILE - LOW,0.0,0.00000,0.00000
NOUVELLE-AQUITAINEMERCANTILE - MEDIUM,0.0,0.00000,0.00000
NOUVELLE-AQUITAINEMOTELS AND HOTELS,0.0,0.00000,0.00000
NOUVELLE-AQUITAINEOFFICES,0.0,0.00000,0.00000
NORMANDYRES APTS AND CONDOS,0.0,0.00000,0.00000
NORMANDYSERVICE - HIGH,0.0,0.00000,0.00000
NORMANDYSERVICE - LOW,0.0,0.00000,0.00000
NORMANDYBUILDINGS,0.0,0.00000,0.00000
NORMANDYCONTRACTORS,0.0,0.00000,0.00000
NORMANDYINDUST-PROC - HIGH,0.0,0.00000,0.00000
NORMANDYINDUST-PROC - LOW,0.0,0.00000,0.00000
NORMANDYINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
NORMANDYINSTITUTIONAL - LOW,0.0,0.00000,0.00000
NORMANDYMERCANTILE - HIGH,0.0,0.00000,0.00000
NORMANDYMERCANTILE - LOW,0.0,0.00000,0.00000
NORMANDYMERCANTILE - MEDIUM,0.0,0.00000,0.00000
NORMANDYMOTELS AND HOTELS,0.0,0.00000,0.00000
OCCITANIAOFFICES,0.0,0.00000,0.00000
OCCITANIARES APTS AND CONDOS,0.0,0.00000,0.00000
OCCITANIASERVICE - HIGH,0.0,0.00000,0.00000
OCCITANIASERVICE - LOW,0.0,0.00000,0.00000
OCCITANIABUILDINGS,0.0,0.00000,0.00000
OCCITANIACONTRACTORS,0.0,0.00000,0.00000
OCCITANIAINDUST-PROC - HIGH,0.0,0.00000,0.00000
OCCITANIAINDUST-PROC - LOW,0.0,0.00000,0.00000
OCCITANIAINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
OCCITANIAINSTITUTIONAL - LOW,0.0,0.00000,0.00000
OCCITANIAMERCANTILE - HIGH,0.0,0.00000,0.00000
OCCITANIAMERCANTILE - LOW,0.0,0.00000,0.00000
OCCITANIAMERCANTILE - MEDIUM,0.0,0.00000,0.00000
PAYS DE LA LOIREMOTELS AND HOTELS,0.0,0.00000,0.00000
PAYS DE LA LOIREOFFICES,0.0,0.00000,0.00000
PAYS DE LA LOIRERES APTS AND CONDOS,0.0,0.00000,0.00000
PAYS DE LA LOIRESERVICE - HIGH,0.0,0.00000,0.00000
PAYS DE LA LOIRESERVICE - LOW,0.0,0.00000,0.00000
PAYS DE LA LOIREBUILDINGS,0.0,0.00000,0.00000
PAYS DE LA LOIRECONTRACTORS,0.0,0.00000,0.00000
PAYS DE LA LOIREINDUST-PROC - HIGH,0.0,0.00000,0.00000
PAYS DE LA LOIREINDUST-PROC - LOW,0.0,0.00000,0.00000
PAYS DE LA LOIREINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
PAYS DE LA LOIREINSTITUTIONAL - LOW,0.0,0.00000,0.00000
PAYS DE LA LOIREMERCANTILE - HIGH,0.0,0.00000,0.00000
PAYS DE LA LOIREMERCANTILE - LOW,0.0,0.00000,0.00000
PROVENCE-ALPES-CÔTE D'AZURMERCANTILE - MEDIUM,0.0,0.00000,0.00000
PROVENCE-ALPES-CÔTE D'AZURMOTELS AND HOTELS,0.0,0.00000,0.00000
PROVENCE-ALPES-CÔTE D'AZUROFFICES,0.0,0.00000,0.00000
PROVENCE-ALPES-CÔTE D'AZURRES APTS AND CONDOS,0.0,0.00000,0.00000
PROVENCE-ALPES-CÔTE D'AZURSERVICE - HIGH,0.0,0.00000,0.00000
PROVENCE-ALPES-CÔTE D'AZURSERVICE - LOW,0.0,0.00000,0.00000
PROVENCE-ALPES-CÔTE D'AZURBUILDINGS,0.0,0.00000,0.00000
PROVENCE-ALPES-CÔTE D'AZURCONTRACTORS,0.0,0.00000,0.00000
PROVENCE-ALPES-CÔTE D'AZURINDUST-PROC - HIGH,0.0,0.00000,0.00000
PROVENCE-ALPES-CÔTE D'AZURINDUST-PROC - LOW,0.0,0.00000,0.00000
PROVENCE-ALPES-CÔTE D'AZURINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
PROVENCE-ALPES-CÔTE D'AZURINSTITUTIONAL - LOW,0.0,0.00000,0.00000
PROVENCE-ALPES-CÔTE D'AZURMERCANTILE - HIGH,0.0,0.00000,0.00000
AUVERGNE-RHÔNE-ALPESMERCANTILE - LOW,0.0,0.00000,0.00000
AUVERGNE-RHÔNE-ALPESMERCANTILE - MEDIUM,0.0,0.00000,0.00000
AUVERGNE-RHÔNE-ALPESMOTELS AND HOTELS,0.0,0.00000,0.00000
AUVERGNE-RHÔNE-ALPESOFFICES,0.0,0.00000,0.00000
AUVERGNE-RHÔNE-ALPESRES APTS AND CONDOS,0.0,0.00000,0.00000
AUVERGNE-RHÔNE-ALPESSERVICE - HIGH,0.0,0.00000,0.00000
AUVERGNE-RHÔNE-ALPESSERVICE - LOW,0.0,0.00000,0.00000
AUVERGNE-RHÔNE-ALPESBUILDINGS,0.0,0.00000,0.00000
AUVERGNE-RHÔNE-ALPESCONTRACTORS,0.0,0.00000,0.00000
AUVERGNE-RHÔNE-ALPESINDUST-PROC - HIGH,0.0,0.00000,0.00000
AUVERGNE-RHÔNE-ALPESINDUST-PROC - LOW,0.0,0.00000,0.00000
AUVERGNE-RHÔNE-ALPESINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
AUVERGNE-RHÔNE-ALPESINSTITUTIONAL - LOW,0.0,0.00000,0.00000
HAMBURGMERCANTILE - HIGH,0.0,0.00000,0.00000
HAMBURGMERCANTILE - LOW,0.0,0.00000,0.00000
HAMBURGMERCANTILE - MEDIUM,0.0,0.00000,0.00000
HAMBURGMOTELS AND HOTELS,0.0,0.00000,0.00000
HAMBURGOFFICES,0.0,0.00000,0.00000
HAMBURGRES APTS AND CONDOS,0.0,0.00000,0.00000
HAMBURGSERVICE - HIGH,0.0,0.00000,0.00000
HAMBURGSERVICE - LOW,0.0,0.00000,0.00000
HAMBURGBUILDINGS,0.0,0.00000,0.00000
HAMBURGCONTRACTORS,0.0,0.00000,0.00000
HAMBURGINDUST-PROC - HIGH,0.0,0.00000,0.00000
HAMBURGINDUST-PROC - LOW,0.0,0.00000,0.00000
HAMBURGINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
BERLININSTITUTIONAL - LOW,0.0,0.00000,0.00000
BERLINMERCANTILE - HIGH,0.0,0.00000,0.00000
BERLINMERCANTILE - LOW,0.0,0.00000,0.00000
BERLINMERCANTILE - MEDIUM,0.0,0.00000,0.00000
BERLINMOTELS AND HOTELS,0.0,0.00000,0.00000
BERLINOFFICES,0.0,0.00000,0.00000
BERLINRES APTS AND CONDOS,0.0,0.00000,0.00000
BERLINSERVICE - HIGH,0.0,0.00000,0.00000
BERLINSERVICE - LOW,0.0,0.00000,0.00000
BERLINBUILDINGS,0.0,0.00000,0.00000
BERLINCONTRACTORS,0.0,0.00000,0.00000
BERLININDUST-PROC - HIGH,0.0,0.00000,0.00000
BERLININDUST-PROC - LOW,0.0,0.00000,0.00000
BAVARIAINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
BAVARIAINSTITUTIONAL - LOW,0.0,0.00000,0.00000
BAVARIAMERCANTILE - HIGH,0.0,0.00000,0.00000
BAVARIAMERCANTILE - LOW,0.0,0.00000,0.00000
BAVARIAMERCANTILE - MEDIUM,0.0,0.00000,0.00000
BAVARIAMOTELS AND HOTELS,0.0,0.00000,0.00000
BAVARIAOFFICES,0.0,0.00000,0.00000
BAVARIARES APTS AND CONDOS,0.0,0.00000,0.00000
BAVARIASERVICE - HIGH,0.0,0.00000,0.00000
BAVARIASERVICE - LOW,0.0,0.00000,0.00000
BAVARIABUILDINGS,0.0,0.00000,0.00000
BAVARIACONTRACTORS,0.0,0.00000,0.00000
BAVARIAINDUST-PROC - HIGH,0.0,0.00000,0.00000
BRANDENBURGINDUST-PROC - LOW,0.0,0.00000,0.00000
BRANDENBURGINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
BRANDENBURGINSTITUTIONAL - LOW,0.0,0.00000,0.00000
BRANDENBURGMERCANTILE - HIGH,0.0,0.00000,0.00000
BRANDENBURGMERCANTILE - LOW,0.0,0.00000,0.00000
BRANDENBURGMERCANTILE - MEDIUM,0.0,0.00000,0.00000
BRANDENBURGMOTELS AND HOTELS,0.0,0.00000,0.00000
BRANDENBURGOFFICES,0.0,0.00000,0.00000
BRANDENBURGRES APTS AND CONDOS,0.0,0.00000,0.00000
BRANDENBURGSERVICE - HIGH,0.0,0.00000,0.00000
BRANDENBURGSERVICE - LOW,0.0,0.00000,0.00000
BRANDENBURGBUILDINGS,0.0,0.00000,0.00000
BRANDENBURGCONTRACTORS,0.0,0.00000,0.00000
SAXONYINDUST-PROC - HIGH,0.0,0.00000,0.00000
SAXONYINDUST-PROC - LOW,0.0,0.00000,0.00000
SAXONYINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
SAXONYINSTITUTIONAL - LOW,0.0,0.00000,0.00000
SAXONYMERCANTILE - HIGH,0.0,0.00000,0.00000
SAXONYMERCANTILE - LOW,0.0,0.00000,0.00000
SAXONYMERCANTILE - MEDIUM,0.0,0.00000,0.00000
SAXONYMOTELS AND HOTELS,0.0,0.00000,0.00000
SAXONYOFFICES,0.0,0.00000,0.00000
SAXONYRES APTS AND CONDOS,0.0,0.00000,0.00000
SAXONYSERVICE - HIGH,0.0,0.00000,0.00000
SAXONYSERVICE - LOW,0.0,0.00000,0.00000
SAXONYBUILDINGS,0.0,0.00000,0.00000
SAARLANDCONTRACTORS,0.0,0.00000,0.00000
SAARLANDINDUST-PROC - HIGH,0.0,0.00000,0.00000
SAARLANDINDUST-PROC - LOW,0.0,0.00000,0.00000
SAARLANDINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
SAARLANDINSTITUTIONAL - LOW,0.0,0.00000,0.00000
SAARLANDMERCANTILE - HIGH,0.0,0.00000,0.00000
SAARLANDMERCANTILE - LOW,0.0,0.00000,0.00000
SAARLANDMERCANTILE - MEDIUM,0.0,0.00000,0.00000
SAARLANDMOTELS AND HOTELS,0.0,0.00000,0.00000
SAARLANDOFFICES,0.0,0.00000,0.00000
SAARLANDRES APTS AND CONDOS,0.0,0.00000,0.00000
SAARLANDSERVICE - HIGH,0.0,0.00000,0.00000
SAARLANDSERVICE - LOW,0.0,0.00000,0.00000
THURINGIABUILDINGS,0.0,0.00000,0.00000
THURINGIACONTRACTORS,0.0,0.00000,0.00000
THURINGIAINDUST-PROC - HIGH,0.0,0.00000,0.00000
THURINGIAINDUST-PROC - LOW,0.0,0.00000,0.00000
THURINGIAINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
THURINGIAINSTITUTIONAL - LOW,0.0,0.00000,0.00000
THURINGIAMERCANTILE - HIGH,0.0,0.00000,0.00000
THURINGIAMERCANTILE - LOW,0.0,0.00000,0.00000
THURINGIAMERCANTILE - MEDIUM,0.0,0.00000,0.00000
THURINGIAMOTELS AND HOTELS,0.0,0.00000,0.00000
THURINGIAOFFICES,0.0,0.00000,0.00000
THURINGIARES APTS AND CONDOS,0.0,0.00000,0.00000
THURINGIASERVICE - HIGH,0.0,0.00000,0.00000
SCHLESWIG-HOLSTEINSERVICE - LOW,0.0,0.00000,0.00000
SCHLESWIG-HOLSTEINBUILDINGS,0.0,0.00000,0.00000
SCHLESWIG-HOLSTEINCONTRACTORS,0.0,0.00000,0.00000
SCHLESWIG-HOLSTEININDUST-PROC - HIGH,0.0,0.00000,0.00000
