Version,Benchmark Class,written_premium,num_yr_data,Value
11,Sports,2000,4,0.1
11,Sports,2000,5,0.15
11,Sports,2000,6,0.25
11,Sports,2000,7,0.5
11,Sports,2000,8,0.6
11,Sports,2000,9,0.7
11,Sports,2000,10,0.8
11,Sports,3000,1,0.05
11,Sports,3000,2,0.05
11,Sports,3000,3,0.1
11,Sports,3000,4,0.15
11,Sports,3000,5,0.25
11,Sports,3000,6,0.5
11,Sports,3000,7,0.6
11,Sports,3000,8,0.7
11,Sports,3000,9,0.8
11,Sports,3000,10,0.9
11,Open Market,500,1,0.0
11,Open Market,500,2,0.0
11,Open Market,500,3,0.0
11,Open Market,500,4,0.0
11,Open Market,500,5,0.05
11,Open Market,500,6,0.1
11,Open Market,500,7,0.15
11,Open Market,500,8,0.25
11,Open Market,500,9,0.35
11,Open Market,500,10,0.45
11,Open Market,1000,1,0.0
11,Open Market,1000,2,0.0
11,Open Market,1000,3,0.0
11,Open Market,1000,4,0.05
11,Open Market,1000,5,0.1
11,Open Market,1000,6,0.15
11,Open Market,1000,7,0.25
11,Open Market,1000,8,0.5
11,Open Market,1000,9,0.6
11,Open Market,1000,10,0.7
11,Open Market,2000,1,0.0
11,Open Market,2000,2,0.0
11,Open Market,2000,3,0.05
11,Open Market,2000,4,0.1
11,Open Market,2000,5,0.15
11,Open Market,2000,6,0.25
11,Open Market,2000,7,0.5
11,Open Market,2000,8,0.6
11,Open Market,2000,9,0.7
11,Open Market,2000,10,0.8
11,Open Market,3000,1,0.05
11,Open Market,3000,2,0.05
11,Open Market,3000,3,0.1
11,Open Market,3000,4,0.15
11,Open Market,3000,5,0.25
11,Open Market,3000,6,0.5
11,Open Market,3000,7,0.6
11,Open Market,3000,8,0.7
11,Open Market,3000,9,0.8
11,Open Market,3000,10,0.9
11,E&S Property,500,1,0.0
11,E&S Property,500,2,0.0
11,E&S Property,500,3,0.0
11,E&S Property,500,4,0.0
11,E&S Property,500,5,0.05
11,E&S Property,500,6,0.1
11,E&S Property,500,7,0.15
11,E&S Property,500,8,0.25
11,E&S Property,500,9,0.35
11,E&S Property,500,10,0.45
11,E&S Property,1000,1,0.0
11,E&S Property,1000,2,0.0
11,E&S Property,1000,3,0.0
11,E&S Property,1000,4,0.05
11,E&S Property,1000,5,0.1
11,E&S Property,1000,6,0.15
11,E&S Property,1000,7,0.25
11,E&S Property,1000,8,0.5
11,E&S Property,1000,9,0.6
11,E&S Property,1000,10,0.7
11,E&S Property,2000,1,0.0
11,E&S Property,2000,2,0.0
11,E&S Property,2000,3,0.05
11,E&S Property,2000,4,0.1
11,E&S Property,2000,5,0.15
11,E&S Property,2000,6,0.25
11,E&S Property,2000,7,0.5
11,E&S Property,2000,8,0.6
11,E&S Property,2000,9,0.7
11,E&S Property,2000,10,0.8
11,E&S Property,3000,1,0.05
11,E&S Property,3000,2,0.05
11,E&S Property,3000,3,0.1
11,E&S Property,3000,4,0.15
11,E&S Property,3000,5,0.25
11,E&S Property,3000,6,0.5
11,E&S Property,3000,7,0.6
11,E&S Property,3000,8,0.7
11,E&S Property,3000,9,0.8
11,E&S Property,3000,10,0.9
11,E&S Homeowners,500,1,0.0
11,E&S Homeowners,500,2,0.0
11,E&S Homeowners,500,3,0.0
11,E&S Homeowners,500,4,0.0
11,E&S Homeowners,500,5,0.05
11,E&S Homeowners,500,6,0.1
11,E&S Homeowners,500,7,0.15
11,E&S Homeowners,500,8,0.25
11,E&S Homeowners,500,9,0.35
11,E&S Homeowners,500,10,0.45
11,E&S Homeowners,1000,1,0.0
11,E&S Homeowners,1000,2,0.0
11,E&S Homeowners,1000,3,0.0
11,E&S Homeowners,1000,4,0.05
11,E&S Homeowners,1000,5,0.1
11,E&S Homeowners,1000,6,0.15
11,E&S Homeowners,1000,7,0.25
11,E&S Homeowners,1000,8,0.5
11,E&S Homeowners,1000,9,0.6
11,E&S Homeowners,1000,10,0.7
11,E&S Homeowners,2000,1,0.0
11,E&S Homeowners,2000,2,0.0
11,E&S Homeowners,2000,3,0.05
11,E&S Homeowners,2000,4,0.1
11,E&S Homeowners,2000,5,0.15
11,E&S Homeowners,2000,6,0.25
11,E&S Homeowners,2000,7,0.5
11,E&S Homeowners,2000,8,0.6
11,E&S Homeowners,2000,9,0.7
11,E&S Homeowners,2000,10,0.8
11,E&S Homeowners,3000,1,0.05
11,E&S Homeowners,3000,2,0.05
11,E&S Homeowners,3000,3,0.1
11,E&S Homeowners,3000,4,0.15
11,E&S Homeowners,3000,5,0.25
11,E&S Homeowners,3000,6,0.5
11,E&S Homeowners,3000,7,0.6
11,E&S Homeowners,3000,8,0.7
11,E&S Homeowners,3000,9,0.8
11,E&S Homeowners,3000,10,0.9
11,Covers,500,1,0.0
11,Covers,500,2,0.0
11,Covers,500,3,0.0
11,Covers,500,4,0.0
11,Covers,500,5,0.05
11,Covers,500,6,0.1
11,Covers,500,7,0.15
11,Covers,500,8,0.25
11,Covers,500,9,0.35
11,Covers,500,10,0.45
11,Covers,1000,1,0.0
11,Covers,1000,2,0.0
11,Covers,1000,3,0.0
11,Covers,1000,4,0.05
11,Covers,1000,5,0.1
11,Covers,1000,6,0.15
11,Covers,1000,7,0.25
11,Covers,1000,8,0.5
11,Covers,1000,9,0.6
11,Covers,1000,10,0.7
11,Covers,2000,1,0.0
11,Covers,2000,2,0.0
11,Covers,2000,3,0.05
11,Covers,2000,4,0.1
11,Covers,2000,5,0.15
11,Covers,2000,6,0.25
11,Covers,2000,7,0.5
11,Covers,2000,8,0.6
11,Covers,2000,9,0.7
11,Covers,2000,10,0.8
11,Covers,3000,1,0.05
11,Covers,3000,2,0.05
11,Covers,3000,3,0.1
11,Covers,3000,4,0.15
11,Covers,3000,5,0.25
11,Covers,3000,6,0.5
11,Covers,3000,7,0.6
11,Covers,3000,8,0.7
11,Covers,3000,9,0.8
11,Covers,3000,10,0.9
11,Specie,500,1,0.0
11,Specie,500,2,0.0
11,Specie,500,3,0.0
11,Specie,500,4,0.0
11,Specie,500,5,0.05
11,Specie,500,6,0.1
11,Specie,500,7,0.15
11,Specie,500,8,0.25
11,Specie,500,9,0.35
11,Specie,500,10,0.45
11,Specie,1000,1,0.0
11,Specie,1000,2,0.0
11,Specie,1000,3,0.0
11,Specie,1000,4,0.05
11,Specie,1000,5,0.1
11,Specie,1000,6,0.15
11,Specie,1000,7,0.25
11,Specie,1000,8,0.5
11,Specie,1000,9,0.6
11,Specie,1000,10,0.7
11,Specie,2000,1,0.0
11,Specie,2000,2,0.0
11,Specie,2000,3,0.05
11,Specie,2000,4,0.1
11,Specie,2000,5,0.15
11,Specie,2000,6,0.25
11,Specie,2000,7,0.5
11,Specie,2000,8,0.6
11,Specie,2000,9,0.7
11,Specie,2000,10,0.8
11,Specie,3000,1,0.05
11,Specie,3000,2,0.05
11,Specie,3000,3,0.1
11,Specie,3000,4,0.15
11,Specie,3000,5,0.25
11,Specie,3000,6,0.5
11,Specie,3000,7,0.6
11,Specie,3000,8,0.7
11,Specie,3000,9,0.8
11,Specie,3000,10,0.9
11,Swiss,500,1,0.0
11,Swiss,500,2,0.0
11,Swiss,500,3,0.0
11,Swiss,500,4,0.0
11,Swiss,500,5,0.05
11,Swiss,500,6,0.1
11,Swiss,500,7,0.15
11,Swiss,500,8,0.25
11,Swiss,500,9,0.35
11,Swiss,500,10,0.45
11,Swiss,1000,1,0.0
11,Swiss,1000,2,0.0
11,Swiss,1000,3,0.0
11,Swiss,1000,4,0.05
11,Swiss,1000,5,0.1
11,Swiss,1000,6,0.15
11,Swiss,1000,7,0.25
11,Swiss,1000,8,0.5
11,Swiss,1000,9,0.6
11,Swiss,1000,10,0.7
11,Swiss,2000,1,0.0
11,Swiss,2000,2,0.0
11,Swiss,2000,3,0.05
11,Swiss,2000,4,0.1
11,Swiss,2000,5,0.15
11,Swiss,2000,6,0.25
11,Swiss,2000,7,0.5
11,Swiss,2000,8,0.6
11,Swiss,2000,9,0.7
11,Swiss,2000,10,0.8
11,Swiss,3000,1,0.05
11,Swiss,3000,2,0.05
11,Swiss,3000,3,0.1
11,Swiss,3000,4,0.15
11,Swiss,3000,5,0.25
11,Swiss,3000,6,0.5
11,Swiss,3000,7,0.6
11,Swiss,3000,8,0.7
11,Swiss,3000,9,0.8
11,Swiss,3000,10,0.9
11,Jewellers,500,1,0.0
11,Jewellers,500,2,0.0
11,Jewellers,500,3,0.0
11,Jewellers,500,4,0.0
11,Jewellers,500,5,0.05
11,Jewellers,500,6,0.1
11,Jewellers,500,7,0.15
11,Jewellers,500,8,0.25
11,Jewellers,500,9,0.35
11,Jewellers,500,10,0.45
11,Jewellers,1000,1,0.0
11,Jewellers,1000,2,0.0
11,Jewellers,1000,3,0.0
11,Jewellers,1000,4,0.05
11,Jewellers,1000,5,0.1
11,Jewellers,1000,6,0.15
11,Jewellers,1000,7,0.25
11,Jewellers,1000,8,0.5
11,Jewellers,1000,9,0.6
11,Jewellers,1000,10,0.7
11,Jewellers,2000,1,0.0
11,Jewellers,2000,2,0.0
11,Jewellers,2000,3,0.05
11,Jewellers,2000,4,0.1
11,Jewellers,2000,5,0.15
11,Jewellers,2000,6,0.25
11,Jewellers,2000,7,0.5
11,Jewellers,2000,8,0.6
11,Jewellers,2000,9,0.7
11,Jewellers,2000,10,0.8
11,Jewellers,3000,1,0.05
11,Jewellers,3000,2,0.05
11,Jewellers,3000,3,0.1
11,Jewellers,3000,4,0.15
11,Jewellers,3000,5,0.25
11,Jewellers,3000,6,0.5
11,Jewellers,3000,7,0.6
11,Jewellers,3000,8,0.7
11,Jewellers,3000,9,0.8
11,Jewellers,3000,10,0.9
11,Motor,500,1,0.0
11,Motor,500,2,0.0
11,Motor,500,3,0.0
11,Motor,500,4,0.0
11,Motor,500,5,0.05
11,Motor,500,6,0.1
11,Motor,500,7,0.15
11,Motor,500,8,0.25
11,Motor,500,9,0.35
11,Motor,500,10,0.45
11,Motor,1000,1,0.0
11,Motor,1000,2,0.0
11,Motor,1000,3,0.0
11,Motor,1000,4,0.05
11,Motor,1000,5,0.1
11,Motor,1000,6,0.15
11,Motor,1000,7,0.25
11,Motor,1000,8,0.5
11,Motor,1000,9,0.6
11,Motor,1000,10,0.7
11,Motor,2000,1,0.0
11,Motor,2000,2,0.0
11,Motor,2000,3,0.05
11,Motor,2000,4,0.1
11,Motor,2000,5,0.15
11,Motor,2000,6,0.25
11,Motor,2000,7,0.5
11,Motor,2000,8,0.6
11,Motor,2000,9,0.7
11,Motor,2000,10,0.8
11,Motor,3000,1,0.05
11,Motor,3000,2,0.05
11,Motor,3000,3,0.1
11,Motor,3000,4,0.15
11,Motor,3000,5,0.25
11,Motor,3000,6,0.5
11,Motor,3000,7,0.6
11,Motor,3000,8,0.7
11,Motor,3000,9,0.8
11,Motor,3000,10,0.9
11,Package,500,1,0.0
11,Package,500,2,0.0
11,Package,500,3,0.0
11,Package,500,4,0.0
11,Package,500,5,0.05
11,Package,500,6,0.1
11,Package,500,7,0.15
11,Package,500,8,0.25
11,Package,500,9,0.35
11,Package,500,10,0.45
11,Package,1000,1,0.0
11,Package,1000,2,0.0
11,Package,1000,3,0.0
11,Package,1000,4,0.05
11,Package,1000,5,0.1
11,Package,1000,6,0.15
11,Package,1000,7,0.25
11,Package,1000,8,0.5
11,Package,1000,9,0.6
11,Package,1000,10,0.7
11,Package,2000,1,0.0
11,Package,2000,2,0.0
11,Package,2000,3,0.05
11,Package,2000,4,0.1
11,Package,2000,5,0.15
11,Package,2000,6,0.25
11,Package,2000,7,0.5
11,Package,2000,8,0.6
11,Package,2000,9,0.7
11,Package,2000,10,0.8
11,Package,3000,1,0.05
11,Package,3000,2,0.05
11,Package,3000,3,0.1
11,Package,3000,4,0.15
11,Package,3000,5,0.25
11,Package,3000,6,0.5
11,Package,3000,7,0.6
11,Package,3000,8,0.7
11,Package,3000,9,0.8
11,Package,3000,10,0.9
11,BPS - BBR,500,1,0.0
11,BPS - BBR,500,2,0.0
11,BPS - BBR,500,3,0.0
11,BPS - BBR,500,4,0.0
11,BPS - BBR,500,5,0.0
11,BPS - BBR,500,6,0.0
11,BPS - BBR,500,7,0.05
11,BPS - BBR,500,8,0.1
11,BPS - BBR,500,9,0.15
11,BPS - BBR,500,10,0.25
11,BPS - BBR,1000,1,0.0
11,BPS - BBR,1000,2,0.0
11,BPS - BBR,1000,3,0.0
11,BPS - BBR,1000,4,0.0
11,BPS - BBR,1000,5,0.0
11,BPS - BBR,1000,6,0.05
11,BPS - BBR,1000,7,0.1
11,BPS - BBR,1000,8,0.15
11,BPS - BBR,1000,9,0.25
11,BPS - BBR,1000,10,0.5
11,BPS - BBR,2000,1,0.0
11,BPS - BBR,2000,2,0.0
11,BPS - BBR,2000,3,0.0
11,BPS - BBR,2000,4,0.0
11,BPS - BBR,2000,5,0.05
11,BPS - BBR,2000,6,0.1
11,BPS - BBR,2000,7,0.15
11,BPS - BBR,2000,8,0.25
11,BPS - BBR,2000,9,0.5
11,BPS - BBR,2000,10,0.6
11,BPS - BBR,3000,1,0.0
11,BPS - BBR,3000,2,0.0
11,BPS - BBR,3000,3,0.05
11,BPS - BBR,3000,4,0.05
11,BPS - BBR,3000,5,0.1
11,BPS - BBR,3000,6,0.15
11,BPS - BBR,3000,7,0.25
11,BPS - BBR,3000,8,0.5
11,BPS - BBR,3000,9,0.6
11,BPS - BBR,3000,10,0.7
11,eTrading BBR,500,1,0.0
11,eTrading BBR,500,2,0.0
11,eTrading BBR,500,3,0.0
11,eTrading BBR,500,4,0.0
11,eTrading BBR,500,5,0.0
11,eTrading BBR,500,6,0.0
11,eTrading BBR,500,7,0.05
11,eTrading BBR,500,8,0.1
11,eTrading BBR,500,9,0.15
11,eTrading BBR,500,10,0.25
11,eTrading BBR,1000,1,0.0
11,eTrading BBR,1000,2,0.0
11,eTrading BBR,1000,3,0.0
11,eTrading BBR,1000,4,0.0
11,eTrading BBR,1000,5,0.0
11,eTrading BBR,1000,6,0.05
11,eTrading BBR,1000,7,0.1
11,eTrading BBR,1000,8,0.15
11,eTrading BBR,1000,9,0.25
11,eTrading BBR,1000,10,0.5
11,eTrading BBR,2000,1,0.0
11,eTrading BBR,2000,2,0.0
11,eTrading BBR,2000,3,0.0
11,eTrading BBR,2000,4,0.0
11,eTrading BBR,2000,5,0.05
11,eTrading BBR,2000,6,0.1
11,eTrading BBR,2000,7,0.15
11,eTrading BBR,2000,8,0.25
11,eTrading BBR,2000,9,0.5
11,eTrading BBR,2000,10,0.6
11,eTrading BBR,3000,1,0.0
11,eTrading BBR,3000,2,0.0
11,eTrading BBR,3000,3,0.05
11,eTrading BBR,3000,4,0.05
11,eTrading BBR,3000,5,0.1
11,eTrading BBR,3000,6,0.15
11,eTrading BBR,3000,7,0.25
11,eTrading BBR,3000,8,0.5
11,eTrading BBR,3000,9,0.6
11,eTrading BBR,3000,10,0.7
11,US PE London BBR,500,1,0.0
11,US PE London BBR,500,2,0.0
11,US PE London BBR,500,3,0.0
11,US PE London BBR,500,4,0.0
11,US PE London BBR,500,5,0.0
11,US PE London BBR,500,6,0.0
11,US PE London BBR,500,7,0.05
11,US PE London BBR,500,8,0.1
11,US PE London BBR,500,9,0.15
11,US PE London BBR,500,10,0.25
11,US PE London BBR,1000,1,0.0
11,US PE London BBR,1000,2,0.0
11,US PE London BBR,1000,3,0.0
11,US PE London BBR,1000,4,0.0
11,US PE London BBR,1000,5,0.0
11,US PE London BBR,1000,6,0.05
11,US PE London BBR,1000,7,0.1
11,US PE London BBR,1000,8,0.15
11,US PE London BBR,1000,9,0.25
11,US PE London BBR,1000,10,0.5
11,US PE London BBR,2000,1,0.0
11,US PE London BBR,2000,2,0.0
11,US PE London BBR,2000,3,0.0
11,US PE London BBR,2000,4,0.0
11,US PE London BBR,2000,5,0.05
11,US PE London BBR,2000,6,0.1
11,US PE London BBR,2000,7,0.15
11,US PE London BBR,2000,8,0.25
11,US PE London BBR,2000,9,0.5
11,US PE London BBR,2000,10,0.6
11,US PE London BBR,3000,1,0.0
11,US PE London BBR,3000,2,0.0
11,US PE London BBR,3000,3,0.05
11,US PE London BBR,3000,4,0.05
11,US PE London BBR,3000,5,0.1
11,US PE London BBR,3000,6,0.15
11,US PE London BBR,3000,7,0.25
11,US PE London BBR,3000,8,0.5
11,US PE London BBR,3000,9,0.6
11,US PE London BBR,3000,10,0.7
11,US - A&E MM,500,1,0.0
11,US - A&E MM,500,2,0.0
11,US - A&E MM,500,3,0.0
11,US - A&E MM,500,4,0.0
11,US - A&E MM,500,5,0.0
11,US - A&E MM,500,6,0.0
11,US - A&E MM,500,7,0.05
11,US - A&E MM,500,8,0.1
11,US - A&E MM,500,9,0.15
11,US - A&E MM,500,10,0.25
11,US - A&E MM,1000,1,0.0
11,US - A&E MM,1000,2,0.0
11,US - A&E MM,1000,3,0.0
11,US - A&E MM,1000,4,0.0
11,US - A&E MM,1000,5,0.0
11,US - A&E MM,1000,6,0.05
11,US - A&E MM,1000,7,0.1
11,US - A&E MM,1000,8,0.15
11,US - A&E MM,1000,9,0.25
11,US - A&E MM,1000,10,0.5
11,US - A&E MM,2000,1,0.0
11,US - A&E MM,2000,2,0.0
11,US - A&E MM,2000,3,0.0
11,US - A&E MM,2000,4,0.0
11,US - A&E MM,2000,5,0.05
11,US - A&E MM,2000,6,0.1
11,US - A&E MM,2000,7,0.15
11,US - A&E MM,2000,8,0.25
11,US - A&E MM,2000,9,0.5
11,US - A&E MM,2000,10,0.6
11,US - A&E MM,3000,1,0.0
11,US - A&E MM,3000,2,0.0
11,US - A&E MM,3000,3,0.05
11,US - A&E MM,3000,4,0.05
11,US - A&E MM,3000,5,0.1
11,US - A&E MM,3000,6,0.15
11,US - A&E MM,3000,7,0.25
11,US - A&E MM,3000,8,0.5
11,US - A&E MM,3000,9,0.6
11,US - A&E MM,3000,10,0.7
11,Digital US Cyber,500,1,0.0
11,Digital US Cyber,500,2,0.0
11,Digital US Cyber,500,3,0.0
11,Digital US Cyber,500,4,0.0
11,Digital US Cyber,500,5,0.05
11,Digital US Cyber,500,6,0.1
11,Digital US Cyber,500,7,0.15
11,Digital US Cyber,500,8,0.25
11,Digital US Cyber,500,9,0.35
11,Digital US Cyber,500,10,0.45
11,Digital US Cyber,1000,1,0.0
11,Digital US Cyber,1000,2,0.0
11,Digital US Cyber,1000,3,0.0
11,Digital US Cyber,1000,4,0.05
11,Digital US Cyber,1000,5,0.1
11,Digital US Cyber,1000,6,0.15
11,Digital US Cyber,1000,7,0.25
11,Digital US Cyber,1000,8,0.5
11,Digital US Cyber,1000,9,0.6
11,Digital US Cyber,1000,10,0.7
11,Digital US Cyber,2000,1,0.0
11,Digital US Cyber,2000,2,0.0
11,Digital US Cyber,2000,3,0.05
11,Digital US Cyber,2000,4,0.1
11,Digital US Cyber,2000,5,0.15
11,Digital US Cyber,2000,6,0.25
11,Digital US Cyber,2000,7,0.5
11,Digital US Cyber,2000,8,0.6
11,Digital US Cyber,2000,9,0.7
11,Digital US Cyber,2000,10,0.8
11,Digital US Cyber,3000,1,0.05
11,Digital US Cyber,3000,2,0.05
11,Digital US Cyber,3000,3,0.1
11,Digital US Cyber,3000,4,0.15
11,Digital US Cyber,3000,5,0.25
11,Digital US Cyber,3000,6,0.5
11,Digital US Cyber,3000,7,0.6
11,Digital US Cyber,3000,8,0.7
11,Digital US Cyber,3000,9,0.8
11,Digital US Cyber,3000,10,0.9
11,Healthcare Misc,500,1,0.0
11,Healthcare Misc,500,2,0.0
11,Healthcare Misc,500,3,0.0
11,Healthcare Misc,500,4,0.0
11,Healthcare Misc,500,5,0.0
11,Healthcare Misc,500,6,0.0
11,Healthcare Misc,500,7,0.05
11,Healthcare Misc,500,8,0.1
11,Healthcare Misc,500,9,0.15
11,Healthcare Misc,500,10,0.25
11,Healthcare Misc,1000,1,0.0
11,Healthcare Misc,1000,2,0.0
11,Healthcare Misc,1000,3,0.0
11,Healthcare Misc,1000,4,0.0
11,Healthcare Misc,1000,5,0.0
11,Healthcare Misc,1000,6,0.05
11,Healthcare Misc,1000,7,0.1
11,Healthcare Misc,1000,8,0.15
11,Healthcare Misc,1000,9,0.25
11,Healthcare Misc,1000,10,0.5
11,Healthcare Misc,2000,1,0.0
11,Healthcare Misc,2000,2,0.0
11,Healthcare Misc,2000,3,0.0
11,Healthcare Misc,2000,4,0.0
11,Healthcare Misc,2000,5,0.05
11,Healthcare Misc,2000,6,0.1
11,Healthcare Misc,2000,7,0.15
11,Healthcare Misc,2000,8,0.25
11,Healthcare Misc,2000,9,0.5
11,Healthcare Misc,2000,10,0.6
11,Healthcare Misc,3000,1,0.0
11,Healthcare Misc,3000,2,0.0
11,Healthcare Misc,3000,3,0.05
11,Healthcare Misc,3000,4,0.05
11,Healthcare Misc,3000,5,0.1
11,Healthcare Misc,3000,6,0.15
11,Healthcare Misc,3000,7,0.25
11,Healthcare Misc,3000,8,0.5
11,Healthcare Misc,3000,9,0.6
11,Healthcare Misc,3000,10,0.7
11,Environmental,500,1,0.0
11,Environmental,500,2,0.0
11,Environmental,500,3,0.0
11,Environmental,500,4,0.0
11,Environmental,500,5,0.0
11,Environmental,500,6,0.0
11,Environmental,500,7,0.05
11,Environmental,500,8,0.1
11,Environmental,500,9,0.15
11,Environmental,500,10,0.25
11,Environmental,1000,1,0.0
11,Environmental,1000,2,0.0
11,Environmental,1000,3,0.0
11,Environmental,1000,4,0.0
11,Environmental,1000,5,0.0
11,Environmental,1000,6,0.05
11,Environmental,1000,7,0.1
11,Environmental,1000,8,0.15
11,Environmental,1000,9,0.25
11,Environmental,1000,10,0.5
11,Environmental,2000,1,0.0
11,Environmental,2000,2,0.0
11,Environmental,2000,3,0.0
11,Environmental,2000,4,0.0
11,Environmental,2000,5,0.05
11,Environmental,2000,6,0.1
11,Environmental,2000,7,0.15
11,Environmental,2000,8,0.25
11,Environmental,2000,9,0.5
11,Environmental,2000,10,0.6
11,Environmental,3000,1,0.0
11,Environmental,3000,2,0.0
11,Environmental,3000,3,0.05
11,Environmental,3000,4,0.05
11,Environmental,3000,5,0.1
11,Environmental,3000,6,0.15
11,Environmental,3000,7,0.25
11,Environmental,3000,8,0.5
11,Environmental,3000,9,0.6
11,Environmental,3000,10,0.7
11,Healthcare ML,500,1,0.0
11,Healthcare ML,500,2,0.0
11,Healthcare ML,500,3,0.0
11,Healthcare ML,500,4,0.0
11,Healthcare ML,500,5,0.0
11,Healthcare ML,500,6,0.0
11,Healthcare ML,500,7,0.05
11,Healthcare ML,500,8,0.1
11,Healthcare ML,500,9,0.15
11,Healthcare ML,500,10,0.25
11,Healthcare ML,1000,1,0.0
11,Healthcare ML,1000,2,0.0
11,Healthcare ML,1000,3,0.0
11,Healthcare ML,1000,4,0.0
11,Healthcare ML,1000,5,0.0
11,Healthcare ML,1000,6,0.05
11,Healthcare ML,1000,7,0.1
11,Healthcare ML,1000,8,0.15
11,Healthcare ML,1000,9,0.25
11,Healthcare ML,1000,10,0.5
11,Healthcare ML,2000,1,0.0
11,Healthcare ML,2000,2,0.0
11,Healthcare ML,2000,3,0.0
11,Healthcare ML,2000,4,0.0
11,Healthcare ML,2000,5,0.05
11,Healthcare ML,2000,6,0.1
11,Healthcare ML,2000,7,0.15
11,Healthcare ML,2000,8,0.25
11,Healthcare ML,2000,9,0.5
11,Healthcare ML,2000,10,0.6
11,Healthcare ML,3000,1,0.0
11,Healthcare ML,3000,2,0.0
11,Healthcare ML,3000,3,0.05
11,Healthcare ML,3000,4,0.05
11,Healthcare ML,3000,5,0.1
11,Healthcare ML,3000,6,0.15
11,Healthcare ML,3000,7,0.25
11,Healthcare ML,3000,8,0.5
11,Healthcare ML,3000,9,0.6
11,Healthcare ML,3000,10,0.7
11,Lawyers,500,1,0.0
11,Lawyers,500,2,0.0
11,Lawyers,500,3,0.0
11,Lawyers,500,4,0.0
11,Lawyers,500,5,0.0
11,Lawyers,500,6,0.0
11,Lawyers,500,7,0.05
11,Lawyers,500,8,0.1
11,Lawyers,500,9,0.15
11,Lawyers,500,10,0.25
11,Lawyers,1000,1,0.0
11,Lawyers,1000,2,0.0
11,Lawyers,1000,3,0.0
11,Lawyers,1000,4,0.0
11,Lawyers,1000,5,0.0
11,Lawyers,1000,6,0.05
11,Lawyers,1000,7,0.1
11,Lawyers,1000,8,0.15
11,Lawyers,1000,9,0.25
11,Lawyers,1000,10,0.5
11,Lawyers,2000,1,0.0
11,Lawyers,2000,2,0.0
11,Lawyers,2000,3,0.0
11,Lawyers,2000,4,0.0
11,Lawyers,2000,5,0.05
11,Lawyers,2000,6,0.1
11,Lawyers,2000,7,0.15
11,Lawyers,2000,8,0.25
11,Lawyers,2000,9,0.5
11,Lawyers,2000,10,0.6
11,Lawyers,3000,1,0.0
11,Lawyers,3000,2,0.0
11,Lawyers,3000,3,0.05
11,Lawyers,3000,4,0.05
11,Lawyers,3000,5,0.1
11,Lawyers,3000,6,0.15
11,Lawyers,3000,7,0.25
11,Lawyers,3000,8,0.5
11,Lawyers,3000,9,0.6
11,Lawyers,3000,10,0.7
11,Misc Med PE,500,1,0.0
11,Misc Med PE,500,2,0.0
11,Misc Med PE,500,3,0.0
11,Misc Med PE,500,4,0.0
11,Misc Med PE,500,5,0.0
11,Misc Med PE,500,6,0.0
11,Misc Med PE,500,7,0.05
11,Misc Med PE,500,8,0.1
11,Misc Med PE,500,9,0.15
11,Misc Med PE,500,10,0.25
11,Misc Med PE,1000,1,0.0
11,Misc Med PE,1000,2,0.0
11,Misc Med PE,1000,3,0.0
11,Misc Med PE,1000,4,0.0
11,Misc Med PE,1000,5,0.0
11,Misc Med PE,1000,6,0.05
11,Misc Med PE,1000,7,0.1
11,Misc Med PE,1000,8,0.15
11,Misc Med PE,1000,9,0.25
11,Misc Med PE,1000,10,0.5
11,Misc Med PE,2000,1,0.0
11,Misc Med PE,2000,2,0.0
11,Misc Med PE,2000,3,0.0
11,Misc Med PE,2000,4,0.0
11,Misc Med PE,2000,5,0.05
11,Misc Med PE,2000,6,0.1
11,Misc Med PE,2000,7,0.15
11,Misc Med PE,2000,8,0.25
11,Misc Med PE,2000,9,0.5
11,Misc Med PE,2000,10,0.6
11,Misc Med PE,3000,1,0.0
11,Misc Med PE,3000,2,0.0
11,Misc Med PE,3000,3,0.05
11,Misc Med PE,3000,4,0.05
11,Misc Med PE,3000,5,0.1
11,Misc Med PE,3000,6,0.15
11,Misc Med PE,3000,7,0.25
11,Misc Med PE,3000,8,0.5
11,Misc Med PE,3000,9,0.6
11,Misc Med PE,3000,10,0.7
11,BPS,500,1,0.0
11,BPS,500,2,0.0
11,BPS,500,3,0.0
11,BPS,500,4,0.0
11,BPS,500,5,0.0
11,BPS,500,6,0.0
11,BPS,500,7,0.05
11,BPS,500,8,0.1
11,BPS,500,9,0.15
11,BPS,500,10,0.25
11,BPS,1000,1,0.0
11,BPS,1000,2,0.0
11,BPS,1000,3,0.0
11,BPS,1000,4,0.0
11,BPS,1000,5,0.0
11,BPS,1000,6,0.05
11,BPS,1000,7,0.1
11,BPS,1000,8,0.15
11,BPS,1000,9,0.25
11,BPS,1000,10,0.5
11,BPS,2000,1,0.0
11,BPS,2000,2,0.0
11,BPS,2000,3,0.0
11,BPS,2000,4,0.0
11,BPS,2000,5,0.05
11,BPS,2000,6,0.1
11,BPS,2000,7,0.15
11,BPS,2000,8,0.25
11,BPS,2000,9,0.5
11,BPS,2000,10,0.6
11,BPS,3000,1,0.0
11,BPS,3000,2,0.0
11,BPS,3000,3,0.05
11,BPS,3000,4,0.05
11,BPS,3000,5,0.1
11,BPS,3000,6,0.15
11,BPS,3000,7,0.25
11,BPS,3000,8,0.5
11,BPS,3000,9,0.6
11,BPS,3000,10,0.7
11,Surety,500,1,0.0
11,Surety,500,2,0.0
