StateCounty,TN Buildings,TN Contents,TN BI,HA Buildings,HA Contents,HA BI,WTS Buildings,WTS Contents,WTS BI,FL Buildings,FL Contents,FL BI,WF Buildings,WF Contents,WF BI
KSTrego County,0.000311405,0.000217682,0.000251582,0.000790437,7.90437E-06,0.000205514,0.000139904,0.000139904,0.000139904,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
KSWabaunsee County,0.001113164,0.000815774,0.00093973,0.000125942,1.25942E-06,3.27448E-05,2.04221E-05,2.04221E-05,2.04221E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
KSWallace County,0.000191574,0.000126915,0.000147941,0.000584184,5.84184E-06,0.000151888,0.000163897,0.000163897,0.000163897,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
KSWashington County,0.001362692,0.000993276,0.001141871,0.000304166,3.04166E-06,7.90831E-05,3.59407E-05,3.59407E-05,3.59407E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
KSWichita County,0.000211645,0.00014231,0.000164705,0.000302767,3.02767E-06,7.87194E-05,0.000158433,0.000158433,0.000158433,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
KSWilson County,0.000885594,0.000631454,0.000726137,0.00010481,1.0481E-06,2.72507E-05,3.47254E-05,3.47254E-05,3.47254E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
KSWoodson County,0.00086079,0.00061384,0.000707022,0.000104011,1.04011E-06,2.70429E-05,3.87517E-05,3.87517E-05,3.87517E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
KSWyandotte County,0.000211045,0.000175959,0.000195683,0.000109837,1.09837E-06,2.85577E-05,6.17398E-05,6.17398E-05,6.17398E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
KYAdair County,0.000149854,8.34945E-05,0.000100033,0.000224128,2.24128E-06,5.82734E-05,7.12021E-05,7.12021E-05,7.12021E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYAllen County,0.00020152,0.000117192,0.000134307,0.000173839,1.73839E-06,4.51981E-05,5.79143E-05,5.79143E-05,5.79143E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYAnderson County,0.000118728,6.525E-05,7.99329E-05,0.000168681,1.68681E-06,4.38571E-05,2.47229E-05,2.47229E-05,2.47229E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYBallard County,0.000563428,0.000421362,0.000484547,0.000489459,4.89459E-06,0.000127259,2.04094E-05,2.04094E-05,2.04094E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYBarren County,0.000187937,0.000107018,0.000126721,0.00015733,1.5733E-06,4.09058E-05,4.66966E-05,4.66966E-05,4.66966E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYBath County,0.000249832,0.00013835,0.000167365,0.000284437,2.84437E-06,7.39536E-05,4.49786E-05,4.49786E-05,4.49786E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYBell County,5.40253E-05,3.89018E-05,4.45336E-05,6.03083E-05,6.03083E-07,1.56802E-05,6.74934E-05,6.74934E-05,6.74934E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYBoone County,0.000208461,0.000122911,0.000145315,0.000106203,1.06203E-06,2.76127E-05,2.63929E-05,2.63929E-05,2.63929E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYBourbon County,0.000216123,0.000111782,0.000134556,0.000180233,1.80233E-06,4.68605E-05,1.83612E-05,1.83612E-05,1.83612E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYBoyd County,0.000110737,7.70704E-05,9.217E-05,0.000648842,6.48842E-06,0.000168699,2.68589E-05,2.68589E-05,2.68589E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYBoyle County,0.000163304,8.97483E-05,0.000109944,0.00036841,3.6841E-06,9.57867E-05,2.54592E-05,2.54592E-05,2.54592E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYBracken County,0.000148545,8.97671E-05,0.000107069,0.000145825,1.45825E-06,3.79144E-05,3.61529E-05,3.61529E-05,3.61529E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYBreathitt County,9.53487E-05,6.65958E-05,7.70983E-05,0.000197201,1.97201E-06,5.12722E-05,6.08753E-05,6.08753E-05,6.08753E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYBreckinridge County,0.000392778,0.00023262,0.000272051,0.000318758,3.18758E-06,8.2877E-05,3.22742E-05,3.22742E-05,3.22742E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYBullitt County,0.000174229,8.95328E-05,0.000104526,0.000245617,2.45617E-06,6.38603E-05,2.85826E-05,2.85826E-05,2.85826E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYButler County,0.000513127,0.000325232,0.00038644,0.000366708,3.66708E-06,9.53442E-05,4.1963E-05,4.1963E-05,4.1963E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYCaldwell County,0.000361995,0.0002342,0.000275071,0.000299915,2.99915E-06,7.79779E-05,3.46597E-05,3.46597E-05,3.46597E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYCalloway County,0.000395987,0.000269671,0.00031389,0.00039406,3.9406E-06,0.000102456,3.84086E-05,3.84086E-05,3.84086E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYCampbell County,0.00016957,0.000102659,0.000125317,0.00021371,2.1371E-06,5.55646E-05,2.88533E-05,2.88533E-05,2.88533E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYCarlisle County,0.000594001,0.000426776,0.000492802,0.000479378,4.79378E-06,0.000124638,2.75101E-05,2.75101E-05,2.75101E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYCarroll County,0.000273903,0.000184736,0.000215178,0.000137825,1.37825E-06,3.58344E-05,3.47089E-05,3.47089E-05,3.47089E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYCarter County,0.00014215,9.77094E-05,0.0001149,0.000473005,4.73005E-06,0.000122981,4.22433E-05,4.22433E-05,4.22433E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYCasey County,0.000163795,8.97495E-05,0.000108797,0.000335384,3.35384E-06,8.71998E-05,7.16274E-05,7.16274E-05,7.16274E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYChristian County,0.000334055,0.000220071,0.000259653,0.000255759,2.55759E-06,6.64974E-05,2.87184E-05,2.87184E-05,2.87184E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYClark County,0.000261892,0.000141322,0.000169993,0.000249817,2.49817E-06,6.49525E-05,3.6633E-05,3.6633E-05,3.6633E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYClay County,0.000121354,7.68255E-05,8.96292E-05,0.000121406,1.21406E-06,3.15656E-05,5.29728E-05,5.29728E-05,5.29728E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYClinton County,0.000124466,7.86912E-05,9.31283E-05,0.000122323,1.22323E-06,3.18039E-05,6.39657E-05,6.39657E-05,6.39657E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYCrittenden County,0.000365575,0.000233278,0.000273248,0.0005607,5.607E-06,0.000145782,3.62312E-05,3.62312E-05,3.62312E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYCumberland County,0.00014283,8.91841E-05,0.000105673,0.000167266,1.67266E-06,4.34891E-05,8.63836E-05,8.63836E-05,8.63836E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYDaviess County,0.00043914,0.000283489,0.000333484,0.000207746,2.07746E-06,5.40139E-05,2.25139E-05,2.25139E-05,2.25139E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYEdmonson County,0.000334032,0.000200789,0.000235227,0.000338444,3.38444E-06,8.79955E-05,4.53754E-05,4.53754E-05,4.53754E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYElliott County,9.99268E-05,6.83799E-05,7.99142E-05,0.000336519,3.36519E-06,8.74951E-05,4.8531E-05,4.8531E-05,4.8531E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYEstill County,0.000177753,0.00011382,0.000133235,0.000254419,2.54419E-06,6.61488E-05,7.61913E-05,7.61913E-05,7.61913E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYFayette County,0.000224178,0.000118897,0.000135719,0.000157356,1.57356E-06,4.09126E-05,2.33734E-05,2.33734E-05,2.33734E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYFleming County,0.000219202,0.000121388,0.000146846,0.000304713,3.04713E-06,7.92254E-05,2.65667E-05,2.65667E-05,2.65667E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYFloyd County,2.87896E-05,2.01893E-05,2.34927E-05,0.000208927,2.08927E-06,5.4321E-05,4.38195E-05,4.38195E-05,4.38195E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYFranklin County,0.000156556,8.87247E-05,0.000106285,0.000138514,1.38514E-06,3.60136E-05,3.51153E-05,3.51153E-05,3.51153E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYFulton County,0.000522959,0.00039121,0.000448448,0.000305327,3.05327E-06,7.93851E-05,3.04194E-05,3.04194E-05,3.04194E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYGallatin County,0.000232544,0.000143631,0.000169429,0.000103499,1.03499E-06,2.69096E-05,2.58806E-05,2.58806E-05,2.58806E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYGarrard County,0.000179163,9.80352E-05,0.000119581,0.000371069,3.71069E-06,9.6478E-05,2.80221E-05,2.80221E-05,2.80221E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYGrant County,0.000194392,0.000118438,0.000140042,0.00010873,1.0873E-06,2.82697E-05,3.16786E-05,3.16786E-05,3.16786E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYGraves County,0.000473784,0.000338859,0.000391543,0.000584231,5.84231E-06,0.0001519,3.28289E-05,3.28289E-05,3.28289E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYGrayson County,0.000361373,0.000219832,0.000257733,0.000372058,3.72058E-06,9.67352E-05,3.33172E-05,3.33172E-05,3.33172E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYGreen County,0.000157686,8.16495E-05,9.74928E-05,0.00057959,5.7959E-06,0.000150693,4.77321E-05,4.77321E-05,4.77321E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYGreenup County,0.00012594,8.89095E-05,0.000104874,0.000636258,6.36258E-06,0.000165427,2.765E-05,2.765E-05,2.765E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYHancock County,0.000477578,0.000310092,0.000361114,0.000241779,2.41779E-06,6.28625E-05,3.91536E-05,3.91536E-05,3.91536E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYHardin County,0.000230208,0.000128507,0.000150887,0.000367865,3.67865E-06,9.5645E-05,2.35568E-05,2.35568E-05,2.35568E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYHarlan County,3.20903E-05,2.36155E-05,2.6795E-05,3.29085E-05,3.29085E-07,8.55621E-06,6.15415E-05,6.15415E-05,6.15415E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYHarrison County,0.00019812,0.000108462,0.000130353,0.000114234,1.14234E-06,2.97009E-05,2.37519E-05,2.37519E-05,2.37519E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYHart County,0.000205832,0.000108317,0.000127988,0.000496732,4.96732E-06,0.00012915,4.58503E-05,4.58503E-05,4.58503E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYHenderson County,0.000425841,0.000281929,0.000330737,0.000233312,2.33312E-06,6.06612E-05,1.87511E-05,1.87511E-05,1.87511E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYHenry County,0.000188093,0.000112409,0.000133297,0.000141276,1.41276E-06,3.67319E-05,2.51888E-05,2.51888E-05,2.51888E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYHickman County,0.000589625,0.000441081,0.000505615,0.000486924,4.86924E-06,0.0001266,2.87817E-05,2.87817E-05,2.87817E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYHopkins County,0.000375421,0.000244122,0.000287729,0.000138975,1.38975E-06,3.61335E-05,3.61985E-05,3.61985E-05,3.61985E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYJackson County,0.00016495,0.000102193,0.00012091,0.000180967,1.80967E-06,4.70514E-05,7.91757E-05,7.91757E-05,7.91757E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYJefferson County,0.000215289,0.000117595,0.000136503,0.000224486,2.24486E-06,5.83664E-05,2.73806E-05,2.73806E-05,2.73806E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYJessamine County,0.000213298,0.000100992,0.000114816,0.000331732,3.31732E-06,8.62503E-05,3.67645E-05,3.67645E-05,3.67645E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYJohnson County,6.04029E-05,4.1648E-05,4.85707E-05,0.000353137,3.53137E-06,9.18155E-05,4.09516E-05,4.09516E-05,4.09516E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYKenton County,0.00017736,0.000110671,0.000133815,0.00016319,1.6319E-06,4.24293E-05,2.57196E-05,2.57196E-05,2.57196E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYKnott County,3.22822E-05,2.29263E-05,2.65354E-05,8.52049E-05,8.52049E-07,2.21533E-05,5.09543E-05,5.09543E-05,5.09543E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYKnox County,7.08198E-05,5.0686E-05,5.81248E-05,0.000124586,1.24586E-06,3.23923E-05,5.88547E-05,5.88547E-05,5.88547E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYLarue County,0.000158782,8.39997E-05,9.90554E-05,0.000411653,4.11653E-06,0.00010703,2.62863E-05,2.62863E-05,2.62863E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYLaurel County,0.000164688,0.000100966,0.00012028,0.000181107,1.81107E-06,4.70879E-05,6.21946E-05,6.21946E-05,6.21946E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYLawrence County,6.68825E-05,4.64676E-05,5.5315E-05,0.000520868,5.20868E-06,0.000135426,4.08356E-05,4.08356E-05,4.08356E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYLee County,0.000171573,0.000114008,0.000132737,0.000267742,2.67742E-06,6.96129E-05,6.98293E-05,6.98293E-05,6.98293E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYLeslie County,5.21492E-05,3.69021E-05,4.24156E-05,7.5926E-05,7.5926E-07,1.97408E-05,4.99642E-05,4.99642E-05,4.99642E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYLetcher County,2.61073E-05,1.86559E-05,2.16336E-05,5.37303E-05,5.37303E-07,1.39699E-05,5.2763E-05,5.2763E-05,5.2763E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYLewis County,0.000193908,0.000134387,0.000156284,0.000506747,5.06747E-06,0.000131754,3.40857E-05,3.40857E-05,3.40857E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYLincoln County,0.000168598,9.33628E-05,0.00011346,0.000400541,4.00541E-06,0.000104141,5.38626E-05,5.38626E-05,5.38626E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYLivingston County,0.000451902,0.000288365,0.000337774,0.00082305,8.2305E-06,0.000213993,3.212E-05,3.212E-05,3.212E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYLogan County,0.000269173,0.000156912,0.000186131,0.000223768,2.23768E-06,5.81796E-05,3.62441E-05,3.62441E-05,3.62441E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYLyon County,0.000377296,0.000240758,0.00028201,0.000352869,3.52869E-06,9.1746E-05,5.39831E-05,5.39831E-05,5.39831E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMadison County,0.000189719,0.000102376,0.000123145,0.000368624,3.68624E-06,9.58422E-05,5.39166E-05,5.39166E-05,5.39166E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMagoffin County,5.81138E-05,4.06075E-05,4.72782E-05,0.000284805,2.84805E-06,7.40493E-05,5.93216E-05,5.93216E-05,5.93216E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMarion County,0.000110392,5.58479E-05,6.6885E-05,0.000310129,3.10129E-06,8.06334E-05,2.98573E-05,2.98573E-05,2.98573E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMarshall County,0.000409659,0.00027486,0.000320382,0.000523662,5.23662E-06,0.000136152,4.12718E-05,4.12718E-05,4.12718E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMartin County,4.02331E-05,2.25749E-05,2.69012E-05,0.00028568,2.8568E-06,7.42769E-05,3.95023E-05,3.95023E-05,3.95023E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMason County,0.000195759,0.000127405,0.000150418,0.000204788,2.04788E-06,5.32448E-05,2.59938E-05,2.59938E-05,2.59938E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMccracken County,0.00052029,0.000402661,0.000462033,0.000608551,6.08551E-06,0.000158223,3.26659E-05,3.26659E-05,3.26659E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMccreary County,9.63781E-05,6.92735E-05,7.97535E-05,0.000208448,2.08448E-06,5.41964E-05,6.01957E-05,6.01957E-05,6.01957E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMclean County,0.000359595,0.000231596,0.000273146,0.000198113,1.98113E-06,5.15094E-05,2.35389E-05,2.35389E-05,2.35389E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMeade County,0.000290619,0.000174098,0.000202874,0.000219353,2.19353E-06,5.70317E-05,2.20256E-05,2.20256E-05,2.20256E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMenifee County,0.000221467,0.000148397,0.000172759,0.000266456,2.66456E-06,6.92787E-05,4.98858E-05,4.98858E-05,4.98858E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMercer County,0.000143251,7.87277E-05,9.64436E-05,0.000357358,3.57358E-06,9.29131E-05,1.92195E-05,1.92195E-05,1.92195E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMetcalfe County,0.000154698,8.64162E-05,0.000102879,0.000249046,2.49046E-06,6.47519E-05,6.98238E-05,6.98238E-05,6.98238E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMonroe County,0.000146938,8.51823E-05,0.000101683,0.000118943,1.18943E-06,3.09252E-05,6.65246E-05,6.65246E-05,6.65246E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMontgomery County,0.0002662,0.000160298,0.000190402,0.000324882,3.24882E-06,8.44694E-05,3.6873E-05,3.6873E-05,3.6873E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMorgan County,0.000125422,8.81013E-05,0.000102507,0.000297128,2.97128E-06,7.72533E-05,4.92879E-05,4.92879E-05,4.92879E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYMuhlenberg County,0.000381403,0.000244145,0.00028855,0.000215359,2.15359E-06,5.59932E-05,4.40248E-05,4.40248E-05,4.40248E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYNelson County,0.000129263,6.6067E-05,7.76155E-05,0.000255288,2.55288E-06,6.63748E-05,2.31138E-05,2.31138E-05,2.31138E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYNicholas County,0.000181602,9.69842E-05,0.000117021,0.000225416,2.25416E-06,5.86081E-05,2.45385E-05,2.45385E-05,2.45385E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYOhio County,0.000442621,0.000282309,0.000333784,0.000319241,3.19241E-06,8.30026E-05,4.25025E-05,4.25025E-05,4.25025E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYOldham County,0.000235581,0.000127865,0.000145452,0.000140406,1.40406E-06,3.65055E-05,2.11843E-05,2.11843E-05,2.11843E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYOwen County,0.000201048,0.000122155,0.000144508,0.000112315,1.12315E-06,2.92019E-05,4.23911E-05,4.23911E-05,4.23911E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYOwsley County,0.000153597,9.72375E-05,0.000113443,0.000133201,1.33201E-06,3.46323E-05,6.84358E-05,6.84358E-05,6.84358E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYPendleton County,0.000164212,9.51419E-05,0.000114173,0.000149458,1.49458E-06,3.8859E-05,3.42424E-05,3.42424E-05,3.42424E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYPerry County,4.78911E-05,3.37903E-05,3.89233E-05,0.000105474,1.05474E-06,2.74234E-05,5.04529E-05,5.04529E-05,5.04529E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYPike County,2.25336E-05,1.30504E-05,1.54768E-05,0.000181,1.81E-06,4.70599E-05,4.03812E-05,4.03812E-05,4.03812E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYPowell County,0.000240081,0.000159531,0.000185739,0.000266035,2.66035E-06,6.91691E-05,6.95769E-05,6.95769E-05,6.95769E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYPulaski County,0.000146091,8.54116E-05,0.000102605,0.00033611,3.3611E-06,8.73886E-05,6.78682E-05,6.78682E-05,6.78682E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYRobertson County,0.000168986,8.74018E-05,0.000105209,0.000134114,1.34114E-06,3.48695E-05,3.43554E-05,3.43554E-05,3.43554E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYRockcastle County,0.000171282,0.000104527,0.000124898,0.000289217,2.89217E-06,7.51963E-05,8.43452E-05,8.43452E-05,8.43452E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYRowan County,0.00017464,0.000113921,0.000133657,0.000267376,2.67376E-06,6.95178E-05,5.04574E-05,5.04574E-05,5.04574E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYRussell County,0.000139758,8.0476E-05,9.6096E-05,0.000186023,1.86023E-06,4.8366E-05,7.32478E-05,7.32478E-05,7.32478E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
KYScott County,0.000239188,0.000135555,0.000162384,0.000127127,1.27127E-06,3.30531E-05,2.29679E-05,2.29679E-05,2.29679E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
