Lookup,State Code,County,RI Name,AOP,Excess FL,Equipment breakdown,PAF,Liability,WS,EQ,Wildfire
NYWestchester County,NY,Westchester County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
NYWyoming County,NY,Wyoming County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
NYYates County,NY,Yates County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHAdams County,OH,Adams County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHAllen County,OH,Allen County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHAshland County,OH,Ashland County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHAshtabula County,OH,Ashtabula County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHAthens County,OH,Athens County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHAuglaize County,OH,Auglaize County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHBelmont County,OH,Belmont County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHBrown County,OH,Brown County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHButler County,OH,Butler County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHCarroll County,OH,Carroll County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHChampaign County,OH,Champaign County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHClark County,OH,Clark County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHClermont County,OH,Clermont County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHClinton County,OH,Clinton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHColumbiana County,OH,Columbiana County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHCoshocton County,OH,Coshocton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHCrawford County,OH,Crawford County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHCuyahoga County,OH,Cuyahoga County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHDarke County,OH,Darke County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHDefiance County,OH,Defiance County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHDelaware County,OH,Delaware County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHErie County,OH,Erie County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHFairfield County,OH,Fairfield County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHFayette County,OH,Fayette County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHFranklin County,OH,Franklin County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHFulton County,OH,Fulton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHGallia County,OH,Gallia County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHGeauga County,OH,Geauga County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHGreene County,OH,Greene County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHGuernsey County,OH,Guernsey County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHHamilton County,OH,Hamilton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHHancock County,OH,Hancock County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHHardin County,OH,Hardin County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHHarrison County,OH,Harrison County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHHenry County,OH,Henry County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHHighland County,OH,Highland County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHHocking County,OH,Hocking County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHHolmes County,OH,Holmes County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHHuron County,OH,Huron County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHJackson County,OH,Jackson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHJefferson County,OH,Jefferson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHKnox County,OH,Knox County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHLake County,OH,Lake County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHLawrence County,OH,Lawrence County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHLicking County,OH,Licking County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHLogan County,OH,Logan County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHLorain County,OH,Lorain County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHLucas County,OH,Lucas County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHMadison County,OH,Madison County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHMahoning County,OH,Mahoning County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHMarion County,OH,Marion County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHMedina County,OH,Medina County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHMeigs County,OH,Meigs County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHMercer County,OH,Mercer County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHMiami County,OH,Miami County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHMonroe County,OH,Monroe County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHMontgomery County,OH,Montgomery County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHMorgan County,OH,Morgan County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHMorrow County,OH,Morrow County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHMuskingum County,OH,Muskingum County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHNoble County,OH,Noble County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHOttawa County,OH,Ottawa County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHPaulding County,OH,Paulding County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHPerry County,OH,Perry County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHPickaway County,OH,Pickaway County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHPike County,OH,Pike County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHPortage County,OH,Portage County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHPreble County,OH,Preble County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHPutnam County,OH,Putnam County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHRichland County,OH,Richland County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHRoss County,OH,Ross County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHSandusky County,OH,Sandusky County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHScioto County,OH,Scioto County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHSeneca County,OH,Seneca County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHShelby County,OH,Shelby County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHStark County,OH,Stark County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHSummit County,OH,Summit County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHTrumbull County,OH,Trumbull County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHTuscarawas County,OH,Tuscarawas County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHUnion County,OH,Union County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHVan Wert County,OH,Van Wert County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHVinton County,OH,Vinton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHWarren County,OH,Warren County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHWashington County,OH,Washington County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHWayne County,OH,Wayne County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHWilliams County,OH,Williams County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHWood County,OH,Wood County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
OHWyandot County,OH,Wyandot County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
ORBaker County,OR,Baker County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORBenton County,OR,Benton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORClackamas County,OR,Clackamas County,Pacific NW EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.564925666,1.564925666,1.107732433
ORClatsop County,OR,Clatsop County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORColumbia County,OR,Columbia County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORCoos County,OR,Coos County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORCrook County,OR,Crook County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORCurry County,OR,Curry County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.578588489,1.578588489,1.107732433
ORDeschutes County,OR,Deschutes County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORDouglas County,OR,Douglas County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.544690383,1.544690383,1.107732433
ORGilliam County,OR,Gilliam County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORGrant County,OR,Grant County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORHarney County,OR,Harney County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORHood River County,OR,Hood River County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORJackson County,OR,Jackson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORJefferson County,OR,Jefferson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORJosephine County,OR,Josephine County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORKlamath County,OR,Klamath County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORLake County,OR,Lake County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORLane County,OR,Lane County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.543410996,1.543410996,1.107732433
ORLincoln County,OR,Lincoln County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORLinn County,OR,Linn County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORMalheur County,OR,Malheur County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORMarion County,OR,Marion County,Pacific NW EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.577581145,1.577581145,1.107732433
ORMorrow County,OR,Morrow County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORMultnomah County,OR,Multnomah County,Pacific NW EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.564502057,1.564502057,1.107732433
ORPolk County,OR,Polk County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORSherman County,OR,Sherman County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORTillamook County,OR,Tillamook County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORUmatilla County,OR,Umatilla County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORUnion County,OR,Union County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORWallowa County,OR,Wallowa County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORWasco County,OR,Wasco County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORWashington County,OR,Washington County,Pacific NW EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.577581145,1.577581145,1.107732433
ORWheeler County,OR,Wheeler County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.57200531,1.57200531,1.107732433
ORYamhill County,OR,Yamhill County,Pacific NW EQ,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.577581145,1.577581145,1.107732433
PAAdams County,PA,Adams County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAAllegheny County,PA,Allegheny County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAArmstrong County,PA,Armstrong County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PABeaver County,PA,Beaver County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PABedford County,PA,Bedford County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PABerks County,PA,Berks County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PABlair County,PA,Blair County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PABradford County,PA,Bradford County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PABucks County,PA,Bucks County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAButler County,PA,Butler County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PACambria County,PA,Cambria County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PACameron County,PA,Cameron County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PACarbon County,PA,Carbon County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PACentre County,PA,Centre County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAChester County,PA,Chester County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAClarion County,PA,Clarion County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAClearfield County,PA,Clearfield County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAClinton County,PA,Clinton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAColumbia County,PA,Columbia County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PACrawford County,PA,Crawford County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PACumberland County,PA,Cumberland County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PADauphin County,PA,Dauphin County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PADelaware County,PA,Delaware County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAElk County,PA,Elk County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAErie County,PA,Erie County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAFayette County,PA,Fayette County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAForest County,PA,Forest County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAFranklin County,PA,Franklin County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAFulton County,PA,Fulton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAGreene County,PA,Greene County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAHuntingdon County,PA,Huntingdon County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAIndiana County,PA,Indiana County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAJefferson County,PA,Jefferson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAJuniata County,PA,Juniata County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PALackawanna County,PA,Lackawanna County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PALancaster County,PA,Lancaster County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PALawrence County,PA,Lawrence County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PALebanon County,PA,Lebanon County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PALehigh County,PA,Lehigh County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PALuzerne County,PA,Luzerne County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PALycoming County,PA,Lycoming County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAMcKean County,PA,McKean County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAMercer County,PA,Mercer County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAMifflin County,PA,Mifflin County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAMonroe County,PA,Monroe County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAMontgomery County,PA,Montgomery County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAMontour County,PA,Montour County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PANorthampton County,PA,Northampton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PANorthumberland County,PA,Northumberland County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAPerry County,PA,Perry County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAPhiladelphia County,PA,Philadelphia County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAPike County,PA,Pike County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAPotter County,PA,Potter County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PASchuylkill County,PA,Schuylkill County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PASnyder County,PA,Snyder County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PASomerset County,PA,Somerset County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PASullivan County,PA,Sullivan County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PASusquehanna County,PA,Susquehanna County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PATioga County,PA,Tioga County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAUnion County,PA,Union County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAVenango County,PA,Venango County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAWarren County,PA,Warren County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAWashington County,PA,Washington County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAWayne County,PA,Wayne County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAWestmoreland County,PA,Westmoreland County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAWyoming County,PA,Wyoming County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
PAYork County,PA,York County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
RIBristol County,RI,Bristol County,NE WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.576835317,1.576835317,1.107732433
RIKent County,RI,Kent County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.536922874,1.536922874,1.107732433
RINewport County,RI,Newport County,NE WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.56458747,1.56458747,1.107732433
RIProvidence County,RI,Providence County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.520163008,1.520163008,1.107732433
RIWashington County,RI,Washington County,NE WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.564521217,1.564521217,1.107732433
SDAurora County,SD,Aurora County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
SDBeadle County,SD,Beadle County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
SDBennett County,SD,Bennett County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
SDBon Homme County,SD,Bon Homme County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
SDBrookings County,SD,Brookings County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
SDBrown County,SD,Brown County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
SDBrule County,SD,Brule County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
SDBuffalo County,SD,Buffalo County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
SDButte County,SD,Butte County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
SDCampbell County,SD,Campbell County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
SDCharles Mix County,SD,Charles Mix County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
SDClark County,SD,Clark County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
SDClay County,SD,Clay County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
