State,State Code,County,Lookup,AOP,WS,EQ,FL,Wildfire,PAF,Equipment Breakdown
Georgia,GA,Wayne County,GAWayne County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Webster County,GAWebster County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Wheeler County,GAWheeler County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,White County,GAWhite County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Whitfield County,GAWhitfield County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Wilcox County,GAWilcox County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Wilkes County,GAWilkes County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Wilkinson County,GAWilkinson County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Worth County,GAWorth County,Include,Include,Include,Include,Include,Include,Include
Hawaii,HI,Hawaii County,HIHawaii County,Include,Include,Include,Include,Include,Include,Include
Hawaii,HI,"HoExcludelulu, City and County of","HIHoExcludelulu, City and County of",Include,Include,Include,Include,Include,Include,Include
Hawaii,HI,Kalawao County,HIKalawao County,Include,Include,Include,Include,Include,Include,Include
Hawaii,HI,Kauai County,HIKauai County,Include,Include,Include,Include,Include,Include,Include
Hawaii,HI,Maui County,HIMaui County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Ada County,IDAda County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Adams County,IDAdams County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,BanExcludeck County,IDBanExcludeck County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Bear Lake County,IDBear Lake County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Benewah County,IDBenewah County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Bingham County,IDBingham County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Blaine County,IDBlaine County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Boise County,IDBoise County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Bonner County,IDBonner County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Bonneville County,IDBonneville County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Boundary County,IDBoundary County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Butte County,IDButte County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Camas County,IDCamas County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Canyon County,IDCanyon County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Caribou County,IDCaribou County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Cassia County,IDCassia County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Clark County,IDClark County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Clearwater County,IDClearwater County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Custer County,IDCuster County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Elmore County,IDElmore County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Franklin County,IDFranklin County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Fremont County,IDFremont County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Gem County,IDGem County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Gooding County,IDGooding County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Idaho County,IDIdaho County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Jefferson County,IDJefferson County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Jerome County,IDJerome County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Kootenai County,IDKootenai County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Latah County,IDLatah County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Lemhi County,IDLemhi County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Lewis County,IDLewis County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Lincoln County,IDLincoln County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Madison County,IDMadison County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Minidoka County,IDMinidoka County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Nez Perce County,IDNez Perce County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Oneida County,IDOneida County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Owyhee County,IDOwyhee County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Payette County,IDPayette County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Power County,IDPower County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Shoshone County,IDShoshone County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Teton County,IDTeton County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Twin Falls County,IDTwin Falls County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Valley County,IDValley County,Include,Include,Include,Include,Include,Include,Include
Idaho,ID,Washington County,IDWashington County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Adams County,ILAdams County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Alexander County,ILAlexander County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Bond County,ILBond County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Boone County,ILBoone County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Brown County,ILBrown County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Bureau County,ILBureau County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Calhoun County,ILCalhoun County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Carroll County,ILCarroll County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Cass County,ILCass County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Champaign County,ILChampaign County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Christian County,ILChristian County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Clark County,ILClark County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Clay County,ILClay County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Clinton County,ILClinton County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Coles County,ILColes County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Cook County,ILCook County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Crawford County,ILCrawford County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Cumberland County,ILCumberland County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,De Witt County,ILDe Witt County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,DeKalb County,ILDeKalb County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Douglas County,ILDouglas County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Dupage County,ILDupage County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Edgar County,ILEdgar County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Edwards County,ILEdwards County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Effingham County,ILEffingham County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Fayette County,ILFayette County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Ford County,ILFord County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Franklin County,ILFranklin County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Fulton County,ILFulton County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Gallatin County,ILGallatin County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Greene County,ILGreene County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Grundy County,ILGrundy County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Hamilton County,ILHamilton County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Hancock County,ILHancock County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Hardin County,ILHardin County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Henderson County,ILHenderson County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Henry County,ILHenry County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Iroquois County,ILIroquois County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Jackson County,ILJackson County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Jasper County,ILJasper County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Jefferson County,ILJefferson County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Jersey County,ILJersey County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Jo Daviess County,ILJo Daviess County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Johnson County,ILJohnson County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Kane County,ILKane County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Kankakee County,ILKankakee County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Kendall County,ILKendall County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,KExcludex County,ILKExcludex County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Lake County,ILLake County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,LaSalle County,ILLaSalle County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Lawrence County,ILLawrence County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Lee County,ILLee County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Livingston County,ILLivingston County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Logan County,ILLogan County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Macon County,ILMacon County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Macoupin County,ILMacoupin County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Madison County,ILMadison County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Marion County,ILMarion County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Marshall County,ILMarshall County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Mason County,ILMason County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Massac County,ILMassac County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,McDoExcludeugh County,ILMcDoExcludeugh County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,McHenry County,ILMcHenry County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,McLean County,ILMcLean County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Menard County,ILMenard County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Mercer County,ILMercer County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Monroe County,ILMonroe County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Montgomery County,ILMontgomery County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Morgan County,ILMorgan County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Moultrie County,ILMoultrie County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Ogle County,ILOgle County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Peoria County,ILPeoria County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Perry County,ILPerry County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Piatt County,ILPiatt County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Pike County,ILPike County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Pope County,ILPope County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Pulaski County,ILPulaski County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Putnam County,ILPutnam County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Randolph County,ILRandolph County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Richland County,ILRichland County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Rock Island County,ILRock Island County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Saline County,ILSaline County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Sangamon County,ILSangamon County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Schuyler County,ILSchuyler County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Scott County,ILScott County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Shelby County,ILShelby County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,St. Clair County,ILSt. Clair County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Stark County,ILStark County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Stephenson County,ILStephenson County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Tazewell County,ILTazewell County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Union County,ILUnion County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Vermilion County,ILVermilion County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Wabash County,ILWabash County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Warren County,ILWarren County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Washington County,ILWashington County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Wayne County,ILWayne County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,White County,ILWhite County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Whiteside County,ILWhiteside County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Will County,ILWill County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Williamson County,ILWilliamson County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Winnebago County,ILWinnebago County,Include,Include,Include,Include,Include,Include,Include
IlliExcludeis,IL,Woodford County,ILWoodford County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Adams County,INAdams County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Allen County,INAllen County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Bartholomew County,INBartholomew County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Benton County,INBenton County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Blackford County,INBlackford County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Boone County,INBoone County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Brown County,INBrown County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Carroll County,INCarroll County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Cass County,INCass County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Clark County,INClark County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Clay County,INClay County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Clinton County,INClinton County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Crawford County,INCrawford County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Daviess County,INDaviess County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Dearborn County,INDearborn County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Decatur County,INDecatur County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,DeKalb County,INDeKalb County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Delaware County,INDelaware County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Dubois County,INDubois County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Elkhart County,INElkhart County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Fayette County,INFayette County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Floyd County,INFloyd County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Fountain County,INFountain County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Franklin County,INFranklin County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Fulton County,INFulton County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Gibson County,INGibson County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Grant County,INGrant County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Greene County,INGreene County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Hamilton County,INHamilton County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Hancock County,INHancock County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Harrison County,INHarrison County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Hendricks County,INHendricks County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Henry County,INHenry County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Howard County,INHoward County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Huntington County,INHuntington County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Jackson County,INJackson County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Jasper County,INJasper County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Jay County,INJay County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Jefferson County,INJefferson County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Jennings County,INJennings County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Johnson County,INJohnson County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,KExcludex County,INKExcludex County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Kosciusko County,INKosciusko County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,LaGrange County,INLaGrange County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Lake County,INLake County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,LaPorte County,INLaPorte County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Lawrence County,INLawrence County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Madison County,INMadison County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Marion County,INMarion County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Marshall County,INMarshall County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Martin County,INMartin County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Miami County,INMiami County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Monroe County,INMonroe County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Montgomery County,INMontgomery County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Morgan County,INMorgan County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Newton County,INNewton County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Excludeble County,INExcludeble County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Ohio County,IExcludehio County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Orange County,IExcluderange County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Owen County,IExcludewen County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Parke County,INParke County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Perry County,INPerry County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Pike County,INPike County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Porter County,INPorter County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Posey County,INPosey County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Pulaski County,INPulaski County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Putnam County,INPutnam County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Randolph County,INRandolph County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Ripley County,INRipley County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Rush County,INRush County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Scott County,INScott County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Shelby County,INShelby County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Spencer County,INSpencer County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,St. Joseph County,INSt. Joseph County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Starke County,INStarke County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Steuben County,INSteuben County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Sullivan County,INSullivan County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Switzerland County,INSwitzerland County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,TippecaExcludee County,INTippecaExcludee County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Tipton County,INTipton County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Union County,INUnion County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Vanderburgh County,INVanderburgh County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Vermillion County,INVermillion County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Vigo County,INVigo County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Wabash County,INWabash County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Warren County,INWarren County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Warrick County,INWarrick County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Washington County,INWashington County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Wayne County,INWayne County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Wells County,INWells County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,White County,INWhite County,Include,Include,Include,Include,Include,Include,Include
Indiana,IN,Whitley County,INWhitley County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Adair County,IAAdair County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Adams County,IAAdams County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Allamakee County,IAAllamakee County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,AppaExcludeose County,IAAppaExcludeose County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Audubon County,IAAudubon County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Benton County,IABenton County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Black Hawk County,IABlack Hawk County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Boone County,IABoone County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Bremer County,IABremer County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Buchanan County,IABuchanan County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Buena Vista County,IABuena Vista County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Butler County,IAButler County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Calhoun County,IACalhoun County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Carroll County,IACarroll County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Cass County,IACass County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Cedar County,IACedar County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Cerro Gordo County,IACerro Gordo County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Cherokee County,IACherokee County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Chickasaw County,IAChickasaw County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Clarke County,IAClarke County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Clay County,IAClay County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Clayton County,IAClayton County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Clinton County,IAClinton County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Crawford County,IACrawford County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Dallas County,IADallas County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Davis County,IADavis County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Decatur County,IADecatur County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Delaware County,IADelaware County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Des Moines County,IADes Moines County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Dickinson County,IADickinson County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Dubuque County,IADubuque County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Emmet County,IAEmmet County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Fayette County,IAFayette County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Floyd County,IAFloyd County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Franklin County,IAFranklin County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Fremont County,IAFremont County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Greene County,IAGreene County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Grundy County,IAGrundy County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Guthrie County,IAGuthrie County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Hamilton County,IAHamilton County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Hancock County,IAHancock County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Hardin County,IAHardin County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Harrison County,IAHarrison County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Henry County,IAHenry County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Howard County,IAHoward County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Humboldt County,IAHumboldt County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Ida County,IAIda County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Iowa County,IAIowa County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Jackson County,IAJackson County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Jasper County,IAJasper County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Jefferson County,IAJefferson County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Johnson County,IAJohnson County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Jones County,IAJones County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Keokuk County,IAKeokuk County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Kossuth County,IAKossuth County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Lee County,IALee County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Linn County,IALinn County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Louisa County,IALouisa County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Lucas County,IALucas County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Lyon County,IALyon County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Madison County,IAMadison County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Mahaska County,IAMahaska County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Marion County,IAMarion County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Marshall County,IAMarshall County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Mills County,IAMills County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Mitchell County,IAMitchell County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,MoExcludena County,IAMoExcludena County,Include,Include,Include,Include,Include,Include,Include
Iowa,IA,Monroe County,IAMonroe County,Include,Include,Include,Include,Include,Include,Include
