State,State Code,County,Lookup,AOP,WS,EQ,FL,Wildfire,PAF,Equipment Breakdown
Connecticut,CT,New Haven County,CTNew Haven County,Include,Include,Include,Include,Include,Include,Include
Connecticut,CT,New London County,CTNew London County,Include,Include,Include,Include,Include,Include,Include
Connecticut,CT,Tolland County,CTTolland County,Include,Include,Include,Include,Include,Include,Include
Connecticut,CT,Windham County,CTWindham County,Include,Include,Include,Include,Include,Include,Include
Delaware,DE,Kent County,DEKent County,Include,Include,Include,Include,Include,Include,Include
Delaware,DE,New Castle County,DENew Castle County,Include,Include,Include,Include,Include,Include,Include
Delaware,DE,Sussex County,DESussex County,Include,Include,Include,Include,Include,Include,Include
District of Columbia,DC,District of Columbia,DCDistrict of Columbia,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Alachua County,FLAlachua County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Baker County,FLBaker County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Bay County,FLBay County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Bradford County,FLBradford County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Brevard County,FLBrevard County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Broward County,FLBroward County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Calhoun County,FLCalhoun County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Charlotte County,FLCharlotte County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Citrus County,FLCitrus County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Clay County,FLClay County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Collier County,FLCollier County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Columbia County,FLColumbia County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,DeSoto County,FLDeSoto County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Dixie County,FLDixie County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Duval County,FLDuval County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Escambia County,FLEscambia County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Flagler County,FLFlagler County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Franklin County,FLFranklin County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Gadsden County,FLGadsden County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Gilchrist County,FLGilchrist County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Glades County,FLGlades County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Gulf County,FLGulf County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Hamilton County,FLHamilton County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Hardee County,FLHardee County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Hendry County,FLHendry County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Hernando County,FLHernando County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Highlands County,FLHighlands County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Hillsborough County,FLHillsborough County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Holmes County,FLHolmes County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Indian River County,FLIndian River County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Jackson County,FLJackson County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Jefferson County,FLJefferson County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Lafayette County,FLLafayette County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Lake County,FLLake County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Lee County,FLLee County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Leon County,FLLeon County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Levy County,FLLevy County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Liberty County,FLLiberty County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Madison County,FLMadison County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Manatee County,FLManatee County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Marion County,FLMarion County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Martin County,FLMartin County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Miami-Dade County,FLMiami-Dade County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Monroe County,FLMonroe County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Nassau County,FLNassau County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Okaloosa County,FLOkaloosa County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Okeechobee County,FLOkeechobee County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Orange County,FLOrange County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Osceola County,FLOsceola County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Palm Beach County,FLPalm Beach County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Pasco County,FLPasco County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Pinellas County,FLPinellas County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Polk County,FLPolk County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Putnam County,FLPutnam County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Santa Rosa County,FLSanta Rosa County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Sarasota County,FLSarasota County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,SemiExcludele County,FLSemiExcludele County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,St. Johns County,FLSt. Johns County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,St. Lucie County,FLSt. Lucie County,Include,Exclude,Include,Include,Include,Include,Include
Florida,FL,Sumter County,FLSumter County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Suwannee County,FLSuwannee County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Taylor County,FLTaylor County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Union County,FLUnion County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Volusia County,FLVolusia County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Wakulla County,FLWakulla County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Walton County,FLWalton County,Include,Include,Include,Include,Include,Include,Include
Florida,FL,Washington County,FLWashington County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Appling County,GAAppling County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Atkinson County,GAAtkinson County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Bacon County,GABacon County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Baker County,GABaker County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Baldwin County,GABaldwin County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Banks County,GABanks County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Barrow County,GABarrow County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Bartow County,GABartow County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Ben Hill County,GABen Hill County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Berrien County,GABerrien County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Bibb County,GABibb County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Bleckley County,GABleckley County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Brantley County,GABrantley County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Brooks County,GABrooks County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Bryan County,GABryan County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Bulloch County,GABulloch County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Burke County,GABurke County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Butts County,GAButts County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Calhoun County,GACalhoun County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Camden County,GACamden County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Candler County,GACandler County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Carroll County,GACarroll County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Catoosa County,GACatoosa County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Charlton County,GACharlton County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Chatham County,GAChatham County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Chattahoochee County,GAChattahoochee County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Chattooga County,GAChattooga County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Cherokee County,GACherokee County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Clarke County,GAClarke County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Clay County,GAClay County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Clayton County,GAClayton County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Clinch County,GAClinch County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Cobb County,GACobb County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Coffee County,GACoffee County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Colquitt County,GAColquitt County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Columbia County,GAColumbia County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Cook County,GACook County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Coweta County,GACoweta County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Crawford County,GACrawford County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Crisp County,GACrisp County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Dade County,GADade County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Dawson County,GADawson County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Decatur County,GADecatur County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,DeKalb County,GADeKalb County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Dodge County,GADodge County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Dooly County,GADooly County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Dougherty County,GADougherty County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Douglas County,GADouglas County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Early County,GAEarly County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Echols County,GAEchols County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Effingham County,GAEffingham County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Elbert County,GAElbert County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Emanuel County,GAEmanuel County,Include,Include,Include,Include,Include,Include,Include
Georgia,GA,Evans County,GAEvans County,Include,Include,Include,Include,Include,Include,Include
