type,region,country,1000000,3000000,5000000,10000000,20000000,50000000,100000000,>100m
Exhibitions,Europe,Åland Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Afghanistan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Albania,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Algeria,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,American Samoa,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Andorra,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Angola,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Anguilla,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Antigua and Barbuda,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,Argentina,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Armenia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Aruba,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Australia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Austria,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Azerbaijan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Bahamas,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Bahrain,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Bangladesh,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Barbados,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Belarus,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Belgium,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Belize,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Benin,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Bermuda,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Bhutan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,Bolivia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,"Bonaire, Sint Eustatius and Saba",0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Bosnia and Herzegovina,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Botswana,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Antarctica,Bouvet Island (Bouvetoya),0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,Brazil,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,British Indian Ocean Territory (Chagos Archipelago),0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,British Virgin Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Brunei,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Bulgaria,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Burkina Faso,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Burundi,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Cambodia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Cameroon,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Canada,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Cape Verde,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Cayman Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Central African Republic,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Chad,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,Chile,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,China,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Christmas Island,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Cocos (Keeling) Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,Colombia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Comoros,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Congo,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Congo the,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Cook Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Costa Rica,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Cote d'Ivoire,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Croatia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Cuba,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Curacao,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Cyprus,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Czech Republic,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Denmark,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Disputed Territory,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Djibouti,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Dominica,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Dominican Republic,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,Ecuador,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Egypt,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,El Salvador,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Equatorial Guinea,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Eritrea,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Estonia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Ethiopia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,Falkland Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Faroe Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Fiji,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Finland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,France,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,French Guiana,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,French Polynesia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Antarctica,French Southern Territories,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Gabon,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Gambia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Georgia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Germany,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Ghana,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Gibraltar,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Greece,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Greenland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Grenada,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Guadeloupe,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Guam,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Guatemala,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Guernsey,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Guinea,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Guinea-Bissau,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,Guyana,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Haiti,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Antarctica,Heard Island and McDonald Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Vatican City,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Honduras,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Hong Kong,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Hungary,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Iceland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,India,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Indonesia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Iran,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Iraq,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Iraq-Saudi Arabia Neutral Zone,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Ireland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Isle of Man,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Israel,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Italy,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Jamaica,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Japan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Jersey,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Jordan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Kazakhstan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Kenya,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Kiribati,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Korea,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Kuwait,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Kyrgyz Republic,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Laos,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Latvia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Lebanon,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Lesotho,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Liberia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Libya,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Liechtenstein,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Lithuania,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Luxembourg,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Macao,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Macedonia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Madagascar,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Malawi,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Malaysia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Maldives,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Mali,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Malta,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Marshall Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Martinique,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Mauritania,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Mauritius,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Mayotte,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Mexico,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Micronesia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Moldova,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Monaco,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Mongolia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Montenegro,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Montserrat,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Morocco,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Mozambique,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Myanmar,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Namibia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Nauru,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Nepal,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Netherlands Antilles,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Netherlands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,New Caledonia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,New Zealand,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Nicaragua,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Niger,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Nigeria,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Niue,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Norfolk Island,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Northern Mariana Islands the,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Norway,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Oman,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Pakistan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Palau,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,"Palestinian Territory, Occupied",0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Panama,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Papua New Guinea,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,Paraguay,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,Peru,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Philippines,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Pitcairn Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Poland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Portugal,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Puerto Rico,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Qatar,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Reunion,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Romania,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Russia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Rwanda,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Saint Barthelemy,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Saint Helena,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Saint Kitts and Nevis,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Saint Lucia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Saint Martin,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Saint Pierre and Miquelon,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Saint Vincent and the Grenadines,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,"Samoa, Independent State of",0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,San Marino,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Sao Tome and Principe,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Saudi Arabia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Senegal,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Serbia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Seychelles,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Sierra Leone,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Singapore,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Sint Maarten (Netherlands),0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Slovakia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Slovenia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Solomon Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Slomalia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,South Africa,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Antarctica,South Georgia and the South Sandwich Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,South Sudan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Spain,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Spratly Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Sri Lanka,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Sudan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,Suriname,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Svalbard & Jan Mayen Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Swaziland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Sweden,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Switzerland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Syria,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Taiwan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Tajikistan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Tanzania,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Thailand,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Timor-Leste,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Togo,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Tokelau,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Tonga,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Trinidad and Tobago,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Tunisia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Turkey,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Turkmenistan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,Turks and Caicos Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Tuvalu,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Uganda,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,Ukraine,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,UAE,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Europe,UK,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,United Nations Neutral Zone,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,United States Minor Outlying Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,USA,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,North America,United States Virgin Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,Uruguay,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Uzbekistan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Oceania,Vanuatu,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,South America,Venezuela,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Vietnam,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
