PolicyReference,SectionReference,YOA,CoverageName,TriFocusName,Division,RateChangeDivisor,SettlementCurrency,WrittenOrEstimatPrem,TotalIncurred,RateChangeReformat,WEPOnLevel,Index,TotalWrittenIfNotSignedMultiplier,TotalWEP
LH034A23,LH034A23ENFM,2023,General Specie,Fine Art and Specie,Property Risks,1,EUR,34870.7238,0,1,34870.7238,LH034AENFM,1,34870.7238
LH034A23,LH034A23FNFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1,EUR,418448.685,43620.7083,1,418448.685,LH034AFNFJ,1,418448.685
LH034A23,LH034A23GNYJ,2023,Cash In Transit,Fine Art and Specie,Property Risks,1,EUR,0,0,1,0,LH034AGNYJ,1,0
LH034A23,LH034A23HNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,EUR,55793.158,0,1,55793.158,LH034AHNFR,1,55793.158
LH034A23,LH034A23INUJ,2023,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,GBP,0,0,1,0,LH034AINUJ,1,0
LH034A23,LH034A23JNZP,2023,Jewellers El Pl,Jewellers,Property Risks,1,GBP,0,0,1,0,LH034AJNZP,1,0
LH034A23,LH034A23KNZP,2023,Jewellers El Pl,Jewellers,Property Risks,1,GBP,0,0,1,0,LH034AKNZP,1,0
LH034A23,LH034A23ANFM,2023,General Specie,Fine Art and Specie,Property Risks,1,GBP,255270,24475.25,1,255270,LH034AANFM,1,255270
LH034A23,LH034A23BNFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1,GBP,63817.5,3613.8715,1,63817.5,LH034ABNFJ,1,63817.5
LH034A23,LH034A23CNYJ,2023,Cash In Transit,Fine Art and Specie,Property Risks,1,GBP,0,0,1,0,LH034ACNYJ,1,0
LH034A23,LH034A23DNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,648811.25,457395.3243,1,648811.25,LH034ADNFR,1,648811.25
JFV93H23,JFV93H23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,35201.4102,0,1,35201.4102,JFV93HANFR,0.5,70402.8204
JFV93H23,JFV93H23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,5041.0655,0,1,5041.0655,JFV93HBNFR,0.5,10082.131
SJ010J23ANFM,SJ010J23ANFM-01,2023,General Specie,Jewellers,Property Risks,0,USD,17650.9148,0,1,17650.9148,SJ010JM-01,0.25,70603.6592
YJ121G23,YJ121G23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1.146267014,EUR,77422.2743,66418.8238,1.146267014,88746.59914,YJ121GANFJ,1,77422.2743
YF171A23,YF171A23CNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,EUR,9.1354,0,1,9.1354,YF171ACNUZ,1,9.1354
YF171A23,YF171A23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,EUR,439.7624,0,1,439.7624,YF171AANFR,1,439.7624
YF171A23,YF171A23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,EUR,63.0537,0,1,63.0537,YF171ABNFR,1,63.0537
YF171A23,YF171A23DNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,EUR,2963.3293,0,1,2963.3293,YF171ADNFR,1,2963.3293
YH164V23,YH164V23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1.031583023,EUR,2485.4163,0,1.031583023,2563.91326,YH164VBNFR,1,2485.4163
YH176Z23,YH176Z23CNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1.3,EUR,86.9461,0,1.3,113.02993,YH176ZCNUZ,1,86.9461
YH164V23,YH164V23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1.031582031,EUR,17559.9584,0,1.031582031,18114.53755,YH164VANFR,1,17559.9584
YH164V23,YH164V23CNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1.032354965,EUR,3958.649,0,1.032354965,4086.730951,YH164VCNUZ,1,3958.649
YJ152N23,YJ152N23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,0.994000015,EUR,224.4426,0,0.994000015,223.0959478,YJ152NBNFR,1,224.4426
YJ152N23,YJ152N23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,0.994000015,EUR,1606.0859,1736.752,0.994000015,1596.449409,YJ152NANFR,1,1606.0859
JDD85G23,JDD85G23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,39149.5832,44550.409,1,39149.5832,JDD85GANFR,0.099999998,391495.8413
YG179E23,YG179E23CNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,EUR,46.5015,0,1,46.5015,YG179ECNUZ,1,46.5015
YG179E23,YG179E23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1,EUR,2179.7594,0,1,2179.7594,YG179EANFJ,1,2179.7594
YG179E23,YG179E23BNFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1,EUR,320.8606,0,1,320.8606,YG179EBNFJ,1,320.8606
B7338X23,B7338X23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1,EUR,441637.0379,0,1,441637.0379,B7338XANFJ,1,441637.0379
B6830X23,B6830X23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,74010.2025,0,1,74010.2025,B6830XANFR,0.029885,2476500
B8181C23,B8181C23CNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,37283.3344,0,1,37283.3344,B8181CCNFR,1,37283.3344
B8181C23,B8181C23ENFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,35737.049,0,1,35737.049,B8181CENFR,1,35737.049
JFX99D23,JFX99D23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,6758.107,0,1,6758.107,JFX99DANFR,0.37500001,18021.61819
JDA84A23,JDA84A23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1.025,GBP,12083.5274,0,1.025,12385.61559,JDA84AANFJ,0.5,24167.0548
SJ009J23ANFM,SJ009J23ANFM-01,2023,General Specie,Jewellers,Property Risks,0,USD,10394.0219,0,1,10394.0219,SJ009JM-01,0.25,41576.0876
B7714E23,B7714E23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,21768.825,977.5939,1,21768.825,B7714EBNFR,0.0538,404625
YU113G23,YU113G23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,0,EUR,1628.205,0,1,1628.205,YU113GANFR,1,1628.205
YU113G23,YU113G23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,0,EUR,239.6718,0,1,239.6718,YU113GBNFR,1,239.6718
LB024B23,LB024B23DNZR,2023,Fine Art & Specie El Pl,Fine Art and Specie,Property Risks,1,USD,0,0,1,0,LB024BDNZR,1,0
LB040A23,LB040A23ANFM,2023,General Specie,Fine Art and Specie,Property Risks,1.02,USD,146506.1175,0,1.02,149436.2399,LB040AANFM,0.3,488353.725
LB040A23,LB040A23BNYJ,2023,Cash In Transit,Fine Art and Specie,Property Risks,1.02,USD,0,0,1.02,0,LB040ABNYJ,0.3,0
B7714E23,B7714E23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,152965.3126,21173.3949,1,152965.3126,B7714EANFR,0.05379,2843750.002
B8034E23,B8034E23DNUA,2023,Jewellers Stand Alone Terrorism,Jewellers,Property Risks,1,EUR,0,0,1,0,B8034EDNUA,1,0
B8034E23,B8034E23GNZR,2023,Fine Art & Specie El Pl,Fine Art and Specie,Property Risks,1,EUR,0,0,1,0,B8034EGNZR,1,0
B8034E23,B8034E23FNZP,2023,Jewellers El Pl,Jewellers,Property Risks,1,EUR,0,0,1,0,B8034EFNZP,1,0
B8034E23,B8034E23BNFM,2023,General Specie,Fine Art and Specie,Property Risks,1,EUR,0,0,1,0,B8034EBNFM,1,0
YU113G23,YU113G23DNFR,2023,Fine Art,Fine Art and Specie,Property Risks,0,EUR,503.384,0,1,503.384,YU113GDNFR,1,503.384
YL201F23,YL201F23DNFJ,2023,Jewellers - Retail,Jewellers,Property Risks,0,EUR,238.2064,0,1,238.2064,YL201FDNFJ,1,238.2064
B7860Q23,B7860Q23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,571500,121077.228,1,571500,B7860QANFR,1,571500
JCN52C23,JCN52C23BNUJ,2023,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,USD,51.987,0,1,51.987,JCN52CBNUJ,0.08461538,614.3918517
JCT63H23,JCT63H23ANYJ,2023,Cash In Transit,Fine Art and Specie,Property Risks,1,USD,35665.3957,0,1,35665.3957,JCT63HANYJ,0.019756,1805294.4
JCT61L23,JCT61L23BNYJ,2023,Cash In Transit,Fine Art and Specie,Property Risks,1,USD,41244.8842,0,1,41244.8842,JCT61LBNYJ,0.019652,2098762.641
JCT61L23,JCT61L23CNFM,2023,General Specie,Fine Art and Specie,Property Risks,1,USD,15753.2837,2217.1284,1,15753.2837,JCT61LCNFM,0.0196523,801600.001
JCT61L23,JCT61L23ANUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,0,0,1,0,JCT61LANUZ,0.019652,0
JCT63H23,JCT63H23ANUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,0,0,1,0,JCT63HANUZ,0.019756,0
JCT63H23,JCT63H23BNYJ,2023,Cash In Transit,Fine Art and Specie,Property Risks,1,USD,9588.9876,0,1,9588.9876,JCT63HBNYJ,0.019756,485370.9113
JCT63H23,JCT63H23CNFM,2023,General Specie,Fine Art and Specie,Property Risks,1,USD,3793.152,0,1,3793.152,JCT63HCNFM,0.019756,192000
JCT61L23,JCT61L23ANYJ,2023,Cash In Transit,Fine Art and Specie,Property Risks,1,USD,183035.9214,5416.5736,1,183035.9214,JCT61LANYJ,0.019632349,9323180.048
LH025C23,LH025C23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,111125,0,1,111125,LH025CANFR,0.25,444500
LH025C23,LH025C23BNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,GBP,0,0,1,0,LH025CBNUZ,0.25,0
LJ027X23,LJ027X23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1,GBP,108507.8537,0,1,108507.8537,LJ027XANFJ,0.70000001,155011.2174
LJ028F23,LJ028F23ANFM,2023,General Specie,Fine Art and Specie,Property Risks,1,GBP,108507.8537,0,1,108507.8537,LJ028FANFM,0.70000001,155011.2174
B6830X23,B6830X23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,70879.0016,4517.1161,1,70879.0016,B6830XBNFR,0.029885,2371724.999
B6830X23,B6830X23BNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,GBP,0,0,1,0,B6830XBNUZ,0.029885,0
B6830X23,B6830X23ANUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,GBP,0,0,1,0,B6830XANUZ,0.029885,0
B7541L23,B7541L23INUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,USD,0,0,1,0,B7541LINUZ,1,0
B7543H23,B7543H23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,30375,0,1,30375,B7543HANFR,0.09,337500
B7543H23,B7543H23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,32375,0,1,32375,B7543HBNFR,0.1,323750
B7860Q23,B7860Q23ANUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,GBP,0,0,1,0,B7860QANUZ,1,0
B7860Q23,B7860Q23BNZR,2023,Fine Art & Specie El Pl,Fine Art and Specie,Property Risks,1,GBP,0,0,1,0,B7860QBNZR,1,0
B7541L23,B7541L23DNFM,2023,General Specie,Fine Art and Specie,Property Risks,1,USD,0,0,1,0,B7541LDNFM,1,0
B7541L23,B7541L23ENFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,0,0,1,0,B7541LENFR,1,0
B7541L23,B7541L23FNYJ,2023,Cash In Transit,Fine Art and Specie,Property Risks,1,USD,0,0,1,0,B7541LFNYJ,1,0
B7541L23,B7541L23GNUJ,2023,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1,USD,0,0,1,0,B7541LGNUJ,1,0
B7541L23,B7541L23HNUA,2023,Jewellers Stand Alone Terrorism,Jewellers,Property Risks,1,USD,0,0,1,0,B7541LHNUA,1,0
J9999A23,J9999A23BFFJ,2023,Jewellers - Retail,Jewellers,Property Risks,0,USD,0,0,1,0,J9999ABFFJ,1,0
JCY65J23,JCY65J23ANFM,2023,General Specie,Fine Art and Specie,Property Risks,1,USD,31292.5398,0,1,31292.5398,JCY65JANFM,0.07458843,419536.1104
JCY65J23,JCY65J23BNFM,2023,General Specie,Fine Art and Specie,Property Risks,1,USD,2354.8412,0,1,2354.8412,JCY65JBNFM,0.07458843,31571.13241
W9683023PNFR,W9683023PNFR-01,2023,Miscellaneous,Fine Art and Specie,Property Risks,1.16,EUR,9185.8087,0,1.16,10655.53809,W96830R-01,1,9185.8087
SJ002J23ANFR,SJ002J23ANFR-01,2023,Fine Art,Jewellers,Property Risks,1.0031,USD,17388.6363,0,1.0031,17442.54107,SJ002JR-01,0.975,17834.49877
SJ001J23ANFJ,SJ001J23ANFJ-01,2023,Jewellers Block,Jewellers,Property Risks,1.001,USD,82232.4558,0,1.001,82314.68826,SJ001JJ-01,0.95,86560.47979
SJ003J23ANFR,SJ003J23ANFR-01,2023,Fine Art,Jewellers,Property Risks,1.0061,USD,1753.7245,0,1.0061,1764.422219,SJ003JR-01,0.975,1798.691795
SJ005J23ANFM,SJ005J23ANFM-01,2023,General Specie,Jewellers,Property Risks,0,USD,25680.5593,0,1,25680.5593,SJ005JM-01,0.495,51879.91778
YH164V23,YH164V23DNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1.03,EUR,26.8224,0,1.03,27.627072,YH164VDNFR,1,26.8224
SJ008J23ANFJ,SJ008J23ANFJ-01,2023,Jewellers Block,Jewellers,Property Risks,0,USD,3691.0147,0,1,3691.0147,SJ008JJ-01,0.4,9227.53675
SJ007J23ANFM,SJ007J23ANFM-01,2023,General Specie,Jewellers,Property Risks,0,USD,1092.8936,0,1,1092.8936,SJ007JM-01,0.4,2732.234
SJ004J23ANFJ,SJ004J23ANFJ-01,2023,Jewellers Block,Jewellers,Property Risks,0,USD,19818.034,0,1,19818.034,SJ004JJ-01,0.497,39875.31992
SJ006J23ANFJ,SJ006J23ANFJ-01,2023,Jewellers Block,Jewellers,Property Risks,0,USD,82295.6345,0,1,82295.6345,SJ006JJ-01,0.995,82709.1804
BA027L23,BA027L23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,EUR,743275.5825,254560.7556,1,743275.5825,BA027LANFR,1,743275.5825
JDB52Z23,JDB52Z23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,EUR,18344.3198,0,1,18344.3198,JDB52ZANFR,0.140000002,131030.8535
YJ184G23,YJ184G23CNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,EUR,76.314,0,1,76.314,YJ184GCNUZ,1,76.314
YJ152N23,YJ152N23CNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,0.994000015,EUR,32.5258,0,0.994000015,32.3306457,YJ152NCNUZ,1,32.5258
YL201F23,YL201F23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1.308238068,EUR,671.4495,0,1.308238068,878.4157964,YL201FANFJ,1,671.4495
YL201F23,YL201F23BNFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1.308182983,EUR,96.2682,0,1.308182983,125.9364211,YL201FBNFJ,1,96.2682
YL201F23,YL201F23CNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1.307993927,EUR,13.9497,0,1.307993927,18.24612288,YL201FCNUZ,1,13.9497
YM122L23,YM122L23CNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,EUR,13.8663,0,1,13.8663,YM122LCNUZ,1,13.8663
YM122L23,YM122L23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,EUR,628.4473,0,1,628.4473,YM122LANFR,1,628.4473
YM122L23,YM122L23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,EUR,95.6989,0,1,95.6989,YM122LBNFR,1,95.6989
JGG75V23,JGG75V23ANFM,2023,General Specie,Fine Art and Specie,Property Risks,1,USD,28697.9176,0,1,28697.9176,JGG75VANFM,0.161111116,178124.9999
B6633V23,B6633V23ONFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1,USD,1700000,0,1,1700000,B6633VONFJ,1,1700000
JEF17G23,JEF17G23ANFM,2023,General Specie,Fine Art and Specie,Property Risks,1,USD,41391.702,0,1,41391.702,JEF17GANFM,0.12,344930.85
JEF17G23,JEF17G23BNFM,2023,General Specie,Fine Art and Specie,Property Risks,1,USD,8048.3865,0,1,8048.3865,JEF17GBNFM,0.12,67069.8875
W9683023PNFR,W9683023PNFR-02,2023,Miscellaneous,Fine Art and Specie,Property Risks,1.16,EUR,1389.4545,0,1.16,1611.76722,W96830R-02,1,1389.4545
W9683023PNFR,W9683023PNFR-03,2023,Miscellaneous,Fine Art and Specie,Property Risks,1.16,EUR,1507.0318,0,1.16,1748.156888,W96830R-03,1,1507.0318
W9683023PNFR,W9683023PNFR-04,2023,Miscellaneous,Fine Art and Specie,Property Risks,1.16,EUR,4915.8765,0,1.16,5702.41674,W96830R-04,1,4915.8765
BA027L23,BA027L23BNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,EUR,0,0,1,0,BA027LBNUZ,1,0
BA027L23,BA027L23CNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1,EUR,0,0,1,0,BA027LCNUZ,1,0
SJ015J23ANFR,SJ015J23ANFR-01,2023,Fine Art,Jewellers,Property Risks,1.0089,USD,20520.5512,0,1.0089,20703.18411,SJ015JR-01,0.9,22800.61244
SJ011J23ANFJ,SJ011J23ANFJ-01,2023,Jewellers Block,Jewellers,Property Risks,0.9077,USD,15188.0608,0,0.9077,13786.20279,SJ011JJ-01,0.25,60752.2432
YF179F23,YF179F23CNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,1.12990097,EUR,61.4647,0,1.12990097,69.44902418,YF179FCNUZ,1,61.4647
YU113G23,YU113G23CNUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,0,EUR,34.7378,0,1,34.7378,YU113GCNUZ,1,34.7378
YJ152N23,YJ152N23DNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,EUR,335.934,0,1,335.934,YJ152NDNFR,1,335.934
B7411B23,B7411B23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,50744.3409,0,1,50744.3409,B7411BANFR,0.26616826,190647.6035
B7411B23,B7411B23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,49470.3946,0,1,49470.3946,B7411BBNFR,0.26616826,185861.3593
B0996C23,B0996C23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1.01,GBP,8917314.1,2196344.034,1.01,9006487.241,B0996CANFJ,0.83999996,10615850.63
JNP26Z23,JNP26Z23ANYJ,2023,Cash In Transit,Fine Art and Specie,Property Risks,1,USD,12600.0003,0,1,12600.0003,JNP26ZANYJ,0.15555556,80999.99961
L0981K23,L0981K23CNFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1,EUR,835811.9,47795.6864,1,835811.9,L0981KCNFJ,1,835811.9
JMT32L23,JMT32L23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,EUR,9460.5223,0,1,9460.5223,JMT32LANFR,1,9460.5223
YG179E23,YG179E23DNFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1,EUR,103.334,0,1,103.334,YG179EDNFJ,1,103.334
LAH62F23,LAH62F23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1,GBP,120400.9915,3829.8052,1,120400.9915,LAH62FANFJ,0.6,200668.3192
LB040A23,LB040A23ENFM,2023,General Specie,Fine Art and Specie,Property Risks,1.02,USD,7770,0,1.02,7925.4,LB040AENFM,0.3,25900
LB040A23,LB040A23ENUJ,2023,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1.02,USD,0,0,1.02,0,LB040AENUJ,0.3,0
LB040A23,LB040A23FNYJ,2023,Cash In Transit,Fine Art and Specie,Property Risks,1.02,USD,0,0,1.02,0,LB040AFNYJ,0.3,0
LB040A23,LB040A23ANUJ,2023,Jewellers Block & Homeowners US Terrorism (TRIA),Jewellers,Property Risks,1.02,USD,2026.62,0,1.02,2067.1524,LB040AANUJ,0.3,6755.4
LB040A23,LB040A23CNFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1.02,USD,0,0,1.02,0,LB040ACNFJ,0.3,0
LB040A23,LB040A23DNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1.02,USD,60750,55650.7651,1.02,61965,LB040ADNFR,0.3,202500
LB024B23,LB024B23CNZR,2023,Fine Art & Specie El Pl,Fine Art and Specie,Property Risks,1,USD,0,0,1,0,LB024BCNZR,1,0
LAH62F23,LAH62F23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,147156.7691,22304.865,1,147156.7691,LAH62FBNFR,0.77000001,191112.6848
LB024B23,LB024B23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,80500,0,1,80500,LB024BANFR,1,80500
LB024B23,LB024B23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,0,0,1,0,LB024BBNFR,1,0
LB040A23,LB040A23GNFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1.02,USD,32051.25,0,1.02,32692.275,LB040AGNFJ,0.3,106837.5
LB040A23,LB040A23HNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1.02,USD,0,2068.8301,1.02,0,LB040AHNFR,0.3,0
L4576J23,L4576J23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1,GBP,22445.4406,0,1,22445.4406,L4576JANFJ,1,22445.4406
W9221I23PNFR,W9221I23PNFR-01,2023,Miscellaneous,Fine Art and Specie,Property Risks,1,EUR,7861.1773,0,1,7861.1773,W9221IR-01,1,7861.1773
B2159X23,B2159X23ANFD,2023,Art Dealers,Jewellers,Property Risks,1.01,GBP,87630,0,1.01,88506.3,B2159XANFD,1,87630
B2159X23,B2159X23BNZP,2023,Jewellers El Pl,Jewellers,Property Risks,1.01,GBP,0,0,1.01,0,B2159XBNZP,1,0
YB050L23,YB050L23CPUZ,2023,Fine Art & Specie TRIA,Fine Art and Specie,Property Risks,0.99009903,EUR,4468.0991,0,0.99009903,4423.860583,YB050LCPUZ,0.3,14893.66367
B8208F23,B8208F23CNFM,2023,General Specie,Fine Art and Specie,Property Risks,1,USD,0,0,1,0,B8208FCNFM,1,0
B8208F23,B8208F23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1,USD,178000,0,1,178000,B8208FANFJ,1,178000
B8208F23,B8208F23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,0,0,1,0,B8208FBNFR,1,0
B8208F23,B8208F23DNYJ,2023,Cash In Transit,Fine Art and Specie,Property Risks,1,USD,0,0,1,0,B8208FDNYJ,1,0
LJ025B23,LJ025B23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,325523.5614,102.5006,1,325523.5614,LJ025BANFR,0.70000001,465033.6525
B1456N23,B1456N23DNFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,69399.8173,0,1,69399.8173,B1456NDNFR,1,69399.8173
JJN81E23,JJN81E23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,0,USD,8121.7108,0,1,8121.7108,JJN81EANFJ,0.75000001,10828.94759
JFW29J23,JFW29J23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,7583.4,0,1,7583.4,JFW29JANFR,0.5,15166.8
JFW30B23,JFW30B23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,7603.875,0,1,7603.875,JFW30BANFR,0.5,15207.75
JFW30B23,JFW30B23BNZS,2023,Residual Value,Fine Art and Specie,Property Risks,1,USD,7603.875,0,1,7603.875,JFW30BBNZS,0.5,15207.75
W7761023PNFJ,W7761023PNFJ-01,2023,Miscellaneous,Jewellers,Property Risks,0.9689,USD,44226.26,0,0.9689,42850.82331,W77610J-01,0.7,63180.37143
JJM83H23,JJM83H23BNFR,2023,Fine Art,Fine Art and Specie,Property Risks,0,EUR,1520.7435,0,1,1520.7435,JJM83HBNFR,1,1520.7435
JJM83H23,JJM83H23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,0,EUR,2197.4743,0,1,2197.4743,JJM83HANFR,1,2197.4743
SJ012J23ANFJ,SJ012J23ANFJ-01,2023,Jewellers Block,Jewellers,Property Risks,0,USD,690.8025,0,1,690.8025,SJ012JJ-01,0.29,2382.077586
JJR76Z23,JJR76Z23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,0,USD,8521.875,0,1,8521.875,JJR76ZANFR,0.5,17043.75
JJR76Z23,JJR76Z23BNZS,2023,Residual Value,Fine Art and Specie,Property Risks,0,USD,8521.875,0,1,8521.875,JJR76ZBNZS,0.5,17043.75
JJN92Z23,JJN92Z23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,0,USD,1078.367,0,1,1078.367,JJN92ZANFJ,0.75000001,1437.822647
JJN98H23,JJN98H23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,0,USD,5118.4401,0,1,5118.4401,JJN98HANFJ,0.75000001,6824.586709
W0356L23PNFR,W0356L23PNFR-01,2023,Miscellaneous,Fine Art and Specie,Property Risks,0,EUR,717.3292,0,1,717.3292,W0356LR-01,1,717.3292
JAA98C23,JAA98C23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1.02,GBP,19567.2827,0,1.02,19958.62835,JAA98CANFR,0.143999996,135883.9112
SJ013J23ANFJ,SJ013J23ANFJ-01,2023,Jewellers Block,Jewellers,Property Risks,0,USD,1534.3334,0,1,1534.3334,SJ013JJ-01,0.29,5290.804828
JAD78J23,JAD78J23ANFJ,2023,Jewellers - Retail,Jewellers,Property Risks,1,GBP,17067.4337,0,1,17067.4337,JAD78JANFJ,0.126000004,135455.8189
JJN46C23,JJN46C23ANFM,2023,General Specie,Fine Art and Specie,Property Risks,0,USD,77976.6413,0,1,77976.6413,JJN46CANFM,0.15,519844.2753
JAH64C23,JAH64C23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,23806.9861,0,1,23806.9861,JAH64CANFR,0.110000004,216427.1393
JAH63Q23,JAH63Q23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,USD,43457.7195,0,1,43457.7195,JAH63QANFR,0.199999995,217288.6026
JAB79L23,JAB79L23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1,GBP,6836.704,0,1,6836.704,JAB79LANFR,0.333299999,20512.16327
JXE17S23,JXE17S23ANYJ,2023,Cash In Transit,Fine Art and Specie,Property Risks,1,USD,11287.5003,0,1,11287.5003,JXE17SANYJ,0.10714286,105350
JGA80D23,JGA80D23ANFR,2023,Fine Art,Fine Art and Specie,Property Risks,1.06,USD,20539.6124,2309.769,1.06,21771.98914,JGA80DANFR,0.666599998,30812.49992
W036V023PNFP,W036V023PNFP-01,2023,Miscellaneous,Jewellers,Property Risks,0,EUR,1446.1608,0,1,1446.1608,W036V0P-01,1,1446.1608
SJ014J23ANFJ,SJ014J23ANFJ-01,2023,Jewellers Block,Jewellers,Property Risks,0,USD,777.9811,0,1,777.9811,SJ014JJ-01,0.29,2682.693448
