coverage_label,coverage_name,us_international,product,class,surcharge
General Liability,general_liability,US,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.1
Product Liability,product_liability,US,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.01
E&O,eo,US,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.15
Sexual Abuse,sexual_abuse,US,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.1
TRIA,tria,US,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.02
Stop Gap,stop_gap,US,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.01
Employers Liability,employers_liability,US,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.05
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.005
Punitive Damages,punitive_damages,US,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.1
Product Liability,product_liability,International,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.01
E&O/Professional Indemnity,eo,International,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.15
Sexual Abuse,sexual_abuse,International,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.1
TRIA,tria,International,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.0
Stop Gap,stop_gap,International,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.0
Employers Liability,employers_liability,International,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.05
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.005
Punitive Damages,punitive_damages,International,Misc Med,Schools - Allied Medical Training/Nursing/Mid-Level,0.1
Professional Liability,professional_liability,US,Misc Med,Schools - Beauty,1.0
General Liability,general_liability,US,Misc Med,Schools - Beauty,0.1
Product Liability,product_liability,US,Misc Med,Schools - Beauty,0.01
E&O,eo,US,Misc Med,Schools - Beauty,0.15
Sexual Abuse,sexual_abuse,US,Misc Med,Schools - Beauty,0.1
TRIA,tria,US,Misc Med,Schools - Beauty,0.02
Stop Gap,stop_gap,US,Misc Med,Schools - Beauty,0.01
Employers Liability,employers_liability,US,Misc Med,Schools - Beauty,0.05
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Schools - Beauty,0.005
Punitive Damages,punitive_damages,US,Misc Med,Schools - Beauty,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Schools - Beauty,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Schools - Beauty,0.1
Product Liability,product_liability,International,Misc Med,Schools - Beauty,0.01
E&O/Professional Indemnity,eo,International,Misc Med,Schools - Beauty,0.15
Sexual Abuse,sexual_abuse,International,Misc Med,Schools - Beauty,0.1
TRIA,tria,International,Misc Med,Schools - Beauty,0.0
Stop Gap,stop_gap,International,Misc Med,Schools - Beauty,0.0
Employers Liability,employers_liability,International,Misc Med,Schools - Beauty,0.05
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Schools - Beauty,0.005
Punitive Damages,punitive_damages,International,Misc Med,Schools - Beauty,0.1
Professional Liability,professional_liability,US,Misc Med,Schools - Physicians/Dentists,1.0
General Liability,general_liability,US,Misc Med,Schools - Physicians/Dentists,0.1
Product Liability,product_liability,US,Misc Med,Schools - Physicians/Dentists,0.01
E&O,eo,US,Misc Med,Schools - Physicians/Dentists,0.15
Sexual Abuse,sexual_abuse,US,Misc Med,Schools - Physicians/Dentists,0.05
TRIA,tria,US,Misc Med,Schools - Physicians/Dentists,0.02
Stop Gap,stop_gap,US,Misc Med,Schools - Physicians/Dentists,0.01
Employers Liability,employers_liability,US,Misc Med,Schools - Physicians/Dentists,0.05
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Schools - Physicians/Dentists,0.005
Punitive Damages,punitive_damages,US,Misc Med,Schools - Physicians/Dentists,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Schools - Physicians/Dentists,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Schools - Physicians/Dentists,0.1
Product Liability,product_liability,International,Misc Med,Schools - Physicians/Dentists,0.01
E&O/Professional Indemnity,eo,International,Misc Med,Schools - Physicians/Dentists,0.15
Sexual Abuse,sexual_abuse,International,Misc Med,Schools - Physicians/Dentists,0.05
TRIA,tria,International,Misc Med,Schools - Physicians/Dentists,0.0
Stop Gap,stop_gap,International,Misc Med,Schools - Physicians/Dentists,0.0
Employers Liability,employers_liability,International,Misc Med,Schools - Physicians/Dentists,0.05
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Schools - Physicians/Dentists,0.005
Punitive Damages,punitive_damages,International,Misc Med,Schools - Physicians/Dentists,0.1
Professional Liability,professional_liability,US,Misc Med,Social Services Agency - All Other,1.0
General Liability,general_liability,US,Misc Med,Social Services Agency - All Other,0.07
Product Liability,product_liability,US,Misc Med,Social Services Agency - All Other,0.01
E&O,eo,US,Misc Med,Social Services Agency - All Other,0.07
Employers Liability,employers_liability,US,Misc Med,Social Services Agency - All Other,0.05
Stop Gap,stop_gap,US,Misc Med,Social Services Agency - All Other,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Social Services Agency - All Other,0.1
TRIA,tria,US,Misc Med,Social Services Agency - All Other,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Social Services Agency - All Other,0.005
Punitive Damages,punitive_damages,US,Misc Med,Social Services Agency - All Other,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Social Services Agency - All Other,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Social Services Agency - All Other,0.07
Product Liability,product_liability,International,Misc Med,Social Services Agency - All Other,0.01
E&O/Professional Indemnity,eo,International,Misc Med,Social Services Agency - All Other,0.07
Employers Liability,employers_liability,International,Misc Med,Social Services Agency - All Other,0.05
Stop Gap,stop_gap,International,Misc Med,Social Services Agency - All Other,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Social Services Agency - All Other,0.1
TRIA,tria,International,Misc Med,Social Services Agency - All Other,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Social Services Agency - All Other,0.005
Punitive Damages,punitive_damages,International,Misc Med,Social Services Agency - All Other,0.1
Professional Liability,professional_liability,US,Misc Med,Social Services Agency - Foster/Adoption,1.0
General Liability,general_liability,US,Misc Med,Social Services Agency - Foster/Adoption,0.07
Product Liability,product_liability,US,Misc Med,Social Services Agency - Foster/Adoption,0.01
E&O,eo,US,Misc Med,Social Services Agency - Foster/Adoption,0.07
Employers Liability,employers_liability,US,Misc Med,Social Services Agency - Foster/Adoption,0.05
Stop Gap,stop_gap,US,Misc Med,Social Services Agency - Foster/Adoption,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Social Services Agency - Foster/Adoption,0.1
TRIA,tria,US,Misc Med,Social Services Agency - Foster/Adoption,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Social Services Agency - Foster/Adoption,0.005
Punitive Damages,punitive_damages,US,Misc Med,Social Services Agency - Foster/Adoption,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Social Services Agency - Foster/Adoption,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Social Services Agency - Foster/Adoption,0.07
Product Liability,product_liability,International,Misc Med,Social Services Agency - Foster/Adoption,0.01
E&O/Professional Indemnity,eo,International,Misc Med,Social Services Agency - Foster/Adoption,0.07
Employers Liability,employers_liability,International,Misc Med,Social Services Agency - Foster/Adoption,0.05
Stop Gap,stop_gap,International,Misc Med,Social Services Agency - Foster/Adoption,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Social Services Agency - Foster/Adoption,0.1
TRIA,tria,International,Misc Med,Social Services Agency - Foster/Adoption,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Social Services Agency - Foster/Adoption,0.005
Punitive Damages,punitive_damages,International,Misc Med,Social Services Agency - Foster/Adoption,0.1
Professional Liability,professional_liability,US,Misc Med,Stem Cells,1.0
General Liability,general_liability,US,Misc Med,Stem Cells,0.1
Product Liability,product_liability,US,Misc Med,Stem Cells,0.05
E&O,eo,US,Misc Med,Stem Cells,0.05
Employers Liability,employers_liability,US,Misc Med,Stem Cells,0.05
Stop Gap,stop_gap,US,Misc Med,Stem Cells,0.01
Sexual Abuse,sexual_abuse,US,Misc Med,Stem Cells,0.05
TRIA,tria,US,Misc Med,Stem Cells,0.02
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Stem Cells,0.005
Punitive Damages,punitive_damages,US,Misc Med,Stem Cells,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Stem Cells,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Stem Cells,0.1
Product Liability,product_liability,International,Misc Med,Stem Cells,0.05
E&O/Professional Indemnity,eo,International,Misc Med,Stem Cells,0.05
Employers Liability,employers_liability,International,Misc Med,Stem Cells,0.05
Stop Gap,stop_gap,International,Misc Med,Stem Cells,0.0
Sexual Abuse,sexual_abuse,International,Misc Med,Stem Cells,0.05
TRIA,tria,International,Misc Med,Stem Cells,0.0
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Stem Cells,0.005
Punitive Damages,punitive_damages,International,Misc Med,Stem Cells,0.1
Professional Liability,professional_liability,US,Virtual Care,Store & Forward,1.0
General Liability,general_liability,US,Virtual Care,Store & Forward,0.05
Product Liability,product_liability,US,Virtual Care,Store & Forward,0.03
E&O,eo,US,Virtual Care,Store & Forward,0.1
Sexual Abuse,sexual_abuse,US,Virtual Care,Store & Forward,0.1
TRIA,tria,US,Virtual Care,Store & Forward,0.02
Stop Gap,stop_gap,US,Virtual Care,Store & Forward,0.01
Employers Liability,employers_liability,US,Virtual Care,Store & Forward,0.0
Employee Benefits Liability,employee_benefits_liability,US,Virtual Care,Store & Forward,0.005
Punitive Damages,punitive_damages,US,Virtual Care,Store & Forward,0.0
Professional Liability/Medical Malpractice,professional_liability,International,Virtual Care,Store & Forward,1.0
General Liability/Public Liability,general_liability,International,Virtual Care,Store & Forward,0.05
Product Liability,product_liability,International,Virtual Care,Store & Forward,0.03
E&O/Professional Indemnity,eo,International,Virtual Care,Store & Forward,0.1
Sexual Abuse,sexual_abuse,International,Virtual Care,Store & Forward,0.1
TRIA,tria,International,Virtual Care,Store & Forward,0.0
Stop Gap,stop_gap,International,Virtual Care,Store & Forward,0.0
Employers Liability,employers_liability,International,Virtual Care,Store & Forward,0.05
Employee Benefits Liability,employee_benefits_liability,International,Virtual Care,Store & Forward,0.005
Punitive Damages,punitive_damages,International,Virtual Care,Store & Forward,0.1
Professional Liability,professional_liability,US,Misc Med,Surgery Center,1.0
General Liability,general_liability,US,Misc Med,Surgery Center,0.06
Product Liability,product_liability,US,Misc Med,Surgery Center,0.01
E&O,eo,US,Misc Med,Surgery Center,0.05
Sexual Abuse,sexual_abuse,US,Misc Med,Surgery Center,0.1
TRIA,tria,US,Misc Med,Surgery Center,0.02
Stop Gap,stop_gap,US,Misc Med,Surgery Center,0.01
Employers Liability,employers_liability,US,Misc Med,Surgery Center,0.05
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Surgery Center,0.005
Punitive Damages,punitive_damages,US,Misc Med,Surgery Center,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Surgery Center,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Surgery Center,0.06
Product Liability,product_liability,International,Misc Med,Surgery Center,0.01
E&O/Professional Indemnity,eo,International,Misc Med,Surgery Center,0.05
Sexual Abuse,sexual_abuse,International,Misc Med,Surgery Center,0.1
TRIA,tria,International,Misc Med,Surgery Center,0.0
Stop Gap,stop_gap,International,Misc Med,Surgery Center,0.0
Employers Liability,employers_liability,International,Misc Med,Surgery Center,0.05
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Surgery Center,0.005
Punitive Damages,punitive_damages,International,Misc Med,Surgery Center,0.1
Professional Liability,professional_liability,US,Virtual Care,Technology Companies/Platform Hosts,1.0
General Liability,general_liability,US,Virtual Care,Technology Companies/Platform Hosts,0.05
Product Liability,product_liability,US,Virtual Care,Technology Companies/Platform Hosts,0.03
E&O,eo,US,Virtual Care,Technology Companies/Platform Hosts,0.1
Sexual Abuse,sexual_abuse,US,Virtual Care,Technology Companies/Platform Hosts,0.1
TRIA,tria,US,Virtual Care,Technology Companies/Platform Hosts,0.02
Stop Gap,stop_gap,US,Virtual Care,Technology Companies/Platform Hosts,0.01
Employers Liability,employers_liability,US,Virtual Care,Technology Companies/Platform Hosts,0.0
Employee Benefits Liability,employee_benefits_liability,US,Virtual Care,Technology Companies/Platform Hosts,0.005
Punitive Damages,punitive_damages,US,Virtual Care,Technology Companies/Platform Hosts,0.0
Professional Liability/Medical Malpractice,professional_liability,International,Virtual Care,Technology Companies/Platform Hosts,1.0
General Liability/Public Liability,general_liability,International,Virtual Care,Technology Companies/Platform Hosts,0.05
Product Liability,product_liability,International,Virtual Care,Technology Companies/Platform Hosts,0.03
E&O/Professional Indemnity,eo,International,Virtual Care,Technology Companies/Platform Hosts,0.1
Sexual Abuse,sexual_abuse,International,Virtual Care,Technology Companies/Platform Hosts,0.1
TRIA,tria,International,Virtual Care,Technology Companies/Platform Hosts,0.0
Stop Gap,stop_gap,International,Virtual Care,Technology Companies/Platform Hosts,0.0
Employers Liability,employers_liability,International,Virtual Care,Technology Companies/Platform Hosts,0.05
Employee Benefits Liability,employee_benefits_liability,International,Virtual Care,Technology Companies/Platform Hosts,0.005
Punitive Damages,punitive_damages,International,Virtual Care,Technology Companies/Platform Hosts,0.1
Professional Liability,professional_liability,US,Virtual Care,Teleradiology,1.0
General Liability,general_liability,US,Virtual Care,Teleradiology,0.05
Product Liability,product_liability,US,Virtual Care,Teleradiology,0.03
E&O,eo,US,Virtual Care,Teleradiology,0.1
Sexual Abuse,sexual_abuse,US,Virtual Care,Teleradiology,0.1
TRIA,tria,US,Virtual Care,Teleradiology,0.02
Stop Gap,stop_gap,US,Virtual Care,Teleradiology,0.01
Employers Liability,employers_liability,US,Virtual Care,Teleradiology,0.0
Employee Benefits Liability,employee_benefits_liability,US,Virtual Care,Teleradiology,0.005
Punitive Damages,punitive_damages,US,Virtual Care,Teleradiology,0.0
Professional Liability/Medical Malpractice,professional_liability,International,Virtual Care,Teleradiology,1.0
General Liability/Public Liability,general_liability,International,Virtual Care,Teleradiology,0.05
Product Liability,product_liability,International,Virtual Care,Teleradiology,0.03
E&O/Professional Indemnity,eo,International,Virtual Care,Teleradiology,0.1
Sexual Abuse,sexual_abuse,International,Virtual Care,Teleradiology,0.1
TRIA,tria,International,Virtual Care,Teleradiology,0.0
Stop Gap,stop_gap,International,Virtual Care,Teleradiology,0.0
Employers Liability,employers_liability,International,Virtual Care,Teleradiology,0.05
Employee Benefits Liability,employee_benefits_liability,International,Virtual Care,Teleradiology,0.005
Punitive Damages,punitive_damages,International,Virtual Care,Teleradiology,0.0
Professional Liability,professional_liability,US,Virtual Care,Teleneurology,1.0
General Liability,general_liability,US,Virtual Care,Teleneurology,0.05
Product Liability,product_liability,US,Virtual Care,Teleneurology,0.03
E&O,eo,US,Virtual Care,Teleneurology,0.1
Sexual Abuse,sexual_abuse,US,Virtual Care,Teleneurology,0.1
TRIA,tria,US,Virtual Care,Teleneurology,0.02
Stop Gap,stop_gap,US,Virtual Care,Teleneurology,0.01
Employers Liability,employers_liability,US,Virtual Care,Teleneurology,0.0
Employee Benefits Liability,employee_benefits_liability,US,Virtual Care,Teleneurology,0.005
Punitive Damages,punitive_damages,US,Virtual Care,Teleneurology,0.0
Professional Liability/Medical Malpractice,professional_liability,International,Virtual Care,Teleneurology,1.0
General Liability/Public Liability,general_liability,International,Virtual Care,Teleneurology,0.05
Product Liability,product_liability,International,Virtual Care,Teleneurology,0.03
E&O/Professional Indemnity,eo,International,Virtual Care,Teleneurology,0.1
Sexual Abuse,sexual_abuse,International,Virtual Care,Teleneurology,0.1
TRIA,tria,International,Virtual Care,Teleneurology,0.0
Stop Gap,stop_gap,International,Virtual Care,Teleneurology,0.0
Employers Liability,employers_liability,International,Virtual Care,Teleneurology,0.05
Employee Benefits Liability,employee_benefits_liability,International,Virtual Care,Teleneurology,0.005
Punitive Damages,punitive_damages,International,Virtual Care,Teleneurology,0.0
Professional Liability,professional_liability,US,Misc Med,Wilderness/Recreational Therapy,1.0
General Liability,general_liability,US,Misc Med,Wilderness/Recreational Therapy,0.05
Product Liability,product_liability,US,Misc Med,Wilderness/Recreational Therapy,0.03
E&O,eo,US,Misc Med,Wilderness/Recreational Therapy,0.1
Sexual Abuse,sexual_abuse,US,Misc Med,Wilderness/Recreational Therapy,0.1
TRIA,tria,US,Misc Med,Wilderness/Recreational Therapy,0.02
Stop Gap,stop_gap,US,Misc Med,Wilderness/Recreational Therapy,0.01
Employers Liability,employers_liability,US,Misc Med,Wilderness/Recreational Therapy,0.0
Employee Benefits Liability,employee_benefits_liability,US,Misc Med,Wilderness/Recreational Therapy,0.005
Punitive Damages,punitive_damages,US,Misc Med,Wilderness/Recreational Therapy,0.0
Professional Liability/Medical Malpractice,professional_liability,International,Misc Med,Wilderness/Recreational Therapy,1.0
General Liability/Public Liability,general_liability,International,Misc Med,Wilderness/Recreational Therapy,0.05
Product Liability,product_liability,International,Misc Med,Wilderness/Recreational Therapy,0.03
E&O/Professional Indemnity,eo,International,Misc Med,Wilderness/Recreational Therapy,0.1
Sexual Abuse,sexual_abuse,International,Misc Med,Wilderness/Recreational Therapy,0.1
TRIA,tria,International,Misc Med,Wilderness/Recreational Therapy,0.0
Stop Gap,stop_gap,International,Misc Med,Wilderness/Recreational Therapy,0.0
Employers Liability,employers_liability,International,Misc Med,Wilderness/Recreational Therapy,0.05
Employee Benefits Liability,employee_benefits_liability,International,Misc Med,Wilderness/Recreational Therapy,0.005
Punitive Damages,punitive_damages,International,Misc Med,Wilderness/Recreational Therapy,0.0
Professional Liability,professional_liability,US,Triage,Duty to Defend Hospitals,1.0
General Liability,general_liability,US,Triage,Duty to Defend Hospitals,0.1
Product Liability,product_liability,US,Triage,Duty to Defend Hospitals,0.01
E&O,eo,US,Triage,Duty to Defend Hospitals,0.07
Employers Liability,employers_liability,US,Triage,Duty to Defend Hospitals,0.05
Stop Gap,stop_gap,US,Triage,Duty to Defend Hospitals,0.01
Sexual Abuse,sexual_abuse,US,Triage,Duty to Defend Hospitals,0.1
TRIA,tria,US,Triage,Duty to Defend Hospitals,0.02
Employee Benefits Liability,employee_benefits_liability,US,Triage,Duty to Defend Hospitals,0.005
Punitive Damages,punitive_damages,US,Triage,Duty to Defend Hospitals,0.1
Professional Liability/Medical Malpractice,professional_liability,International,Triage,Duty to Defend Hospitals,1.0
General Liability/Public Liability,general_liability,International,Triage,Duty to Defend Hospitals,0.1
Product Liability,product_liability,International,Triage,Duty to Defend Hospitals,0.01
E&O/Professional Indemnity,eo,International,Triage,Duty to Defend Hospitals,0.07
Employers Liability,employers_liability,International,Triage,Duty to Defend Hospitals,0.05
Stop Gap,stop_gap,International,Triage,Duty to Defend Hospitals,0.0
Sexual Abuse,sexual_abuse,International,Triage,Duty to Defend Hospitals,0.1
TRIA,tria,International,Triage,Duty to Defend Hospitals,0.0
Employee Benefits Liability,employee_benefits_liability,International,Triage,Duty to Defend Hospitals,0.005
Punitive Damages,punitive_damages,International,Triage,Duty to Defend Hospitals,0.1
