eventid,AL,CT,DC,DE,FL,GA,HI,LA,MA,MD,ME,MS,NC,NH,NJ,NY,PA,RI,SC,TX,VA,VT,WV,Caribbean
2875919,0.005318081,0,0,0,0.817915727,0.174825223,0,0,0,0,0,0,0,0,0,0,0,0,7.23E-05,0,0,0,0,0.00186869
2852773,0.083468543,0,0,0,0.369769611,0.232345173,0,0.081130162,0,0,0,0.017132572,0.010531556,0,0,0,0,0,0.193077753,0.012544629,0,0,0,0
2880450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2868282,0,0,0,0,0.959333112,0.007683085,0,0,0,0,0,0,0,0,0,0,0,0,0.022619522,0,0,0,0,0.010364281
2888087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2879431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2870775,0.000123053,0,0,0,0,0,0,0.977370416,0,0,0,0.000475403,0,0,0,0,0,0,0,0.022031129,0,0,0,0
2892000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2873998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809569253,0,0,0,0.190430747
2865342,0.005695501,0,0,0,0.002475942,0.217457152,0,0,0,0,0,0,0.047546755,0,0,0,0,0,0.720892728,0,0,0,0,0.005931921
2891027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2882371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2871293,0.310049534,0,0,0,0.429620452,0.107076838,0,0.105722172,0,0,0,0.043394379,0.001174253,0,0,0,0,0,0,0,0.000609552,0,0.001171882,0.001180939
2856686,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856168,0,0,0,0,0.853004327,0.043117735,0,0,0,0,0,0,0.040267932,0,0,0,0,0,0.05721653,0,0.000155431,0,5.03E-06,0.00623302
2882889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2874233,0.002465085,0,0,0,0.929228981,0.067579769,0,0,0,0,0,0,0,0,0,0,0,0,0.000726165,0,0,0,0,0
2865577,0,0,0,0,0,0,0,0.000832336,0,0,0,0,0,0,0,0,0,0,0,0.951925439,0,0,0,0.047242225
2882136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2873480,0.002837245,0,0,0,0.712495985,0.000720646,0,0.249172829,0,0,0,0.030885277,0,0,0,0,0,0,3.44E-07,0,0,0,0,0.003887675
2864824,0.016841107,0,0,0,0.659600799,0,0,0.007128435,0,0,0,0.291745502,0,0,0,0,0,0,0,0,0,0,0,0.024684157
2849029,0,0,0,0,0.649122334,0,0,7.40E-06,0,0,0,0,0,0,0,0,0,0,0,0.343897804,0,0,0,0.006972464
2890028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2875538,0.007536865,0,0,0,0.169920199,0,0,1.64E-08,0,0,0,4.75E-05,0,0,0,0,0,0,0,0,0,0,0,0.822495411
2867031,0,0,0,0,0.777294063,7.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.001204895,0,0,0,0,0.221422205
2849547,0,0,0,0,0.112728769,0.164425211,0,0,0,0,0,0,0,0,0,0,0,0,0.162708974,0,0,0,0,0.560137046
2850801,0,0,0,0,0,0,0,0.125885729,0,0,0,0,0,0,0,0,0,0,0,0.866850504,0,0,0,0.007263767
2884343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2872026,0,0,0,0,0,0,0,0,0,0.009848289,0,0,0.048730872,0,0,0,0,0,0,0,0.039821787,0,0,0.901599052
2875687,0,0,0,0,0.404714082,0.325851992,0,0,0,1.12E-06,1.82E-08,0,0.053966261,0,0,6.19E-10,0,4.91E-09,0.213926009,0,0.000263676,0,0,0.001276831
2880682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2863370,0,0,0,0,0,0,0,0.000123579,0,0,0,0,0,0,0,0,0,0,0,0.999876421,0,0,0,0
2861598,0.002831862,0,0,0,0.306405837,0.318848387,0,0,0,0,0,4.26E-05,0.02544702,0,0,0,0,0,0.328601259,0,0,0,0,0.017823071
2880164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2852942,0,0,0,0,0.008219865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991780135
2870254,0.001032925,0,0,0,0,0,0,0,0,0,0,0.000361489,0,0,0,0,0,0,0,0,0,0,0,0.998605585
2867549,0,0,0,0,0.932879937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067120063
2886115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2871508,0,0,0,0,0.219328633,0.015252224,0,0,0,0,0,0,0.001064583,0,0,0,0,0,0.010300556,0,0.000302051,0,0.000415613,0.75333634
2877459,0.00900757,0,0,0,0.162415916,0,0,0.427337249,0,0,0,0.060440008,0,0,0,0,0,0,0,0.001227525,0,0,0,0.339571732
2858893,0,0,0,0,0.989716163,4.80E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010283357
2876205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2894771,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858140,0.00249983,0,0,0,0.015910699,0,0,0.628355821,0,0,0,0.008656066,0,0,0,0,0,0,0,0.33921709,0,0,0,0.005360495
2893168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2875856,0,0,0,0,0.000402619,0,0,1.68E-05,0,0,0,0,0,0,0,0,0,0,0,0.820505444,0,0,0,0.179075154
2863201,0.003306869,0,0,0,0.994091256,0.002601876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854545,0,0,0,0,0,0,0,0.101994221,0,0,0,0,0,0,0,0,0,0,0,0.898005779,0,0,0,0
2884512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2847575,0,0,0.000815731,3.12E-05,0.519814278,0.003853624,0,0,0,0.002426987,0,0,0.011341262,0,7.63E-06,0,3.68E-05,0,0.014527737,0,0.008954174,0,7.99E-06,0.438182595
2849198,0,0,0,0,0.26698572,0,0,0,0,0,0,0,0.124172413,0,0,0,0,0,0.593351633,0,1.31E-06,0,0,0.015488929
2863805,0.002122886,0,0,0,4.65E-05,0,0,0.374172979,0,0,0,0.051018599,0,0,0,0,0,0,0,0.000155984,0,0,0,0.57248309
2875252,0,0,0.02800099,0.06641979,0.000549425,0.018182646,0,0,0,0.209612429,0,0,0.088269307,0,0.069249559,0.006823765,0.099772544,0,0.118498774,0,0.283045064,0,0.003463582,0.008112124
2857854,0,0,0,1.44E-06,0.002867072,0.011003664,0,0,0,2.41E-05,0,0,0.280953819,0,1.83E-05,0,0,0,0.704338842,0,0.000755095,0,0,3.77E-05
2855149,0.00040226,0,0,0,0.809127793,0.000972877,0,0.105153146,0,0,0,0.002461073,0,0,0,0,0,0,6.98E-05,0.068791007,0,0,0,0.013022011
2872547,0.012019716,0,0,0,0,0,0,0.667915043,0,0,0,0.32006524,0,0,0,0,0,0,0,0,0,0,0,0
2872461,0,0,0,0,0.907598024,3.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092369584
2883908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2866510,0,0,0,0.016568734,0.567904029,0,0,0,0,0.025837023,0,0,0.367028028,0,0.008001272,0,0,0,0,0,0.014660914,0,0,0
2889859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2866596,0.000386343,0,0,0,0,0,0,0.687650874,0,0,0,0.044249312,0,0,0,0,0,0,0,0.267713471,0,0,0,0
2881117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2881203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2852338,0,0,0,0,0.687539169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00419453,0,0,0,0.308266301
2863656,0.237399192,0,0,0,0.35784685,0.000431975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404321984
2886719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2872312,0.0006989,0,0,0,0.547954743,0.033415005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417931353
2895375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856517,0.000201895,0,0,0,0.231472836,0,0,0.00756542,0,0,0,0,0,0,0,0,0,0,0,0.455938804,0,0,0,0.304821045
2866945,0,0,0,0,0.957044905,0.001078762,0,0,0,8.60E-09,0,0,0.019662223,0,1.14E-08,0,0,2.64E-07,0.003659368,0,4.07E-05,0,0,0.018513736
2889424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2880768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2849633,0,0,0,0,0,0,0,0.079210496,0,0,0,0.002361749,0,0,0,0,0,0,0,0.918424277,0,0,0,3.48E-06
2874519,0.000487399,0,0,0,0,0.046749713,0,0,0,0,0,0,0.032300052,0,0,0,0,0,0.920462836,0,0,0,0,0
2858289,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2854110,4.38E-06,0,0,0,0.307954592,0.186246388,0,0,0,0,0,0,0.017286877,0,0,0,0,0,0.469881374,0,4.64E-06,0,0,0.018621752
2860061,0.016174381,0,0,0,0.906151773,2.76E-05,0,7.56E-08,0,0,0.000149202,0.000156301,0,0,0,0,0,5.51E-08,0,0,0,0,0,0.077340603
2870340,0,0,0,0,0,0,0,0,0.000208479,0,0,0,0.000115875,0,0,2.63E-05,0,3.93E-06,0,0,0,0,0,0.999645375
2884947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2893603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2868717,0,0.096737292,0,2.54E-06,0,0,0,0,0.239274799,8.96E-07,0.005739286,0,0,0.056413544,0.130017585,0.389159006,0.01047866,0.049255213,0,0,8.96E-07,0.005845043,0,0.017075242
2861684,0,0,0,0,0,0,0,0.023028269,0,0,0,0,0,0,0,0,0,0,0,0.976971731,0,0,0,0
2851405,0,0,3.12E-09,0.000448749,0.092975043,0.027029602,0,0,0,0.001051121,0,0,0.494345878,0,0.000301121,3.51E-09,1.46E-06,0,0.31648842,0,0.067005993,0,0,0.000352606
2878996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2877373,0,0,0,0,0,0,0,0.995387264,0,0,0,0.004612736,0,0,0,0,0,0,0,0,0,0,0,0
2860161,0,0,0,0.143867322,0,0,0,0,0,0.035858523,0,0,2.16E-06,0,0.306853591,1.25E-05,0.513065498,0,0,0,0.000144581,0,0,0.000195845
2877141,0.118868044,0,0,0,0.81846721,0.060845818,0,1.29E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001817634
2864406,0,0,0,0,0,0,0,0.495002949,0,0,0,0.000169903,0,0,0,0,0,0,0,0.482370666,0,0,0,0.022456482
2887220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2881386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2856603,2.49E-05,0,0,0,0,0,0,0.209791828,0,0,0,0.003962657,0,0,0,0,0,0,0,0,0,0,0,0.786220607
2867964,0,0,0,0,0.984544738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015455262
2884944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2890778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2890563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2850984,0,0,0,0,0,0,0,0,2.54E-06,0,0.000827691,0,0,0,0,0,0,0,0,0,0,0,0,0.999169771
2873583,0,0,0,0,0.001208788,0,0,0.000358494,0,0,0,0,0,0,0,0,0,0,0,0.995738442,0,0,0,0.002694276
2880081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2853709,0,0,0,0,0,0,0,1.82E-06,0,0,0,0,0,0,0,0,0,0,0,0.998792405,0,0,0,0.001205775
2870689,0,0.001935808,0,0.015860429,0,0,0,0,0,0.011403604,0,0,0.690626111,0,0.075780623,0.034797452,0.000199512,5.26E-05,0.052454222,0,0.116889596,0,0,0
2857954,0,0,0,0,0,0,0,0.000230797,0,0,0,0,0,0,0,0,0,0,0,0.999769203,0,0,0,0
2863719,0.488319318,0,0,0,0.47633889,0,0,0,0,0,0,0.031055188,0,0,0,0,0,0,0,0,0,0,0,0.004286605
2884326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2857436,0.626512237,0,0,0,0.088213813,0.002147127,0,0.131075869,0,0,0,0.002931542,0,0,0,0,0,0,0,0,0,0,0,0.149119413
2874416,0.062465596,0,0,0,0.107180975,0,0,0.386843259,0,0,0,0.433368955,0,0,0,0,0,0,0,0,0,0,0,0.010141215
2880699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2856085,0,0,0,0,0.045421162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420402178,0,0,0,0.534176661
2877310,3.16E-05,0,0,0,0.614021364,0.205484382,0,0,0,0,0,0,0.000104115,0,0,0,0,0,0.079986622,0,0,0,0,0.100371955
2874316,0,0,0,0,0.945421615,0.000119739,0,0,0,1.42E-05,0,0,0.021143211,0,0,0,0.005370686,0,0.026333621,0,0.000474906,0,0.000397581,0.000724419
2887051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2890045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2854396,0,0,0,2.07E-05,0.028092834,0.034687963,0,0,1.56E-10,0.000108805,7.30E-05,0,0.138624666,0,0,0,0,4.06E-07,0.766670586,0,3.81E-05,0,0,0.031682915
2863888,0.174025404,0,0,9.26E-07,0.44325677,0.156150735,0,0.012343357,0,2.20E-05,7.77E-05,0.011894205,0.104387062,0,4.87E-05,0,0,3.65E-09,0.096052284,0,0.001272609,0,0,0.000468179
2866513,0,0,0.000499734,0,0,0,0,0,0,0.000127304,0,0,0.052810672,0,0,0,0.005868365,0,0.000124513,0,0.007391454,0,0.000169902,0.933008056
2887151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2853191,0,0,0,0,0,0.001125508,0,0,0,0,0,0,0,0,0,0,0,0,0.998874492,0,0,0,0,0
2866613,0,0.064267457,0,0.013481658,0.213803769,1.69E-09,0,0,0.126056461,0.008924964,0.010173237,0,0.025337696,0.011458945,0.165774437,0.25725994,0.024159758,0.029116168,0.000167259,0,0.040722378,0.000334803,0,0.008961071
2887838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2857121,0,0,0.006056426,0.001170544,0.518729925,0,0,0,5.15E-07,0.015660759,3.36E-05,0,0.130000091,0,0.002373091,0.001573374,0.030468709,0,0,0,0.288703562,3.62E-05,0.005191243,1.98E-06
2853878,0,0,0,0,0,0,0,0.000342171,0,0,0,0,0,0,0,0,0,0,0,0.999657829,0,0,0,0
2876523,0,0,0,0,0.56211847,0,0,0.148621083,0,0,0,0.005968769,0,0,0,0,0,0,0,0.002328205,0,0,0,0.280963474
2887738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2853360,0,0,0,0.007191829,0.237176588,0.08772694,0,0,0,0.01107182,0,0,0.164591693,0,0.002136733,0,0,0,0.040794775,0,0.015863911,0,0,0.433445711
2877041,0,6.97E-07,4.80E-05,3.47E-05,0.959966031,0.000205359,0,0,0,0.000323955,0,0,0.007969831,0,3.58E-05,1.30E-05,0.000223025,2.43E-10,0.01759589,0,0.000559689,0,0,0.013024007
2877828,0,0,0,0,0.002832192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997167808
2886533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2876623,0,0,0,0,0.000775239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857975061,0,0,0,0.1412497
2887320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2867131,0.213513847,0,0,0,0.772422623,0.01406353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856503,0,0,0,0,0.990848647,0,0,0,0,0,0,0,0.000631453,0,0,0,0,0,0.008326505,0,0,0,0,0.000193394
2873898,0,0,0,0,0,0.000764062,0,0,0,0,0,0,0.833591845,0,0,0,0,0,0.104445081,0,0.031173739,0,8.56E-06,0.030016711
2890878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2886633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2853978,0,0,0,0,0.578141173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421858827
2864306,0.009970294,0,0,0,0.87995078,0.010823093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099255833
2866095,0.205620791,0,0,0,0.456175267,0.013630301,0,0.214112869,0,0,0,0.020926993,0,0,0,0,0,0,0,0,0,0,0,0.08953378
2849115,0.256914086,0,0,0,0.694360276,0.037606086,0,0.003976281,0,0,0,0.002081292,0.000155674,0,0,0,0,0,0.004906306,0,0,0,0,0
2881286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2863619,0.042714586,0,0,0,0.141281035,0.312237182,0,0,0,0,0,0,1.58E-05,0,0,0,0,0,0.001128742,0,0,0,0,0.502622676
2884426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2850884,2.83E-07,0,0,0,0,0,0,0.003823129,0,0,0,6.86E-06,0,0,0,0,0,0,0,0.9954529,0,0,0,0.000716823
2880599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2867864,0,0,0,0,0.984516073,0.015473635,0,1.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853291,0.003785837,0,0,0,0.692481449,8.54E-06,0,0.278826235,0,0,0,0.024738557,0,0,0,0,0,0,0,0.000159379,0,0,0,0
2847157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2866928,0,0,0,0,0.908692867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091307133
2874834,0,0,0,0,0.011328815,0.016259501,0,0,0,0,0,0,0.004773755,0,0,0,0,0,0.030419298,0,2.94E-05,0,0,0.937189241
2849948,0.367429929,0,0,0,0.471093335,0.042877232,0,3.41E-06,0,0,0,0.00017043,0,0,0,0,0,0,0,0,0,0,0,0.118425667
2855567,0.078405624,0,0,0,0.804022019,0,0,0.027333857,0,0,0,0.070248529,0,0,0,0,0,0,0,0,0,0,0,0.019989971
2891814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2847008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2860579,0,0,0,0,0.993902125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006097875
2859743,0,3.35E-07,0,0.000106833,0,0,0,0,0.002816414,0.000987778,0,0,0.133557927,0,0.073349806,0.283597281,2.52E-05,0.001121955,0,0,0.504436436,0,0,0
2870071,0.56100492,0,0,0,0.21975021,0.07383007,0,0.025390546,0,0.001043861,0.000133953,0.097150219,0.008039729,0,0,0,0.002446592,0,0.003631967,0,0.0043053,0,0.003247112,2.55E-05
2882557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2857336,0,0,0,0,0.826016111,8.17E-05,0,0,0,0,0,0,0.002994137,0,0,0,0,0,0.022542525,0.019243553,0,0,0,0.129121943
2869822,0,0.18084947,0,8.39E-08,0,0,0,0,0.437768396,0,0.036329677,0,0.000754936,0.059290835,0.000779668,0.261989373,0,0.022147216,0,0,0,0,0,9.03E-05
2860330,0,0,0,0,0,0,0,0.987869861,0,0,0,0.000437603,0,0,0,0,0,0,0,0.011692535,0,0,0,0
2873065,0,0,0,0,0.966127809,0,0,0.00035047,0,0,0,0,0,0,0,0,0,0,0,0.031934717,0,0,0,0.001587004
2860679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999501241,0,0,0,0.000498759
2874001,0,0,0,0,0.935901957,0.000391655,0,0,0,0,0,0,4.66E-05,0,0,0,0,0,9.65E-09,0,0,0,0,0.063659808
2870171,0,0,0,0,0.01964925,0,0,5.97E-05,0,0,0,0,0,0,0,0,0,0,0,0.883983122,0,0,0,0.096307897
2885362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2883493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2879663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2861366,9.38E-05,0,0,0,4.96E-05,0.26113072,0,0,0,0,0,0,0,0,0,0,0,0,0.374003095,0.210726252,0,0,0,0.153996535
2850051,0,0,0,0,1.06E-06,0.060147507,0,0,0,0.000435309,0,0,0.214627635,0,4.40E-08,0.013020812,0.025161528,0,0.422391059,0,0.012892019,0.000389487,0.011779423,0.239154115
2849215,0.05290636,0,0,0,0.934965032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012128608
2880350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2870858,0,0,0,0,0.000251631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838837372,0,0,0,0.160910997
2893085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2893921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2850151,0,0,0,0,0.354825752,0.495140298,0,0,0,0,0,0,0.001173929,0,0,0,0,0,0.148855409,0,0,0,0,4.61E-06
2860430,0,7.13E-06,0.00347455,0.032054334,0.000934692,0.007520752,0,0,0,0.071804522,0,0,0.453579457,0,0.048562956,0.000956859,0.005941916,5.86E-07,0.069988401,0,0.299376855,0,0.002974237,0.002822749
2859643,0,0,0,0,0,0,0,0,0.12176158,0,0.504056817,0,0,0.128378438,0,0,0,1.91E-06,0,0,0,0,0,0.245801251
2870758,0.006850872,0,0,0,0.715529696,0,0,0.127477417,0,0,0,0.145219775,0,0,0,0,0,0,0,0,0,0,0,0.004922241
2869135,0,0.000109279,0.037363823,0.042133975,0,0,0,0,2.09E-05,0.342897642,0.000206663,0,0,0,0.108273857,0.026618541,0.3583871,2.19E-06,0,0,0.079233736,0,0.004752333,0
2884529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2861266,0,0,0,0,0.540160903,0,0,0,0,0,0,0,0.437381263,0,0,0.009289761,0,0,0,0,0.013168073,0,0,0
2894021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2851920,0.021822643,0,0,0,0.713738092,0.001470591,0,0.004255791,0,0,0,0.003818307,0,0,0,0,0,0,1.51E-09,0,0,0,0,0.254894574
2876892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2896125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868900,0,0,0,0,0.934508232,0.000706568,0,0,0,0,0,0,0.048623757,0,0,0,0,0,0.012509068,0,9.05E-05,0,0,0.003561843
2855667,0,0,0,0,0.745239573,0.123132237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13162819
2883390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2895359,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852007,0,0,0,0,0,0,0,0.477840987,0,0,0,9.97E-05,0,0,0,0,0,0,0,0.459406523,0,0,0,0.06265279
2863368,0,0,0,0,0.009596012,0.010407466,0,0,2.08E-07,3.36E-05,0.000365836,0,0.352323785,0,0,0,0,3.38E-07,0.624999699,0,8.16E-05,0,0,0.002191377
2885967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2895877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2852425,0.000362835,0,0,0,0,0,0,0.887070719,0,0,0,0.022998623,0,0,0,0,0,0,0,0.089567823,0,0,0,0
2863786,0,0,0,0,0,0,0,8.64E-05,0,0,0,0,0,0,0,0,0,0,0,0.999913571,0,0,0,0
2887736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2895977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2870756,0,0,0,0,0.984783649,0,0,0,0,0,0,0,0.005912632,0,0,0,0,0,0.00370112,0,0,0,0,0.0056026
2883242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2883491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2890630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2869820,0,0,0.000661796,0.000111866,0.099870453,0.011446454,0,0,0,0.001392937,0,0,0.659042218,0,0,0,0,0,0.193498651,0,0.033721945,0,0,0.000253679
2873650,0,0,0,0,0,0,0,0.000166181,0,0,0,0,0,0,0,0,0,0,0,0.999833819,0,0,0,0
2886800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2860228,0,0,0,0,0.029260984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970739016
2877208,0.094640176,0,0,0,0,0.017648735,0,0.734997107,0,0,0,0.043708719,0,0,0,0,0,0,0,0.003483492,0.000151499,0,0,0.105370271
2872963,0,0,0,0.010599062,0.46188721,0,0,0,0,0.009652279,0.001399368,0,0.388730457,0.000268792,0.00625833,0,0,0,0.098137273,0,0.012343799,0,0,0.01072343
2896192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
