eventid,region_desc_id,remetrica_description,state
15411363,5,US EQ -South East,Other
15411364,5,US EQ -South East,Other
15411365,5,US EQ -South East,Other
15411366,5,US EQ -South East,Other
15411367,5,US EQ -South East,Other
15411368,5,US EQ -South East,Other
15411369,5,US EQ -South East,Other
15411370,5,US EQ -South East,Other
15411371,5,US EQ -South East,Other
15411372,5,US EQ -South East,Other
15411373,5,US EQ -South East,Other
15411374,5,US EQ -South East,Other
15411375,5,US EQ -South East,Other
15411376,5,US EQ -South East,Other
15411377,5,US EQ -South East,Other
15411378,5,US EQ -South East,Other
15411379,5,US EQ -South East,Other
15411380,5,US EQ -South East,Other
15411381,5,US EQ -South East,Other
15411382,5,US EQ -South East,Other
15411383,5,US EQ -South East,Other
15411384,5,US EQ -South East,Other
15411385,5,US EQ -South East,Other
15411386,5,US EQ -South East,Other
15411387,5,US EQ -South East,Other
15411388,5,US EQ -South East,Other
15411389,5,US EQ -South East,Other
15411390,5,US EQ -South East,Other
15411391,5,US EQ -South East,Other
15411392,5,US EQ -South East,Other
15411393,5,US EQ -South East,Other
15411394,5,US EQ -South East,Other
15411395,5,US EQ -South East,Other
15411396,5,US EQ -South East,Other
15411397,5,US EQ -South East,Other
15411398,5,US EQ -South East,Other
15411399,5,US EQ -South East,Other
15411400,5,US EQ -South East,Other
15411401,5,US EQ -South East,Other
15411402,5,US EQ -South East,Other
15411403,5,US EQ -South East,Other
15411404,5,US EQ -South East,Other
15411405,5,US EQ -South East,Other
15411406,5,US EQ -South East,Other
15411407,5,US EQ -South East,Other
15411408,5,US EQ -South East,Other
15411409,5,US EQ -South East,Other
15411410,5,US EQ -South East,Other
15411411,5,US EQ -South East,Other
15411412,5,US EQ -South East,Other
15411413,5,US EQ -South East,Other
15411414,5,US EQ -South East,Other
15411415,5,US EQ -South East,Other
15411416,5,US EQ -South East,Other
15411417,5,US EQ -South East,Other
15411418,5,US EQ -South East,Other
15411419,5,US EQ -South East,Other
15411420,5,US EQ -South East,Other
15411421,5,US EQ -South East,Other
15411422,5,US EQ -South East,Other
15411423,5,US EQ -South East,Other
15411424,5,US EQ -South East,Other
15411425,5,US EQ -South East,Other
15411426,5,US EQ -South East,Other
15411427,5,US EQ -South East,Other
15411428,5,US EQ -South East,Other
15411429,5,US EQ -South East,Other
15411430,5,US EQ -South East,Other
15411431,5,US EQ -South East,Other
15411432,5,US EQ -South East,Other
15411433,5,US EQ -South East,Other
15411434,5,US EQ -South East,Other
15411435,5,US EQ -South East,Other
15411436,5,US EQ -South East,Other
15411437,5,US EQ -South East,Other
15411438,5,US EQ -South East,Other
15411439,5,US EQ -South East,Other
15411440,5,US EQ -South East,Other
15411441,5,US EQ -South East,Other
15411442,5,US EQ -South East,Other
15411443,5,US EQ -South East,Other
15411444,5,US EQ -South East,Other
15411445,5,US EQ -South East,Other
15411446,5,US EQ -South East,Other
15411447,5,US EQ -South East,Other
15411448,5,US EQ -South East,Other
15411449,5,US EQ -South East,Other
15411450,5,US EQ -South East,Other
15411451,5,US EQ -South East,Other
15411452,5,US EQ -South East,Other
15411453,5,US EQ -South East,Other
15411454,5,US EQ -South East,Other
15411455,5,US EQ -South East,Other
15411456,5,US EQ -South East,Other
15411457,5,US EQ -South East,Other
15411458,5,US EQ -South East,Other
15411459,5,US EQ -South East,Other
15411460,5,US EQ -South East,Other
15411461,5,US EQ -South East,Other
15411462,5,US EQ -South East,Other
15411463,5,US EQ -South East,Other
15411464,5,US EQ -South East,Other
15411465,5,US EQ -South East,Other
15411466,5,US EQ -South East,Other
15411467,5,US EQ -South East,Other
15411468,5,US EQ -South East,Other
15411469,5,US EQ -South East,Other
15411470,5,US EQ -South East,Other
15411471,5,US EQ -South East,Other
15411472,5,US EQ -South East,Other
15411473,5,US EQ -South East,Other
15411474,5,US EQ -South East,Other
15411475,5,US EQ -South East,Other
15411476,5,US EQ -South East,Other
15411477,5,US EQ -South East,Other
15411478,5,US EQ -South East,Other
15411479,5,US EQ -South East,Other
15411480,5,US EQ -South East,Other
15411481,5,US EQ -South East,Other
15411482,5,US EQ -South East,Other
15411483,5,US EQ -South East,Other
15411484,5,US EQ -South East,Other
15411485,5,US EQ -South East,Other
15411486,5,US EQ -South East,Other
15411487,5,US EQ -South East,Other
15411488,5,US EQ -South East,Other
15411489,5,US EQ -South East,Other
15411490,5,US EQ -South East,Other
15411491,5,US EQ -South East,Other
15411492,5,US EQ -South East,Other
15411493,5,US EQ -South East,Other
15411494,5,US EQ -South East,Other
15411495,5,US EQ -South East,Other
15411496,5,US EQ -South East,Other
15411497,5,US EQ -South East,Other
15411498,5,US EQ -South East,Other
15411499,5,US EQ -South East,Other
15411500,5,US EQ -South East,Other
15411501,5,US EQ -South East,Other
15411502,5,US EQ -South East,Other
15411503,5,US EQ -South East,Other
15411504,5,US EQ -South East,Other
15411505,5,US EQ -South East,Other
15411506,5,US EQ -South East,Other
15411507,5,US EQ -South East,Other
15411508,5,US EQ -South East,Other
15411509,5,US EQ -South East,Other
15411510,5,US EQ -South East,Other
15411511,5,US EQ -South East,Other
15411512,5,US EQ -South East,Other
15411513,5,US EQ -South East,Other
15411514,5,US EQ -South East,Other
15411515,5,US EQ -South East,Other
15411516,5,US EQ -South East,Other
15411517,5,US EQ -South East,Other
15411518,5,US EQ -South East,Other
15411519,5,US EQ -South East,Other
15411520,5,US EQ -South East,Other
15411521,5,US EQ -South East,Other
15411522,5,US EQ -South East,Other
15411523,5,US EQ -South East,Other
15411524,5,US EQ -South East,Other
15411525,5,US EQ -South East,Other
15411526,5,US EQ -South East,Other
15411527,5,US EQ -South East,Other
15411528,5,US EQ -South East,Other
15411529,5,US EQ -South East,Other
15411530,5,US EQ -South East,Other
15411531,5,US EQ -South East,Other
15411532,5,US EQ -South East,Other
15411533,5,US EQ -South East,Other
15411534,5,US EQ -South East,Other
15411535,5,US EQ -South East,Other
15411536,5,US EQ -South East,Other
15411537,5,US EQ -South East,Other
15411538,5,US EQ -South East,Other
15411539,5,US EQ -South East,Other
15411540,5,US EQ -South East,Other
15411541,5,US EQ -South East,Other
15411542,5,US EQ -South East,Other
15411543,5,US EQ -South East,Other
15411544,5,US EQ -South East,Other
15411545,5,US EQ -South East,Other
15411546,5,US EQ -South East,Other
15411547,5,US EQ -South East,Other
15411548,5,US EQ -South East,Other
15411549,5,US EQ -South East,Other
15411550,5,US EQ -South East,Other
15411551,5,US EQ -South East,Other
15411552,5,US EQ -South East,Other
15411553,5,US EQ -South East,Other
15411554,5,US EQ -South East,Other
15411555,5,US EQ -South East,Other
15411556,5,US EQ -South East,Other
15411557,5,US EQ -South East,Other
15411558,5,US EQ -South East,Other
15411559,5,US EQ -South East,Other
15411560,5,US EQ -South East,Other
15411561,5,US EQ -South East,Other
15411562,5,US EQ -South East,Other
15411563,5,US EQ -South East,Other
15411564,5,US EQ -South East,Other
15411565,5,US EQ -South East,Other
15411566,5,US EQ -South East,Other
15411567,5,US EQ -South East,Other
15411568,5,US EQ -South East,Other
15411569,5,US EQ -South East,Other
15411570,5,US EQ -South East,Other
15411571,5,US EQ -South East,Other
15411572,5,US EQ -South East,Other
15411573,5,US EQ -South East,Other
15411574,5,US EQ -South East,Other
15411575,5,US EQ -South East,Other
15411576,5,US EQ -South East,Other
15411577,5,US EQ -South East,Other
15411578,5,US EQ -South East,Other
15411579,5,US EQ -South East,Other
15411580,5,US EQ -South East,Other
15411581,5,US EQ -South East,Other
15411582,5,US EQ -South East,Other
15411583,5,US EQ -South East,Other
15411584,5,US EQ -South East,Other
15411585,5,US EQ -South East,Other
15411586,5,US EQ -South East,Other
15411587,5,US EQ -South East,Other
15411588,5,US EQ -South East,Other
15411589,5,US EQ -South East,Other
15411590,5,US EQ -South East,Other
15411591,5,US EQ -South East,Other
15411592,5,US EQ -South East,Other
15411593,5,US EQ -South East,Other
15411594,5,US EQ -South East,Other
15411595,5,US EQ -South East,Other
15411596,5,US EQ -South East,Other
15411597,5,US EQ -South East,Other
15411598,5,US EQ -South East,Other
15411599,5,US EQ -South East,Other
15411600,5,US EQ -South East,Other
15411601,5,US EQ -South East,Other
15411602,5,US EQ -South East,Other
15411603,5,US EQ -South East,Other
15411604,5,US EQ -South East,Other
15411605,5,US EQ -South East,Other
15411606,5,US EQ -South East,Other
15411607,5,US EQ -South East,Other
15411608,5,US EQ -South East,Other
15411609,5,US EQ -South East,Other
15411610,5,US EQ -South East,Other
15411611,5,US EQ -South East,Other
15411612,5,US EQ -South East,Other
15411613,5,US EQ -South East,Other
15411614,5,US EQ -South East,Other
15411615,5,US EQ -South East,Other
15411616,5,US EQ -South East,Other
15411617,5,US EQ -South East,Other
15411618,5,US EQ -South East,Other
15411619,5,US EQ -South East,Other
15411620,5,US EQ -South East,Other
15411621,5,US EQ -South East,Other
15411622,5,US EQ -South East,Other
15411623,5,US EQ -South East,Other
15411624,5,US EQ -South East,Other
15411625,5,US EQ -South East,Other
15411626,5,US EQ -South East,Other
15411627,5,US EQ -South East,Other
15411628,5,US EQ -South East,Other
15411629,5,US EQ -South East,Other
15411630,5,US EQ -South East,Other
15411631,5,US EQ -South East,Other
15411632,5,US EQ -South East,Other
15411633,5,US EQ -South East,Other
15411634,5,US EQ -South East,Other
15411635,5,US EQ -South East,Other
15411636,5,US EQ -South East,Other
15411637,5,US EQ -South East,Other
15411638,5,US EQ -South East,Other
15411639,5,US EQ -South East,Other
15411640,5,US EQ -South East,Other
15411641,5,US EQ -South East,Other
15411642,5,US EQ -South East,Other
15411643,5,US EQ -South East,Other
15411644,5,US EQ -South East,Other
15411645,5,US EQ -South East,Other
15411646,5,US EQ -South East,Other
15411647,5,US EQ -South East,Other
15411648,5,US EQ -South East,Other
15411649,5,US EQ -South East,Other
15411650,5,US EQ -South East,Other
15411651,5,US EQ -South East,Other
15411652,5,US EQ -South East,Other
15411653,5,US EQ -South East,Other
15411654,5,US EQ -South East,Other
15411655,5,US EQ -South East,Other
15411656,5,US EQ -South East,Other
15411657,5,US EQ -South East,Other
15411658,5,US EQ -South East,Other
15411659,5,US EQ -South East,Other
15411660,5,US EQ -South East,Other
15411661,5,US EQ -South East,Other
15411662,5,US EQ -South East,Other
15411663,5,US EQ -South East,Other
15411664,5,US EQ -South East,Other
15411665,5,US EQ -South East,Other
15411666,5,US EQ -South East,Other
15411667,5,US EQ -South East,Other
15411668,5,US EQ -South East,Other
15411669,5,US EQ -South East,Other
15411670,5,US EQ -South East,Other
15411671,5,US EQ -South East,Other
15411672,5,US EQ -South East,Other
15411673,5,US EQ -South East,Other
15411674,5,US EQ -South East,Other
15411675,5,US EQ -South East,Other
15411676,5,US EQ -South East,Other
15411677,5,US EQ -South East,Other
15411678,5,US EQ -South East,Other
15411679,5,US EQ -South East,Other
15411680,5,US EQ -South East,Other
15411681,5,US EQ -South East,Other
15411682,5,US EQ -South East,Other
15411683,5,US EQ -South East,Other
15411684,5,US EQ -South East,Other
15411685,5,US EQ -South East,Other
15411686,5,US EQ -South East,Other
15411687,5,US EQ -South East,Other
15411688,5,US EQ -South East,Other
15411689,5,US EQ -South East,Other
15411690,5,US EQ -South East,Other
15411691,5,US EQ -South East,Other
15411692,5,US EQ -South East,Other
15411693,5,US EQ -South East,Other
15411694,5,US EQ -South East,Other
15411695,5,US EQ -South East,Other
15411696,5,US EQ -South East,Other
15411697,5,US EQ -South East,Other
15411698,5,US EQ -South East,Other
15411699,5,US EQ -South East,Other
15411700,5,US EQ -South East,Other
15411701,5,US EQ -South East,Other
15411702,5,US EQ -South East,Other
15411703,5,US EQ -South East,Other
15411704,5,US EQ -South East,Other
15411705,5,US EQ -South East,Other
15411706,5,US EQ -South East,Other
15411707,5,US EQ -South East,Other
15411708,5,US EQ -South East,Other
15411709,5,US EQ -South East,Other
15411710,5,US EQ -South East,Other
15411711,5,US EQ -South East,Other
15411712,5,US EQ -South East,Other
15411713,5,US EQ -South East,Other
15411714,5,US EQ -South East,Other
15411715,5,US EQ -South East,Other
15411716,5,US EQ -South East,Other
15411717,5,US EQ -South East,Other
15411718,5,US EQ -South East,Other
15411719,5,US EQ -South East,Other
15411720,5,US EQ -South East,Other
15411721,5,US EQ -South East,Other
15411722,5,US EQ -South East,Other
15411723,5,US EQ -South East,Other
15411724,5,US EQ -South East,Other
15411725,5,US EQ -South East,Other
15411726,5,US EQ -South East,Other
15411727,5,US EQ -South East,Other
15411728,5,US EQ -South East,Other
15411729,5,US EQ -South East,Other
15411730,5,US EQ -South East,Other
15411731,5,US EQ -South East,Other
15411732,5,US EQ -South East,Other
15411733,5,US EQ -South East,Other
15411734,5,US EQ -South East,Other
15411735,5,US EQ -South East,Other
15411736,5,US EQ -South East,Other
15411737,5,US EQ -South East,Other
15411738,5,US EQ -South East,Other
15411739,5,US EQ -South East,Other
15411740,5,US EQ -South East,Other
15411741,5,US EQ -South East,Other
15411742,5,US EQ -South East,Other
15411743,5,US EQ -South East,Other
15411744,5,US EQ -South East,Other
15411745,5,US EQ -South East,Other
15411746,5,US EQ -South East,Other
15411747,5,US EQ -South East,Other
15411748,5,US EQ -South East,Other
15411749,5,US EQ -South East,Other
15411750,5,US EQ -South East,Other
15411751,5,US EQ -South East,Other
15411752,5,US EQ -South East,Other
15411753,5,US EQ -South East,Other
15411754,5,US EQ -South East,Other
15411755,5,US EQ -South East,Other
15411756,5,US EQ -South East,Other
15411757,5,US EQ -South East,Other
15411758,5,US EQ -South East,Other
15411759,5,US EQ -South East,Other
15411760,5,US EQ -South East,Other
15411761,5,US EQ -South East,Other
15411762,5,US EQ -South East,Other
15411763,5,US EQ -South East,Other
15411764,5,US EQ -South East,Other
15411765,5,US EQ -South East,Other
15411766,5,US EQ -South East,Other
15411767,5,US EQ -South East,Other
15411768,5,US EQ -South East,Other
15411769,5,US EQ -South East,Other
15411770,5,US EQ -South East,Other
15411771,5,US EQ -South East,Other
15411772,5,US EQ -South East,Other
15411773,5,US EQ -South East,Other
15411774,5,US EQ -South East,Other
15411775,5,US EQ -South East,Other
15411776,5,US EQ -South East,Other
15411777,5,US EQ -South East,Other
15411778,5,US EQ -South East,Other
15411779,5,US EQ -South East,Other
15411780,5,US EQ -South East,Other
15411781,5,US EQ -South East,Other
15411782,5,US EQ -South East,Other
15411783,5,US EQ -South East,Other
15411784,5,US EQ -South East,Other
15411785,5,US EQ -South East,Other
15411786,5,US EQ -South East,Other
15411787,5,US EQ -South East,Other
15411788,5,US EQ -South East,Other
15411789,5,US EQ -South East,Other
15411790,5,US EQ -South East,Other
15411791,5,US EQ -South East,Other
15411792,5,US EQ -South East,Other
15411793,5,US EQ -South East,Other
15411794,5,US EQ -South East,Other
15411795,5,US EQ -South East,Other
15411796,5,US EQ -South East,Other
15411797,5,US EQ -South East,Other
15411798,5,US EQ -South East,Other
15411799,5,US EQ -South East,Other
15411800,5,US EQ -South East,Other
15411801,5,US EQ -South East,Other
15411802,5,US EQ -South East,Other
15411803,5,US EQ -South East,Other
15411804,5,US EQ -South East,Other
15411805,5,US EQ -South East,Other
15411806,5,US EQ -South East,Other
15411807,5,US EQ -South East,Other
15411808,5,US EQ -South East,Other
15411809,5,US EQ -South East,Other
15411810,5,US EQ -South East,Other
15411811,5,US EQ -South East,Other
15411812,5,US EQ -South East,Other
15411813,5,US EQ -South East,Other
15411814,5,US EQ -South East,Other
15411815,5,US EQ -South East,Other
15411816,5,US EQ -South East,Other
15411817,5,US EQ -South East,Other
15411818,5,US EQ -South East,Other
15411819,5,US EQ -South East,Other
15411820,5,US EQ -South East,Other
15411821,5,US EQ -South East,Other
15411822,5,US EQ -South East,Other
15411823,5,US EQ -South East,Other
15411824,5,US EQ -South East,Other
15411825,5,US EQ -South East,Other
15411826,5,US EQ -South East,Other
15411827,5,US EQ -South East,Other
15411828,5,US EQ -South East,Other
15411829,5,US EQ -South East,Other
15411830,5,US EQ -South East,Other
15411831,5,US EQ -South East,Other
15411832,5,US EQ -South East,Other
15411833,5,US EQ -South East,Other
15411834,5,US EQ -South East,Other
15411835,5,US EQ -South East,Other
15411836,5,US EQ -South East,Other
15411837,5,US EQ -South East,Other
15411838,5,US EQ -South East,Other
15411839,5,US EQ -South East,Other
15411840,5,US EQ -South East,Other
15411841,5,US EQ -South East,Other
15411842,5,US EQ -South East,Other
15411843,5,US EQ -South East,Other
15411844,5,US EQ -South East,Other
15411845,5,US EQ -South East,Other
15411846,5,US EQ -South East,Other
15411847,5,US EQ -South East,Other
15411848,5,US EQ -South East,Other
15411849,5,US EQ -South East,Other
15411850,5,US EQ -South East,Other
15411851,5,US EQ -South East,Other
15411852,5,US EQ -South East,Other
15411853,5,US EQ -South East,Other
15411854,5,US EQ -South East,Other
15411855,5,US EQ -South East,Other
15411856,5,US EQ -South East,Other
15411857,5,US EQ -South East,Other
15411858,5,US EQ -South East,Other
15411859,5,US EQ -South East,Other
15411860,5,US EQ -South East,Other
15411861,5,US EQ -South East,Other
15411862,5,US EQ -South East,Other
15411863,5,US EQ -South East,Other
15411864,5,US EQ -South East,Other
15411865,5,US EQ -South East,Other
15411866,5,US EQ -South East,Other
15411867,5,US EQ -South East,Other
15411868,5,US EQ -South East,Other
15411869,5,US EQ -South East,Other
15411870,5,US EQ -South East,Other
15411871,5,US EQ -South East,Other
15411872,5,US EQ -South East,Other
15411873,5,US EQ -South East,Other
15411874,5,US EQ -South East,Other
15411875,5,US EQ -South East,Other
15411876,5,US EQ -South East,Other
15411877,5,US EQ -South East,Other
15411878,5,US EQ -South East,Other
15411879,5,US EQ -South East,Other
15411880,5,US EQ -South East,Other
15411881,5,US EQ -South East,Other
15411882,5,US EQ -South East,Other
15411883,5,US EQ -South East,Other
15411884,5,US EQ -South East,Other
15411885,5,US EQ -South East,Other
15411886,5,US EQ -South East,Other
15411887,5,US EQ -South East,Other
15411888,5,US EQ -South East,Other
15411889,5,US EQ -South East,Other
15411890,5,US EQ -South East,Other
15411891,5,US EQ -South East,Other
15411892,5,US EQ -South East,Other
15411893,5,US EQ -South East,Other
15411894,5,US EQ -South East,Other
15411895,5,US EQ -South East,Other
15411896,5,US EQ -South East,Other
15411897,5,US EQ -South East,Other
15411898,5,US EQ -South East,Other
15411899,5,US EQ -South East,Other
15411900,5,US EQ -South East,Other
15411901,5,US EQ -South East,Other
15411902,5,US EQ -South East,Other
15411903,5,US EQ -South East,Other
15411904,5,US EQ -South East,Other
15411905,5,US EQ -South East,Other
15411906,5,US EQ -South East,Other
15411907,5,US EQ -South East,Other
15411908,5,US EQ -South East,Other
15411909,5,US EQ -South East,Other
15411910,5,US EQ -South East,Other
15411911,5,US EQ -South East,Other
15411912,5,US EQ -South East,Other
15411913,5,US EQ -South East,Other
15411914,5,US EQ -South East,Other
15411915,5,US EQ -South East,Other
15411916,5,US EQ -South East,Other
15411917,5,US EQ -South East,Other
15411918,5,US EQ -South East,Other
15411919,5,US EQ -South East,Other
15411920,5,US EQ -South East,Other
15411921,5,US EQ -South East,Other
15411922,5,US EQ -South East,Other
15411923,5,US EQ -South East,Other
15411924,5,US EQ -South East,Other
15411925,5,US EQ -South East,Other
15411926,5,US EQ -South East,Other
15411927,5,US EQ -South East,Other
15411928,5,US EQ -South East,Other
15411929,5,US EQ -South East,Other
15411930,5,US EQ -South East,Other
15411931,5,US EQ -South East,Other
15411932,5,US EQ -South East,Other
15411933,5,US EQ -South East,Other
15411934,5,US EQ -South East,Other
15411935,5,US EQ -South East,Other
15411936,5,US EQ -South East,Other
15411937,5,US EQ -South East,Other
15411938,5,US EQ -South East,Other
15411939,5,US EQ -South East,Other
15411940,5,US EQ -South East,Other
15411941,5,US EQ -South East,Other
15411942,5,US EQ -South East,Other
15411943,5,US EQ -South East,Other
15411944,5,US EQ -South East,Other
15411945,5,US EQ -South East,Other
15411946,5,US EQ -South East,Other
15411947,5,US EQ -South East,Other
15411948,5,US EQ -South East,Other
15411949,5,US EQ -South East,Other
15411950,5,US EQ -South East,Other
15411951,5,US EQ -South East,Other
15411952,5,US EQ -South East,Other
15411953,5,US EQ -South East,Other
15411954,5,US EQ -South East,Other
15411955,5,US EQ -South East,Other
15411956,5,US EQ -South East,Other
15411957,5,US EQ -South East,Other
15411958,5,US EQ -South East,Other
15411959,5,US EQ -South East,Other
15411960,5,US EQ -South East,Other
15411961,5,US EQ -South East,Other
15411962,5,US EQ -South East,Other
15411963,5,US EQ -South East,Other
15411964,5,US EQ -South East,Other
15411965,5,US EQ -South East,Other
15411966,5,US EQ -South East,Other
15411967,5,US EQ -South East,Other
15411968,5,US EQ -South East,Other
15411969,5,US EQ -South East,Other
15411970,5,US EQ -South East,Other
15411971,5,US EQ -South East,Other
15411972,5,US EQ -South East,Other
15411973,5,US EQ -South East,Other
15411974,5,US EQ -South East,Other
15411975,5,US EQ -South East,Other
15411976,5,US EQ -South East,Other
15411977,5,US EQ -South East,Other
15411978,5,US EQ -South East,Other
15411979,5,US EQ -South East,Other
15411980,5,US EQ -South East,Other
15411981,5,US EQ -South East,Other
15411982,5,US EQ -South East,Other
15411983,5,US EQ -South East,Other
15411984,5,US EQ -South East,Other
15411985,5,US EQ -South East,Other
15411986,5,US EQ -South East,Other
15411987,5,US EQ -South East,Other
15411988,5,US EQ -South East,Other
15411989,5,US EQ -South East,Other
15411990,5,US EQ -South East,Other
15411991,5,US EQ -South East,Other
15411992,5,US EQ -South East,Other
15411993,5,US EQ -South East,Other
15411994,5,US EQ -South East,Other
15411995,5,US EQ -South East,Other
15411996,5,US EQ -South East,Other
15411997,5,US EQ -South East,Other
15411998,5,US EQ -South East,Other
15411999,5,US EQ -South East,Other
15412000,5,US EQ -South East,Other
15412001,5,US EQ -South East,Other
15412002,5,US EQ -South East,Other
15412003,5,US EQ -South East,Other
15412004,5,US EQ -South East,Other
15412005,5,US EQ -South East,Other
15412006,5,US EQ -South East,Other
15412007,5,US EQ -South East,Other
15412008,5,US EQ -South East,Other
15412009,5,US EQ -South East,Other
15412010,5,US EQ -South East,Other
15412011,5,US EQ -South East,Other
15412012,5,US EQ -South East,Other
15412013,5,US EQ -South East,Other
15412014,5,US EQ -South East,Other
15412015,5,US EQ -South East,Other
15412016,5,US EQ -South East,Other
15412017,5,US EQ -South East,Other
15412018,5,US EQ -South East,Other
15412019,5,US EQ -South East,Other
15412020,5,US EQ -South East,Other
15412021,5,US EQ -South East,Other
15412022,5,US EQ -South East,Other
15412023,5,US EQ -South East,Other
15412024,5,US EQ -South East,Other
15412025,5,US EQ -South East,Other
15412026,5,US EQ -South East,Other
15412027,5,US EQ -South East,Other
15412028,5,US EQ -South East,Other
15412029,5,US EQ -South East,Other
15412030,5,US EQ -South East,Other
15412031,5,US EQ -South East,Other
15412032,5,US EQ -South East,Other
15412033,5,US EQ -South East,Other
15412034,5,US EQ -South East,Other
15412035,5,US EQ -South East,Other
15412036,5,US EQ -South East,Other
15412037,5,US EQ -South East,Other
15412038,5,US EQ -South East,Other
15412039,5,US EQ -South East,Other
15412040,5,US EQ -South East,Other
15412041,5,US EQ -South East,Other
15412042,5,US EQ -South East,Other
15412043,5,US EQ -South East,Other
15412044,5,US EQ -South East,Other
15412045,5,US EQ -South East,Other
15412046,5,US EQ -South East,Other
15412047,5,US EQ -South East,Other
15412048,5,US EQ -South East,Other
15412049,5,US EQ -South East,Other
15412050,5,US EQ -South East,Other
15412051,5,US EQ -South East,Other
15412052,5,US EQ -South East,Other
15412053,5,US EQ -South East,Other
15412054,5,US EQ -South East,Other
15412055,5,US EQ -South East,Other
15412056,5,US EQ -South East,Other
15412057,5,US EQ -South East,Other
15412058,5,US EQ -South East,Other
15412059,5,US EQ -South East,Other
15412060,5,US EQ -South East,Other
15412061,5,US EQ -South East,Other
15412062,5,US EQ -South East,Other
15412063,5,US EQ -South East,Other
15412064,5,US EQ -South East,Other
15412065,5,US EQ -South East,Other
15412066,5,US EQ -South East,Other
15412067,5,US EQ -South East,Other
15412068,5,US EQ -South East,Other
15412069,5,US EQ -South East,Other
15412070,5,US EQ -South East,Other
15412071,5,US EQ -South East,Other
15412072,5,US EQ -South East,Other
15412073,5,US EQ -South East,Other
15412074,5,US EQ -South East,Other
15412075,5,US EQ -South East,Other
15412076,5,US EQ -South East,Other
15412077,5,US EQ -South East,Other
15412078,5,US EQ -South East,Other
15412079,5,US EQ -South East,Other
15412080,5,US EQ -South East,Other
15412081,5,US EQ -South East,Other
15412082,5,US EQ -South East,Other
15412083,5,US EQ -South East,Other
15412084,5,US EQ -South East,Other
15412085,5,US EQ -South East,Other
15412086,5,US EQ -South East,Other
15412087,5,US EQ -South East,Other
15412088,5,US EQ -South East,Other
15412089,5,US EQ -South East,Other
15412090,5,US EQ -South East,Other
15412091,5,US EQ -South East,Other
15412092,5,US EQ -South East,Other
15412093,5,US EQ -South East,Other
15412094,5,US EQ -South East,Other
15412095,5,US EQ -South East,Other
15412096,5,US EQ -South East,Other
15412097,5,US EQ -South East,Other
15412098,5,US EQ -South East,Other
15412099,5,US EQ -South East,Other
15412100,5,US EQ -South East,Other
15412101,5,US EQ -South East,Other
15412102,5,US EQ -South East,Other
15412103,5,US EQ -South East,Other
15412104,5,US EQ -South East,Other
15412105,5,US EQ -South East,Other
15412106,5,US EQ -South East,Other
15412107,5,US EQ -South East,Other
15412108,5,US EQ -South East,Other
15412109,5,US EQ -South East,Other
15412110,5,US EQ -South East,Other
15412111,5,US EQ -South East,Other
15412112,5,US EQ -South East,Other
15412113,5,US EQ -South East,Other
15412114,5,US EQ -South East,Other
15412115,5,US EQ -South East,Other
15412116,5,US EQ -South East,Other
15412117,5,US EQ -South East,Other
15412118,5,US EQ -South East,Other
15412119,5,US EQ -South East,Other
15412120,5,US EQ -South East,Other
15412121,5,US EQ -South East,Other
15412122,5,US EQ -South East,Other
15412123,5,US EQ -South East,Other
15412124,5,US EQ -South East,Other
15412125,5,US EQ -South East,Other
15412126,5,US EQ -South East,Other
15412127,5,US EQ -South East,Other
15412128,5,US EQ -South East,Other
15412129,5,US EQ -South East,Other
15412130,5,US EQ -South East,Other
15412131,5,US EQ -South East,Other
15412132,5,US EQ -South East,Other
15412133,5,US EQ -South East,Other
15412134,5,US EQ -South East,Other
15412135,5,US EQ -South East,Other
15412136,5,US EQ -South East,Other
15412137,5,US EQ -South East,Other
15412138,5,US EQ -South East,Other
15412139,5,US EQ -South East,Other
15412140,5,US EQ -South East,Other
15412141,5,US EQ -South East,Other
15412142,5,US EQ -South East,Other
15412143,5,US EQ -South East,Other
15412144,5,US EQ -South East,Other
15412145,5,US EQ -South East,Other
15412146,5,US EQ -South East,Other
15412147,5,US EQ -South East,Other
15412148,5,US EQ -South East,Other
15412149,5,US EQ -South East,Other
15412150,5,US EQ -South East,Other
15412151,5,US EQ -South East,Other
15412152,5,US EQ -South East,Other
15412153,5,US EQ -South East,Other
15412154,5,US EQ -South East,Other
15412155,5,US EQ -South East,Other
15412156,5,US EQ -South East,Other
15412157,5,US EQ -South East,Other
15412158,5,US EQ -South East,Other
15412159,5,US EQ -South East,Other
15412160,5,US EQ -South East,Other
15412161,5,US EQ -South East,Other
15412162,5,US EQ -South East,Other
15412163,5,US EQ -South East,Other
15412164,5,US EQ -South East,Other
15412165,5,US EQ -South East,Other
15412166,5,US EQ -South East,Other
15412167,5,US EQ -South East,Other
15412168,5,US EQ -South East,Other
15412169,5,US EQ -South East,Other
15412170,5,US EQ -South East,Other
15412171,5,US EQ -South East,Other
15412172,5,US EQ -South East,Other
15412173,5,US EQ -South East,Other
15412174,5,US EQ -South East,Other
15412175,5,US EQ -South East,Other
15412176,5,US EQ -South East,Other
15412177,5,US EQ -South East,Other
15412178,5,US EQ -South East,Other
15412179,5,US EQ -South East,Other
15412180,5,US EQ -South East,Other
15412181,5,US EQ -South East,Other
15412182,5,US EQ -South East,Other
15412183,5,US EQ -South East,Other
15412184,5,US EQ -South East,Other
