eventid,region_desc_id,remetrica_description,state
15051509,1,US EQ -CA LA,CA
15051510,1,US EQ -CA LA,CA
15051511,1,US EQ -CA LA,CA
15051512,1,US EQ -CA LA,CA
15051513,1,US EQ -CA LA,CA
15051514,1,US EQ -CA LA,CA
15051515,1,US EQ -CA LA,CA
15051516,1,US EQ -CA LA,CA
15051517,1,US EQ -CA LA,CA
15051518,1,US EQ -CA LA,CA
15051519,1,US EQ -CA LA,CA
15051520,1,US EQ -CA LA,CA
15051521,1,US EQ -CA LA,CA
15051522,1,US EQ -CA LA,CA
15051523,1,US EQ -CA LA,CA
15051524,1,US EQ -CA LA,CA
15051525,1,US EQ -CA LA,CA
15051526,1,US EQ -CA LA,CA
15051527,1,US EQ -CA LA,CA
15051528,1,US EQ -CA LA,CA
15051529,1,US EQ -CA LA,CA
15051530,1,US EQ -CA LA,CA
15051531,1,US EQ -CA LA,CA
15051532,1,US EQ -CA LA,CA
15051533,1,US EQ -CA LA,CA
15051534,1,US EQ -CA LA,CA
15051535,1,US EQ -CA LA,CA
15051536,1,US EQ -CA LA,CA
15051537,1,US EQ -CA LA,CA
15051538,1,US EQ -CA LA,CA
15051539,1,US EQ -CA LA,CA
15051540,1,US EQ -CA LA,CA
15051541,1,US EQ -CA LA,CA
15051542,1,US EQ -CA LA,CA
15051543,1,US EQ -CA LA,CA
15051544,1,US EQ -CA LA,CA
15051545,1,US EQ -CA LA,CA
15051546,1,US EQ -CA LA,CA
15051547,1,US EQ -CA LA,CA
15051548,1,US EQ -CA LA,CA
15051549,1,US EQ -CA LA,CA
15051550,1,US EQ -CA LA,CA
15051551,1,US EQ -CA LA,CA
15051552,1,US EQ -CA LA,CA
15051553,1,US EQ -CA LA,CA
15051554,1,US EQ -CA LA,CA
15051555,1,US EQ -CA LA,CA
15051556,1,US EQ -CA LA,CA
15051557,1,US EQ -CA LA,CA
15051558,1,US EQ -CA LA,CA
15051559,1,US EQ -CA LA,CA
15051560,1,US EQ -CA LA,CA
15051561,1,US EQ -CA LA,CA
15051562,1,US EQ -CA LA,CA
15051563,1,US EQ -CA LA,CA
15051564,1,US EQ -CA LA,CA
15051565,1,US EQ -CA LA,CA
15051566,1,US EQ -CA LA,CA
15051567,1,US EQ -CA LA,CA
15051568,1,US EQ -CA LA,CA
15051569,1,US EQ -CA LA,CA
15051570,1,US EQ -CA LA,CA
15051571,1,US EQ -CA LA,CA
15051572,1,US EQ -CA LA,CA
15051573,1,US EQ -CA LA,CA
15051574,1,US EQ -CA LA,CA
15051575,1,US EQ -CA LA,CA
15051576,1,US EQ -CA LA,CA
15051577,1,US EQ -CA LA,CA
15051578,1,US EQ -CA LA,CA
15051579,1,US EQ -CA LA,CA
15051580,1,US EQ -CA LA,CA
15051581,1,US EQ -CA LA,CA
15051582,1,US EQ -CA LA,CA
15051583,1,US EQ -CA LA,CA
15051584,1,US EQ -CA LA,CA
15051585,1,US EQ -CA LA,CA
15051586,1,US EQ -CA LA,CA
15051587,1,US EQ -CA LA,CA
15051588,1,US EQ -CA LA,CA
15051589,1,US EQ -CA LA,CA
15051590,1,US EQ -CA LA,CA
15051591,1,US EQ -CA LA,CA
15051592,1,US EQ -CA LA,CA
15051593,1,US EQ -CA LA,CA
15051594,1,US EQ -CA LA,CA
15051595,1,US EQ -CA LA,CA
15051596,1,US EQ -CA LA,CA
15051597,1,US EQ -CA LA,CA
15051598,1,US EQ -CA LA,CA
15051599,1,US EQ -CA LA,CA
15051600,1,US EQ -CA LA,CA
15051601,1,US EQ -CA LA,CA
15051602,1,US EQ -CA LA,CA
15051603,1,US EQ -CA LA,CA
15051604,1,US EQ -CA LA,CA
15051605,1,US EQ -CA LA,CA
15051606,1,US EQ -CA LA,CA
15051607,1,US EQ -CA LA,CA
15051608,1,US EQ -CA LA,CA
15051609,1,US EQ -CA LA,CA
15051610,1,US EQ -CA LA,CA
15051611,1,US EQ -CA LA,CA
15051612,1,US EQ -CA LA,CA
15051613,1,US EQ -CA LA,CA
15051614,1,US EQ -CA LA,CA
15051615,1,US EQ -CA LA,CA
15051616,1,US EQ -CA LA,CA
15051617,1,US EQ -CA LA,CA
15051618,1,US EQ -CA LA,CA
15051619,1,US EQ -CA LA,CA
15051620,1,US EQ -CA LA,CA
15051621,1,US EQ -CA LA,CA
15051622,1,US EQ -CA LA,CA
15051623,1,US EQ -CA LA,CA
15051624,1,US EQ -CA LA,CA
15051625,1,US EQ -CA LA,CA
15051626,1,US EQ -CA LA,CA
15051627,1,US EQ -CA LA,CA
15051628,1,US EQ -CA LA,CA
15051629,1,US EQ -CA LA,CA
15051630,1,US EQ -CA LA,CA
15051631,1,US EQ -CA LA,CA
15051632,1,US EQ -CA LA,CA
15051633,1,US EQ -CA LA,CA
15051634,1,US EQ -CA LA,CA
15051635,1,US EQ -CA LA,CA
15051636,1,US EQ -CA LA,CA
15051637,1,US EQ -CA LA,CA
15051638,1,US EQ -CA LA,CA
15051639,1,US EQ -CA LA,CA
15051640,1,US EQ -CA LA,CA
15051641,1,US EQ -CA LA,CA
15051642,1,US EQ -CA LA,CA
15051643,1,US EQ -CA LA,CA
15051644,1,US EQ -CA LA,CA
15051645,1,US EQ -CA LA,CA
15051646,1,US EQ -CA LA,CA
15051647,1,US EQ -CA LA,CA
15051648,1,US EQ -CA LA,CA
15051649,1,US EQ -CA LA,CA
15051650,1,US EQ -CA LA,CA
15051651,1,US EQ -CA LA,CA
15051652,1,US EQ -CA LA,CA
15051653,1,US EQ -CA LA,CA
15051654,1,US EQ -CA LA,CA
15051655,1,US EQ -CA LA,CA
15051656,1,US EQ -CA LA,CA
15051657,1,US EQ -CA LA,CA
15051658,1,US EQ -CA LA,CA
15051659,1,US EQ -CA LA,CA
15051660,1,US EQ -CA LA,CA
15051661,1,US EQ -CA LA,CA
15051662,1,US EQ -CA LA,CA
15051663,1,US EQ -CA LA,CA
15051664,1,US EQ -CA LA,CA
15051665,1,US EQ -CA LA,CA
15051666,1,US EQ -CA LA,CA
15051667,1,US EQ -CA LA,CA
15051668,1,US EQ -CA LA,CA
15051669,1,US EQ -CA LA,CA
15051670,1,US EQ -CA LA,CA
15051671,1,US EQ -CA LA,CA
15051672,1,US EQ -CA LA,CA
15051673,1,US EQ -CA LA,CA
15051674,1,US EQ -CA LA,CA
15051675,1,US EQ -CA LA,CA
15051676,1,US EQ -CA LA,CA
15051677,1,US EQ -CA LA,CA
15051678,1,US EQ -CA LA,CA
15051679,1,US EQ -CA LA,CA
15051680,1,US EQ -CA LA,CA
15051681,1,US EQ -CA LA,CA
15051682,1,US EQ -CA LA,CA
15051683,1,US EQ -CA LA,CA
15051684,1,US EQ -CA LA,CA
15051685,1,US EQ -CA LA,CA
15051686,1,US EQ -CA LA,CA
15051687,1,US EQ -CA LA,CA
15051688,1,US EQ -CA LA,CA
15051689,1,US EQ -CA LA,CA
15051690,1,US EQ -CA LA,CA
15051691,1,US EQ -CA LA,CA
15051692,1,US EQ -CA LA,CA
15051693,1,US EQ -CA LA,CA
15051694,1,US EQ -CA LA,CA
15051695,1,US EQ -CA LA,CA
15051696,1,US EQ -CA LA,CA
15051697,1,US EQ -CA LA,CA
15051698,1,US EQ -CA LA,CA
15051699,1,US EQ -CA LA,CA
15051700,1,US EQ -CA LA,CA
15051701,1,US EQ -CA LA,CA
15051702,1,US EQ -CA LA,CA
15051703,1,US EQ -CA LA,CA
15051704,1,US EQ -CA LA,CA
15051705,1,US EQ -CA LA,CA
15051706,1,US EQ -CA LA,CA
15051707,1,US EQ -CA LA,CA
15051708,1,US EQ -CA LA,CA
15051709,1,US EQ -CA LA,CA
15051710,1,US EQ -CA LA,CA
15051711,1,US EQ -CA LA,CA
15051712,1,US EQ -CA LA,CA
15051713,1,US EQ -CA LA,CA
15051714,1,US EQ -CA LA,CA
15051715,1,US EQ -CA LA,CA
15051716,1,US EQ -CA LA,CA
15051717,1,US EQ -CA LA,CA
15051718,1,US EQ -CA LA,CA
15051719,1,US EQ -CA LA,CA
15051720,1,US EQ -CA LA,CA
15051721,1,US EQ -CA LA,CA
15051722,1,US EQ -CA LA,CA
15051723,1,US EQ -CA LA,CA
15051724,1,US EQ -CA LA,CA
15051725,1,US EQ -CA LA,CA
15051726,1,US EQ -CA LA,CA
15051727,1,US EQ -CA LA,CA
15051728,1,US EQ -CA LA,CA
15051729,1,US EQ -CA LA,CA
15051730,1,US EQ -CA LA,CA
15051731,1,US EQ -CA LA,CA
15051732,1,US EQ -CA LA,CA
15051733,1,US EQ -CA LA,CA
15051734,1,US EQ -CA LA,CA
15051735,1,US EQ -CA LA,CA
15051736,1,US EQ -CA LA,CA
15051737,1,US EQ -CA LA,CA
15051738,1,US EQ -CA LA,CA
15051739,1,US EQ -CA LA,CA
15051740,1,US EQ -CA LA,CA
15051741,1,US EQ -CA LA,CA
15051742,1,US EQ -CA LA,CA
15051743,1,US EQ -CA LA,CA
15051744,1,US EQ -CA LA,CA
15051745,1,US EQ -CA LA,CA
15051746,1,US EQ -CA LA,CA
15051747,1,US EQ -CA LA,CA
15051748,1,US EQ -CA LA,CA
15051749,1,US EQ -CA LA,CA
15051750,1,US EQ -CA LA,CA
15051751,1,US EQ -CA LA,CA
15051752,1,US EQ -CA LA,CA
15051753,1,US EQ -CA LA,CA
15051754,1,US EQ -CA LA,CA
15051755,1,US EQ -CA LA,CA
15051756,1,US EQ -CA LA,CA
15051757,1,US EQ -CA LA,CA
15051758,1,US EQ -CA LA,CA
15051759,1,US EQ -CA LA,CA
15051760,1,US EQ -CA LA,CA
15051761,1,US EQ -CA LA,CA
15051762,1,US EQ -CA LA,CA
15051763,1,US EQ -CA LA,CA
15051764,1,US EQ -CA LA,CA
15051765,1,US EQ -CA LA,CA
15051766,1,US EQ -CA LA,CA
15051767,1,US EQ -CA LA,CA
15051768,1,US EQ -CA LA,CA
15051769,1,US EQ -CA LA,CA
15051770,1,US EQ -CA LA,CA
15051771,1,US EQ -CA LA,CA
15051772,1,US EQ -CA LA,CA
15051773,1,US EQ -CA LA,CA
15051774,1,US EQ -CA LA,CA
15051775,1,US EQ -CA LA,CA
15051776,1,US EQ -CA LA,CA
15051777,1,US EQ -CA LA,CA
15051778,1,US EQ -CA LA,CA
15051779,1,US EQ -CA LA,CA
15051780,1,US EQ -CA LA,CA
15051781,1,US EQ -CA LA,CA
15051782,1,US EQ -CA LA,CA
15051783,1,US EQ -CA LA,CA
15051784,1,US EQ -CA LA,CA
15051785,1,US EQ -CA LA,CA
15051786,1,US EQ -CA LA,CA
15051787,1,US EQ -CA LA,CA
15051788,1,US EQ -CA LA,CA
15051789,1,US EQ -CA LA,CA
15051790,1,US EQ -CA LA,CA
15051791,1,US EQ -CA LA,CA
15051792,1,US EQ -CA LA,CA
15051793,1,US EQ -CA LA,CA
15051794,1,US EQ -CA LA,CA
15051795,1,US EQ -CA LA,CA
15051796,1,US EQ -CA LA,CA
15051797,1,US EQ -CA LA,CA
15051798,1,US EQ -CA LA,CA
15051799,1,US EQ -CA LA,CA
15051800,1,US EQ -CA LA,CA
15051801,1,US EQ -CA LA,CA
15051802,1,US EQ -CA LA,CA
15051803,1,US EQ -CA LA,CA
15051804,1,US EQ -CA LA,CA
15051805,1,US EQ -CA LA,CA
15051806,1,US EQ -CA LA,CA
15051807,1,US EQ -CA LA,CA
15051808,1,US EQ -CA LA,CA
15051809,1,US EQ -CA LA,CA
15051810,1,US EQ -CA LA,CA
15051811,1,US EQ -CA LA,CA
15051812,1,US EQ -CA LA,CA
15051813,1,US EQ -CA LA,CA
15051814,1,US EQ -CA LA,CA
15051815,1,US EQ -CA LA,CA
15051816,1,US EQ -CA LA,CA
15051817,1,US EQ -CA LA,CA
15051818,1,US EQ -CA LA,CA
15051819,1,US EQ -CA LA,CA
15051820,1,US EQ -CA LA,CA
15051821,1,US EQ -CA LA,CA
15051822,1,US EQ -CA LA,CA
15051823,1,US EQ -CA LA,CA
15051824,1,US EQ -CA LA,CA
15051825,1,US EQ -CA LA,CA
15051826,1,US EQ -CA LA,CA
15051827,1,US EQ -CA LA,CA
15051828,1,US EQ -CA LA,CA
15051829,1,US EQ -CA LA,CA
15051830,1,US EQ -CA LA,CA
15051831,1,US EQ -CA LA,CA
15051832,1,US EQ -CA LA,CA
15051833,1,US EQ -CA LA,CA
15051834,1,US EQ -CA LA,CA
15051835,1,US EQ -CA LA,CA
15051836,1,US EQ -CA LA,CA
15051837,1,US EQ -CA LA,CA
15051838,1,US EQ -CA LA,CA
15051839,1,US EQ -CA LA,CA
15051840,1,US EQ -CA LA,CA
15051841,1,US EQ -CA LA,CA
15051842,1,US EQ -CA LA,CA
15051843,1,US EQ -CA LA,CA
15051844,1,US EQ -CA LA,CA
15051845,1,US EQ -CA LA,CA
15051846,1,US EQ -CA LA,CA
15051847,1,US EQ -CA LA,CA
15051848,1,US EQ -CA LA,CA
15051849,1,US EQ -CA LA,CA
15051850,1,US EQ -CA LA,CA
15051851,1,US EQ -CA LA,CA
15051852,1,US EQ -CA LA,CA
15051853,1,US EQ -CA LA,CA
15051854,1,US EQ -CA LA,CA
15051855,1,US EQ -CA LA,CA
15051856,1,US EQ -CA LA,CA
15051857,1,US EQ -CA LA,CA
15051858,1,US EQ -CA LA,CA
15051859,1,US EQ -CA LA,CA
15051860,1,US EQ -CA LA,CA
15051861,1,US EQ -CA LA,CA
15051862,1,US EQ -CA LA,CA
15051863,1,US EQ -CA LA,CA
15051864,1,US EQ -CA LA,CA
15051865,1,US EQ -CA LA,CA
15051866,1,US EQ -CA LA,CA
15051867,1,US EQ -CA LA,CA
15051868,1,US EQ -CA LA,CA
15051869,1,US EQ -CA LA,CA
15051870,1,US EQ -CA LA,CA
15051871,1,US EQ -CA LA,CA
15051872,1,US EQ -CA LA,CA
15051873,1,US EQ -CA LA,CA
15051874,1,US EQ -CA LA,CA
15051875,1,US EQ -CA LA,CA
15051876,1,US EQ -CA LA,CA
15051877,1,US EQ -CA LA,CA
15051878,1,US EQ -CA LA,CA
15051879,1,US EQ -CA LA,CA
15051880,1,US EQ -CA LA,CA
15051881,1,US EQ -CA LA,CA
15051882,1,US EQ -CA LA,CA
15051883,1,US EQ -CA LA,CA
15051884,1,US EQ -CA LA,CA
15051885,1,US EQ -CA LA,CA
15051886,1,US EQ -CA LA,CA
15051887,1,US EQ -CA LA,CA
15051888,1,US EQ -CA LA,CA
15051889,1,US EQ -CA LA,CA
15051890,1,US EQ -CA LA,CA
15051891,1,US EQ -CA LA,CA
15051892,1,US EQ -CA LA,CA
15051893,1,US EQ -CA LA,CA
15051894,1,US EQ -CA LA,CA
15051895,1,US EQ -CA LA,CA
15051896,1,US EQ -CA LA,CA
15051897,1,US EQ -CA LA,CA
15051898,1,US EQ -CA LA,CA
15051899,1,US EQ -CA LA,CA
15051900,1,US EQ -CA LA,CA
15051901,1,US EQ -CA LA,CA
15051902,1,US EQ -CA LA,CA
15051903,1,US EQ -CA LA,CA
15051904,1,US EQ -CA LA,CA
15051905,1,US EQ -CA LA,CA
15051906,1,US EQ -CA LA,CA
15051907,1,US EQ -CA LA,CA
15051908,1,US EQ -CA LA,CA
15051909,1,US EQ -CA LA,CA
15051910,1,US EQ -CA LA,CA
15051911,1,US EQ -CA LA,CA
15051912,1,US EQ -CA LA,CA
15051913,1,US EQ -CA LA,CA
15051914,1,US EQ -CA LA,CA
15051915,1,US EQ -CA LA,CA
15051916,1,US EQ -CA LA,CA
15051917,1,US EQ -CA LA,CA
15051918,1,US EQ -CA LA,CA
15051919,1,US EQ -CA LA,CA
15051920,1,US EQ -CA LA,CA
15051921,1,US EQ -CA LA,CA
15051922,1,US EQ -CA LA,CA
15051923,1,US EQ -CA LA,CA
15051924,1,US EQ -CA LA,CA
15051925,1,US EQ -CA LA,CA
15051926,1,US EQ -CA LA,CA
15051927,1,US EQ -CA LA,CA
15051928,1,US EQ -CA LA,CA
15051929,1,US EQ -CA LA,CA
15051930,1,US EQ -CA LA,CA
15051931,1,US EQ -CA LA,CA
15051932,1,US EQ -CA LA,CA
15051933,1,US EQ -CA LA,CA
15051934,1,US EQ -CA LA,CA
15051935,1,US EQ -CA LA,CA
15051936,1,US EQ -CA LA,CA
15051937,1,US EQ -CA LA,CA
15051938,1,US EQ -CA LA,CA
15051939,1,US EQ -CA LA,CA
15051940,1,US EQ -CA LA,CA
15051941,1,US EQ -CA LA,CA
15051942,1,US EQ -CA LA,CA
15051943,1,US EQ -CA LA,CA
15051944,1,US EQ -CA LA,CA
15051945,1,US EQ -CA LA,CA
15051946,1,US EQ -CA LA,CA
15051947,1,US EQ -CA LA,CA
15051948,1,US EQ -CA LA,CA
15051949,1,US EQ -CA LA,CA
15051950,1,US EQ -CA LA,CA
15051951,1,US EQ -CA LA,CA
15051952,1,US EQ -CA LA,CA
15051953,1,US EQ -CA LA,CA
15051954,1,US EQ -CA LA,CA
15051955,1,US EQ -CA LA,CA
15051956,1,US EQ -CA LA,CA
15051957,1,US EQ -CA LA,CA
15051958,1,US EQ -CA LA,CA
15051959,1,US EQ -CA LA,CA
15051960,1,US EQ -CA LA,CA
15051961,1,US EQ -CA LA,CA
15051962,1,US EQ -CA LA,CA
15051963,1,US EQ -CA LA,CA
15051964,1,US EQ -CA LA,CA
15051965,1,US EQ -CA LA,CA
15051966,1,US EQ -CA LA,CA
15051967,1,US EQ -CA LA,CA
15051968,1,US EQ -CA LA,CA
15051969,1,US EQ -CA LA,CA
15051970,1,US EQ -CA LA,CA
15051971,1,US EQ -CA LA,CA
15051972,1,US EQ -CA LA,CA
15051973,1,US EQ -CA LA,CA
15051974,1,US EQ -CA LA,CA
15051975,1,US EQ -CA LA,CA
15051976,1,US EQ -CA LA,CA
15051977,1,US EQ -CA LA,CA
15051978,1,US EQ -CA LA,CA
15051979,1,US EQ -CA LA,CA
15051980,1,US EQ -CA LA,CA
15051981,1,US EQ -CA LA,CA
15051982,1,US EQ -CA LA,CA
15051983,1,US EQ -CA LA,CA
15051984,1,US EQ -CA LA,CA
15051985,1,US EQ -CA LA,CA
15051986,1,US EQ -CA LA,CA
15051987,1,US EQ -CA LA,CA
15051988,1,US EQ -CA LA,CA
15051989,1,US EQ -CA LA,CA
15051990,1,US EQ -CA LA,CA
15051991,1,US EQ -CA LA,CA
15051992,1,US EQ -CA LA,CA
15051993,1,US EQ -CA LA,CA
15051994,1,US EQ -CA LA,CA
15051995,1,US EQ -CA LA,CA
15051996,1,US EQ -CA LA,CA
15051997,1,US EQ -CA LA,CA
15051998,1,US EQ -CA LA,CA
15051999,1,US EQ -CA LA,CA
15052000,1,US EQ -CA LA,CA
15052001,1,US EQ -CA LA,CA
15052002,1,US EQ -CA LA,CA
15052003,1,US EQ -CA LA,CA
15052004,1,US EQ -CA LA,CA
15052005,1,US EQ -CA LA,CA
15052006,1,US EQ -CA LA,CA
15052007,1,US EQ -CA LA,CA
15052008,1,US EQ -CA LA,CA
15052009,1,US EQ -CA LA,CA
15052010,1,US EQ -CA LA,CA
15052011,1,US EQ -CA LA,CA
15052012,1,US EQ -CA LA,CA
15052013,1,US EQ -CA LA,CA
15052014,1,US EQ -CA LA,CA
15052015,1,US EQ -CA LA,CA
15052016,1,US EQ -CA LA,CA
15052017,1,US EQ -CA LA,CA
15052018,1,US EQ -CA LA,CA
15052019,1,US EQ -CA LA,CA
15052020,1,US EQ -CA LA,CA
15052021,1,US EQ -CA LA,CA
15052022,1,US EQ -CA LA,CA
15052023,1,US EQ -CA LA,CA
15052024,1,US EQ -CA LA,CA
15052025,1,US EQ -CA LA,CA
15052026,1,US EQ -CA LA,CA
15052027,1,US EQ -CA LA,CA
15052028,1,US EQ -CA LA,CA
15052029,1,US EQ -CA LA,CA
15052030,1,US EQ -CA LA,CA
15052031,1,US EQ -CA LA,CA
15052032,1,US EQ -CA LA,CA
15052033,1,US EQ -CA LA,CA
15052034,1,US EQ -CA LA,CA
15052035,1,US EQ -CA LA,CA
15052036,1,US EQ -CA LA,CA
15052037,1,US EQ -CA LA,CA
15052038,1,US EQ -CA LA,CA
15052039,1,US EQ -CA LA,CA
15052040,1,US EQ -CA LA,CA
15052041,1,US EQ -CA LA,CA
15052042,1,US EQ -CA LA,CA
15052043,1,US EQ -CA LA,CA
15052044,1,US EQ -CA LA,CA
15052045,1,US EQ -CA LA,CA
15052046,1,US EQ -CA LA,CA
15052047,1,US EQ -CA LA,CA
15052048,1,US EQ -CA LA,CA
15052049,1,US EQ -CA LA,CA
15052050,1,US EQ -CA LA,CA
15052051,1,US EQ -CA LA,CA
15052052,1,US EQ -CA LA,CA
15052053,1,US EQ -CA LA,CA
15052054,1,US EQ -CA LA,CA
15052055,1,US EQ -CA LA,CA
15052056,1,US EQ -CA LA,CA
15052057,1,US EQ -CA LA,CA
15052058,1,US EQ -CA LA,CA
15052059,1,US EQ -CA LA,CA
15052060,1,US EQ -CA LA,CA
15052061,1,US EQ -CA LA,CA
15052062,1,US EQ -CA LA,CA
15052063,1,US EQ -CA LA,CA
15052064,1,US EQ -CA LA,CA
15052065,1,US EQ -CA LA,CA
15052066,1,US EQ -CA LA,CA
15052067,1,US EQ -CA LA,CA
15052068,1,US EQ -CA LA,CA
15052069,1,US EQ -CA LA,CA
15052070,1,US EQ -CA LA,CA
15052071,1,US EQ -CA LA,CA
15052072,1,US EQ -CA LA,CA
15052073,1,US EQ -CA LA,CA
15052074,1,US EQ -CA LA,CA
15052075,1,US EQ -CA LA,CA
15052076,1,US EQ -CA LA,CA
15052077,1,US EQ -CA LA,CA
15052078,1,US EQ -CA LA,CA
15052079,1,US EQ -CA LA,CA
15052080,1,US EQ -CA LA,CA
15052081,1,US EQ -CA LA,CA
15052082,1,US EQ -CA LA,CA
15052083,1,US EQ -CA LA,CA
15052084,1,US EQ -CA LA,CA
15052085,1,US EQ -CA LA,CA
15052086,1,US EQ -CA LA,CA
15052087,1,US EQ -CA LA,CA
15052088,1,US EQ -CA LA,CA
15052089,1,US EQ -CA LA,CA
15052090,1,US EQ -CA LA,CA
15052091,1,US EQ -CA LA,CA
15052092,1,US EQ -CA LA,CA
15052093,1,US EQ -CA LA,CA
15052094,1,US EQ -CA LA,CA
15052095,1,US EQ -CA LA,CA
15052096,1,US EQ -CA LA,CA
15052097,1,US EQ -CA LA,CA
15052098,1,US EQ -CA LA,CA
15052099,1,US EQ -CA LA,CA
15052100,1,US EQ -CA LA,CA
15052101,1,US EQ -CA LA,CA
15052102,1,US EQ -CA LA,CA
15052103,1,US EQ -CA LA,CA
15052104,1,US EQ -CA LA,CA
15052105,1,US EQ -CA LA,CA
15052106,1,US EQ -CA LA,CA
15052107,1,US EQ -CA LA,CA
15052108,1,US EQ -CA LA,CA
15052109,1,US EQ -CA LA,CA
15052110,1,US EQ -CA LA,CA
15052111,1,US EQ -CA LA,CA
15052112,1,US EQ -CA LA,CA
15052113,1,US EQ -CA LA,CA
15052114,1,US EQ -CA LA,CA
15052115,1,US EQ -CA LA,CA
15052116,1,US EQ -CA LA,CA
15052117,1,US EQ -CA LA,CA
15052118,1,US EQ -CA LA,CA
15052119,1,US EQ -CA LA,CA
15052120,1,US EQ -CA LA,CA
15052121,1,US EQ -CA LA,CA
15052122,1,US EQ -CA LA,CA
15052123,1,US EQ -CA LA,CA
15052124,1,US EQ -CA LA,CA
15052125,1,US EQ -CA LA,CA
15052126,1,US EQ -CA LA,CA
15052127,1,US EQ -CA LA,CA
15052128,1,US EQ -CA LA,CA
15052129,1,US EQ -CA LA,CA
15052130,1,US EQ -CA LA,CA
15052131,1,US EQ -CA LA,CA
15052132,1,US EQ -CA LA,CA
15052133,1,US EQ -CA LA,CA
15052134,1,US EQ -CA LA,CA
15052135,1,US EQ -CA LA,CA
15052136,1,US EQ -CA LA,CA
15052137,1,US EQ -CA LA,CA
15052138,1,US EQ -CA LA,CA
15052139,1,US EQ -CA LA,CA
15052140,1,US EQ -CA LA,CA
15052141,1,US EQ -CA LA,CA
15052142,1,US EQ -CA LA,CA
15052143,1,US EQ -CA LA,CA
15052144,1,US EQ -CA LA,CA
15052145,1,US EQ -CA LA,CA
15052146,1,US EQ -CA LA,CA
15052147,1,US EQ -CA LA,CA
15052148,1,US EQ -CA LA,CA
15052149,1,US EQ -CA LA,CA
15052150,1,US EQ -CA LA,CA
15052151,1,US EQ -CA LA,CA
15052152,1,US EQ -CA LA,CA
15052153,1,US EQ -CA LA,CA
15052154,1,US EQ -CA LA,CA
15052155,1,US EQ -CA LA,CA
15052156,1,US EQ -CA LA,CA
15052157,1,US EQ -CA LA,CA
15052158,1,US EQ -CA LA,CA
15052159,1,US EQ -CA LA,CA
15052160,1,US EQ -CA LA,CA
15052161,1,US EQ -CA LA,CA
15052162,1,US EQ -CA LA,CA
15052163,1,US EQ -CA LA,CA
15052164,1,US EQ -CA LA,CA
15052165,1,US EQ -CA LA,CA
15052166,1,US EQ -CA LA,CA
15052167,1,US EQ -CA LA,CA
15052168,1,US EQ -CA LA,CA
15052169,1,US EQ -CA LA,CA
15052170,1,US EQ -CA LA,CA
15052171,1,US EQ -CA LA,CA
15052172,1,US EQ -CA LA,CA
15052173,1,US EQ -CA LA,CA
15052174,1,US EQ -CA LA,CA
15052175,1,US EQ -CA LA,CA
15052176,1,US EQ -CA LA,CA
15052177,1,US EQ -CA LA,CA
15052178,1,US EQ -CA LA,CA
15052179,1,US EQ -CA LA,CA
15052180,1,US EQ -CA LA,CA
15052181,1,US EQ -CA LA,CA
15052182,1,US EQ -CA LA,CA
15052183,1,US EQ -CA LA,CA
15052184,1,US EQ -CA LA,CA
15052185,1,US EQ -CA LA,CA
15052186,1,US EQ -CA LA,CA
15052187,1,US EQ -CA LA,CA
15052188,1,US EQ -CA LA,CA
15052189,1,US EQ -CA LA,CA
15052190,1,US EQ -CA LA,CA
15052191,1,US EQ -CA LA,CA
15052192,1,US EQ -CA LA,CA
15052193,1,US EQ -CA LA,CA
15052194,1,US EQ -CA LA,CA
15052195,1,US EQ -CA LA,CA
15052196,1,US EQ -CA LA,CA
15052197,1,US EQ -CA LA,CA
15052198,1,US EQ -CA LA,CA
15052199,1,US EQ -CA LA,CA
15052200,1,US EQ -CA LA,CA
15052201,1,US EQ -CA LA,CA
15052202,1,US EQ -CA LA,CA
15052203,1,US EQ -CA LA,CA
15052204,1,US EQ -CA LA,CA
15052205,1,US EQ -CA LA,CA
15052206,1,US EQ -CA LA,CA
15052207,1,US EQ -CA LA,CA
15052208,1,US EQ -CA LA,CA
15052209,1,US EQ -CA LA,CA
15052210,1,US EQ -CA LA,CA
15052211,1,US EQ -CA LA,CA
15052212,1,US EQ -CA LA,CA
15052213,1,US EQ -CA LA,CA
15052214,1,US EQ -CA LA,CA
15052215,1,US EQ -CA LA,CA
15052216,1,US EQ -CA LA,CA
15052217,1,US EQ -CA LA,CA
15052218,1,US EQ -CA LA,CA
15052219,1,US EQ -CA LA,CA
15052220,1,US EQ -CA LA,CA
15052221,1,US EQ -CA LA,CA
15052222,1,US EQ -CA LA,CA
15052223,1,US EQ -CA LA,CA
15052224,1,US EQ -CA LA,CA
15052225,1,US EQ -CA LA,CA
15052226,1,US EQ -CA LA,CA
15052227,1,US EQ -CA LA,CA
15052228,1,US EQ -CA LA,CA
15052229,1,US EQ -CA LA,CA
15052230,1,US EQ -CA LA,CA
15052231,1,US EQ -CA LA,CA
15052232,1,US EQ -CA LA,CA
15052233,1,US EQ -CA LA,CA
15052234,1,US EQ -CA LA,CA
15052235,1,US EQ -CA LA,CA
15052236,1,US EQ -CA LA,CA
15052237,1,US EQ -CA LA,CA
15052238,1,US EQ -CA LA,CA
15052239,1,US EQ -CA LA,CA
15052240,1,US EQ -CA LA,CA
15052241,1,US EQ -CA LA,CA
15052242,1,US EQ -CA LA,CA
15052243,1,US EQ -CA LA,CA
