SIC,Sector_Desc,InternationalIndustry,SICClass,Directors & Officers (D&O),Any One Claim (AOC),Employer Practice Liability (EPL),Corporate Legal Liability (CLL),Crime,Pension Trustee Liability (PTL)
5999,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,"MISCELLANEOUS RETAIL STORES, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5092,WHOLESALE,Retail - Multiline,TOYS AND HOBBY GOODS AND SUPPLIES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5094,WHOLESALE,Retail - Multiline,JEWELRY & PRECIOUS STONES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5131,WHOLESALE,Retail - Multiline,PIECE GOODS & NOTIONS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5136,WHOLESALE,Retail - Multiline,MEN'S AND BOYS' CLOTHING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5137,WHOLESALE,Retail - Multiline,WOMEN'S AND CHILDREN'S CLOTHING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5139,WHOLESALE,Retail - Multiline,FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5193,WHOLESALE,Retail - Multiline,FLOWERS & FLORISTS' SUPPLIES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5199,WHOLESALE,Retail - Multiline,"NONDURABLE GOODS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
7211,RETAIL SERVICES,Retail - Specialty,"POWER LAUNDRIES, FAMILY & COMMERCIAL",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
7212,RETAIL SERVICES,Retail - Specialty,GARMENT PRESSING & CLEANERS' AGENTS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
7213,RETAIL SERVICES,Retail - Specialty,LINEN SUPPLY,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
7215,RETAIL SERVICES,Retail - Specialty,COIN-OPERATED LAUNDRIES AND CLEANING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
7216,RETAIL SERVICES,Retail - Specialty,"DRYCLEANING PLANTS, EXCEPT RUG",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
7217,RETAIL SERVICES,Retail - Specialty,CARPET AND UPHOLSTERY CLEANING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
7218,RETAIL SERVICES,Retail - Specialty,INDUSTRIAL LAUNDERERS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
7219,RETAIL SERVICES,Retail - Specialty,"LAUNDRY AND GARMENT SERVICES, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
4812,COMMUNICATIONS,Tech - Communications Equipment,RADIOTELEPHONE COMMUNICATIONS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
4813,COMMUNICATIONS,Tech - Communications Equipment,"TELEPHONE COMMUNICATIONS, EXCEPT RADIO",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
4899,COMMUNICATIONS,Tech - Communications Equipment,"COMMUNICATION SERVICES, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
4822,COMMUNICATIONS,Tech - Communications Equipment,TELEGRAPH & OTHER COMMUNICATIONS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
4832,BROADCASTING,Tech - Communications Equipment,RADIO BROADCASTING STATIONS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3576,COMMUNICATIONS EQUIPMENT MANUFACTURING (DURABLE),Tech - Communications Equipment,COMPUTER COMMUNICATIONS EQUIPMENT,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3661,COMMUNICATIONS EQUIPMENT MANUFACTURING (DURABLE),Tech - Communications Equipment,TELEPHONE AND TELEGRAPH APPARATUS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3663,COMMUNICATIONS EQUIPMENT MANUFACTURING (DURABLE),Tech - Communications Equipment,RADIO & TV COMMUNICATIONS EQUIPMENT,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3669,COMMUNICATIONS EQUIPMENT MANUFACTURING (DURABLE),Tech - Communications Equipment,"COMMUNICATIONS EQUIPMENT, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
4833,BROADCASTING,Tech - Electronic Equipment,TELEVISION BROADCASTING STATIONS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
4841,BROADCASTING,Tech - Electronic Equipment,CABLE AND OTHER PAY TV SERVICES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5063,WHOLESALE,Tech - Electronic Equipment,ELECTRICAL APPARATUS AND EQUIPMENT,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5064,WHOLESALE,Tech - Electronic Equipment,"ELECTRICAL APPLIANCES, TV & RADIOS",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5065,WHOLESALE,Tech - Electronic Equipment,ELECTRONIC PARTS AND EQUIPMENT,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
7370,COMPUTER & DATA PROCESSING SERVICES (INC INTERNET),Tech - IT Consulting & Services,COMPUTER PROGRAMMING SERVICES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
7371,COMPUTER & DATA PROCESSING SERVICES (INC INTERNET),Tech - IT Consulting & Services,COMPUTER PROGRAMMING SERVICES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
7373,COMPUTER & DATA PROCESSING SERVICES (INC INTERNET),Tech - IT Consulting & Services,COMPUTER INTEGRATED SYSTEMS DESIGN,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
7374,COMPUTER & DATA PROCESSING SERVICES (INC INTERNET),Tech - IT Consulting & Services,DATA PROCESSING AND PREPARATION,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
7375,COMPUTER & DATA PROCESSING SERVICES (INC INTERNET),Tech - IT Consulting & Services,INFORMATION RETRIEVAL SERVICES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
7376,COMPUTER & DATA PROCESSING SERVICES (INC INTERNET),Tech - IT Consulting & Services,COMPUTER FACILITIES MANAGEMENT,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
7377,COMPUTER & DATA PROCESSING SERVICES (INC INTERNET),Tech - IT Consulting & Services,COMPUTER RENTAL & LEASING,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
7378,COMPUTER & DATA PROCESSING SERVICES (INC INTERNET),Tech - IT Consulting & Services,COMPUTER MAINTENANCE & REPAIR,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
7379,COMPUTER & DATA PROCESSING SERVICES (INC INTERNET),Tech - IT Consulting & Services,"COMPUTER RELATED SERVICES, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
7389,RETAIL SERVICES,Tech - IT Consulting & Services,"BUSINESS SERVICES, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5044,WHOLESALE,Tech - Office Electronics,OFFICE EQUIPMENT,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5045,WHOLESALE,Tech - Office Electronics,"COMPUTERS, PERIPHERALS & SOFTWARE",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3674,SEMICONDUCTORS AND RELATED DEVICES,Tech - Semiconductors & Equipment,SEMICONDUCTORS AND RELATED DEVICES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3672,COMMUNICATIONS EQUIPMENT MANUFACTURING (DURABLE),Tech - Semiconductors & Equipment,PRINTED CIRCUIT BOARDS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
7372,PREPACKAGED SOFTWARE,Tech - Software,PREPACKAGED SOFTWARE,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
132,AGRICULTURE,Tobacco,TOBACCO,Within,Outside,Within,Check Health and Safety,Outside,Within
2111,MANUFACTURING (NON DURABLE) EXC APPAREL,Tobacco,CIGARETTES,Within,Outside,Within,Check Health and Safety,Outside,Within
2121,MANUFACTURING (NON DURABLE) EXC APPAREL,Tobacco,CIGARS,Within,Outside,Within,Check Health and Safety,Outside,Within
2131,MANUFACTURING (NON DURABLE) EXC APPAREL,Tobacco,CHEWING AND SMOKING TOBACCO,Within,Outside,Within,Check Health and Safety,Outside,Within
2141,MANUFACTURING (NON DURABLE) EXC APPAREL,Tobacco,TOBACCO STEMMING AND REDRYING,Within,Outside,Within,Check Health and Safety,Outside,Within
5993,NON/DISCRETIONARY RETAIL SECTOR,Tobacco,TOBACCO STORES AND STANDS,Within,Outside,Within,Check Health and Safety,Outside,Within
5194,WHOLESALE,Tobacco,TOBACCO AND TOBACCO PRODUCTS,Within,Outside,Within,Check Health and Safety,Outside,Within
4513,TRANSPORTATION,Transportation - Airfreight & Logistics,AIR COURIER SERVICES,Within,Outside,Within,Check Health and Safety,Outside,Within
4581,TRANSPORTATION,Transportation - Airfreight & Logistics,"AIRPORTS, FLYING FIELDS, & SERVICES",Within,Outside,Within,Check Health and Safety,Outside,Within
4610,TRANSPORTATION,Transportation - Airfreight & Logistics,"RAILROADS, LINE-HAUL OPERATING",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4724,TRANSPORTATION,Transportation - Airfreight & Logistics,TRAVEL AGENCIES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4725,TRANSPORTATION,Transportation - Airfreight & Logistics,TOUR OPERATORS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4729,TRANSPORTATION,Transportation - Airfreight & Logistics,"PASSENGER TRANSPORT ARRANGEMENT, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4731,TRANSPORTATION,Transportation - Airfreight & Logistics,FREIGHT TRANSPORTATION ARRANGEMENT,Within,Outside if air freight,Within,Check Health and Safety,Outside,Within
4741,TRANSPORTATION,Transportation - Airfreight & Logistics,RENTAL OF RAILROAD CARS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4783,TRANSPORTATION,Transportation - Airfreight & Logistics,PACKING AND CRATING,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4785,TRANSPORTATION,Transportation - Airfreight & Logistics,INSPECTION & FIXED FACIOITIES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4789,TRANSPORTATION,Transportation - Airfreight & Logistics,"TRANSPORTATION SERVICES, N.E.C.",Within,Outside,Within,Check Health and Safety,Outside,Within
4512,TRANSPORTATION,Transportation - Airlines,"AIR TRANSPORTATION, SCHEDULED",Within,Outside,Within,Check Health and Safety,Outside,Within
4522,TRANSPORTATION,Transportation - Airlines,"AIR TRANSPORTATION, NON-SCHEDULED",Within,Outside,Within,Check Health and Safety,Outside,Within
4612,TRANSPORTATION,Transportation - Infrastructure,CRUDE PETROLEUM PIPELINES,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
4613,TRANSPORTATION,Transportation - Infrastructure,REFINED PETROLEUM PIPELINES,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
4619,TRANSPORTATION,Transportation - Infrastructure,"PIPELINES, N.E.C.",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
4700,TRANSPORTATION,Transportation - Infrastructure,"RAILROADS, LINE-HAUL OPERATING",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4400,TRANSPORTATION,Transportation - Marine,"RAILROADS, LINE-HAUL OPERATING",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4412,TRANSPORTATION,Transportation - Marine,DEEP SEA FOREIGN TRANS. OF FREIGHT,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4424,TRANSPORTATION,Transportation - Marine,DEEP SEA DOMESTIC TRANS. OF FREIGHT,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4432,TRANSPORTATION,Transportation - Marine,FREIGHT TRANS. ON THE GREAT LAKES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4449,TRANSPORTATION,Transportation - Marine,"WATER TRANSPORTATION OF FREIGHT, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4481,TRANSPORTATION,Transportation - Marine,"DEEP SEA PASSENGER TRANS., EXCEPT FERRY",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4482,TRANSPORTATION,Transportation - Marine,FERRIES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4489,TRANSPORTATION,Transportation - Marine,"WATER PASSENGER TRANSPORTATION, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4491,TRANSPORTATION,Transportation - Marine,MARINE CARGO HANDLING,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4492,TRANSPORTATION,Transportation - Marine,TOWING AND TUGBOAT SERVICE,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4493,TRANSPORTATION,Transportation - Marine,MARINAS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4499,TRANSPORTATION,Transportation - Marine,"WATER TRANSPORTATION SERVICES, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4011,TRANSPORTATION,Transportation - Road & Rail,"RAILROADS, LINE-HAUL OPERATING",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4013,TRANSPORTATION,Transportation - Road & Rail,SWITCHING AND TERMINAL SERVICES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4100,TRANSPORTATION,Transportation - Road & Rail,"RAILROADS, LINE-HAUL OPERATING",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4111,TRANSPORTATION,Transportation - Road & Rail,LOCAL AND SUBURBAN TRANSPORTATION,Within,Within (AOC CLL requires FGL refer),Consider SML and 3rd Party Exclusion,Check Health and Safety,Outside,Within
4119,TRANSPORTATION,Transportation - Road & Rail,"LOCAL PASSENGER TRANSPORTATION, N.E.C.",Within,Within (AOC CLL requires FGL refer),Consider SML and 3rd Party Exclusion,Check Health and Safety,Outside,Within
4121,TRANSPORTATION,Transportation - Road & Rail,TAXICABS,Within,Within (AOC CLL requires FGL refer),Consider SML and 3rd Party Exclusion,Check Health and Safety,Outside,Within
4131,TRANSPORTATION,Transportation - Road & Rail,INTERCITY & RURAL BUS TRANSPORTATION,Within,Within (AOC CLL requires FGL refer),Consider SML and 3rd Party Exclusion,Check Health and Safety,Outside,Within
4141,TRANSPORTATION,Transportation - Road & Rail,LOCAL BUS CHARTER SERVICE,Within,Within (AOC CLL requires FGL refer),Consider SML and 3rd Party Exclusion,Check Health and Safety,Outside,Within
4142,TRANSPORTATION,Transportation - Road & Rail,"BUS CHARTER SERVICE, EXCEPT LOCAL",Within,Within (AOC CLL requires FGL refer),Consider SML and 3rd Party Exclusion,Check Health and Safety,Outside,Within
4151,TRANSPORTATION,Transportation - Road & Rail,SCHOOL BUSES,Within,Within (AOC CLL requires FGL refer),Consider SML and 3rd Party Exclusion,Check Health and Safety,Outside,Within
4173,TRANSPORTATION,Transportation - Road & Rail,BUS TERMINAL AND SERVICE FACILITIES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4210,TRANSPORTATION,Transportation - Road & Rail,"RAILROADS, LINE-HAUL OPERATING",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4212,TRANSPORTATION,Transportation - Road & Rail,"LOCAL TRUCKING, WITHOUT STORAGE",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4213,TRANSPORTATION,Transportation - Road & Rail,"TRUCKING, EXCEPT LOCAL",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4214,TRANSPORTATION,Transportation - Road & Rail,LOCAL TRUCKING WITH STORAGE,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4215,TRANSPORTATION,Transportation - Road & Rail,"COURIER SERVICES, EXCEPT BY AIR",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4220,TRANSPORTATION,Transportation - Road & Rail,"RAILROADS, LINE-HAUL OPERATING",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4221,TRANSPORTATION,Transportation - Road & Rail,FARM PRODUCT WAREHOUSING AND STORAGE,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4222,TRANSPORTATION,Transportation - Road & Rail,REFRIGERATED WAREHOUSING AND STORAGE,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
4225,TRANSPORTATION,Transportation - Road & Rail,GENERAL WAREHOUSING AND STORAGE,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
