SIC,Sector_Desc,InternationalIndustry,SICClass,Directors & Officers (D&O),Any One Claim (AOC),Employer Practice Liability (EPL),Corporate Legal Liability (CLL),Crime,Pension Trustee Liability (PTL)
3548,MANUFACTURING (DURABLE),Machinery,WELDING APPARATUS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3549,MANUFACTURING (DURABLE),Machinery,"METALWORKING MACHINERY, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3552,MANUFACTURING (DURABLE),Machinery,TEXTILE MACHINERY,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3553,MANUFACTURING (DURABLE),Machinery,WOODWORKING MACHINERY,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3554,MANUFACTURING (DURABLE),Machinery,PAPER INDUSTRIES MACHINERY,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3555,MANUFACTURING (DURABLE),Machinery,PRINTING TRADES MACHINERY,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3556,MANUFACTURING (DURABLE),Machinery,FOOD PRODUCTS MACHINERY,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3559,MANUFACTURING (DURABLE),Machinery,"SPECIAL INDUSTRY MACHINERY, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3561,MANUFACTURING (DURABLE),Machinery,PUMPS AND PUMPING EQUIPMENT,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3562,MANUFACTURING (DURABLE),Machinery,BALL AND ROLLER BEARINGS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3563,MANUFACTURING (DURABLE),Machinery,AIR AND GAS COMPRESSORS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3564,MANUFACTURING (DURABLE),Machinery,BLOWERS AND FANS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3565,MANUFACTURING (DURABLE),Machinery,PACKAGING MACHINERY,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3566,MANUFACTURING (DURABLE),Machinery,"SPEED CHANGERS, DRIVES, AND GEARS",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3567,MANUFACTURING (DURABLE),Machinery,INDUSTRIAL FURNACES AND OVENS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3568,MANUFACTURING (DURABLE),Machinery,"POWER TRANSMISSION EQUIPMENT, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3569,MANUFACTURING (DURABLE),Machinery,"GENERAL INDUSTRIAL MACHINERY, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3582,MANUFACTURING (DURABLE),Machinery,COMMERCIAL LAUNDRY EQUIPMENT,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3585,MANUFACTURING (DURABLE),Machinery,REFRIGERATION AND HEATING EQUIPMENT,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3586,MANUFACTURING (DURABLE),Machinery,MEASURING AND DISPENSING PUMPS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3589,MANUFACTURING (DURABLE),Machinery,"SPECIAL INDUSTRY MACHINERY, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3592,MANUFACTURING (DURABLE),Machinery,"CARBURETORS, PISTONS,RINGS, VALVES",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3593,MANUFACTURING (DURABLE),Machinery,FLUID POWER CYLINDERS & ACTUATORS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3594,MANUFACTURING (DURABLE),Machinery,FLUID POWER PUMPS AND MOTORS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3596,MANUFACTURING (DURABLE),Machinery,"SCALES AND BALANCES, EXCEPT LABORATORY",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3599,MANUFACTURING (DURABLE),Machinery,"INDUSTRIAL MACHINERY, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3612,MANUFACTURING (DURABLE),Machinery,"TRANSFORMERS, EXCEPT ELECTRONIC",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3613,MANUFACTURING (DURABLE),Machinery,SWITCHGEAR AND SWITCHBOARD APPARATUS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3621,MANUFACTURING (DURABLE),Machinery,MOTORS AND GENERATORS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3629,MANUFACTURING (DURABLE),Machinery,"ELECTRICAL INDUSTRIAL APPARATUS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5082,WHOLESALE,Machinery,CONSTRUCTION AND MINING MACHINERY,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
5083,WHOLESALE,Machinery,FARM AND GARDEN MACHINERY,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5084,WHOLESALE,Machinery,INDUSTRIAL MACHINERY AND EQUIPMENT,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5085,WHOLESALE,Machinery,INDUSTRIAL SUPPLIES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
7313,RETAIL SERVICES,Media,"RADIO, TV, PUBLISHER REPRESENTATIVES",Within,Within (AOC CLL requires FGL refer),Outside,Within,Outside,Within
7319,RETAIL SERVICES,Media,"ADVERTISING, N.E.C.",Within,Within (AOC CLL requires FGL refer),Outside,Within,Outside,Within
7331,RETAIL SERVICES,Media,DIRECT MAIL ADVERTISING SERVICES,Within,Within (AOC CLL requires FGL refer),Outside,Within,Outside,Within
7383,RETAIL SERVICES,Media,NEWS SYNDICATES,Within,Within (AOC CLL requires FGL refer),Outside,Check for services exposures,Outside,Within
7812,RETAIL SERVICES,Media,MOTION PICTURE & VIDEO PRODUCTION,Within,Within (AOC CLL requires FGL refer),Outside,Check for services exposures,Outside,Within
7819,RETAIL SERVICES,Media,SERVICES ALLIED TO MOTION PICTURES,Within,Within (AOC CLL requires FGL refer),Outside,Check for services exposures,Outside,Within
7822,RETAIL SERVICES,Media,MOTION PICTURE AND TAPE DISTRIBUTION,Within,Within (AOC CLL requires FGL refer),Outside,Check for services exposures,Outside,Within
7829,RETAIL SERVICES,Media,MOTION PICTURE DISTRIBUTION SERVICES,Within,Within (AOC CLL requires FGL refer),Outside,Check for services exposures,Outside,Within
3312,MANUFACTURING (DURABLE),Metals & Mining,BLAST FURNACES AND STEEL MILLS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3313,MANUFACTURING (DURABLE),Metals & Mining,ELECTROMETALLURGICAL PRODUCTS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3315,MANUFACTURING (DURABLE),Metals & Mining,STEEL WIRE AND RELATED PRODUCTS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3316,MANUFACTURING (DURABLE),Metals & Mining,COLD FINISHING OF STEEL SHAPES,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3317,MANUFACTURING (DURABLE),Metals & Mining,STEEL PIPE AND TUBES,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3321,MANUFACTURING (DURABLE),Metals & Mining,GRAY AND DUCTILE IRON FOUNDRIES,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3322,MANUFACTURING (DURABLE),Metals & Mining,MALLEABLE IRON FOUNDRIES,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3324,MANUFACTURING (DURABLE),Metals & Mining,STEEL INVESTMENT FOUNDRIES,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3325,MANUFACTURING (DURABLE),Metals & Mining,"STEEL FOUNDRIES, N.E.C.",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3331,MANUFACTURING (DURABLE),Metals & Mining,PRIMARY COPPER,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3334,MANUFACTURING (DURABLE),Metals & Mining,PRIMARY ALUMINUM,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3339,MANUFACTURING (DURABLE),Metals & Mining,"PRIMARY NONFERROUS METALS, N.E.C.",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3341,MANUFACTURING (DURABLE),Metals & Mining,SECONDARY NONFERROUS METALS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3351,MANUFACTURING (DURABLE),Metals & Mining,COPPER ROLLING AND DRAWING,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3353,MANUFACTURING (DURABLE),Metals & Mining,"ALUMINUM SHEET, PLATE, AND FOIL",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3354,MANUFACTURING (DURABLE),Metals & Mining,ALUMINUM EXTRUDED PRODUCTS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3355,MANUFACTURING (DURABLE),Metals & Mining,"ALUMINUM ROLLING AND DRAWING, N.E.C.",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3356,MANUFACTURING (DURABLE),Metals & Mining,"NONFERROUS ROLLING AND DRAWING, N.E.C.",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3357,MANUFACTURING (DURABLE),Metals & Mining,NONFERROUS WIREDRAWING AND INSULATING,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3363,MANUFACTURING (DURABLE),Metals & Mining,ALUMINUM DIE-CASTINGS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3364,MANUFACTURING (DURABLE),Metals & Mining,NONFERROUS DIE-CASTINGS EXCEPT ALUMINUM,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3365,MANUFACTURING (DURABLE),Metals & Mining,ALUMINUM FOUNDRIES,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3366,MANUFACTURING (DURABLE),Metals & Mining,COPPER FOUNDRIES,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3369,MANUFACTURING (DURABLE),Metals & Mining,"NONFERROUS FOUNDRIES, N.E.C.",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3398,MANUFACTURING (DURABLE),Metals & Mining,METAL HEAT TREATING,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3399,MANUFACTURING (DURABLE),Metals & Mining,"PRIMARY METAL PRODUCTS, N.E.C.",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3411,MANUFACTURING (DURABLE),Metals & Mining,METAL CANS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3412,MANUFACTURING (DURABLE),Metals & Mining,"METAL BARRELS, DRUMS, AND PAILS",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3431,MANUFACTURING (DURABLE),Metals & Mining,METAL SANITARY WARE,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3442,MANUFACTURING (DURABLE),Metals & Mining,"METAL DOORS, SASH, AND TRIM",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3443,MANUFACTURING (DURABLE),Metals & Mining,FABRICATED PLATE WORK (BOILER SHOPS),Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3444,MANUFACTURING (DURABLE),Metals & Mining,SHEET METALWORK,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3446,MANUFACTURING (DURABLE),Metals & Mining,ARCHITECTURAL METAL WORK,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3448,MANUFACTURING (DURABLE),Metals & Mining,PREFABRICATED METAL BUILDINGS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3449,MANUFACTURING (DURABLE),Metals & Mining,MISCELLANEOUS METAL WORK,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3451,MANUFACTURING (DURABLE),Metals & Mining,SCREW MACHINE PRODUCTS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3452,MANUFACTURING (DURABLE),Metals & Mining,"BOLTS, NUTS, RIVETS, AND WASHERS",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3460,MANUFACTURING (DURABLE),Metals & Mining,RUBBER AND PLASTICS FOOTWEAR,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3462,MANUFACTURING (DURABLE),Metals & Mining,IRON AND STEEL FORGINGS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3463,MANUFACTURING (DURABLE),Metals & Mining,NONFERROUS FORGINGS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3465,MANUFACTURING (DURABLE),Metals & Mining,AUTOMOTIVE STAMPINGS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3466,MANUFACTURING (DURABLE),Metals & Mining,CROWNS AND CLOSURES,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3469,MANUFACTURING (DURABLE),Metals & Mining,"METAL STAMPINGS, N.E.C.",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3471,MANUFACTURING (DURABLE),Metals & Mining,PLATING AND POLISHING,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3479,MANUFACTURING (DURABLE),Metals & Mining,METAL COATING AND ALLIED SERVICES,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3493,MANUFACTURING (DURABLE),Metals & Mining,"STEEL SPRINGS, EXCEPT WIRE",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3495,MANUFACTURING (DURABLE),Metals & Mining,WIRE SPRINGS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3496,MANUFACTURING (DURABLE),Metals & Mining,MISCELLANEOUS FABRICATED METAL PRODUCTS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3497,MANUFACTURING (DURABLE),Metals & Mining,METAL FOIL AND LEAF,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
3499,MANUFACTURING (DURABLE),Metals & Mining,"FABRICATED METAL PRODUCTS, N.E.C.",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
1000,NATURAL RESOURCES,Metals & Mining,IRON ORES,Within,Outside,Within,Check Health and Safety,Outside,Within
1011,NATURAL RESOURCES,Metals & Mining,IRON ORES,Within,Outside,Within,Check Health and Safety,Outside,Within
1021,NATURAL RESOURCES,Metals & Mining,COPPER ORES,Within,Outside,Within,Check Health and Safety,Outside,Within
1031,NATURAL RESOURCES,Metals & Mining,LEAD AND ZINC ORES,Within,Outside,Within,Check Health and Safety,Outside,Within
1040,NATURAL RESOURCES,Metals & Mining,IRON ORES,Within,Outside,Within,Check Health and Safety,Outside,Within
1041,NATURAL RESOURCES,Metals & Mining,GOLD ORES,Within,Outside,Within,Check Health and Safety,Outside,Within
1044,NATURAL RESOURCES,Metals & Mining,SILVER ORES,Within,Outside,Within,Check Health and Safety,Outside,Within
1061,NATURAL RESOURCES,Metals & Mining,"FERROALLOY ORES, EXCEPT VANADIUM",Within,Outside,Within,Check Health and Safety,Outside,Within
1081,NATURAL RESOURCES,Metals & Mining,METAL MINING SERVICES,Within,Outside,Within,Check Health and Safety,Outside,Within
1090,NATURAL RESOURCES,Metals & Mining,IRON ORES,Within,Outside,Within,Check Health and Safety,Outside,Within
1094,NATURAL RESOURCES,Metals & Mining,URANIUM-RADIUM-VANADIUM ORES,Within,Outside,Within,Check Health and Safety,Outside,Within
1099,NATURAL RESOURCES,Metals & Mining,"METAL ORES, N.E.C.",Within,Outside,Within,Check Health and Safety,Outside,Within
1220,NATURAL RESOURCES,Metals & Mining,IRON ORES,Within,Outside,Within,Check Health and Safety,Outside,Within
1221,NATURAL RESOURCES,Metals & Mining,BITUMINOUS COAL AND LIGNITE - SURFACE,Within,Outside,Within,Check Health and Safety,Outside,Within
1222,NATURAL RESOURCES,Metals & Mining,BITUMINOUS COAL - UNDERGROUND,Within,Outside,Within,Check Health and Safety,Outside,Within
1231,NATURAL RESOURCES,Metals & Mining,ANTHRACITE MINING,Within,Outside,Within,Check Health and Safety,Outside,Within
1241,NATURAL RESOURCES,Metals & Mining,COAL MINING SERVICES,Within,Outside,Within,Check Health and Safety,Outside,Within
1311,NATURAL RESOURCES,Metals & Mining,CRUDE PETROLEUM AND NATURAL GAS,Within,Outside,Within,Check Health and Safety,Outside,Within
1321,NATURAL RESOURCES,Metals & Mining,NATURAL GAS LIQUIDS,Within,Outside,Within,Check Health and Safety,Outside,Within
1381,NATURAL RESOURCES,Metals & Mining,DRILLING OIL AND GAS WELLS,Within,Outside,Within,Check Health and Safety,Outside,Within
1382,NATURAL RESOURCES,Metals & Mining,OIL AND GAS EXPLORATION SERVICES,Within,Outside,Within,Check Health and Safety,Outside,Within
1389,NATURAL RESOURCES,Metals & Mining,"OIL AND GAS FIELD SERVICES, N.E.C.",Within,Outside,Within,Check Health and Safety,Outside,Within
1400,NATURAL RESOURCES,Metals & Mining,IRON ORES,Within,Outside,Within,Check Health and Safety,Outside,Within
1411,NATURAL RESOURCES,Metals & Mining,DIMENSION STONE,Within,Outside,Within,Check Health and Safety,Outside,Within
1422,NATURAL RESOURCES,Metals & Mining,CRUSHED AND BROKEN LIMESTONE,Within,Outside,Within,Check Health and Safety,Outside,Within
1423,NATURAL RESOURCES,Metals & Mining,BRUSHED AND BROKEN GRANITE,Within,Outside,Within,Check Health and Safety,Outside,Within
1429,NATURAL RESOURCES,Metals & Mining,"CRUSHED AND BROKEN STONE, N.E.C.",Within,Outside,Within,Check Health and Safety,Outside,Within
1442,NATURAL RESOURCES,Metals & Mining,CONSTRUCTION SAND AND GRAVEL,Within,Outside,Within,Check Health and Safety,Outside,Within
1446,NATURAL RESOURCES,Metals & Mining,INDUSTRIAL SAND,Within,Outside,Within,Check Health and Safety,Outside,Within
1455,NATURAL RESOURCES,Metals & Mining,KAOLIN AND BALL CLAY,Within,Outside,Within,Check Health and Safety,Outside,Within
1459,NATURAL RESOURCES,Metals & Mining,"CLAY AND RELATED MINERALS, N.E.C.",Within,Outside,Within,Check Health and Safety,Outside,Within
1474,NATURAL RESOURCES,Metals & Mining,"POTASH, SODA, AND BORATE MINERALS",Within,Outside,Within,Check Health and Safety,Outside,Within
1475,NATURAL RESOURCES,Metals & Mining,PHOSPHATE ROCK,Within,Outside,Within,Check Health and Safety,Outside,Within
1479,NATURAL RESOURCES,Metals & Mining,"CHEMICAL AND FERTILIZER MINING, N.E.C.",Within,Outside,Within,Check Health and Safety,Outside,Within
1481,NATURAL RESOURCES,Metals & Mining,NONMETALLIC MINERALS SERVICES,Within,Outside,Within,Check Health and Safety,Outside,Within
1499,NATURAL RESOURCES,Metals & Mining,MISCELLANEOUS NONMETALLIC MINERALS,Within,Outside,Within,Check Health and Safety,Outside,Within
5051,WHOLESALE,Metals & Mining,METALS SERVICE CENTERS AND OFFICES,Within,Outside,Within,Check Health and Safety,Outside,Within
5052,WHOLESALE,Metals & Mining,COAL AND OTHER MINERALS AND ORES,Within,Outside,Within,Check Health and Safety,Outside,Within
5093,WHOLESALE,Metals & Mining,SCRAP AND WASTE MATERIALS,Within,Outside,Within,Check Health and Safety,Outside,Within
8631,VARIOUS SERVICES,NonProfit - Associations,LABOR ORGANIZATIONS,outside,Outside,outside,outside,outside,outside
8641,VARIOUS SERVICES,NonProfit - Associations,CIVIC AND SOCIAL ASSOCIATIONS,outside,Outside,outside,outside,outside,outside
8651,VARIOUS SERVICES,NonProfit - Associations,POLITICAL ORGANIZATIONS,outside,Outside,outside,outside,outside,outside
8699,VARIOUS SERVICES,NonProfit - Associations,"MEMBERSHIP ORGANIZATIONS, N.E.C.",outside,Outside,outside,outside,outside,outside
8661,VARIOUS SERVICES,NonProfit - Religions,RELIGIOUS ORGANIZATIONS,outside,Outside,outside,outside,outside,outside
181,AGRICULTURE,Not Elsewhere Classified,ORNAMENTAL NURSERY PRODUCTS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
271,AGRICULTURE,Not Elsewhere Classified,FUR-BEARNING ANIMALS AND RABBITS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
272,AGRICULTURE,Not Elsewhere Classified,HORSES AND OTHER EQUINES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
273,AGRICULTURE,Not Elsewhere Classified,ANIMAL AQUACULTURE,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
279,AGRICULTURE,Not Elsewhere Classified,"ANIMAL SPECIALTIES, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
711,AGRICULTURE,Not Elsewhere Classified,SOIL PREPARATION SERVICES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
721,AGRICULTURE,Not Elsewhere Classified,CROP PLANTING AND PROTECTING,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
722,AGRICULTURE,Not Elsewhere Classified,CROP HARVESTING,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
723,AGRICULTURE,Not Elsewhere Classified,CROP PREPARATION SERVICES FOR MARKET,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
724,AGRICULTURE,Not Elsewhere Classified,COTTON GINNING,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
761,AGRICULTURE,Not Elsewhere Classified,FARM LABOR CONTRACTORS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
762,AGRICULTURE,Not Elsewhere Classified,FARM MANAGEMENT SERVICES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
781,AGRICULTURE,Not Elsewhere Classified,LANDSCAPE COUNSELING AND PLANNING,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
782,AGRICULTURE,Not Elsewhere Classified,LAWN AND GARDEN SERVICES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
783,AGRICULTURE,Not Elsewhere Classified,ORNAMENTAL SHRUB AND TREE SERVICES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
919,AGRICULTURE,Not Elsewhere Classified,MISCELLANEOUS MARINE PRODUCTS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
921,AGRICULTURE,Not Elsewhere Classified,FISH HATCHERIES AND PRESERVES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
971,AGRICULTURE,Not Elsewhere Classified,"HUNTING, TRAPPING, GAME PROPAGATION",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
9995,NON CLASSIFIABLE ESTABLISHMENTS,Not Elsewhere Classified,NONCLASSIFIABLE ESTABLISHMENTS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
9999,NON CLASSIFIABLE ESTABLISHMENTS,Not Elsewhere Classified,NONCLASSIFIABLE ESTABLISHMENTS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
8351,VARIOUS SERVICES,Not Elsewhere Classified,CHILD DAY CARE SERVICES,Within,Outside,outside,Check Health and Safety,Outside,Within
8361,VARIOUS SERVICES,Not Elsewhere Classified,RESIDENTIAL CARE,Within,Outside,outside,Check Health and Safety,Outside,Within
8399,VARIOUS SERVICES,Not Elsewhere Classified,"SOCIAL SERVICES, N.E.C.",Within,Outside,outside,Check Health and Safety,Outside,Within
8731,VARIOUS SERVICES,Not Elsewhere Classified,COMMERCIAL PHYSICAL RESEARCH,Within,Outside,Within,Within,Outside,Within
8732,VARIOUS SERVICES,Not Elsewhere Classified,COMMERCIAL NONPHYSICAL RESEARCH,Within,Outside,Within,Within,Outside,Within
8733,VARIOUS SERVICES,Not Elsewhere Classified,NONCOMMERCIAL RESEARCH ORGANIZATIONS,Within,Outside,Within,Within,Outside,Within
8811,VARIOUS SERVICES,Not Elsewhere Classified,PRIVATE HOUSEHOLDS,Within,Outside,outside,Within,Outside,Within
8999,VARIOUS SERVICES,Not Elsewhere Classified,"SERVICES, N.E.C.",Within,Outside,Within,Check for services exposures,Outside,Within
5046,WHOLESALE,Not Elsewhere Classified,"COMMERCIAL EQUIPMENT, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5087,WHOLESALE,Not Elsewhere Classified,SERVICE ESTABLISHMENT EQUIPMENT,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5159,WHOLESALE,Not Elsewhere Classified,"FARM-PRODUCT RAW MATERIALS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5191,WHOLESALE,Not Elsewhere Classified,FARM SUPPLIES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5541,NON/DISCRETIONARY RETAIL SECTOR,"Oil, Gas & Consumable Fuels",GASOLINE SERVICE STATIONS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5983,NON/DISCRETIONARY RETAIL SECTOR,"Oil, Gas & Consumable Fuels",FUEL OIL DEALERS,Within,Outside,Within,Check for services exposures,Outside,Within
5984,NON/DISCRETIONARY RETAIL SECTOR,"Oil, Gas & Consumable Fuels",LIQUEFIED PETROLEUM GAS DEALERS,Within,Outside,Within,Check for services exposures,Outside,Within
5989,NON/DISCRETIONARY RETAIL SECTOR,"Oil, Gas & Consumable Fuels","FUEL DEALERS, N.E.C.",Within,Outside,Within,Check for services exposures,Outside,Within
5171,WHOLESALE,"Oil, Gas & Consumable Fuels",PETROLEUM BULK STATIONS & TERMINALS,Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
5172,WHOLESALE,"Oil, Gas & Consumable Fuels","PETROLEUM PRODUCTS, N.E.C.",Within,Outside appetite if Mining and AOC,Within,Check Health and Safety,Outside,Within
811,AGRICULTURE,Paper & Forest Products,TIMBER TRACTS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
831,AGRICULTURE,Paper & Forest Products,FOREST PRODUCTS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
851,AGRICULTURE,Paper & Forest Products,FORESTRY SERVICES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
2411,MANUFACTURING (DURABLE),Paper & Forest Products,LOGGING,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
2421,MANUFACTURING (DURABLE),Paper & Forest Products,"SAWMILLS AND PLANING MILLS, GENERAL",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
2426,MANUFACTURING (DURABLE),Paper & Forest Products,HARDWOOD DIMENSION & FLOORING MILLS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
