Sic Code,Sic Code2 (SIC first)
Transportation - Road & Rail - TAXICABS - 4121,9224 - Government - Other - PUBLIC ADMINISTRATION
Transportation - Road & Rail - TRUCKING TERMINAL FACILITIES - 4231,9229 - Government - Other - PUBLIC ADMINISTRATION
"Transportation - Road & Rail - TRUCKING, EXCEPT LOCAL - 4213",9311 - Government - Other - PUBLIC ADMINISTRATION
Transportation - Road & Rail - U.S. POSTAL SERVICE - 4311,9411 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Multi - COGENERATION SVCS & SMALL POWER PRODUCER - 4991,9431 - Government - Other - PUBLIC ADMINISTRATION
"Utilities - Multi - COMBINATION UTILITIES, N.E.C. - 4939",9441 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Multi - ELECTRIC AND OTHER SERVICES COMBINED - 4931,9451 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Multi - ELECTRIC SERVICES - 4911,9511 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Multi - GAS AND OTHER SERVICES COMBINED - 4932,9512 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Multi - GAS PRODUCTION AND/OR DISTRIBUTION - 4925,9531 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Multi - GAS TRANSMISSION AND DISTRIBUTION - 4923,9532 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Multi - IRRIGATION SYSTEMS - 4971,9611 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Multi - NATURAL GAS DISTRIBUTION - 4924,9621 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Multi - NATURAL GAS TRANSMISSION - 4922,9631 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Multi - STEAM AND AIR-CONDITIONING SUPPLY - 4961,9641 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Multi - WATER SUPPLY - 4941,9651 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Water - HAZARDOUS WASTE MANAGEMENT - 4955,9661 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Water - REFUSE SYSTEMS - 4953,9711 - Government - Other - PUBLIC ADMINISTRATION
"Utilities - Water - SANITARY SERVICES, N.E.C. - 4959",9721 - Government - Other - PUBLIC ADMINISTRATION
Utilities - Water - SEWERAGE SYSTEMS - 4950,9995 - Not Elsewhere Classified - NON CLASSIFIABLE ESTABLISHMENTS
Utilities - Water - SEWERAGE SYSTEMS - 4952,9999 - Not Elsewhere Classified - NON CLASSIFIABLE ESTABLISHMENTS
