Mode,CDS Path,Template Excel rater named range,Add to excel
override,cds/layers/tower_3/coverage,DB.RatingSummary.Coverage.Layer1.Cover3,True
override,cds/layers/tower_4/coverage,DB.RatingSummary.Coverage.Layer1.Cover4,True
override,cds/layers/tower_5/coverage,DB.RatingSummary.Coverage.Layer1.Cover5,True
override,cds/layers/tower_6/coverage,DB.RatingSummary.Coverage.Layer1.Cover6,True
input,cds/layers/rate_change/total_change/comments,db.rc.rational,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer1.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer10.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer11.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer12.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer13.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer14.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer15.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer16.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer2.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer3.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer4.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer5.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer6.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer7.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer8.CCY,True
input,cds/layers/quoted_premium_pro_rata_100,DB.RatingSummary.GrossPremium.Layer9.CCY,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer1.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer10.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer11.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer12.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer13.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer14.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer15.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer16.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer2.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer3.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer4.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer5.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer6.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer7.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer8.USD,True
input,cds/layers/quoted_premium_pro_rata_100_fx,DB.RatingSummary.GrossPremium.Layer9.USD,True
input,cds/rating_factors/cover_details/no_direct_reinstatements,DB.CoverDetails.Reinstatements.directnumber,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer1,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer10,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer11,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer12,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer13,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer14,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer15,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer16,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer2,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer3,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer4,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer5,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer6,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer7,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer8,True
output,cds/layers/rate_change/deductible_change/model_calculated,db.rc.expiry.DeductibleChange.Layer9,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer1,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer10,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer11,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer12,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer13,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer14,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer15,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer16,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer2,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer3,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer4,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer5,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer6,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer7,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer8,True
output,cds/layers/rate_change/exposure_change/model_calculated,db.rc.expiry.ExposureChange.Layer9,True
output,cds/layers/rate_change/total_change/selected,db.rc.expiry.FinalRateChange.Layer11,True
output,cds/layers/rate_change/total_change/selected,db.rc.expiry.FinalRateChange.Layer12,True
output,cds/layers/rate_change/total_change/selected,db.rc.expiry.FinalRateChange.Layer13,True
output,cds/layers/rate_change/total_change/selected,db.rc.expiry.FinalRateChange.Layer14,True
output,cds/layers/rate_change/total_change/selected,db.rc.expiry.FinalRateChange.Layer15,True
output,cds/layers/rate_change/total_change/selected,db.rc.expiry.FinalRateChange.Layer16,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer1,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer10,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer11,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer12,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer13,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer14,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer15,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer16,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer2,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer3,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer4,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer5,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer6,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer7,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer8,True
output,cds/layers/rate_change/limit_change/model_calculated,db.rc.expiry.LimitChange.Layer9,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer1,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer10,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer11,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer12,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer13,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer14,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer15,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer16,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer2,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer3,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer4,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer5,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer6,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer7,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer8,True
output,cds/layers/rate_change/other_change/model_calculated,db.rc.expiry.OtherChange.Layer9,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer1,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer10,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer11,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer12,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer13,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer14,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer15,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer16,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer2,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer3,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer4,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer5,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer6,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer7,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer8,True
output,cds/layers/rate_change/risk_characteristics_change/model_calculated,db.rc.expiry.RiskChange.Layer9,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer1,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer10,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer11,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer12,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer13,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer14,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer15,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer16,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer2,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer3,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer4,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer5,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer6,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer7,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer8,True
output,cds/layers/rate_change/terms_conditions_change/model_calculated,db.rc.expiry.TermsChange.Layer9,True
input,cds/layers/rate_change/deductible_change/uw_selected,db.rc.Layer1.override.deduc,True
input,cds/layers/rate_change/exposure_change/uw_selected,db.rc.Layer1.override.expo,True
input,cds/layers/rate_change/limit_change/uw_selected,db.rc.Layer1.override.limit,True
input,cds/layers/rate_change/other_change/uw_selected,db.rc.Layer1.override.other,True
input,cds/layers/rate_change/risk_characteristics_change/uw_selected,db.rc.Layer1.override.riskchar,True
input,cds/layers/rate_change/terms_conditions_change/uw_selected,db.rc.Layer1.override.tandc,True
output,cds/layers/rate_change/total_change/selected,db.rc.Layer1.ratechange,True
input,cds/layers/rate_change/deductible_change/uw_selected,db.rc.Layer10.override.deduc,True
input,cds/layers/rate_change/exposure_change/uw_selected,db.rc.Layer10.override.expo,True
input,cds/layers/rate_change/limit_change/uw_selected,db.rc.Layer10.override.limit,True
input,cds/layers/rate_change/other_change/uw_selected,db.rc.Layer10.override.other,True
input,cds/layers/rate_change/risk_characteristics_change/uw_selected,db.rc.Layer10.override.riskchar,True
input,cds/layers/rate_change/terms_conditions_change/uw_selected,db.rc.Layer10.override.tandc,True
output,cds/layers/rate_change/total_change/selected,db.rc.Layer10.ratechange,True
input,cds/layers/rate_change/deductible_change/uw_selected,db.rc.Layer11.override.deduc,True
input,cds/layers/rate_change/exposure_change/uw_selected,db.rc.Layer11.override.expo,True
input,cds/layers/rate_change/limit_change/uw_selected,db.rc.Layer11.override.limit,True
input,cds/layers/rate_change/other_change/uw_selected,db.rc.Layer11.override.other,True
input,cds/layers/rate_change/risk_characteristics_change/uw_selected,db.rc.Layer11.override.riskchar,True
input,cds/layers/rate_change/terms_conditions_change/uw_selected,db.rc.Layer11.override.tandc,True
