Mode,CDS Path,Template Excel rater named range,Add to excel
output,cds/layers/afb_net_premium_fx,DB.RatingSummary.NetPremiumToBeazley.Layer3.USD,True
output,cds/layers/afb_net_premium_fx,DB.RatingSummary.NetPremiumToBeazley.Layer4.USD,True
output,cds/layers/afb_net_premium_fx,DB.RatingSummary.NetPremiumToBeazley.Layer5.USD,True
output,cds/layers/afb_net_premium_fx,DB.RatingSummary.NetPremiumToBeazley.Layer6.USD,True
output,cds/layers/afb_net_premium_fx,DB.RatingSummary.NetPremiumToBeazley.Layer7.USD,True
output,cds/layers/afb_net_premium_fx,DB.RatingSummary.NetPremiumToBeazley.Layer8.USD,True
output,cds/layers/afb_net_premium_fx,DB.RatingSummary.NetPremiumToBeazley.Layer9.USD,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer1.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer1.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer1.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer1.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer1.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer1.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer10.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer10.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer10.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer10.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer10.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer10.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer11.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer11.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer11.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer11.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer11.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer11.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer12.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer12.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer12.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer12.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer12.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer12.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer13.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer13.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer13.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer13.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer13.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer13.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer14.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer14.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer14.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer14.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer14.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer14.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer15.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer15.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer15.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer15.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer15.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer15.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer16.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer16.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer16.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer16.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer16.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer16.Cover6.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer2.Cover5.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer2.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer2.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer2.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer2.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer2.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer2.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer3.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer3.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer3.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer3.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer3.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer3.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer4.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer4.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer4.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer4.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer4.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer4.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer5.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer5.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer5.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer5.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer5.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer5.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer6.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer6.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer6.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer6.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer6.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer6.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer7.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer7.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer7.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer7.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer7.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer7.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer8.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer8.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer8.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer8.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer8.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer8.Cover6.CCY,True
output,cds/layers/tower_1/excess_str,DB.RatingSummary.Attachment.Layer9.Cover1.CCY,True
output,cds/layers/tower_2/excess_str,DB.RatingSummary.Attachment.Layer9.Cover2.CCY,True
output,cds/layers/tower_3/excess_str,DB.RatingSummary.Attachment.Layer9.Cover3.CCY,True
output,cds/layers/tower_4/excess_str,DB.RatingSummary.Attachment.Layer9.Cover4.CCY,True
output,cds/layers/tower_5/excess_str,DB.RatingSummary.Attachment.Layer9.Cover5.CCY,True
output,cds/layers/tower_6/excess_str,DB.RatingSummary.Attachment.Layer9.Cover6.CCY,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer1.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer1.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer1.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer1.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer1.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer1.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer10.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer10.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer10.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer10.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer10.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer10.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer11.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer11.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer11.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer11.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer11.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer11.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer12.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer12.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer12.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer12.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer12.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer12.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer13.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer13.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer13.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer13.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer13.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer13.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer14.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer14.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer14.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer14.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer14.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer14.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer15.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer15.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer15.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer15.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer15.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer15.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer16.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer16.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer16.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer16.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer16.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer16.Cover6.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer2.Cover5.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer2.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer2.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer2.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer2.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer2.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer2.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer3.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer3.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer3.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer3.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer3.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer3.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer4.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer4.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer4.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer4.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer4.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer4.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer5.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer5.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer5.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer5.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer5.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer5.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer6.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer6.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer6.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer6.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer6.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer6.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer7.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer7.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer7.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer7.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer7.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer7.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer8.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer8.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer8.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer8.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer8.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer8.Cover6.USD,True
output,cds/layers/tower_1/excess_str_fx,DB.RatingSummary.Attachment.Layer9.Cover1.USD,True
output,cds/layers/tower_2/excess_str_fx,DB.RatingSummary.Attachment.Layer9.Cover2.USD,True
output,cds/layers/tower_3/excess_str_fx,DB.RatingSummary.Attachment.Layer9.Cover3.USD,True
output,cds/layers/tower_4/excess_str_fx,DB.RatingSummary.Attachment.Layer9.Cover4.USD,True
output,cds/layers/tower_5/excess_str_fx,DB.RatingSummary.Attachment.Layer9.Cover5.USD,True
output,cds/layers/tower_6/excess_str_fx,DB.RatingSummary.Attachment.Layer9.Cover6.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer1,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer10,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer11,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer12,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer13,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer14,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer15,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer16,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer2,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer3,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer4,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer5,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer6,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer7,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer8,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer9,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer1.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer10.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer11.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer12.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer13.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer14.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer15.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer16.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer2.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer3.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer4.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer5.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer6.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer7.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer8.USD,True
input,cds/layers/coverages/crime/premium_split,DB.RatingSummary.BB.Layer9.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer1,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer10,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer11,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer12,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer13,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer14,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer15,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer16,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer2,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer3,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer4,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer5,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer6,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer7,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer8,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer9,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer1.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer10.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer11.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer12.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer13.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer14.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer15.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer16.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer2.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer3.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer4.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer5.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer6.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer7.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer8.USD,True
input,cds/layers/tower_1/beazley_line,DB.RatingSummary.BeazleyLinepc.1.Layer9.USD,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer1,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer1,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer10,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer10,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer11,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer11,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer12,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer12,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer13,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer13,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer14,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer14,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer15,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer15,True
input,cds/layers/lta,DB.RatingSummary.LTApc.Layer16,True
input,cds/layers/ncb,DB.RatingSummary.NCBpc.Layer16,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer1,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer10,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer11,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer12,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer13,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer14,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer15,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer16,True
input,cds/layers/tower_2/beazley_line,DB.RatingSummary.BeazleyLinepc.2.Layer2,True
